Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Protein Stimulus HMS LINCS ID,Protein Stimulus Name,Other Stimulus HMS LINCS ID,Other Stimulus Name,Stimulus Concentration,Stimulus Conc Unit,ExpPlate,Measured Protein,Measured Protein MFI (a.u.),Bead Count
60002-1,N2645,,,,,,,,,,,4,IL-5,8.0,27
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-5,9.0,22
60007-1,RA2708,,,,,,,,,,,4,IL-5,13.0,29
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,9.0,39
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,11.0,40
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,10.5,38
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,9.0,37
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,9.5,26
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,10.0,43
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,9.0,39
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,14.0,27
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,10.0,31
60002-1,N2645,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,9.0,36
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,14.0,29
60007-1,RA2708,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,13.0,27
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,9.0,41
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,11.0,37
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,11.0,46
60002-1,N2645,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,7.0,49
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,10.0,35
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,13.0,23
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,9.0,37
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,11.0,29
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,11.0,32
60002-1,N2645,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,10.0,28
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,12.5,20
60007-1,RA2708,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,11.0,34
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,8.5,28
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,11.0,36
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,12.0,37
60002-1,N2645,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,9.5,42
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,9.0,37
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,10.0,42
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,11.5,46
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,4,IL-5,11.0,32
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,10.5,38
60002-1,N2645,,,,,201285,TNF-a,,,100,ng/mL,4,IL-5,13.0,25
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,11.0,29
60007-1,RA2708,,,,,201285,TNF-a,,,100,ng/mL,4,IL-5,10.0,41
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-5,10.0,33
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-5,10.0,37
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-5,10.0,37
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-5,8.0,33
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-5,12.5,28
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-5,9.0,33
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-5,13.0,23
60006-1,RA2159,,,,,,,,,,,4,IL-5,8.5,24
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-5,11.0,23
60002-1,N2645,,,,,,,,,,,4,IL-5,8.5,20
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-5,24.0,32
60007-1,RA2708,,,,,,,,,,,4,IL-5,8.0,36
60006-1,RA2159,,,,,,,,,,,4,IL-5,8.5,34
60002-1,N2645,,,,,,,,,,,4,IL-5,9.5,24
60007-1,RA2708,,,,,,,,,,,4,IL-5,7.0,28
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-5,8.0,43
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-5,9.0,27
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-5,9.0,34
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-5,12.0,37
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-5,10.5,32
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-5,10.0,26
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,10.0,32
60002-1,N2645,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,9.0,44
60007-1,RA2708,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,11.5,38
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,11.0,29
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,10.0,30
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,9.0,40
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,11.0,25
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,10.5,22
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-5,12.0,20
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,11.5,32
60002-1,N2645,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,11.0,34
60007-1,RA2708,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,11.5,16
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,10.0,26
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,8.0,29
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,8.0,21
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,10.0,23
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,9.0,31
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-5,10.0,23
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,4,IL-5,9.0,31
60002-1,N2645,,,,,201285,TNF-a,,,100,ng/mL,4,IL-5,11.0,39
60007-1,RA2708,,,,,201285,TNF-a,,,100,ng/mL,4,IL-5,11.0,24
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,10.5,34
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,12.0,34
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,11.0,21
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,11.0,20
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,11.5,32
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-5,9.0,39
,,,,,,,,,,,,0,IL-5,11.0,29
,,,,,,,,,,,,0,IL-5,11.0,31
,,,,,,,,,,,,0,IL-5,12.0,27
60006-1,RA2159,,,,,,,,,,,4,IL-5,10.0,27
60002-1,N2645,,,,,,,,,,,4,IL-5,11.0,25
60007-1,RA2708,,,,,,,,,,,4,IL-5,7.0,23
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-5,12.0,27
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-5,9.0,27
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-5,11.0,25
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-5,9.5,24
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-5,8.5,16
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-5,8.0,32
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-5,11.5,66
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-5,12.0,54
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-5,10.0,56
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-5,8.0,56
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-5,10.0,64
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-5,8.5,58
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-5,12.0,49
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-5,12.0,55
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-5,11.0,45
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-5,14.0,45
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-5,12.0,36
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-5,9.5,46
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-5,10.0,69
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-5,10.0,68
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-5,10.0,63
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-5,9.0,48
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-5,10.0,54
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-5,8.0,47
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-5,8.5,22
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-5,9.0,25
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-5,11.0,31
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-5,9.0,31
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-5,8.0,52
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-5,9.0,29
,,,,,,,,,,,,0,GM-CSF,320.0,60
,,,,,,,,,,,,0,GM-CSF,312.0,76
,,,,,,,,,,,,0,GM-CSF,327.0,55
60004-1,RA1869,,,,,,,,,,,1,GM-CSF,285.0,43
60003-1,N2759,,,,,,,,,,,1,GM-CSF,268.0,82
60005-1,RA1931,,,,,,,,,,,1,GM-CSF,210.0,79
60001-1,N2586,,,,,,,,,,,1,GM-CSF,244.0,69
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,GM-CSF,244.0,59
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,,,,,1,GM-CSF,231.0,64
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,GM-CSF,247.5,88
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,,,,,1,GM-CSF,252.0,61
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,GM-CSF,226.0,67
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,,,,,1,GM-CSF,239.0,62
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,GM-CSF,231.0,55
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,,,,,1,GM-CSF,217.0,54
60004-1,RA1869,,,,,201285,TNF-a,,,100,ng/mL,1,GM-CSF,401.0,75
60003-1,N2759,,,,,201285,TNF-a,,,100,ng/mL,1,GM-CSF,378.5,68
60005-1,RA1931,,,,,201285,TNF-a,,,100,ng/mL,1,GM-CSF,377.0,74
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,1,GM-CSF,368.0,80
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,374.0,62
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,358.0,85
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,343.0,70
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,358.0,51
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,375.5,70
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,350.0,81
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,374.0,64
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,352.0,50
60004-1,RA1869,,,,,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,384.0,56
60003-1,N2759,,,,,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,314.0,61
60005-1,RA1931,,,,,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,384.0,91
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,401.0,63
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,364.0,79
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,311.0,65
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,355.0,57
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,340.0,81
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,363.0,76
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,332.5,66
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,350.0,71
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,306.0,65
60004-1,RA1869,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,250.0,61
60003-1,N2759,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,333.5,56
60005-1,RA1931,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,313.0,59
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,344.0,70
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,232.5,62
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,312.0,74
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,273.5,62
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,306.0,56
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,272.0,79
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,288.0,88
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,323.5,60
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,303.0,67
60004-1,RA1869,,,,,,,,,,,1,GM-CSF,242.0,80
60003-1,N2759,,,,,,,,,,,1,GM-CSF,233.0,67
60005-1,RA1931,,,,,,,,,,,1,GM-CSF,241.0,67
60001-1,N2586,,,,,,,,,,,1,GM-CSF,248.0,74
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,GM-CSF,256.0,75
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,,,,,1,GM-CSF,247.0,56
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,GM-CSF,246.0,81
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,,,,,1,GM-CSF,250.0,73
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,GM-CSF,233.0,77
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,,,,,1,GM-CSF,222.0,73
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,GM-CSF,222.0,56
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,,,,,1,GM-CSF,223.0,77
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,GM-CSF,253.5,66
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,,,,,1,GM-CSF,242.0,62
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,GM-CSF,253.0,72
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,,,,,1,GM-CSF,230.0,68
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,GM-CSF,227.5,80
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,,,,,1,GM-CSF,206.0,81
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,GM-CSF,232.5,94
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,1,GM-CSF,224.0,65
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,GM-CSF,234.0,74
60004-1,RA1869,,,,,,,,,,,1,GM-CSF,271.0,71
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,GM-CSF,237.0,84
60003-1,N2759,,,,,,,,,,,1,GM-CSF,226.0,65
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,GM-CSF,247.0,61
60005-1,RA1931,,,,,,,,,,,1,GM-CSF,247.5,78
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,GM-CSF,248.0,61
60001-1,N2586,,,,,,,,,,,1,GM-CSF,209.0,57
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,327.0,67
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,333.0,66
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,356.0,88
60003-1,N2759,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,346.5,82
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,336.5,58
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,319.5,68
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,322.0,73
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,348.0,67
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,452.5,56
60004-1,RA1869,,,,,201285,TNF-a,,,100,ng/mL,1,GM-CSF,429.0,75
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,336.0,75
60003-1,N2759,,,,,201285,TNF-a,,,100,ng/mL,1,GM-CSF,395.5,50
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,438.0,66
60005-1,RA1931,,,,,201285,TNF-a,,,100,ng/mL,1,GM-CSF,446.5,82
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,1,GM-CSF,379.0,67
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,1,GM-CSF,381.0,72
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,234.5,68
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,243.5,58
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,229.5,66
60003-1,N2759,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,237.0,64
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,217.5,74
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,247.5,68
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,215.0,52
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,222.0,59
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,386.5,72
60004-1,RA1869,,,,,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,381.0,57
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,344.0,66
60003-1,N2759,,,,,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,373.5,58
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,353.0,58
60005-1,RA1931,,,,,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,358.0,55
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,403.0,45
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,1,GM-CSF,363.0,62
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,200.0,65
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,230.0,57
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,233.0,66
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,216.5,52
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,213.0,58
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,226.0,65
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,234.0,60
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,197.0,81
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,268.0,41
60004-1,RA1869,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,302.0,46
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,305.5,74
60003-1,N2759,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,335.0,48
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,269.0,66
60005-1,RA1931,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,335.0,58
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,287.0,63
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,GM-CSF,326.0,54
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,GM-CSF,208.5,54
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,,,,,1,GM-CSF,213.0,59
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,GM-CSF,228.0,68
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,,,,,1,GM-CSF,230.0,65
