Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Protein Stimulus HMS LINCS ID,Protein Stimulus Name,Other Stimulus HMS LINCS ID,Other Stimulus Name,Stimulus Concentration,Stimulus Conc Unit,ExpPlate,Measured Protein,Measured Protein MFI (a.u.),Bead Count
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,IL-1B,69.5,64
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-1B,27.5,74
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-1B,28.0,78
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-1B,29.0,69
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-1B,33.0,71
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-1B,33.0,68
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-1B,46.0,81
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-1B,47.0,71
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,3,IL-1B,35.0,70
60004-1,RA1869,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,61.0,86
60003-1,N2759,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,76.5,74
60005-1,RA1931,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,65.0,73
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,88.0,79
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,41.5,80
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,32.5,72
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,77.0,57
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,60.0,72
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,59.0,71
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,47.0,74
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,84.0,62
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,3,IL-1B,52.0,84
60004-1,RA1869,,,,,201285,TNF-a,,,100,ng/mL,3,IL-1B,343.5,78
60003-1,N2759,,,,,201285,TNF-a,,,100,ng/mL,3,IL-1B,351.5,66
60005-1,RA1931,,,,,201285,TNF-a,,,100,ng/mL,3,IL-1B,430.0,66
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,3,IL-1B,406.0,61
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-1B,371.5,62
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-1B,421.0,43
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-1B,401.0,69
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-1B,367.0,79
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-1B,424.0,59
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-1B,439.5,60
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,3,IL-1B,411.0,71
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,3,IL-1B,403.0,63
,,,,,,,,,,,,0,IL-1B,11.0,76
,,,,,,,,,,,,0,IL-1B,16.0,78
,,,,,,,,,,,,0,IL-1B,12.0,81
60004-1,RA1869,,,,,,,,,,,3,IL-1B,19.0,49
60003-1,N2759,,,,,,,,,,,3,IL-1B,47.0,65
60005-1,RA1931,,,,,,,,,,,3,IL-1B,18.0,80
60001-1,N2586,,,,,,,,,,,3,IL-1B,13.5,56
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-1B,14.0,61
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-1B,12.5,66
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-1B,11.0,75
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-1B,14.0,61
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-1B,12.0,57
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-1B,13.0,50
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,3,IL-1B,12.0,75
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,,,,,3,IL-1B,10.0,52
,,,,,,,,,,,,0,IL-1B,22.5,56
,,,,,,,,,,,,0,IL-1B,25.0,48
,,,,,,,,,,,,0,IL-1B,16.0,75
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-1B,24.0,59
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-1B,24.0,68
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-1B,18.0,94
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-1B,19.0,68
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-1B,16.0,86
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-1B,38.0,81
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-1B,18.0,74
60006-1,RA2159,,,,,,,,,,,4,IL-1B,20.0,76
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-1B,19.0,71
60002-1,N2645,,,,,,,,,,,4,IL-1B,17.0,57
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-1B,18.0,72
60007-1,RA2708,,,,,,,,,,,4,IL-1B,15.0,64
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,20.5,64
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,39.0,66
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,18.0,71
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,17.0,85
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,19.0,83
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,20.0,47
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,48.0,87
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,67.0,69
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,40.5,56
60002-1,N2645,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,82.5,60
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,82.5,66
60007-1,RA2708,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,57.0,58
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,22.0,63
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,33.0,71
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,28.0,81
60002-1,N2645,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,36.5,64
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,17.0,70
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,42.0,87
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,98.0,71
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,85.5,78
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,46.0,52
60002-1,N2645,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,65.0,52
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,101.0,69
60007-1,RA2708,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,93.0,65
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,479.0,67
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,472.5,86
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,430.0,75
60002-1,N2645,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,451.0,75
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,479.0,77
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,431.5,82
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,395.0,82
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,4,IL-1B,473.0,87
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,406.0,76
60002-1,N2645,,,,,201285,TNF-a,,,100,ng/mL,4,IL-1B,402.0,63
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,447.0,72
60007-1,RA2708,,,,,201285,TNF-a,,,100,ng/mL,4,IL-1B,396.0,61
60006-1,RA2159,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-1B,19.0,70
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-1B,20.5,68
60002-1,N2645,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-1B,19.0,71
60002-1,N2645,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-1B,19.0,67
60007-1,RA2708,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,4,IL-1B,20.0,72
60007-1,RA2708,10228-102-3,IKK16,2.0,uM,,,,,,,4,IL-1B,20.0,72
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-1B,23.0,71
60006-1,RA2159,,,,,,,,,,,4,IL-1B,23.0,68
60002-1,N2645,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-1B,18.0,51
60002-1,N2645,,,,,,,,,,,4,IL-1B,18.0,74
60007-1,RA2708,10226-101-2,Tofacitinib,0.3,uM,,,,,,,4,IL-1B,21.0,60
60007-1,RA2708,,,,,,,,,,,4,IL-1B,20.5,66
60006-1,RA2159,,,,,,,,,,,4,IL-1B,23.0,75
60002-1,N2645,,,,,,,,,,,4,IL-1B,18.0,76
60007-1,RA2708,,,,,,,,,,,4,IL-1B,19.0,54
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-1B,18.0,68
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-1B,18.0,75
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-1B,18.0,90
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-1B,16.0,73
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-1B,17.0,74
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-1B,14.0,63
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,69.0,67
60002-1,N2645,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,85.5,72
60007-1,RA2708,,,,,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,85.5,70
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,46.0,65
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,43.5,60
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,60.5,60
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,47.0,76
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,59.5,64
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,4,IL-1B,28.0,75
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,95.5,64
60002-1,N2645,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,59.0,78
60007-1,RA2708,,,,,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,79.0,73
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,82.5,76
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,59.0,61
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,73.5,76
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,39.0,65
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,78.0,51
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,4,IL-1B,68.5,80
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,4,IL-1B,493.0,51
60002-1,N2645,,,,,201285,TNF-a,,,100,ng/mL,4,IL-1B,438.0,61
60007-1,RA2708,,,,,201285,TNF-a,,,100,ng/mL,4,IL-1B,426.0,65
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,432.5,48
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,488.0,65
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,437.0,84
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,435.0,73
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,470.0,60
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,4,IL-1B,443.0,69
,,,,,,,,,,,,0,IL-1B,18.0,65
,,,,,,,,,,,,0,IL-1B,18.5,64
,,,,,,,,,,,,0,IL-1B,12.0,77
60006-1,RA2159,,,,,,,,,,,4,IL-1B,38.0,55
60002-1,N2645,,,,,,,,,,,4,IL-1B,20.0,51
60007-1,RA2708,,,,,,,,,,,4,IL-1B,25.0,57
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-1B,22.0,49
60006-1,RA2159,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-1B,17.0,72
60002-1,N2645,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-1B,18.5,52
60002-1,N2645,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-1B,19.0,50
60007-1,RA2708,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,4,IL-1B,28.5,60
60007-1,RA2708,10439-101-2,PH-797804,0.6,uM,,,,,,,4,IL-1B,16.0,71
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-1B,453.0,59
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-1B,14.0,32
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-1B,14.0,42
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-1B,447.0,87
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-1B,12.0,76
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-1B,10.0,62
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-1B,504.0,63
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-1B,13.0,51
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-1B,14.0,53
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-1B,485.0,60
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-1B,12.0,55
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-1B,12.0,64
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-1B,467.5,54
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-1B,13.0,69
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-1B,13.0,49
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-1B,395.0,61
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-1B,11.0,70
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-1B,11.0,59
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-1B,515.0,55
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-1B,28.5,50
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-1B,24.5,56
,,,,,,201285,TNF-a,,,100,ng/mL,0,IL-1B,493.0,84
,,,,,,201286,IL-1 alpha,,,100,ng/mL,0,IL-1B,25.0,71
,,,,,,,,90002-1,Poly(I:C),2,ug/mL,0,IL-1B,18.0,85
,,,,,,,,,,,,0,Eotaxin,61.0,57
,,,,,,,,,,,,0,Eotaxin,56.0,33
,,,,,,,,,,,,0,Eotaxin,44.0,37
60004-1,RA1869,,,,,,,,,,,1,Eotaxin,58.5,44
60003-1,N2759,,,,,,,,,,,1,Eotaxin,51.0,59
60005-1,RA1931,,,,,,,,,,,1,Eotaxin,56.5,50
60001-1,N2586,,,,,,,,,,,1,Eotaxin,53.5,50
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,Eotaxin,56.0,53
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,,,,,1,Eotaxin,54.0,45
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,Eotaxin,51.0,61
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,,,,,1,Eotaxin,47.0,37
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,Eotaxin,56.0,51
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,,,,,1,Eotaxin,51.5,34
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,Eotaxin,61.0,50
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,,,,,1,Eotaxin,57.0,65
60004-1,RA1869,,,,,201285,TNF-a,,,100,ng/mL,1,Eotaxin,159.0,62
60003-1,N2759,,,,,201285,TNF-a,,,100,ng/mL,1,Eotaxin,128.0,66
60005-1,RA1931,,,,,201285,TNF-a,,,100,ng/mL,1,Eotaxin,121.0,75
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,1,Eotaxin,129.5,64
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,Eotaxin,126.0,48
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,Eotaxin,140.5,38
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,Eotaxin,130.0,34
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,Eotaxin,148.0,44
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,Eotaxin,143.0,46
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,Eotaxin,125.0,38
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,1,Eotaxin,154.0,43
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201285,TNF-a,,,100,ng/mL,1,Eotaxin,135.0,55
60004-1,RA1869,,,,,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,101.5,58
60003-1,N2759,,,,,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,115.5,66
60005-1,RA1931,,,,,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,102.5,50
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,137.5,44
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,90.0,43
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,78.0,53
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,90.0,63
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,88.0,51
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,103.0,47
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,75.5,58
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,115.0,56
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,201286,IL-1 alpha,,,100,ng/mL,1,Eotaxin,90.0,52
60004-1,RA1869,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,64.0,71
60003-1,N2759,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,89.0,91
60005-1,RA1931,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,72.0,58
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,110.0,53
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,43.5,52
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,72.0,56
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,60.0,49
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,74.0,63
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,74.0,54
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,55.5,52
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,93.0,43
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,90002-1,Poly(I:C),2,ug/mL,1,Eotaxin,74.0,59
60004-1,RA1869,,,,,,,,,,,1,Eotaxin,41.0,69
60003-1,N2759,,,,,,,,,,,1,Eotaxin,53.0,65
60005-1,RA1931,,,,,,,,,,,1,Eotaxin,39.0,74
60001-1,N2586,,,,,,,,,,,1,Eotaxin,26.0,52
60004-1,RA1869,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,Eotaxin,52.0,51
60004-1,RA1869,10439-101-2,PH-797804,0.6,uM,,,,,,,1,Eotaxin,48.5,56
60003-1,N2759,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,Eotaxin,47.5,52
60003-1,N2759,10439-101-2,PH-797804,0.6,uM,,,,,,,1,Eotaxin,46.0,51
60005-1,RA1931,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,Eotaxin,57.0,48
60005-1,RA1931,10439-101-2,PH-797804,0.6,uM,,,,,,,1,Eotaxin,50.0,61
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,1,Eotaxin,55.0,49
60001-1,N2586,10439-101-2,PH-797804,0.6,uM,,,,,,,1,Eotaxin,55.5,66
60004-1,RA1869,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,Eotaxin,45.0,75
60004-1,RA1869,10228-102-3,IKK16,2.0,uM,,,,,,,1,Eotaxin,48.0,58
60003-1,N2759,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,Eotaxin,47.0,73
60003-1,N2759,10228-102-3,IKK16,2.0,uM,,,,,,,1,Eotaxin,48.0,58
60005-1,RA1931,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,Eotaxin,47.0,68
60005-1,RA1931,10228-102-3,IKK16,2.0,uM,,,,,,,1,Eotaxin,14.0,83
60001-1,N2586,10356-101-3,5z-7-oxozeaenol,0.6,uM,,,,,,,1,Eotaxin,46.0,72
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,1,Eotaxin,53.0,61
60004-1,RA1869,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,Eotaxin,45.0,47
60004-1,RA1869,,,,,,,,,,,1,Eotaxin,53.0,61
60003-1,N2759,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,Eotaxin,47.0,50
60003-1,N2759,,,,,,,,,,,1,Eotaxin,47.5,50
60005-1,RA1931,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,Eotaxin,45.0,39
60005-1,RA1931,,,,,,,,,,,1,Eotaxin,45.0,53
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,1,Eotaxin,48.5,52
