Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Normalized Growth Rate Inhibition Value,Biological Replicate
50583-9,MCF 10A,10071-101-2,Palbociclib,0.1,750,5027,7974,0.7289,2
50583-9,MCF 10A,10071-101-2,Palbociclib,0.17783,750,3536,7974,0.5661,2
50583-9,MCF 10A,10071-101-2,Palbociclib,0.31623,750,1895,7974,0.3088,2
50583-9,MCF 10A,10071-101-2,Palbociclib,0.56234,750,1665,7974,0.2620,2
50583-9,MCF 10A,10071-101-2,Palbociclib,1,750,1791,7974,0.2880,2
50583-9,MCF 10A,10071-101-2,Palbociclib,1.7783,750,1608,7974,0.2480,2
50583-9,MCF 10A,10071-101-2,Palbociclib,3.1623,750,1395,7974,0.1984,2
50583-9,MCF 10A,10071-101-2,Palbociclib,5.6234,750,1303,7974,0.1744,2
50583-9,MCF 10A,10071-101-2,Palbociclib,10,750,1127,7974,0.1261,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.00021667,750,8002,7974,1.0013,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.00033333,750,7586,7974,0.9700,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.00066667,750,5599,7974,0.8021,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.001,750,5553,7974,0.7983,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.0016667,750,4052,7974,0.6396,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.003,750,2961,7974,0.4948,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.0056667,750,1958,7974,0.3238,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.01,750,1565,7974,0.2404,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.017783,750,1287,7974,0.1708,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.031623,750,1175,7974,0.1402,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.1,750,1171,7974,0.1389,2
50583-9,MCF 10A,10142-101-4,Trametinib,0.31623,750,1074,7974,0.1077,2
50583-9,MCF 10A,10142-101-4,Trametinib,1,750,1176,7974,0.1407,2
50583-9,MCF 10A,10282-101-4,Vorinostat,0.0033333,750,7654,7974,0.9755,2
50583-9,MCF 10A,10282-101-4,Vorinostat,0.01,750,7863,7974,0.9903,2
50583-9,MCF 10A,10282-101-4,Vorinostat,0.031667,750,7441,7974,0.9579,2
50583-9,MCF 10A,10282-101-4,Vorinostat,0.1,750,5993,7974,0.8368,2
50583-9,MCF 10A,10282-101-4,Vorinostat,0.17783,750,6082,7974,0.8468,2
50583-9,MCF 10A,10282-101-4,Vorinostat,0.31623,750,4561,7974,0.6976,2
50583-9,MCF 10A,10282-101-4,Vorinostat,0.56234,750,3285,7974,0.5406,2
50583-9,MCF 10A,10282-101-4,Vorinostat,1,750,2509,7974,0.4237,2
50583-9,MCF 10A,10282-101-4,Vorinostat,1.7783,750,1679,7974,0.2660,2
50583-9,MCF 10A,10282-101-4,Vorinostat,3.1623,750,1026,7974,0.0959,2
50583-9,MCF 10A,10282-101-4,Vorinostat,5.6234,750,861,7974,0.0406,2
50583-9,MCF 10A,10282-101-4,Vorinostat,10,750,829,7974,0.0294,2
50583-2,MCF 10A,10233-101-4,Alpelisib,0.0033333,1321,18059,17606,1.0136,2
50583-2,MCF 10A,10233-101-4,Alpelisib,0.01,1321,17688,17606,1.0023,2
50583-2,MCF 10A,10233-101-4,Alpelisib,0.031667,1321,17883,17606,1.0084,2
50583-2,MCF 10A,10233-101-4,Alpelisib,0.1,1321,17299,17606,0.9905,2
50583-2,MCF 10A,10233-101-4,Alpelisib,0.31623,1321,16912,17606,0.9782,2
50583-2,MCF 10A,10233-101-4,Alpelisib,0.56234,1321,16173,17606,0.9550,2
50583-2,MCF 10A,10233-101-4,Alpelisib,1,1321,15826,17606,0.9433,2
50583-2,MCF 10A,10233-101-4,Alpelisib,1.7783,1321,14927,17606,0.9134,2
50583-2,MCF 10A,10233-101-4,Alpelisib,3.1623,1321,13754,17606,0.8720,2
50583-2,MCF 10A,10233-101-4,Alpelisib,5.6234,1321,11893,17606,0.7998,2
50583-2,MCF 10A,10233-101-4,Alpelisib,10,1321,9318,17606,0.6862,2
50583-2,MCF 10A,10020-101-5,Dasatinib,0.0010833,1321,17908,17606,1.0090,2
50583-2,MCF 10A,10020-101-5,Dasatinib,0.0033333,1321,18157,17606,1.0165,2
50583-2,MCF 10A,10020-101-5,Dasatinib,0.01,1321,18077,17606,1.0139,2
50583-2,MCF 10A,10020-101-5,Dasatinib,0.018333,1321,17731,17606,1.0035,2
50583-2,MCF 10A,10020-101-5,Dasatinib,0.031667,1321,17211,17606,0.9872,2
50583-2,MCF 10A,10020-101-5,Dasatinib,0.056667,1321,15253,17606,0.9237,2
50583-2,MCF 10A,10020-101-5,Dasatinib,0.1,1321,12643,17606,0.8303,2
50583-2,MCF 10A,10020-101-5,Dasatinib,0.17783,1321,9297,17606,0.6858,2
50583-2,MCF 10A,10020-101-5,Dasatinib,0.31623,1321,8162,17606,0.6275,2
50583-2,MCF 10A,10020-101-5,Dasatinib,0.56234,1321,6895,17606,0.5560,2
50583-2,MCF 10A,10020-101-5,Dasatinib,1,1321,5934,17606,0.4924,2
50583-2,MCF 10A,10020-101-5,Dasatinib,1.7783,1321,4903,17606,0.4205,2
50583-2,MCF 10A,10020-101-5,Dasatinib,3.1623,1321,3104,17606,0.2559,2
50583-2,MCF 10A,10020-101-5,Dasatinib,10,1321,1732,17606,0.0748,2
50583-2,MCF 10A,10250-101-3,Etoposide,0.0010833,1321,17202,17606,0.9874,2
50583-2,MCF 10A,10250-101-3,Etoposide,0.0033333,1321,17406,17606,0.9938,2
50583-2,MCF 10A,10250-101-3,Etoposide,0.01,1321,17424,17606,0.9943,2
50583-2,MCF 10A,10250-101-3,Etoposide,0.018333,1321,16556,17606,0.9672,2
50583-2,MCF 10A,10250-101-3,Etoposide,0.031667,1321,15872,17606,0.9453,2
50583-2,MCF 10A,10250-101-3,Etoposide,0.056667,1321,13817,17606,0.8742,2
50583-2,MCF 10A,10250-101-3,Etoposide,0.1,1321,11362,17606,0.7785,2
50583-2,MCF 10A,10250-101-3,Etoposide,0.17783,1321,8049,17606,0.6204,2
50583-2,MCF 10A,10250-101-3,Etoposide,0.31623,1321,5875,17606,0.4898,2
50583-2,MCF 10A,10250-101-3,Etoposide,0.56234,1321,3489,17606,0.2955,2
50583-2,MCF 10A,10250-101-3,Etoposide,1,1321,1932,17606,0.1069,2
50583-2,MCF 10A,10250-101-3,Etoposide,1.7783,1321,1370,17606,0.0093,2
50583-2,MCF 10A,10250-101-3,Etoposide,3.1623,1321,1326,17606,0.0010,2
50583-2,MCF 10A,10250-101-3,Etoposide,10,1321,1281,17606,-0.0085,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.00043333,1321,17765,17606,1.0044,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.0013333,1321,17769,17606,1.0046,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.0033333,1321,17870,17606,1.0078,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.0053333,1321,17706,17606,1.0030,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.01,1321,18158,17606,1.0165,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.018,1321,18053,17606,1.0135,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.031623,1321,17570,17606,0.9987,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.056234,1321,15020,17606,0.9158,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.1,1321,11203,17606,0.7716,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.17783,1321,8753,17606,0.6576,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.31623,1321,4924,17606,0.4203,2
50583-2,MCF 10A,10018-101-5,Neratinib,0.56234,1321,2814,17606,0.2243,2
50583-2,MCF 10A,10018-101-5,Neratinib,1,1321,2091,17606,0.1304,2
50583-2,MCF 10A,10018-101-5,Neratinib,3.1623,1321,1871,17606,0.0973,2
50583-2,MCF 10A,10102-101-7,Taxol,4.3333e-05,1321,18382,17606,1.0231,2
50583-2,MCF 10A,10102-101-7,Taxol,0.00013333,1321,18259,17606,1.0193,2
50583-2,MCF 10A,10102-101-7,Taxol,0.0002,1321,17612,17606,1.0001,2
50583-2,MCF 10A,10102-101-7,Taxol,0.00033333,1321,17613,17606,1.0002,2
50583-2,MCF 10A,10102-101-7,Taxol,0.00053333,1321,17046,17606,0.9822,2
50583-2,MCF 10A,10102-101-7,Taxol,0.001,1321,13536,17606,0.8627,2
50583-2,MCF 10A,10102-101-7,Taxol,0.0018,1321,9452,17606,0.6924,2
50583-2,MCF 10A,10102-101-7,Taxol,0.0031623,1321,3828,17606,0.3280,2
50583-2,MCF 10A,10102-101-7,Taxol,0.0056234,1321,1853,17606,0.0936,2
50583-2,MCF 10A,10102-101-7,Taxol,0.01,1321,995,17606,-0.0739,2
50583-2,MCF 10A,10102-101-7,Taxol,0.017783,1321,732,17606,-0.1465,2
50583-2,MCF 10A,10102-101-7,Taxol,0.031623,1321,624,17606,-0.1821,2
50583-2,MCF 10A,10102-101-7,Taxol,0.1,1321,461,17606,-0.2458,2
50583-2,MCF 10A,10102-101-7,Taxol,0.31623,1321,494,17606,-0.2313,2
50583-2,MCF 10A,10071-101-2,Palbociclib,0.0010833,1321,17014,17606,0.9814,2
50583-2,MCF 10A,10071-101-2,Palbociclib,0.0033333,1321,17231,17606,0.9885,2
50583-2,MCF 10A,10071-101-2,Palbociclib,0.01,1321,17325,17606,0.9911,2
50583-2,MCF 10A,10071-101-2,Palbociclib,0.031667,1321,17808,17606,1.0060,2
50583-2,MCF 10A,10071-101-2,Palbociclib,0.056667,1321,18160,17606,1.0165,2
50583-2,MCF 10A,10071-101-2,Palbociclib,0.1,1321,16806,17606,0.9746,2
50583-2,MCF 10A,10071-101-2,Palbociclib,0.17783,1321,16312,17606,0.9587,2
50583-2,MCF 10A,10071-101-2,Palbociclib,0.31623,1321,8379,17606,0.6359,2
50583-2,MCF 10A,10071-101-2,Palbociclib,0.56234,1321,7704,17606,0.6014,2
50583-2,MCF 10A,10071-101-2,Palbociclib,1,1321,7391,17606,0.5826,2
50583-2,MCF 10A,10071-101-2,Palbociclib,1.7783,1321,6439,17606,0.5268,2
50583-2,MCF 10A,10071-101-2,Palbociclib,3.1623,1321,4663,17606,0.4010,2
50583-2,MCF 10A,10071-101-2,Palbociclib,5.6234,1321,4165,17606,0.3595,2
50583-2,MCF 10A,10071-101-2,Palbociclib,10,1321,3235,17606,0.2704,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.00021667,1321,18209,17606,1.0179,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.00033333,1321,18402,17606,1.0232,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.00066667,1321,18008,17606,1.0120,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.001,1321,17914,17606,1.0086,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.0016667,1321,16137,17606,0.9537,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.003,1321,12818,17606,0.8366,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.0056667,1321,8974,17606,0.6693,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.01,1321,5599,17606,0.4717,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.017783,1321,4098,17606,0.3532,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.031623,1321,2927,17606,0.2364,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.1,1321,2861,17606,0.2296,2
50583-2,MCF 10A,10142-101-4,Trametinib,0.31623,1321,2746,17606,0.2162,2
50583-2,MCF 10A,10142-101-4,Trametinib,1,1321,2830,17606,0.2262,2
50583-2,MCF 10A,10282-101-4,Vorinostat,0.0033333,1321,17221,17606,0.9881,2
50583-2,MCF 10A,10282-101-4,Vorinostat,0.01,1321,17742,17606,1.0040,2
50583-2,MCF 10A,10282-101-4,Vorinostat,0.031667,1321,17263,17606,0.9893,2
50583-2,MCF 10A,10282-101-4,Vorinostat,0.1,1321,15949,17606,0.9478,2
50583-2,MCF 10A,10282-101-4,Vorinostat,0.17783,1321,14895,17606,0.9122,2
50583-2,MCF 10A,10282-101-4,Vorinostat,0.31623,1321,13461,17606,0.8612,2
50583-2,MCF 10A,10282-101-4,Vorinostat,0.56234,1321,9754,17606,0.7066,2
50583-2,MCF 10A,10282-101-4,Vorinostat,1,1321,6516,17606,0.5323,2
50583-2,MCF 10A,10282-101-4,Vorinostat,1.7783,1321,3580,17606,0.3055,2
50583-2,MCF 10A,10282-101-4,Vorinostat,3.1623,1321,2097,17606,0.1316,2
50583-2,MCF 10A,10282-101-4,Vorinostat,5.6234,1321,1454,17606,0.0258,2
50583-2,MCF 10A,10282-101-4,Vorinostat,10,1321,1416,17606,0.0185,2
