Cell HMS LINCS ID,Cell Name,Clinical Subtype,Transcriptional Subtype,Small Molecule HMS LINCS ID,Small Molecule Name,Antibody HMS LINCS ID,Antibody Name,Perturbagen Target,Perturbagen Class,Biological Replicate ID,Conc Unit,GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC,GR r2,Nominal Division Rate
50578-1,HCC1187,TNBC,Basal A,10241-101-1,Bortezomib,,,Proteasome,Proteasome,7431.074,uM,0.03153,0.04619,-0.9365,-0.9373,2.7635,1.2473,0.9990,1.4349
50578-1,HCC1187,TNBC,Basal A,10241-101-1,Bortezomib,,,Proteasome,Proteasome,7432.074,uM,0.01535,0.02166,-0.9993,-0.9985,3.1914,1.3750,0.9993,0.8598
50578-1,HCC1187,TNBC,Basal A,10241-101-1,Bortezomib,,,Proteasome,Proteasome,7432.074,uM,0.01535,0.02166,-0.9993,-0.9985,3.1914,1.3750,0.9993,0.8598
50578-1,HCC1187,TNBC,Basal A,10189-101-2,Bosutinib,,,Src,nRTK,10753.145,uM,3.19730,5.23050,-0.3854,-0.4409,1.2844,0.3743,0.9784,1.5180
50578-1,HCC1187,TNBC,Basal A,10242-101-1,Carboplatin,,,DNA cross-linker,DNA cross-linker,7811.011,uM,9.34130,15.53130,-0.9999,-1.0000,2.1609,0.7396,0.9934,0.4400
50578-1,HCC1187,TNBC,Basal A,10242-101-1,Carboplatin,,,DNA cross-linker,DNA cross-linker,9244.021,uM,28.070,34.96690,-0.9998,-0.9999,5.0000,0.5650,0.9980,0.4542
50578-1,HCC1187,TNBC,Basal A,10242-101-1,Carboplatin,,,DNA cross-linker,DNA cross-linker,7812.011,uM,27.99240,39.95870,-0.9731,-0.9495,2.9906,0.5264,0.9987,1.0620
50578-1,HCC1187,TNBC,Basal A,10503-101-1,Celecoxib,,,COX2,COX,10518.136,uM,inf,inf,0.9091,0.9091,0.0000,0.0220,0.1805,1.2490
50578-1,HCC1187,TNBC,Basal A,,,80078-1,Cetuximab,EGFR,ErbB,7811.018,uM,inf,inf,0.6946,0.6946,0.0000,0.1308,-0.0060,0.4694
50578-1,HCC1187,TNBC,Basal A,,,80078-1,Cetuximab,EGFR,ErbB,7812.042,uM,inf,inf,0.5614,0.5614,0.0000,0.0267,0.3674,0.9722
50578-1,HCC1187,TNBC,Basal A,10243-999-1,CGC-11047,,,Polyamine analogue,,9244.034,uM,857.46960,1000.00000,-0.9979,-0.5786,5.0000,0.2889,0.5826,0.6294
50578-1,HCC1187,TNBC,Basal A,10243-999-1,CGC-11047,,,Polyamine analogue,,7811.018,uM,26.10570,188.83540,-0.9999,-1.0000,0.5552,0.6062,0.8480,0.4694
50578-1,HCC1187,TNBC,Basal A,10504-111-1,Chk2 inhibitor II,,,CHK2,CHK,10518.14,uM,inf,9.15840,0.6700,0.6648,2.0740,0.0394,0.9522,1.2052
50578-1,HCC1187,TNBC,Basal A,10245-101-1,Cisplatin,,,DNA cross-linker,DNA cross-linker,7811.017,uM,1.68090,2.53690,-1.0000,-1.0000,2.6690,0.9047,0.7309,0.3604
50578-1,HCC1187,TNBC,Basal A,10245-101-1,Cisplatin,,,DNA cross-linker,DNA cross-linker,9244.021,uM,2.02180,2.59060,-1.0000,-0.9970,4.4235,0.7319,0.9785,0.4542
50578-1,HCC1187,TNBC,Basal A,10245-101-1,Cisplatin,,,DNA cross-linker,DNA cross-linker,7812.017,uM,3.44630,6.68930,-0.9960,-1.0000,1.6565,0.5582,0.9992,1.1362
50578-1,HCC1187,TNBC,Basal A,10246-101-1,CPT-11,,,TOP1,TOP,7812.047,uM,74.37790,78.0260,0.5106,-0.1351,4.9941,0.0395,0.8794,1.0776
50578-1,HCC1187,TNBC,Basal A,10246-101-1,CPT-11,,,TOP1,TOP,9244.034,uM,43.7880,54.54340,-0.6387,-0.9994,5.0000,0.1082,0.9651,0.6294
50578-1,HCC1187,TNBC,Basal A,10232-101-2,Dactolisib,,,PI3K,PI3K,10753.146,uM,inf,inf,0.7845,0.7845,0.0000,0.1084,0.4052,1.4503
50578-1,HCC1187,TNBC,Basal A,10506-110-1,Dichloroacetate,,,PDK,PDK,13726.176,uM,inf,inf,0.6786,0.6786,0.0000,0.3517,-0.3654,0.4071
50578-1,HCC1187,TNBC,Basal A,10506-110-1,Dichloroacetate,,,PDK,PDK,12696.176,uM,inf,inf,0.6436,0.6436,0.0000,0.1782,0.0793,0.5469
50578-1,HCC1187,TNBC,Basal A,10507-999-1,Disulfiram,,,Proteasome,Proteasome,12696.174,uM,0.11448,0.10972,-0.2541,0.0957,4.9998,0.4914,0.7405,0.6299
50578-1,HCC1187,TNBC,Basal A,10247-101-1,Docetaxel,,,TUBB,TUBB,9244.002,uM,0.00175,0.00410,-0.9956,-0.9809,1.2760,1.1697,0.9846,0.5206
50578-1,HCC1187,TNBC,Basal A,10247-101-1,Docetaxel,,,TUBB,TUBB,7812.002,uM,0.00215,0.00454,-0.7983,-0.7945,1.2771,1.0481,0.9866,1.0730
50578-1,HCC1187,TNBC,Basal A,10247-101-1,Docetaxel,,,TUBB,TUBB,12696.002,uM,0.00173,0.00493,-0.9723,-0.9900,1.0427,1.1646,0.9945,0.7184
50578-1,HCC1187,TNBC,Basal A,10247-101-1,Docetaxel,,,TUBB,TUBB,7811.002,uM,0.00284,0.00560,-0.9883,-0.9948,1.6129,1.1674,0.9996,0.4929
50578-1,HCC1187,TNBC,Basal A,10248-101-1,Doxorubicin,,,TOP2,TOP,7812.047,uM,0.17722,0.19153,-0.2867,-0.2373,5.0000,0.5806,0.9903,1.0776
50578-1,HCC1187,TNBC,Basal A,10248-101-1,Doxorubicin,,,TOP2,TOP,9244.034,uM,0.04058,0.09838,-0.9997,-1.0000,1.2406,1.0601,0.9910,0.6294
50578-1,HCC1187,TNBC,Basal A,10249-999-1,Epirubicin,,,TOP2,TOP,7811.017,uM,0.08798,0.25888,-1.0000,-1.0000,1.0180,1.0515,0.9521,0.3604
50578-1,HCC1187,TNBC,Basal A,10249-999-1,Epirubicin,,,TOP2,TOP,7812.017,uM,0.75055,0.92582,-0.9987,-0.9279,5.0000,0.8308,0.9913,1.1362
50578-1,HCC1187,TNBC,Basal A,10097-102-3,Erlotinib,,,EGFR,ErbB,7432.091,uM,5.14090,111.18440,0.0636,-1.0000,0.3574,0.2772,0.9479,1.0227
50578-1,HCC1187,TNBC,Basal A,10097-102-3,Erlotinib,,,EGFR,ErbB,7433.09,uM,14.0570,12.42050,0.1979,0.1971,4.0485,0.0944,0.9674,0.8477
50578-1,HCC1187,TNBC,Basal A,10097-102-3,Erlotinib,,,EGFR,ErbB,7431.092,uM,10.43070,446.45670,0.3411,-1.0000,0.2925,0.2014,0.9702,1.5006
50578-1,HCC1187,TNBC,Basal A,10250-101-1,Etoposide,,,TOP2,TOP,7432.074,uM,0.30344,1.52030,-0.9717,-1.0000,0.6817,0.8363,0.9423,0.8598
50578-1,HCC1187,TNBC,Basal A,10250-101-1,Etoposide,,,TOP2,TOP,7431.074,uM,1.17190,3.15340,-0.8942,-0.8790,1.0249,0.6849,0.9885,1.4349
50578-1,HCC1187,TNBC,Basal A,10251-112-1,Fascaplysin,,,CDK4,CDK,7432.084,uM,0.01028,0.01685,-0.9998,-0.9951,2.2156,1.1594,0.9992,0.8538
50578-1,HCC1187,TNBC,Basal A,10251-112-1,Fascaplysin,,,CDK4,CDK,7433.084,uM,0.01972,0.03502,-0.9962,-0.9950,1.9076,1.0637,0.9998,1.0291
50578-1,HCC1187,TNBC,Basal A,10110-101-3,FR180204,,,ERK1/2,MAPK,10518.137,uM,25.61280,147.06970,0.4349,-1.0000,0.6286,0.1216,0.7415,1.2405
50578-1,HCC1187,TNBC,Basal A,10110-101-3,FR180204,,,ERK1/2,MAPK,10753.149,uM,57.42480,297.26360,0.6138,-1.0000,0.6682,0.0749,0.8238,1.4167
50578-1,HCC1187,TNBC,Basal A,10508-101-1,FTase Inhibitor I,,,Ftase,MAPK,10753.154,uM,inf,inf,1.0162,1.0162,0.0000,-0.0376,-5.9291,1.4444
50578-1,HCC1187,TNBC,Basal A,10508-101-1,FTase Inhibitor I,,,Ftase,MAPK,10518.142,uM,inf,inf,0.9343,0.9343,0.0000,0.0364,-0.0557,1.2869
50578-1,HCC1187,TNBC,Basal A,10098-101-2,Gefitinib,,,EGFR,ErbB,7812.016,uM,29.60580,38.26770,0.4096,-0.4031,2.3039,0.0530,0.9455,1.0628
50578-1,HCC1187,TNBC,Basal A,10098-101-2,Gefitinib,,,EGFR,ErbB,7811.044,uM,24.92130,30.93870,-0.1669,-0.9744,5.0000,0.0514,0.9684,0.3073
50578-1,HCC1187,TNBC,Basal A,10108-101-2,Geldanamycin,,,HSP90,HSP90,9244.012,uM,0.01697,0.02114,-0.3844,-0.5319,3.3017,1.0194,0.940,0.4292
50578-1,HCC1187,TNBC,Basal A,10108-101-2,Geldanamycin,,,HSP90,HSP90,7812.04,uM,0.01525,0.01354,0.2627,0.2243,5.0000,0.5217,0.9633,1.0573
50578-1,HCC1187,TNBC,Basal A,10108-101-2,Geldanamycin,,,HSP90,HSP90,7811.04,uM,0.05228,0.06299,-0.8492,-0.7691,5.0000,0.9963,0.9944,0.3921
50578-1,HCC1187,TNBC,Basal A,10252-999-1,Gemcitabine,,,DNA replication,DNA replication,7812.011,uM,518.62050,0.52096,0.4679,0.4620,0.3733,0.2402,0.7728,1.0620
50578-1,HCC1187,TNBC,Basal A,10252-999-1,Gemcitabine,,,DNA replication,DNA replication,7811.011,uM,0.30922,0.45060,-0.2941,-0.2908,1.2176,0.6183,0.9383,0.4400
50578-1,HCC1187,TNBC,Basal A,10253-102-1,Glycyl-H-1152,,,ROCK2,,10753.15,uM,0.72667,1.03870,-0.4079,-0.3348,1.4348,0.3876,0.9719,1.4129
50578-1,HCC1187,TNBC,Basal A,10253-102-1,Glycyl-H-1152,,,ROCK2,,10518.138,uM,0.43471,0.58591,-0.2990,-0.2511,1.3632,0.3973,0.9939,1.3413
50578-1,HCC1187,TNBC,Basal A,10062-101-3,GSK1070916,,,AURK,AURK,7812.001,uM,0.01221,0.0150,-0.8531,-0.6455,4.0237,0.9376,0.9857,1.0060
50578-1,HCC1187,TNBC,Basal A,10062-101-3,GSK1070916,,,AURK,AURK,7811.001,uM,0.01148,0.01402,-0.9576,-0.8571,5.0000,1.0993,0.9874,0.4464
50578-1,HCC1187,TNBC,Basal A,10062-101-3,GSK1070916,,,AURK,AURK,9244.001,uM,0.00874,0.01067,-0.8996,-0.8591,5.0000,1.1518,0.9961,0.5421
50578-1,HCC1187,TNBC,Basal A,10255-101-1,GSK1838705A,,,IGF1R,RTK,7432.098,uM,2.47890,2.71390,-0.9806,-0.2864,5.0000,0.4040,0.6929,1.0423
50578-1,HCC1187,TNBC,Basal A,10255-101-1,GSK1838705A,,,IGF1R,RTK,7433.071,uM,103.91080,175.90610,0.4637,-0.1278,0.4324,0.1139,0.9308,1.0393
50578-1,HCC1187,TNBC,Basal A,10255-101-1,GSK1838705A,,,IGF1R,RTK,7431.092,uM,2.7610,4.60660,-0.9070,-0.9485,2.0780,0.4809,0.9690,1.5006
50578-1,HCC1187,TNBC,Basal A,10255-101-1,GSK1838705A,,,IGF1R,RTK,7433.098,uM,3.16530,5.66550,-0.9600,-0.9903,1.8761,0.4415,0.9811,1.1392
50578-1,HCC1187,TNBC,Basal A,10255-101-1,GSK1838705A,,,IGF1R,RTK,7433.09,uM,1.91130,1.3970,0.4067,0.3957,4.9989,0.1848,0.9858,0.8477
50578-1,HCC1187,TNBC,Basal A,10255-101-1,GSK1838705A,,,IGF1R,RTK,7432.091,uM,1.46030,3.60920,-0.9807,-1.0000,1.2141,0.6046,0.9886,1.0227
50578-1,HCC1187,TNBC,Basal A,10255-101-1,GSK1838705A,,,IGF1R,RTK,7432.071,uM,1.1990,2.86370,-0.9837,-1.0000,1.2619,0.6131,0.9896,0.9599
50578-1,HCC1187,TNBC,Basal A,10255-101-1,GSK1838705A,,,IGF1R,RTK,7431.098,uM,3.18240,8.41460,-0.8893,-1.0000,1.1299,0.3632,0.9905,1.5161
50578-1,HCC1187,TNBC,Basal A,10013-101-3,GSK461364,,,PLK1,PLK,7812.001,uM,0.01826,0.02012,-0.0998,-0.2890,4.7105,0.7349,0.8631,1.0060
50578-1,HCC1187,TNBC,Basal A,10013-101-3,GSK461364,,,PLK1,PLK,9244.001,uM,0.01225,0.01476,-0.8821,-0.7677,5.0000,1.0075,0.9634,0.5421
50578-1,HCC1187,TNBC,Basal A,10013-101-3,GSK461364,,,PLK1,PLK,7811.001,uM,0.01688,0.02037,-0.7570,-0.7774,5.0000,1.0477,0.9812,0.4464
50578-1,HCC1187,TNBC,Basal A,10257-101-1,GSK923295,,,CENPE,Kinesin,7811.001,uM,0.02213,0.02753,-0.9922,-0.9899,5.0000,1.1592,0.9888,0.4464
50578-1,HCC1187,TNBC,Basal A,10257-101-1,GSK923295,,,CENPE,Kinesin,9244.001,uM,0.01952,0.02432,-0.9955,-0.9995,5.0000,1.1472,0.9893,0.5421
50578-1,HCC1187,TNBC,Basal A,10257-101-1,GSK923295,,,CENPE,Kinesin,7812.001,uM,0.03151,0.04581,-0.8067,-0.8226,2.5984,0.9231,0.9986,1.0060
50578-1,HCC1187,TNBC,Basal A,10014-101-3,GW843682X,,,PLK,PLK,10518.139,uM,9.37850,81.90440,0.2153,-1.0000,0.5069,0.1636,0.9748,1.2366
50578-1,HCC1187,TNBC,Basal A,10258-110-1,Ibandronate,,,FDPS,,10753.143,uM,152.72710,163.41510,-0.0631,-0.0748,2.0602,0.2175,0.9896,1.4954
50578-1,HCC1187,TNBC,Basal A,10259-101-1,ICRF-193,,,TOP2,TOP,10753.151,uM,0.84502,1.7920,-0.2477,-0.3921,0.7701,0.3418,0.9816,1.2139
50578-1,HCC1187,TNBC,Basal A,10259-101-1,ICRF-193,,,TOP2,TOP,10518.139,uM,0.69804,0.96064,-0.1654,-0.1996,1.0518,0.3517,0.9913,1.2366
50578-1,HCC1187,TNBC,Basal A,10228-102-2,IKK16,,,IKK,NFKB,10518.1,uM,3.67090,4.54520,-0.9524,-0.9540,4.9962,0.4542,0.9876,1.4056
50578-1,HCC1187,TNBC,Basal A,10228-102-2,IKK16,,,IKK,NFKB,7431.1,uM,4.67150,6.84450,-0.9220,-0.9264,2.7444,0.3606,0.9969,1.5594
50578-1,HCC1187,TNBC,Basal A,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,7431.092,uM,17.99520,32.95840,-0.9544,-1.0000,1.8155,0.5021,0.9764,1.5006
50578-1,HCC1187,TNBC,Basal A,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,7432.091,uM,25.0250,34.86710,-0.9960,-1.0000,3.3124,0.4749,0.9875,1.0227
50578-1,HCC1187,TNBC,Basal A,10023-103-3,Imatinib,,,ABL/KIT/PDGFR,nRTK,7433.09,uM,24.5410,32.46660,-0.9914,-0.9975,3.9195,0.4067,0.9962,0.8477
50578-1,HCC1187,TNBC,Basal A,10260-999-1,Ispinesib,,,KSP,Kinesin,7433.067,uM,0.02057,0.02531,-0.9936,-0.9113,4.9991,1.0475,0.9967,1.0142
50578-1,HCC1187,TNBC,Basal A,10260-999-1,Ispinesib,,,KSP,Kinesin,7432.067,uM,0.02037,0.02513,-0.9992,-0.9292,5.0000,1.0663,0.9985,1.0373
50578-1,HCC1187,TNBC,Basal A,10261-101-1,Ixabepilone,,,TUBB,TUBB,7433.095,uM,0.00195,0.00242,-0.9953,-0.9488,5.0000,1.4621,0.9981,0.9260
50578-1,HCC1187,TNBC,Basal A,10261-101-1,Ixabepilone,,,TUBB,TUBB,7432.095,uM,0.00090,0.00136,-0.9922,-0.9565,2.5808,1.5603,0.9988,0.8368
50578-1,HCC1187,TNBC,Basal A,10261-101-1,Ixabepilone,,,TUBB,TUBB,7431.095,uM,0.00637,0.00893,-0.9491,-0.9318,3.1222,1.2680,0.9999,1.2776
50578-1,HCC1187,TNBC,Basal A,10208-101-2,JNK-IN-5A,,,JNK,JNK,10753.144,uM,0.69427,0.83534,-0.7748,-0.7608,5.0000,0.7356,0.9976,1.3008
50578-1,HCC1187,TNBC,Basal A,10262-101-1,L-779450,,,BRAF,MAPK,10518.137,uM,10.91310,8.45570,0.3599,0.3592,4.9678,0.0766,0.9090,1.2405
50578-1,HCC1187,TNBC,Basal A,10262-101-1,L-779450,,,BRAF,MAPK,10753.149,uM,9.95090,9.02870,0.1899,0.1885,4.8662,0.0895,0.9692,1.4167
50578-1,HCC1187,TNBC,Basal A,10051-999-3,Lapatinib,,,EGFR/HER2,ErbB,7433.098,uM,inf,inf,0.9581,0.9581,0.0000,0.0404,0.1069,1.1392
50578-1,HCC1187,TNBC,Basal A,10051-999-3,Lapatinib,,,EGFR/HER2,ErbB,7431.098,uM,inf,0.87832,0.8139,0.8296,4.9840,0.0429,0.8393,1.5161
50578-1,HCC1187,TNBC,Basal A,10051-999-3,Lapatinib,,,EGFR/HER2,ErbB,7432.098,uM,30.27090,106.78390,0.6647,-1.0000,0.8715,0.0221,0.8870,1.0423
50578-1,HCC1187,TNBC,Basal A,10263-101-1,LBH589,,,HDAC,HDAC,10753.154,uM,0.19539,0.23714,-0.8590,-0.8165,5.0000,0.6845,0.9974,1.4444
50578-1,HCC1187,TNBC,Basal A,10230-101-2,Lestaurtinib,,,FLT3/JAK2/TrkA,RTK,10753.154,uM,0.96689,4.57210,-0.9314,-1.0000,0.7071,0.3277,0.8841,1.4444
50578-1,HCC1187,TNBC,Basal A,10230-101-2,Lestaurtinib,,,FLT3/JAK2/TrkA,RTK,10518.142,uM,0.73340,3.47020,-0.9619,-1.0000,0.7068,0.5606,0.9409,1.2869
50578-1,HCC1187,TNBC,Basal A,10510-101-1,LY294002,,,PI3K,PI3K,7812.029,uM,inf,inf,1.0500,1.0500,0.0000,-0.0475,-56.7271,0.9642
50578-1,HCC1187,TNBC,Basal A,10511-999-1,Mebendazole,,,,,12696.174,uM,0.16082,0.25668,-0.9919,-0.9418,2.2652,0.9298,0.9674,0.6299
50578-1,HCC1187,TNBC,Basal A,10264-101-1,Methotrexate,,,DHFR,Metabolism,7432.084,uM,inf,0.04650,0.7826,0.8570,4.9898,0.0847,0.6431,0.8538
50578-1,HCC1187,TNBC,Basal A,10264-101-1,Methotrexate,,,DHFR,Metabolism,7433.084,uM,0.01820,0.01682,0.1147,0.1628,5.0000,0.6470,0.9905,1.0291
50578-1,HCC1187,TNBC,Basal A,10512-999-1,Methylglyoxal,,,,,13726.184,uM,0.99124,16.40040,-1.0000,-1.0000,0.3915,1.2606,0.7991,0.3574
50578-1,HCC1187,TNBC,Basal A,10107-101-2,MG-132,,,Proteasome,Proteasome,10753.145,uM,0.09425,0.14681,-0.9286,-0.9015,2.3256,0.9392,0.9937,1.5180
50578-1,HCC1187,TNBC,Basal A,10107-101-2,MG-132,,,Proteasome,Proteasome,10753.145,uM,0.09425,0.14681,-0.9286,-0.9015,2.3256,0.9392,0.9937,1.5180
50578-1,HCC1187,TNBC,Basal A,10265-101-1,Pevonedistat,,,NAE1,NAE1,10753.148,uM,0.45903,0.56470,-0.2026,-0.1691,1.4060,0.4555,0.9656,1.2988
50578-1,HCC1187,TNBC,Basal A,10265-101-1,Pevonedistat,,,NAE1,NAE1,10518.135,uM,1.13960,1.24570,-0.1218,-0.0812,1.6904,0.3563,0.9831,1.1446
50578-1,HCC1187,TNBC,Basal A,10513-999-1,Nelfinavir,,,,,12696.174,uM,5.83210,8.5520,-0.9972,-1.0000,2.8701,0.3497,0.9263,0.6299
50578-1,HCC1187,TNBC,Basal A,10099-101-2,Nilotinib,,,ABL,nRTK,10753.145,uM,410.88640,1000.00000,0.5140,-0.1122,0.2277,0.1893,0.7339,1.5180
50578-1,HCC1187,TNBC,Basal A,10266-101-1,NSC 663284,,,CDC25,CDC,10753.152,uM,1.64750,2.07090,-0.9245,-0.9236,4.5754,0.6920,0.9905,1.3690
50578-1,HCC1187,TNBC,Basal A,10266-101-1,NSC 663284,,,CDC25,CDC,10518.14,uM,1.98340,2.49030,-0.9784,-0.9747,4.7532,0.6282,0.9973,1.2052
50578-1,HCC1187,TNBC,Basal A,10267-101-1,NU6102,,,CDK1/2,CDK,10753.147,uM,7.92430,19.87040,-0.6323,-1.0000,1.1951,0.2326,0.9931,1.2493
50578-1,HCC1187,TNBC,Basal A,10268-101-1,Nutlin 3a,,,MDM2,MDM2,7431.066,uM,22.25150,63.1720,-0.0306,-1.0000,1.0529,0.1333,0.9812,1.1865
50578-1,HCC1187,TNBC,Basal A,10268-101-1,Nutlin 3a,,,MDM2,MDM2,7432.066,uM,15.81950,22.98520,-0.9242,-1.0000,2.9405,0.1751,0.9850,0.9987
50578-1,HCC1187,TNBC,Basal A,10268-101-1,Nutlin 3a,,,MDM2,MDM2,7433.066,uM,16.56950,19.64910,-0.6242,-0.6289,4.7775,0.1068,0.9959,1.0755
50578-1,HCC1187,TNBC,Basal A,10344-101-1,Olomoucine II,,,CDK1,CDK,10753.147,uM,6.30350,9.4860,-0.9532,-0.9580,2.6185,0.4044,0.9978,1.2493
50578-1,HCC1187,TNBC,Basal A,10146-101-2,Omipalisib,,,PI3K,PI3K,10753.087,uM,0.00781,0.11198,-0.7496,-0.8691,0.3783,0.8322,0.9577,1.4150
50578-1,HCC1187,TNBC,Basal A,10146-101-2,Omipalisib,,,PI3K,PI3K,10518.087,uM,0.00488,0.02658,-0.7747,-0.7029,0.5176,0.9208,0.9758,1.1688
50578-1,HCC1187,TNBC,Basal A,10146-101-2,Omipalisib,,,PI3K,PI3K,7431.087,uM,0.00598,0.03287,-0.9178,-0.9240,0.6143,1.0229,0.9965,1.4117
50578-1,HCC1187,TNBC,Basal A,10269-101-1,Oxaliplatin,,,DNA cross-linker,DNA cross-linker,7811.011,uM,0.26894,0.77535,-1.0000,-1.0000,1.0376,1.1173,0.9558,0.4400
50578-1,HCC1187,TNBC,Basal A,10269-101-1,Oxaliplatin,,,DNA cross-linker,DNA cross-linker,7812.011,uM,1.3180,3.08130,-0.9863,-0.9483,1.2523,0.7877,0.9956,1.0620
50578-1,HCC1187,TNBC,Basal A,10269-101-1,Oxaliplatin,,,DNA cross-linker,DNA cross-linker,9244.021,uM,2.44470,3.04470,-0.9997,-0.9980,5.0000,0.8270,0.9985,0.4542
50578-1,HCC1187,TNBC,Basal A,10270-101-1,Oxamflatin,,,HDAC,HDAC,10753.147,uM,0.64075,1.52210,-0.9518,-0.9833,1.2568,0.5945,0.9948,1.2493
50578-1,HCC1187,TNBC,Basal A,10271-101-2,PD 98059,,,MEK,MAPK,10753.152,uM,3.02630,80.71050,0.0736,-1.0000,0.3346,0.2977,0.9487,1.3690
50578-1,HCC1187,TNBC,Basal A,10271-101-2,PD 98059,,,MEK,MAPK,10518.136,uM,5.70580,6.65780,-0.0226,-0.0746,0.9009,0.2276,0.9698,1.2490
50578-1,HCC1187,TNBC,Basal A,10026-101-3,PD173074,,,FGFR1/3,RTK,10518.1,uM,11.85830,18.21780,-0.9484,-1.0000,2.5586,0.2835,0.9690,1.4056
50578-1,HCC1187,TNBC,Basal A,10026-101-3,PD173074,,,FGFR1/3,RTK,7431.1,uM,11.70780,18.80630,-0.9046,-1.0000,2.3180,0.2116,0.9980,1.5594
50578-1,HCC1187,TNBC,Basal A,10048-999-6,PD184352,,,MEK,MAPK,7812.029,uM,inf,inf,1.0500,1.0500,0.0000,0.0727,0.0526,0.9642
50578-1,HCC1187,TNBC,Basal A,10048-999-6,PD184352,,,MEK,MAPK,7812.029,uM,inf,inf,1.0500,1.0500,0.0000,0.0727,0.0526,0.9642
50578-1,HCC1187,TNBC,Basal A,10048-101-7,PD184352,,,MEK,MAPK,10753.146,uM,inf,inf,0.7681,0.7681,0.0000,0.1159,0.2362,1.4503
50578-1,HCC1187,TNBC,Basal A,10048-101-7,PD184352,,,MEK,MAPK,10753.146,uM,inf,inf,0.7681,0.7681,0.0000,0.1159,0.2362,1.4503
50578-1,HCC1187,TNBC,Basal A,10272-999-1,Pemetrexed,,,TYMS/DHFR/GARFT,TYMS,7433.095,uM,inf,inf,0.2099,0.2099,0.0000,0.6689,0.1148,0.9260
50578-1,HCC1187,TNBC,Basal A,10272-999-1,Pemetrexed,,,TYMS/DHFR/GARFT,TYMS,7432.095,uM,inf,inf,1.0222,1.0222,0.0000,0.0161,0.1254,0.8368
50578-1,HCC1187,TNBC,Basal A,10272-999-1,Pemetrexed,,,TYMS/DHFR/GARFT,TYMS,7431.095,uM,inf,inf,0.5824,0.5824,0.0000,0.2553,0.5276,1.2776
50578-1,HCC1187,TNBC,Basal A,10514-102-1,PS-1145,,,IKK,NFKB,7433.065,uM,inf,1000.00000,0.6429,0.4284,0.5172,0.0654,0.7671,0.8820
50578-1,HCC1187,TNBC,Basal A,10514-102-1,PS-1145,,,IKK,NFKB,7432.065,uM,3427.84650,1000.00000,0.5758,0.3739,1.1179,0.0234,0.9259,0.7981
50578-1,HCC1187,TNBC,Basal A,10514-102-1,PS-1145,,,IKK,NFKB,7431.065,uM,inf,144.79520,0.5837,0.5461,1.1241,0.0908,0.9332,1.4650
50578-1,HCC1187,TNBC,Basal A,10273-101-1,Purvalanol A,,,CDK1,CDK,7433.067,uM,9.47940,10.1330,-0.8740,-0.1978,5.0000,0.2638,0.7081,1.0142
50578-1,HCC1187,TNBC,Basal A,10273-101-1,Purvalanol A,,,CDK1,CDK,7432.067,uM,22.79160,21.31010,0.0795,0.0553,1.7444,0.1425,0.9753,1.0373
50578-1,HCC1187,TNBC,Basal A,10516-999-1,Ribavirin,,,,,15300.211,uM,48.18310,61.54250,0.4912,-0.1113,0.8215,0.1121,0.6468,0.8961
50578-1,HCC1187,TNBC,Basal A,10517-102-1,Ro 32-0432,,,PKC,PKC,10518.142,uM,inf,inf,0.9965,0.9965,0.0000,0.0075,0.0002,1.2869
50578-1,HCC1187,TNBC,Basal A,10274-101-1,SB-3CT,,,MMP2/9,MMP,10753.144,uM,16.84150,27.45860,-0.9211,-1.0000,2.2474,0.2310,0.9932,1.3008
50578-1,HCC1187,TNBC,Basal A,10056-101-2,Selumetinib,,,MEK,MAPK,10753.146,uM,inf,1000.00000,0.7006,0.2461,0.1684,0.1412,0.9122,1.4503
50578-1,HCC1187,TNBC,Basal A,10035-109-2,Sigma A6730,,,AKT,AKT,10753.153,uM,3.79880,10.50580,-0.9537,-1.0000,1.0800,0.3248,0.9712,1.3879
50578-1,HCC1187,TNBC,Basal A,10035-109-2,Sigma A6730,,,AKT,AKT,10518.141,uM,4.60660,11.04240,-0.9668,-1.0000,1.2566,0.3372,0.9742,1.3122
50578-1,HCC1187,TNBC,Basal A,10052-101-3,Sirolimus,,,MTOR,MTOR,7433.069,uM,0.04230,0.00832,0.2153,0.3309,0.6665,0.4127,0.9409,1.0307
50578-1,HCC1187,TNBC,Basal A,10052-101-3,Sirolimus,,,MTOR,MTOR,7432.069,uM,0.00413,0.00589,-0.2280,-0.1078,0.5477,0.7176,0.9579,0.9727
50578-1,HCC1187,TNBC,Basal A,10008-104-3,Sorafenib,,,PDGFR/VEGFR/KIT/FLT3,RTK,7433.084,uM,241.76520,317.58380,-0.9953,-1.0000,4.0275,0.2467,0.8826,1.0291
50578-1,HCC1187,TNBC,Basal A,10008-104-3,Sorafenib,,,PDGFR/VEGFR/KIT/FLT3,RTK,7432.084,uM,26.63010,50.71840,-0.7259,-0.6599,1.3061,0.3357,0.9737,0.8538
50578-1,HCC1187,TNBC,Basal A,10518-101-1,Sulindac sulfide,,,COX1/2,COX,10518.136,uM,927.95440,1000.00000,0.7851,-0.0259,0.6766,0.0394,0.6183,1.2490
