Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Relative Growth Rate After Treatment
50238-3,Hs 578T,10080-101-1,Torin2,1.11,uM,LJP5,1,I21,72,hr,658,479,3846,0.1245,-0.0562
50238-3,Hs 578T,10080-101-1,Torin2,1.11,uM,LJP5,2,I21,72,hr,658,512,3846,0.1331,-0.0459
50238-3,Hs 578T,10080-101-1,Torin2,1.11,uM,LJP5,3,I21,72,hr,658,671,3846,0.1745,0.0040
50238-3,Hs 578T,10021-101-1,Tozasertib,1.11,uM,LJP5,1,B15,72,hr,658,673,3846,0.1750,0.0046
50238-3,Hs 578T,10021-101-1,Tozasertib,1.11,uM,LJP5,2,B15,72,hr,658,695,3846,0.1807,0.0115
50238-3,Hs 578T,10021-101-1,Tozasertib,1.11,uM,LJP5,3,B15,72,hr,658,780,3846,0.2028,0.0382
50238-3,Hs 578T,10142-101-1,Trametinib,1.11,uM,LJP5,1,P21,72,hr,658,948,3846,0.2465,0.0909
50238-3,Hs 578T,10142-101-1,Trametinib,1.11,uM,LJP5,2,P21,72,hr,658,853,3846,0.2218,0.0611
50238-3,Hs 578T,10142-101-1,Trametinib,1.11,uM,LJP5,3,P21,72,hr,658,995,3846,0.2587,0.1057
50238-3,Hs 578T,10111-101-1,TWS119,1.11,uM,LJP5,1,M03,72,hr,658,3266,3846,0.8492,0.8180
50238-3,Hs 578T,10111-101-1,TWS119,1.11,uM,LJP5,2,M03,72,hr,658,3388,3846,0.8809,0.8563
50238-3,Hs 578T,10111-101-1,TWS119,1.11,uM,LJP5,3,M03,72,hr,658,3469,3846,0.9020,0.8817
50238-3,Hs 578T,10068-101-1,Vemurafenib,1.11,uM,LJP5,1,C15,72,hr,658,3703,3846,0.9628,0.9551
50238-3,Hs 578T,10068-101-1,Vemurafenib,1.11,uM,LJP5,2,C15,72,hr,658,3644,3846,0.9475,0.9366
50238-3,Hs 578T,10068-101-1,Vemurafenib,1.11,uM,LJP5,3,C15,72,hr,658,3779,3846,0.9826,0.9790
50238-3,Hs 578T,10481-101-1,Withaferin A,1.11,uM,LJP5,1,G15,72,hr,658,721,3846,0.1875,0.0197
50238-3,Hs 578T,10481-101-1,Withaferin A,1.11,uM,LJP5,2,G15,72,hr,658,573,3846,0.1490,-0.0267
50238-3,Hs 578T,10481-101-1,Withaferin A,1.11,uM,LJP5,3,G15,72,hr,658,656,3846,0.1706,-0.0007
50238-3,Hs 578T,10481-101-1,Withaferin A,1.11,uM,LJP6,1,G15,72,hr,658,574,3846,0.1492,-0.0264
50238-3,Hs 578T,10481-101-1,Withaferin A,1.11,uM,LJP6,2,G15,72,hr,658,660,3846,0.1716,0.0006
50238-3,Hs 578T,10481-101-1,Withaferin A,1.11,uM,LJP6,3,G15,72,hr,658,720,3846,0.1872,0.0194
50238-3,Hs 578T,10064-101-1,WYE-125132,1.11,uM,LJP6,1,L09,72,hr,658,1115,3846,0.2899,0.1433
50238-3,Hs 578T,10064-101-1,WYE-125132,1.11,uM,LJP6,2,L09,72,hr,658,1191,3846,0.3097,0.1671
50238-3,Hs 578T,10064-101-1,WYE-125132,1.11,uM,LJP6,3,L09,72,hr,658,1183,3846,0.3076,0.1646
50238-3,Hs 578T,10084-101-1,WZ3105,1.11,uM,LJP5,1,D21,72,hr,658,509,3846,0.1323,-0.0468
50238-3,Hs 578T,10084-101-1,WZ3105,1.11,uM,LJP5,2,D21,72,hr,658,452,3846,0.1175,-0.0647
50238-3,Hs 578T,10084-101-1,WZ3105,1.11,uM,LJP5,3,D21,72,hr,658,557,3846,0.1448,-0.0317
50238-3,Hs 578T,10086-101-1,XMD11-50,1.11,uM,LJP6,1,P09,72,hr,658,2274,3846,0.5913,0.5069
50238-3,Hs 578T,10086-101-1,XMD11-50,1.11,uM,LJP6,2,P09,72,hr,658,2463,3846,0.6404,0.5661
50238-3,Hs 578T,10086-101-1,XMD11-50,1.11,uM,LJP6,3,P09,72,hr,658,2324,3846,0.6043,0.5225
50238-3,Hs 578T,10149-102-1,Y39983,1.11,uM,LJP6,1,P03,72,hr,658,2974,3846,0.7733,0.7264
50238-3,Hs 578T,10149-102-1,Y39983,1.11,uM,LJP6,2,P03,72,hr,658,2924,3846,0.7603,0.7108
50238-3,Hs 578T,10149-102-1,Y39983,1.11,uM,LJP6,3,P03,72,hr,658,2817,3846,0.7324,0.6772
50238-3,Hs 578T,10109-101-1,YM 201636,1.11,uM,LJP5,1,N09,72,hr,658,3159,3846,0.8214,0.7845
50238-3,Hs 578T,10109-101-1,YM 201636,1.11,uM,LJP5,2,N09,72,hr,658,3133,3846,0.8146,0.7763
50238-3,Hs 578T,10109-101-1,YM 201636,1.11,uM,LJP5,3,N09,72,hr,658,3342,3846,0.8689,0.8419
50238-3,Hs 578T,10053-101-1,ZSTK474,1.11,uM,LJP6,1,M15,72,hr,658,1834,3846,0.4768,0.3688
50238-3,Hs 578T,10053-101-1,ZSTK474,1.11,uM,LJP6,2,M15,72,hr,658,1949,3846,0.5068,0.4049
50238-3,Hs 578T,10053-101-1,ZSTK474,1.11,uM,LJP6,3,M15,72,hr,658,2003,3846,0.5208,0.4219
50238-3,Hs 578T,10133-101-1,Afatinib,3.33,uM,LJP6,1,G20,72,hr,658,3364,3846,0.8747,0.8488
50238-3,Hs 578T,10133-101-1,Afatinib,3.33,uM,LJP6,2,G20,72,hr,658,3360,3846,0.8736,0.8475
50238-3,Hs 578T,10133-101-1,Afatinib,3.33,uM,LJP6,3,G20,72,hr,658,3444,3846,0.8955,0.8739
50238-3,Hs 578T,10035-101-1,Sigma A6730,3.33,uM,LJP5,1,B20,72,hr,658,3044,3846,0.7915,0.7484
50238-3,Hs 578T,10035-101-1,Sigma A6730,3.33,uM,LJP5,2,B20,72,hr,658,3311,3846,0.8609,0.8321
50238-3,Hs 578T,10035-101-1,Sigma A6730,3.33,uM,LJP5,3,B20,72,hr,658,3266,3846,0.8492,0.8180
50238-3,Hs 578T,10011-101-1,Alvocidib,3.33,uM,LJP6,1,A14,72,hr,658,404,3846,0.1050,-0.0797
50238-3,Hs 578T,10011-101-1,Alvocidib,3.33,uM,LJP6,2,A14,72,hr,658,474,3846,0.1232,-0.0578
50238-3,Hs 578T,10011-101-1,Alvocidib,3.33,uM,LJP6,3,A14,72,hr,658,380,3846,0.0988,-0.0873
50238-3,Hs 578T,10004-101-1,AT-7519,3.33,uM,LJP6,1,K02,72,hr,658,296,3846,0.0770,-0.1136
50238-3,Hs 578T,10004-101-1,AT-7519,3.33,uM,LJP6,2,K02,72,hr,658,325,3846,0.0845,-0.1045
50238-3,Hs 578T,10004-101-1,AT-7519,3.33,uM,LJP6,3,K02,72,hr,658,404,3846,0.1050,-0.0797
50238-3,Hs 578T,10158-101-1,AZD 5438,3.33,uM,LJP6,1,J02,72,hr,658,480,3846,0.1248,-0.0559
50238-3,Hs 578T,10158-101-1,AZD 5438,3.33,uM,LJP6,2,J02,72,hr,658,440,3846,0.1144,-0.0684
50238-3,Hs 578T,10158-101-1,AZD 5438,3.33,uM,LJP6,3,J02,72,hr,658,420,3846,0.1092,-0.0747
50238-3,Hs 578T,10059-101-1,AZD-6482,3.33,uM,LJP5,1,I02,72,hr,658,2709,3846,0.7044,0.6433
50238-3,Hs 578T,10059-101-1,AZD-6482,3.33,uM,LJP5,2,I02,72,hr,658,3051,3846,0.7933,0.7506
50238-3,Hs 578T,10059-101-1,AZD-6482,3.33,uM,LJP5,3,I02,72,hr,658,3026,3846,0.7868,0.7427
50238-3,Hs 578T,10006-101-1,AZD7762,3.33,uM,LJP6,1,L02,72,hr,658,257,3846,0.0668,-0.1259
50238-3,Hs 578T,10006-101-1,AZD7762,3.33,uM,LJP6,2,L02,72,hr,658,278,3846,0.0723,-0.1193
50238-3,Hs 578T,10006-101-1,AZD7762,3.33,uM,LJP6,3,L02,72,hr,658,281,3846,0.0731,-0.1183
50238-3,Hs 578T,10007-101-1,AZD8055,3.33,uM,LJP6,1,A08,72,hr,658,890,3846,0.2314,0.0727
50238-3,Hs 578T,10007-101-1,AZD8055,3.33,uM,LJP6,2,A08,72,hr,658,830,3846,0.2158,0.0539
50238-3,Hs 578T,10007-101-1,AZD8055,3.33,uM,LJP6,3,A08,72,hr,658,824,3846,0.2142,0.0520
50238-3,Hs 578T,10164-101-1,AZD8330,3.33,uM,LJP5,1,G20,72,hr,658,1018,3846,0.2647,0.1129
50238-3,Hs 578T,10164-101-1,AZD8330,3.33,uM,LJP5,2,G20,72,hr,658,1102,3846,0.2865,0.1392
50238-3,Hs 578T,10164-101-1,AZD8330,3.33,uM,LJP5,3,G20,72,hr,658,1052,3846,0.2735,0.1235
50238-3,Hs 578T,10067-101-1,Barasertib,3.33,uM,LJP5,1,D08,72,hr,658,1156,3846,0.3006,0.1562
50238-3,Hs 578T,10067-101-1,Barasertib,3.33,uM,LJP5,2,D08,72,hr,658,1175,3846,0.3055,0.1621
50238-3,Hs 578T,10067-101-1,Barasertib,3.33,uM,LJP5,3,D08,72,hr,658,1134,3846,0.2948,0.1493
50238-3,Hs 578T,10041-101-1,BI-2536,3.33,uM,LJP6,1,D14,72,hr,658,561,3846,0.1459,-0.0305
50238-3,Hs 578T,10041-101-1,BI-2536,3.33,uM,LJP6,2,D14,72,hr,658,623,3846,0.1620,-0.0110
50238-3,Hs 578T,10041-101-1,BI-2536,3.33,uM,LJP6,3,D14,72,hr,658,624,3846,0.1622,-0.0107
50238-3,Hs 578T,10028-102-1,BMS345541,3.33,uM,LJP6,1,D02,72,hr,658,2084,3846,0.5419,0.4473
50238-3,Hs 578T,10028-102-1,BMS345541,3.33,uM,LJP6,2,D02,72,hr,658,2154,3846,0.5601,0.4692
50238-3,Hs 578T,10028-102-1,BMS345541,3.33,uM,LJP6,3,D02,72,hr,658,2126,3846,0.5528,0.4604
50238-3,Hs 578T,10132-101-1,SNS-032,3.33,uM,LJP6,1,H14,72,hr,658,533,3846,0.1386,-0.0393
50238-3,Hs 578T,10132-101-1,SNS-032,3.33,uM,LJP6,2,H14,72,hr,658,501,3846,0.1303,-0.0493
50238-3,Hs 578T,10132-101-1,SNS-032,3.33,uM,LJP6,3,H14,72,hr,658,564,3846,0.1466,-0.0295
50238-3,Hs 578T,10234-101-1,GDC-0980,3.33,uM,LJP5,1,K20,72,hr,658,1120,3846,0.2912,0.1449
50238-3,Hs 578T,10234-101-1,GDC-0980,3.33,uM,LJP5,2,K20,72,hr,658,1086,3846,0.2824,0.1342
50238-3,Hs 578T,10234-101-1,GDC-0980,3.33,uM,LJP5,3,K20,72,hr,658,1180,3846,0.3068,0.1637
50238-3,Hs 578T,10122-101-1,NVP-AEW541,3.33,uM,LJP5,1,E14,72,hr,658,3859,3846,1.0034,1.0040
50238-3,Hs 578T,10122-101-1,NVP-AEW541,3.33,uM,LJP5,2,E14,72,hr,658,4007,3846,1.0418,1.0505
50238-3,Hs 578T,10122-101-1,NVP-AEW541,3.33,uM,LJP5,3,E14,72,hr,658,3978,3846,1.0343,1.0414
50238-3,Hs 578T,10046-101-1,SB590885,3.33,uM,LJP5,1,L14,72,hr,658,3824,3846,0.9943,0.9931
50238-3,Hs 578T,10046-101-1,SB590885,3.33,uM,LJP5,2,L14,72,hr,658,3976,3846,1.0338,1.0407
50238-3,Hs 578T,10046-101-1,SB590885,3.33,uM,LJP5,3,L14,72,hr,658,3887,3846,1.0106,1.0128
50238-3,Hs 578T,10190-101-1,PIK-93,3.33,uM,LJP5,1,K14,72,hr,658,2634,3846,0.6849,0.6198
50238-3,Hs 578T,10190-101-1,PIK-93,3.33,uM,LJP5,2,K14,72,hr,658,2604,3846,0.6771,0.6104
50238-3,Hs 578T,10190-101-1,PIK-93,3.33,uM,LJP5,3,K14,72,hr,658,2503,3846,0.6508,0.5787
50238-3,Hs 578T,10031-101-1,KIN001-043,3.33,uM,LJP6,1,C08,72,hr,658,3354,3846,0.8721,0.8456
50238-3,Hs 578T,10031-101-1,KIN001-043,3.33,uM,LJP6,2,C08,72,hr,658,3672,3846,0.9547,0.9454
50238-3,Hs 578T,10031-101-1,KIN001-043,3.33,uM,LJP6,3,C08,72,hr,658,3415,3846,0.8879,0.8648
50238-3,Hs 578T,10233-101-1,Alpelisib,3.33,uM,LJP5,1,N02,72,hr,658,2905,3846,0.7553,0.7048
50238-3,Hs 578T,10233-101-1,Alpelisib,3.33,uM,LJP5,2,N02,72,hr,658,2932,3846,0.7623,0.7133
50238-3,Hs 578T,10233-101-1,Alpelisib,3.33,uM,LJP5,3,N02,72,hr,658,2839,3846,0.7382,0.6841
50238-3,Hs 578T,10161-101-1,Luminespib,3.33,uM,LJP5,1,H14,72,hr,658,798,3846,0.2075,0.0439
50238-3,Hs 578T,10161-101-1,Luminespib,3.33,uM,LJP5,2,H14,72,hr,658,687,3846,0.1786,0.0090
50238-3,Hs 578T,10161-101-1,Luminespib,3.33,uM,LJP5,3,H14,72,hr,658,709,3846,0.1843,0.0159
50238-3,Hs 578T,10045-101-1,A443654,3.33,uM,LJP6,1,I20,72,hr,658,287,3846,0.0746,-0.1164
50238-3,Hs 578T,10045-101-1,A443654,3.33,uM,LJP6,2,I20,72,hr,658,321,3846,0.0835,-0.1058
50238-3,Hs 578T,10045-101-1,A443654,3.33,uM,LJP6,3,I20,72,hr,658,274,3846,0.0712,-0.1205
50238-3,Hs 578T,10063-102-1,OSI-027,3.33,uM,LJP6,1,E08,72,hr,658,1529,3846,0.3975,0.2732
50238-3,Hs 578T,10063-102-1,OSI-027,3.33,uM,LJP6,2,E08,72,hr,658,1761,3846,0.4579,0.3459
50238-3,Hs 578T,10063-102-1,OSI-027,3.33,uM,LJP6,3,E08,72,hr,658,1624,3846,0.4222,0.3030
50238-3,Hs 578T,10087-101-1,XMD11-85h,3.33,uM,LJP6,1,P20,72,hr,658,3001,3846,0.7803,0.7349
50238-3,Hs 578T,10087-101-1,XMD11-85h,3.33,uM,LJP6,2,P20,72,hr,658,3114,3846,0.8097,0.7704
50238-3,Hs 578T,10087-101-1,XMD11-85h,3.33,uM,LJP6,3,P20,72,hr,658,3033,3846,0.7886,0.7449
50238-3,Hs 578T,10017-101-1,HG-6-64-01,3.33,uM,LJP6,1,M02,72,hr,658,532,3846,0.1383,-0.0396
50238-3,Hs 578T,10017-101-1,HG-6-64-01,3.33,uM,LJP6,2,M02,72,hr,658,638,3846,0.1659,-0.0063
50238-3,Hs 578T,10017-101-1,HG-6-64-01,3.33,uM,LJP6,3,M02,72,hr,658,560,3846,0.1456,-0.0308
50238-3,Hs 578T,10039-101-1,WH-4-025,3.33,uM,LJP5,1,O08,72,hr,658,476,3846,0.1238,-0.0571
50238-3,Hs 578T,10039-101-1,WH-4-025,3.33,uM,LJP5,2,O08,72,hr,658,398,3846,0.1035,-0.0816
50238-3,Hs 578T,10039-101-1,WH-4-025,3.33,uM,LJP5,3,O08,72,hr,658,506,3846,0.1316,-0.0477
50238-3,Hs 578T,10082-101-1,WZ-4-145,3.33,uM,LJP6,1,J20,72,hr,658,1560,3846,0.4056,0.2829
50238-3,Hs 578T,10082-101-1,WZ-4-145,3.33,uM,LJP6,2,J20,72,hr,658,1690,3846,0.4394,0.3237
50238-3,Hs 578T,10082-101-1,WZ-4-145,3.33,uM,LJP6,3,J20,72,hr,658,1630,3846,0.4238,0.3048
50238-3,Hs 578T,10091-101-1,XMD16-144,3.33,uM,LJP5,1,M08,72,hr,658,652,3846,0.1695,-0.0019
50238-3,Hs 578T,10091-101-1,XMD16-144,3.33,uM,LJP5,2,M08,72,hr,658,562,3846,0.1461,-0.0302
50238-3,Hs 578T,10091-101-1,XMD16-144,3.33,uM,LJP5,3,M08,72,hr,658,602,3846,0.1565,-0.0176
50238-3,Hs 578T,10177-101-1,Brivanib,3.33,uM,LJP5,1,P14,72,hr,658,3558,3846,0.9251,0.9096
50238-3,Hs 578T,10177-101-1,Brivanib,3.33,uM,LJP5,2,P14,72,hr,658,3510,3846,0.9126,0.8946
50238-3,Hs 578T,10177-101-1,Brivanib,3.33,uM,LJP5,3,P14,72,hr,658,3717,3846,0.9664,0.9595
50238-3,Hs 578T,10147-101-1,Buparlisib,3.33,uM,LJP5,1,H02,72,hr,658,433,3846,0.1126,-0.0706
50238-3,Hs 578T,10147-101-1,Buparlisib,3.33,uM,LJP5,2,H02,72,hr,658,515,3846,0.1339,-0.0449
50238-3,Hs 578T,10147-101-1,Buparlisib,3.33,uM,LJP5,3,H02,72,hr,658,484,3846,0.1258,-0.0546
50238-3,Hs 578T,10055-101-1,BX-912,3.33,uM,LJP5,1,L20,72,hr,658,858,3846,0.2231,0.0627
50238-3,Hs 578T,10055-101-1,BX-912,3.33,uM,LJP5,2,L20,72,hr,658,860,3846,0.2236,0.0633
50238-3,Hs 578T,10055-101-1,BX-912,3.33,uM,LJP5,3,L20,72,hr,658,867,3846,0.2254,0.0655
50238-3,Hs 578T,10120-102-1,Canertinib,3.33,uM,LJP6,1,H08,72,hr,658,2982,3846,0.7753,0.7289
50238-3,Hs 578T,10120-102-1,Canertinib,3.33,uM,LJP6,2,H08,72,hr,658,3245,3846,0.8437,0.8114
50238-3,Hs 578T,10120-102-1,Canertinib,3.33,uM,LJP6,3,H08,72,hr,658,3070,3846,0.7982,0.7566
50238-3,Hs 578T,10117-101-1,Celastrol,3.33,uM,LJP6,1,G08,72,hr,658,625,3846,0.1625,-0.0104
50238-3,Hs 578T,10117-101-1,Celastrol,3.33,uM,LJP6,2,G08,72,hr,658,704,3846,0.1830,0.0144
50238-3,Hs 578T,10117-101-1,Celastrol,3.33,uM,LJP6,3,G08,72,hr,658,553,3846,0.1438,-0.0330
50238-3,Hs 578T,10025-101-1,CGP60474,3.33,uM,LJP5,1,F02,72,hr,658,415,3846,0.1079,-0.0763
50238-3,Hs 578T,10025-101-1,CGP60474,3.33,uM,LJP5,2,F02,72,hr,658,352,3846,0.0915,-0.0960
50238-3,Hs 578T,10025-101-1,CGP60474,3.33,uM,LJP5,3,F02,72,hr,658,383,3846,0.0996,-0.0863
50238-3,Hs 578T,10025-101-1,CGP60474,3.33,uM,LJP6,1,G02,72,hr,658,431,3846,0.1121,-0.0713
50238-3,Hs 578T,10025-101-1,CGP60474,3.33,uM,LJP6,2,G02,72,hr,658,445,3846,0.1157,-0.0669
50238-3,Hs 578T,10025-101-1,CGP60474,3.33,uM,LJP6,3,G02,72,hr,658,444,3846,0.1154,-0.0672
50238-3,Hs 578T,10180-101-1,CHIR-99021,3.33,uM,LJP6,1,P14,72,hr,658,3546,3846,0.9220,0.9059
50238-3,Hs 578T,10180-101-1,CHIR-99021,3.33,uM,LJP6,2,P14,72,hr,658,3227,3846,0.8390,0.8058
50238-3,Hs 578T,10180-101-1,CHIR-99021,3.33,uM,LJP6,3,P14,72,hr,658,3438,3846,0.8939,0.8720
50238-3,Hs 578T,10010-101-1,CP724714,3.33,uM,LJP5,1,A08,72,hr,658,3535,3846,0.9191,0.9024
50238-3,Hs 578T,10010-101-1,CP724714,3.33,uM,LJP5,2,A08,72,hr,658,3498,3846,0.9095,0.8908
50238-3,Hs 578T,10010-101-1,CP724714,3.33,uM,LJP5,3,A08,72,hr,658,3437,3846,0.8936,0.8717
50238-3,Hs 578T,10009-101-1,CP466722,3.33,uM,LJP5,1,I08,72,hr,658,3398,3846,0.8835,0.8594
50238-3,Hs 578T,10009-101-1,CP466722,3.33,uM,LJP5,2,I08,72,hr,658,3589,3846,0.9332,0.9194
50238-3,Hs 578T,10009-101-1,CP466722,3.33,uM,LJP5,3,I08,72,hr,658,3280,3846,0.8528,0.8224
50238-3,Hs 578T,10027-101-1,Crizotinib,3.33,uM,LJP5,1,A20,72,hr,658,933,3846,0.2426,0.0862
50238-3,Hs 578T,10027-101-1,Crizotinib,3.33,uM,LJP5,2,A20,72,hr,658,896,3846,0.2330,0.0746
50238-3,Hs 578T,10027-101-1,Crizotinib,3.33,uM,LJP5,3,A20,72,hr,658,974,3846,0.2532,0.0991
50238-3,Hs 578T,10140-101-1,Momelotinib,3.33,uM,LJP5,1,P08,72,hr,658,1291,3846,0.3357,0.1985
50238-3,Hs 578T,10140-101-1,Momelotinib,3.33,uM,LJP5,2,P08,72,hr,658,1281,3846,0.3331,0.1954
50238-3,Hs 578T,10140-101-1,Momelotinib,3.33,uM,LJP5,3,P08,72,hr,658,1358,3846,0.3531,0.2195
50238-3,Hs 578T,10020-101-1,Dasatinib,3.33,uM,LJP5,1,D02,72,hr,658,497,3846,0.1292,-0.0506
50238-3,Hs 578T,10020-101-1,Dasatinib,3.33,uM,LJP5,2,D02,72,hr,658,574,3846,0.1492,-0.0264
50238-3,Hs 578T,10020-101-1,Dasatinib,3.33,uM,LJP5,3,D02,72,hr,658,598,3846,0.1555,-0.0189
50238-3,Hs 578T,10020-101-1,Dasatinib,3.33,uM,LJP6,1,I02,72,hr,658,563,3846,0.1464,-0.0299
50238-3,Hs 578T,10020-101-1,Dasatinib,3.33,uM,LJP6,2,I02,72,hr,658,518,3846,0.1347,-0.0440
50238-3,Hs 578T,10020-101-1,Dasatinib,3.33,uM,LJP6,3,I02,72,hr,658,540,3846,0.1404,-0.0371
50238-3,Hs 578T,10127-101-1,Dovitinib,3.33,uM,LJP5,1,E20,72,hr,658,1138,3846,0.2959,0.1505
50238-3,Hs 578T,10127-101-1,Dovitinib,3.33,uM,LJP5,2,E20,72,hr,658,1227,3846,0.3190,0.1784
50238-3,Hs 578T,10127-101-1,Dovitinib,3.33,uM,LJP5,3,E20,72,hr,658,1248,3846,0.3245,0.1850
50238-3,Hs 578T,10069-101-1,Enzastaurin,3.33,uM,LJP5,1,D14,72,hr,658,4001,3846,1.0403,1.0486
50238-3,Hs 578T,10069-101-1,Enzastaurin,3.33,uM,LJP5,2,D14,72,hr,658,4069,3846,1.0580,1.0699
50238-3,Hs 578T,10069-101-1,Enzastaurin,3.33,uM,LJP5,3,D14,72,hr,658,4190,3846,1.0894,1.1079
50238-3,Hs 578T,10097-101-1,Erlotinib,3.33,uM,LJP5,1,M20,72,hr,658,3567,3846,0.9274,0.9125
50238-3,Hs 578T,10097-101-1,Erlotinib,3.33,uM,LJP5,2,M20,72,hr,658,3691,3846,0.9597,0.9513
50238-3,Hs 578T,10097-101-1,Erlotinib,3.33,uM,LJP5,3,M20,72,hr,658,3590,3846,0.9334,0.9197
50238-3,Hs 578T,10157-101-1,Foretinib,3.33,uM,LJP5,1,H08,72,hr,658,1136,3846,0.2954,0.1499
50238-3,Hs 578T,10157-101-1,Foretinib,3.33,uM,LJP5,2,H08,72,hr,658,1058,3846,0.2751,0.1254
50238-3,Hs 578T,10157-101-1,Foretinib,3.33,uM,LJP5,3,H08,72,hr,658,1061,3846,0.2759,0.1264
50238-3,Hs 578T,10040-101-1,R406,3.33,uM,LJP6,1,C14,72,hr,658,2007,3846,0.5218,0.4231
50238-3,Hs 578T,10040-101-1,R406,3.33,uM,LJP6,2,C14,72,hr,658,1921,3846,0.4995,0.3961
50238-3,Hs 578T,10040-101-1,R406,3.33,uM,LJP6,3,C14,72,hr,658,2054,3846,0.5341,0.4378
50238-3,Hs 578T,10047-101-1,Pictilisib,3.33,uM,LJP6,1,D20,72,hr,658,1843,3846,0.4792,0.3717
50238-3,Hs 578T,10047-101-1,Pictilisib,3.33,uM,LJP6,2,D20,72,hr,658,1835,3846,0.4771,0.3692
50238-3,Hs 578T,10047-101-1,Pictilisib,3.33,uM,LJP6,3,D20,72,hr,658,1945,3846,0.5057,0.4037
50238-3,Hs 578T,10098-101-1,Gefitinib,3.33,uM,LJP6,1,N08,72,hr,658,3673,3846,0.9550,0.9457
50238-3,Hs 578T,10098-101-1,Gefitinib,3.33,uM,LJP6,2,N08,72,hr,658,3750,3846,0.9750,0.9699
50238-3,Hs 578T,10098-101-1,Gefitinib,3.33,uM,LJP6,3,N08,72,hr,658,3706,3846,0.9636,0.9561
50238-3,Hs 578T,10108-101-1,Geldanamycin,3.33,uM,LJP5,1,O02,72,hr,658,653,3846,0.1698,-0.0016
50238-3,Hs 578T,10108-101-1,Geldanamycin,3.33,uM,LJP5,2,O02,72,hr,658,749,3846,0.1947,0.0285
50238-3,Hs 578T,10108-101-1,Geldanamycin,3.33,uM,LJP5,3,O02,72,hr,658,810,3846,0.2106,0.0476
50238-3,Hs 578T,10108-101-1,Geldanamycin,3.33,uM,LJP6,1,O02,72,hr,658,668,3846,0.1737,0.0031
50238-3,Hs 578T,10108-101-1,Geldanamycin,3.33,uM,LJP6,2,O02,72,hr,658,590,3846,0.1534,-0.0214
50238-3,Hs 578T,10108-101-1,Geldanamycin,3.33,uM,LJP6,3,O02,72,hr,658,627,3846,0.1630,-0.0098
50238-3,Hs 578T,10172-101-1,GSK1059615,3.33,uM,LJP5,1,E02,72,hr,658,692,3846,0.1799,0.0106
50238-3,Hs 578T,10172-101-1,GSK1059615,3.33,uM,LJP5,2,E02,72,hr,658,808,3846,0.2101,0.0470
50238-3,Hs 578T,10172-101-1,GSK1059615,3.33,uM,LJP5,3,E02,72,hr,658,723,3846,0.1880,0.0203
50238-3,Hs 578T,10172-101-1,GSK1059615,3.33,uM,LJP6,1,C02,72,hr,658,815,3846,0.2119,0.0492
50238-3,Hs 578T,10172-101-1,GSK1059615,3.33,uM,LJP6,2,C02,72,hr,658,884,3846,0.2298,0.0708
50238-3,Hs 578T,10172-101-1,GSK1059615,3.33,uM,LJP6,3,C02,72,hr,658,882,3846,0.2293,0.0702
50238-3,Hs 578T,10134-101-1,GSK1904529A,3.33,uM,LJP6,1,H20,72,hr,658,3598,3846,0.9355,0.9222
50238-3,Hs 578T,10134-101-1,GSK1904529A,3.33,uM,LJP6,2,H20,72,hr,658,3763,3846,0.9784,0.9739
50238-3,Hs 578T,10134-101-1,GSK1904529A,3.33,uM,LJP6,3,H20,72,hr,658,3642,3846,0.9469,0.9360
50238-3,Hs 578T,10146-101-1,Omipalisib,3.33,uM,LJP6,1,N02,72,hr,658,469,3846,0.1219,-0.0593
50238-3,Hs 578T,10146-101-1,Omipalisib,3.33,uM,LJP6,2,N02,72,hr,658,448,3846,0.1165,-0.0659
50238-3,Hs 578T,10146-101-1,Omipalisib,3.33,uM,LJP6,3,N02,72,hr,658,392,3846,0.1019,-0.0835
50238-3,Hs 578T,10128-101-1,GSK 690693,3.33,uM,LJP5,1,F20,72,hr,658,3469,3846,0.9020,0.8817
50238-3,Hs 578T,10128-101-1,GSK 690693,3.33,uM,LJP5,2,F20,72,hr,658,3172,3846,0.8247,0.7885
50238-3,Hs 578T,10128-101-1,GSK 690693,3.33,uM,LJP5,3,F20,72,hr,658,3247,3846,0.8442,0.8121
50238-3,Hs 578T,10014-101-1,GW843682X,3.33,uM,LJP6,1,B14,72,hr,658,476,3846,0.1238,-0.0571
50238-3,Hs 578T,10014-101-1,GW843682X,3.33,uM,LJP6,2,B14,72,hr,658,497,3846,0.1292,-0.0506
50238-3,Hs 578T,10014-101-1,GW843682X,3.33,uM,LJP6,3,B14,72,hr,658,537,3846,0.1396,-0.0380
50238-3,Hs 578T,10015-101-1,HG-5-113-01,3.33,uM,LJP5,1,B08,72,hr,658,681,3846,0.1771,0.0072
50238-3,Hs 578T,10015-101-1,HG-5-113-01,3.33,uM,LJP5,2,B08,72,hr,658,620,3846,0.1612,-0.0120
50238-3,Hs 578T,10015-101-1,HG-5-113-01,3.33,uM,LJP5,3,B08,72,hr,658,634,3846,0.1648,-0.0076
50238-3,Hs 578T,10016-101-1,HG-5-88-01,3.33,uM,LJP6,1,A20,72,hr,658,3031,3846,0.7881,0.7443
