Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Normalized Growth Rate Inhibition Value,Biological Replicate
50583-9,MCF 10A,10071-101-2,Palbociclib,0.01,583,4479,5109,0.9179,1
50583-9,MCF 10A,10071-101-2,Palbociclib,0.031667,583,3277,5109,0.7339,1
50583-9,MCF 10A,10071-101-2,Palbociclib,0.056667,583,3348,5109,0.7442,1
50583-9,MCF 10A,10071-101-2,Palbociclib,0.1,583,2952,5109,0.6741,1
50583-9,MCF 10A,10071-101-2,Palbociclib,0.17783,583,2434,5109,0.5792,1
50583-9,MCF 10A,10071-101-2,Palbociclib,0.31623,583,1257,5109,0.2738,1
50583-9,MCF 10A,10071-101-2,Palbociclib,0.56234,583,1281,5109,0.2850,1
50583-9,MCF 10A,10071-101-2,Palbociclib,1,583,1157,5109,0.2432,1
50583-9,MCF 10A,10071-101-2,Palbociclib,1.7783,583,1067,5109,0.2114,1
50583-9,MCF 10A,10071-101-2,Palbociclib,3.1623,583,989,5109,0.1828,1
50583-9,MCF 10A,10071-101-2,Palbociclib,5.6234,583,898,5109,0.1476,1
50583-9,MCF 10A,10071-101-2,Palbociclib,10,583,813,5109,0.1119,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.00021667,583,5056,5109,0.9929,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.00033333,583,4961,5109,0.9823,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.00066667,583,3926,5109,0.8402,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.001,583,3567,5109,0.7845,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.0016667,583,2584,5109,0.6091,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.003,583,1681,5109,0.4030,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.0056667,583,1295,5109,0.2905,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.01,583,1000,5109,0.1880,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.017783,583,851,5109,0.1285,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.031623,583,775,5109,0.0945,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.1,583,755,5109,0.0844,1
50583-9,MCF 10A,10142-101-4,Trametinib,0.31623,583,701,5109,0.0556,1
50583-9,MCF 10A,10142-101-4,Trametinib,1,583,790,5109,0.1010,1
50583-9,MCF 10A,10282-101-4,Vorinostat,0.0033333,583,4986,5109,0.9840,1
50583-9,MCF 10A,10282-101-4,Vorinostat,0.01,583,5051,5109,0.9945,1
50583-9,MCF 10A,10282-101-4,Vorinostat,0.031667,583,4757,5109,0.9549,1
50583-9,MCF 10A,10282-101-4,Vorinostat,0.1,583,4186,5109,0.8776,1
50583-9,MCF 10A,10282-101-4,Vorinostat,0.17783,583,3791,5109,0.8194,1
50583-9,MCF 10A,10282-101-4,Vorinostat,0.31623,583,2826,5109,0.6551,1
50583-9,MCF 10A,10282-101-4,Vorinostat,0.56234,583,2363,5109,0.5638,1
50583-9,MCF 10A,10282-101-4,Vorinostat,1,583,1608,5109,0.3817,1
50583-9,MCF 10A,10282-101-4,Vorinostat,1.7783,583,1141,5109,0.2387,1
50583-9,MCF 10A,10282-101-4,Vorinostat,3.1623,583,730,5109,0.0744,1
50583-9,MCF 10A,10282-101-4,Vorinostat,5.6234,583,630,5109,0.0248,1
50583-9,MCF 10A,10282-101-4,Vorinostat,10,583,572,5109,-0.0061,1
50583-2,MCF 10A,10233-101-4,Alpelisib,0.0033333,1606,21560,21261,1.0075,1
50583-2,MCF 10A,10233-101-4,Alpelisib,0.01,1606,21200,21261,0.9984,1
50583-2,MCF 10A,10233-101-4,Alpelisib,0.031667,1606,21003,21261,0.9935,1
50583-2,MCF 10A,10233-101-4,Alpelisib,0.1,1606,20219,21261,0.9731,1
50583-2,MCF 10A,10233-101-4,Alpelisib,0.31623,1606,19403,21261,0.9515,1
50583-2,MCF 10A,10233-101-4,Alpelisib,0.56234,1606,18516,21261,0.9272,1
50583-2,MCF 10A,10233-101-4,Alpelisib,1,1606,17791,21261,0.9063,1
50583-2,MCF 10A,10233-101-4,Alpelisib,1.7783,1606,16097,21261,0.8556,1
50583-2,MCF 10A,10233-101-4,Alpelisib,3.1623,1606,15531,21261,0.8384,1
50583-2,MCF 10A,10233-101-4,Alpelisib,5.6234,1606,12828,21261,0.7462,1
50583-2,MCF 10A,10233-101-4,Alpelisib,10,1606,10176,21261,0.6403,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.0010833,1606,20974,21261,0.9927,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.0033333,1606,21183,21261,0.9980,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.01,1606,20862,21261,0.9895,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.018333,1606,19932,21261,0.9654,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.031667,1606,18982,21261,0.9399,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.056667,1606,17036,21261,0.8841,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.1,1606,13393,21261,0.7663,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.17783,1606,10017,21261,0.6342,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.31623,1606,9044,21261,0.5897,1
50583-2,MCF 10A,10020-101-5,Dasatinib,0.56234,1606,7832,21261,0.5298,1
50583-2,MCF 10A,10020-101-5,Dasatinib,1,1606,7338,21261,0.5024,1
50583-2,MCF 10A,10020-101-5,Dasatinib,1.7783,1606,5819,21261,0.4124,1
50583-2,MCF 10A,10020-101-5,Dasatinib,3.1623,1606,3300,21261,0.2130,1
50583-2,MCF 10A,10020-101-5,Dasatinib,10,1606,2037,21261,0.0657,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.0010833,1606,20938,21261,0.9918,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.0033333,1606,20952,21261,0.9921,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.01,1606,20854,21261,0.9897,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.018333,1606,20461,21261,0.9795,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.031667,1606,19397,21261,0.9514,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.056667,1606,17446,21261,0.8965,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.1,1606,14491,21261,0.8040,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.17783,1606,10886,21261,0.6708,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.31623,1606,8045,21261,0.5404,1
50583-2,MCF 10A,10250-101-3,Etoposide,0.56234,1606,4513,21261,0.3184,1
50583-2,MCF 10A,10250-101-3,Etoposide,1,1606,2336,21261,0.1057,1
50583-2,MCF 10A,10250-101-3,Etoposide,1.7783,1606,1612,21261,0.0008,1
50583-2,MCF 10A,10250-101-3,Etoposide,3.1623,1606,1592,21261,-0.0025,1
50583-2,MCF 10A,10250-101-3,Etoposide,10,1606,1510,21261,-0.0170,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.00043333,1606,21274,21261,1.0002,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.0013333,1606,21346,21261,1.0022,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.0033333,1606,21160,21261,0.9973,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.0053333,1606,21446,21261,1.0047,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.01,1606,21361,21261,1.0026,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.018,1606,21370,21261,1.0028,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.031623,1606,20833,21261,0.9887,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.056234,1606,17271,21261,0.8909,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.1,1606,11748,21261,0.7056,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.17783,1606,9175,21261,0.5942,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.31623,1606,4861,21261,0.3448,1
50583-2,MCF 10A,10018-101-5,Neratinib,0.56234,1606,2529,21261,0.1294,1
50583-2,MCF 10A,10018-101-5,Neratinib,1,1606,2360,21261,0.1084,1
50583-2,MCF 10A,10018-101-5,Neratinib,3.1623,1606,1861,21261,0.0393,1
50583-2,MCF 10A,10102-101-7,Taxol,4.3333e-05,1606,21635,21261,1.0093,1
50583-2,MCF 10A,10102-101-7,Taxol,0.00013333,1606,21450,21261,1.0044,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0002,1606,21718,21261,1.0114,1
50583-2,MCF 10A,10102-101-7,Taxol,0.00033333,1606,21454,21261,1.0049,1
50583-2,MCF 10A,10102-101-7,Taxol,0.00053333,1606,21557,21261,1.0075,1
50583-2,MCF 10A,10102-101-7,Taxol,0.001,1606,16671,21261,0.8737,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0018,1606,11892,21261,0.7105,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0031623,1606,4512,21261,0.3186,1
50583-2,MCF 10A,10102-101-7,Taxol,0.0056234,1606,2465,21261,0.1209,1
50583-2,MCF 10A,10102-101-7,Taxol,0.01,1606,1465,21261,-0.0249,1
50583-2,MCF 10A,10102-101-7,Taxol,0.017783,1606,1192,21261,-0.0778,1
50583-2,MCF 10A,10102-101-7,Taxol,0.031623,1606,952,21261,-0.1310,1
50583-2,MCF 10A,10102-101-7,Taxol,0.1,1606,774,21261,-0.1780,1
50583-2,MCF 10A,10102-101-7,Taxol,0.31623,1606,776,21261,-0.1775,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.0010833,1606,20696,21261,0.9854,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.0033333,1606,21045,21261,0.9946,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.01,1606,20819,21261,0.9888,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.031667,1606,19756,21261,0.9608,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.056667,1606,19761,21261,0.9610,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.1,1606,18352,21261,0.9222,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.17783,1606,17654,21261,0.9021,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.31623,1606,10617,21261,0.6571,1
50583-2,MCF 10A,10071-101-2,Palbociclib,0.56234,1606,10352,21261,0.6478,1
50583-2,MCF 10A,10071-101-2,Palbociclib,1,1606,8684,21261,0.5725,1
50583-2,MCF 10A,10071-101-2,Palbociclib,1.7783,1606,6829,21261,0.4737,1
50583-2,MCF 10A,10071-101-2,Palbociclib,3.1623,1606,5205,21261,0.3706,1
50583-2,MCF 10A,10071-101-2,Palbociclib,5.6234,1606,4306,21261,0.3027,1
50583-2,MCF 10A,10071-101-2,Palbociclib,10,1606,3600,21261,0.2417,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00021667,1606,21917,21261,1.0164,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00033333,1606,22351,21261,1.0270,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.00066667,1606,21542,21261,1.0072,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.001,1606,20858,21261,0.9897,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.0016667,1606,19260,21261,0.9476,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.003,1606,15342,21261,0.8318,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.0056667,1606,10585,21261,0.6585,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.01,1606,6954,21261,0.4813,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.017783,1606,4831,21261,0.3437,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.031623,1606,4067,21261,0.2830,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.1,1606,3560,21261,0.2379,1
50583-2,MCF 10A,10142-101-4,Trametinib,0.31623,1606,3699,21261,0.2507,1
50583-2,MCF 10A,10142-101-4,Trametinib,1,1606,3629,21261,0.2440,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.0033333,1606,20999,21261,0.9934,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.01,1606,21325,21261,1.0014,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.031667,1606,21151,21261,0.9972,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.1,1606,20179,21261,0.9722,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.17783,1606,18762,21261,0.9339,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.31623,1606,16638,21261,0.8726,1
50583-2,MCF 10A,10282-101-4,Vorinostat,0.56234,1606,12663,21261,0.7402,1
50583-2,MCF 10A,10282-101-4,Vorinostat,1,1606,8387,21261,0.5576,1
50583-2,MCF 10A,10282-101-4,Vorinostat,1.7783,1606,4887,21261,0.3479,1
50583-2,MCF 10A,10282-101-4,Vorinostat,3.1623,1606,2599,21261,0.1372,1
50583-2,MCF 10A,10282-101-4,Vorinostat,5.6234,1606,1735,21261,0.0207,1
50583-2,MCF 10A,10282-101-4,Vorinostat,10,1606,1630,21261,0.0033,1
