Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol 1 Concentration,Small Mol 1 Conc Unit,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 2 Concentration,Small Mol 2 Conc Unit,Biological Replicate,Technical Replicate,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Normalized Growth Rate Inhibition Value
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,0.2138,uM,1,3,2751,501,4650,-0.8945
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10142-101-1,Trametinib,10,uM,1,3,2751,756,4650,-0.8183
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10032-101-1,Saracatinib,0.3704,uM,1,3,2751,4292,4650,0.7989
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,1.9245,uM,1,3,2751,2057,4650,-0.3188
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,1.1111,uM,1,3,2751,5276,4650,1.3625
50105-3,BT-20,10018-101-1,Neratinib,1.1111,uM,,,0,uM,1,3,2751,3505,4650,0.3768
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.1235,uM,1,3,2751,2722,4650,-0.0140
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,0.3704,uM,1,3,2751,2589,4650,-0.0771
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10142-101-1,Trametinib,0.1235,uM,1,3,2751,915,4650,-0.7662
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,0.3704,uM,1,3,2751,1433,4650,-0.5773
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,4203,4650,0.7498
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,5.7735,uM,1,3,2751,3292,4650,0.2674
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,1.1111,uM,1,3,2751,1478,4650,-0.5597
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10056-101-1,Selumetinib,10,uM,1,3,2751,654,4650,-0.8500
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,3.3333,uM,1,3,2751,1130,4650,-0.6911
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,0.3704,uM,1,3,2751,3648,4650,0.4514
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,,,0,uM,1,3,2751,5373,4650,1.4200
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,10,uM,1,3,2751,4143,4650,0.7169
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,10,uM,1,3,2751,2620,4650,-0.0625
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,0.3704,uM,1,3,2751,1212,4650,-0.6612
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10056-101-1,Selumetinib,3.3333,uM,1,3,2751,755,4650,-0.8186
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,5.7735,uM,1,3,2751,4333,4650,0.8216
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,1.1111,uM,1,3,2751,4972,4650,1.1844
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10051-104-1,Lapatinib,1.9245,uM,1,3,2751,2439,4650,-0.1470
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,5520,4650,1.5078
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,0.3704,uM,1,3,2751,3826,4650,0.5456
50105-3,BT-20,10051-104-1,Lapatinib,10,uM,,,0,uM,1,3,2751,3687,4650,0.4719
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,3296,4650,0.2694
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10142-101-1,Trametinib,10,uM,1,3,2751,2496,4650,-0.1206
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,1.1111,uM,1,3,2751,2258,4650,-0.2296
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,1.1111,uM,1,3,2751,3126,4650,0.1837
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,1.1111,uM,1,3,2751,432,4650,-0.9132
50105-3,BT-20,10051-104-1,Lapatinib,1.9245,uM,,,0,uM,1,3,2751,6475,4650,2.0959
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10056-101-1,Selumetinib,0.3704,uM,1,3,2751,3812,4650,0.5382
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,4253,4650,0.7774
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,4375,4650,0.8450
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,0.3704,uM,1,3,2751,2734,4650,-0.0082
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,0.3704,uM,1,3,2751,397,4650,-0.9224
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,1.1111,uM,1,3,2751,1260,4650,-0.6434
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10051-104-1,Lapatinib,10,uM,1,3,2751,2902,4650,0.0730
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.6415,uM,1,3,2751,1180,4650,-0.6730
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,0.3704,uM,1,3,2751,3953,4650,0.6137
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,4935,4650,1.1630
50105-3,BT-20,10056-101-1,Selumetinib,3.3333,uM,,,0,uM,1,3,2751,4612,4650,0.9781
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,10,uM,1,3,2751,2246,4650,-0.2350
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,1.1111,uM,1,3,2751,1067,4650,-0.7137
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,0.1235,uM,1,3,2751,4520,4650,0.9261
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,0.1235,uM,1,3,2751,985,4650,-0.7423
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10051-104-1,Lapatinib,5.7735,uM,1,3,2751,2323,4650,-0.2002
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,3.3333,uM,1,3,2751,1485,4650,-0.5570
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,4460,4650,0.8925
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10056-101-1,Selumetinib,10,uM,1,3,2751,1085,4650,-0.7073
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10018-101-1,Neratinib,0.6415,uM,1,3,2751,352,4650,-0.9338
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,3.3333,uM,1,3,2751,3131,4650,0.1862
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,4216,4650,0.7570
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10018-101-1,Neratinib,0.3704,uM,1,3,2751,821,4650,-0.7974
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,3.3333,uM,1,3,2751,899,4650,-0.7716
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.6415,uM,1,3,2751,3252,4650,0.2471
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,0.1235,uM,1,3,2751,4378,4650,0.8466
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,10,uM,1,3,2751,2367,4650,-0.1801
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,0.6415,uM,1,3,2751,4312,4650,0.8100
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10142-101-1,Trametinib,1.1111,uM,1,3,2751,1089,4650,-0.7058
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10142-101-1,Trametinib,10,uM,1,3,2751,1186,4650,-0.6708
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.1235,uM,1,3,2751,700,4650,-0.8359
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.2138,uM,1,3,2751,4249,4650,0.7752
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10024-101-1,NVP-TAE684,1.1111,uM,1,3,2751,5653,4650,1.5879
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,1.9245,uM,1,3,2751,2398,4650,-0.1659
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10024-101-1,NVP-TAE684,3.3333,uM,1,3,2751,485,4650,-0.8989
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,0.1235,uM,1,3,2751,2375,4650,-0.1764
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,0.1235,uM,1,3,2751,4766,4650,1.0657
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,0.3704,uM,1,3,2751,3437,4650,0.3416
50105-3,BT-20,10018-101-1,Neratinib,0.3704,uM,,,0,uM,1,3,2751,5062,4650,1.2368
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,1.1111,uM,1,3,2751,3334,4650,0.2888
50105-3,BT-20,10051-104-1,Lapatinib,5.7735,uM,,,0,uM,1,3,2751,5638,4650,1.5788
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10051-104-1,Lapatinib,1.9245,uM,1,3,2751,5454,4650,1.4683
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,10,uM,1,3,2751,1262,4650,-0.6426
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,3.3333,uM,1,3,2751,511,4650,-0.8917
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,10,uM,1,3,2751,2851,4650,0.0482
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10024-101-1,NVP-TAE684,1.1111,uM,1,3,2751,1598,4650,-0.5119
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,0.3704,uM,1,3,2751,364,4650,-0.9308
50105-3,BT-20,10024-101-1,NVP-TAE684,1.1111,uM,,,0,uM,1,3,2751,6336,4650,2.0084
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,0.3704,uM,1,3,2751,1122,4650,-0.6940
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.6415,uM,1,3,2751,1661,4650,-0.4864
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,10,uM,1,3,2751,600,4650,-0.8661
50105-3,BT-20,10142-101-1,Trametinib,3.3333,uM,,,0,uM,1,3,2751,3669,4650,0.4625
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,10,uM,1,3,2751,3596,4650,0.4242
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,1.1111,uM,1,3,2751,3060,4650,0.1508
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10032-101-1,Saracatinib,3.3333,uM,1,3,2751,1083,4650,-0.7080
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,0.1235,uM,1,3,2751,561,4650,-0.8775
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,0.1235,uM,1,3,2751,4645,4650,0.9968
50105-3,BT-20,10056-101-1,Selumetinib,0.3704,uM,,,0,uM,1,3,2751,4702,4650,1.0292
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,1.1111,uM,1,3,2751,2847,4650,0.0463
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,,,0,uM,1,3,2751,5020,4650,1.2123
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10142-101-1,Trametinib,0.3704,uM,1,3,2751,672,4650,-0.8445
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,1.9245,uM,1,3,2751,772,4650,-0.8132
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10018-101-1,Neratinib,0.1235,uM,1,3,2751,4862,4650,1.1208
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,,,0,uM,1,3,2751,1541,4650,-0.5348
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10018-101-1,Neratinib,1.1111,uM,1,3,2751,3219,4650,0.2304
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,1.1111,uM,1,3,2751,1385,4650,-0.5959
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.3704,uM,1,3,2751,879,4650,-0.7783
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,0.1235,uM,1,3,2751,4168,4650,0.7306
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10142-101-1,Trametinib,0.3704,uM,1,3,2751,1027,4650,-0.7277
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,10,uM,1,3,2751,1505,4650,-0.5491
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,3.3333,uM,1,3,2751,2033,4650,-0.3293
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,10,uM,1,3,2751,2099,4650,-0.3004
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,3.3333,uM,1,3,2751,1270,4650,-0.6396
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,1.9245,uM,1,3,2751,777,4650,-0.8116
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10051-104-1,Lapatinib,5.7735,uM,1,3,2751,1211,4650,-0.6616
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10056-101-1,Selumetinib,0.1235,uM,1,3,2751,1079,4650,-0.7094
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,3.3333,uM,1,3,2751,4025,4650,0.6527
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10051-104-1,Lapatinib,10,uM,1,3,2751,1019,4650,-0.7305
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.1235,uM,1,3,2751,2843,4650,0.0443
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10142-101-1,Trametinib,0.1235,uM,1,3,2751,4252,4650,0.7768
50105-3,BT-20,10056-101-1,Selumetinib,10,uM,,,0,uM,1,3,2751,4421,4650,0.8706
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10142-101-1,Trametinib,0.1235,uM,1,3,2751,4903,4650,1.1445
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,3.3333,uM,1,3,2751,1914,4650,-0.3806
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,0.3704,uM,1,3,2751,4737,4650,1.0491
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,0.1235,uM,1,3,2751,1744,4650,-0.4522
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,0.1235,uM,1,3,2751,1949,4650,-0.3656
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10032-101-1,Saracatinib,0.6415,uM,1,3,2751,4869,4650,1.1249
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10051-104-1,Lapatinib,5.7735,uM,1,3,2751,5394,4650,1.4325
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,1.1111,uM,1,3,2751,1439,4650,-0.5750
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10142-101-1,Trametinib,0.3704,uM,1,3,2751,3097,4650,0.1692
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10056-101-1,Selumetinib,10,uM,1,3,2751,2429,4650,-0.1516
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10032-101-1,Saracatinib,0.6415,uM,1,3,2751,1188,4650,-0.6700
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10032-101-1,Saracatinib,0.6415,uM,1,3,2751,1352,4650,-0.6086
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10018-101-1,Neratinib,0.2138,uM,1,3,2751,745,4650,-0.8218
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10142-101-1,Trametinib,0.3704,uM,1,3,2751,3242,4650,0.2420
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10056-101-1,Selumetinib,3.3333,uM,1,3,2751,425,4650,-0.9151
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10056-101-1,Selumetinib,10,uM,1,3,2751,1246,4650,-0.6486
50105-3,BT-20,10051-104-1,Lapatinib,1.1111,uM,,,0,uM,1,3,2751,5618,4650,1.5667
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,0.3704,uM,1,3,2751,2729,4650,-0.0106
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,0.3704,uM,1,3,2751,2771,4650,0.0095
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,1.9245,uM,1,3,2751,3430,4650,0.3380
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,3.3333,uM,1,3,2751,2974,4650,0.1083
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10018-101-1,Neratinib,1.9245,uM,1,3,2751,1010,4650,-0.7337
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,0.3704,uM,1,3,2751,1024,4650,-0.7288
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10142-101-1,Trametinib,3.3333,uM,1,3,2751,3685,4650,0.4709
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,1.1111,uM,1,3,2751,3579,4650,0.4153
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,1.9245,uM,1,3,2751,2388,4650,-0.1705
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10142-101-1,Trametinib,0.3704,uM,1,3,2751,4096,4650,0.6912
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,0.3704,uM,1,3,2751,2626,4650,-0.0596
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,0.3704,uM,1,3,2751,4474,4650,0.9003
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,0.3704,uM,1,3,2751,2067,4650,-0.3144
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10032-101-1,Saracatinib,0.3704,uM,1,3,2751,1846,4650,-0.4095
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,1.9245,uM,1,3,2751,1391,4650,-0.5936
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.3704,uM,1,3,2751,2312,4650,-0.2052
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,4531,4650,0.9323
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10032-101-1,Saracatinib,0.6415,uM,1,3,2751,3222,4650,0.2319
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10018-101-1,Neratinib,0.2138,uM,1,3,2751,1115,4650,-0.6965
50105-3,BT-20,10032-101-1,Saracatinib,1.1111,uM,,,0,uM,1,3,2751,4456,4650,0.8902
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,0.1235,uM,1,3,2751,3915,4650,0.5933
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,0.3704,uM,1,3,2751,2335,4650,-0.1947
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10056-101-1,Selumetinib,1.1111,uM,1,3,2751,4030,4650,0.6554
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10051-104-1,Lapatinib,1.9245,uM,1,3,2751,1740,4650,-0.4539
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,5182,4650,1.3070
50105-3,BT-20,10232-101-1,Dactolisib,0.1235,uM,10018-101-1,Neratinib,0.6415,uM,1,3,2751,1235,4650,-0.6527
50105-3,BT-20,10056-101-1,Selumetinib,0.1235,uM,,,0,uM,1,3,2751,4672,4650,1.0121
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10032-101-1,Saracatinib,1.1111,uM,1,3,2751,4475,4650,0.9009
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10051-104-1,Lapatinib,1.1111,uM,1,3,2751,2122,4650,-0.2902
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10051-104-1,Lapatinib,3.3333,uM,1,3,2751,4299,4650,0.8028
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10056-101-1,Selumetinib,1.1111,uM,1,3,2751,2849,4650,0.0472
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,5465,4650,1.4748
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10056-101-1,Selumetinib,1.1111,uM,1,3,2751,2145,4650,-0.2801
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,10142-101-1,Trametinib,3.3333,uM,1,3,2751,454,4650,-0.9073
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,1.1111,uM,1,3,2751,2428,4650,-0.1521
50105-3,BT-20,10232-101-1,Dactolisib,0.3704,uM,10051-104-1,Lapatinib,1.9245,uM,1,3,2751,1584,4650,-0.5176
50105-3,BT-20,10233-101-1,Alpelisib,0.0400,uM,10056-101-1,Selumetinib,10,uM,1,3,2751,4021,4650,0.6505
50105-3,BT-20,10233-101-1,Alpelisib,10,uM,,,0,uM,1,3,2751,781,4650,-0.8103
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10018-101-1,Neratinib,1.9245,uM,1,3,2751,2300,4650,-0.2106
50105-3,BT-20,,,0,uM,,,0,uM,1,3,2751,5189,4650,1.3112
50105-3,BT-20,,,0,uM,,,0,uM,2,1,1843,4947,5129,0.9516
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1,1843,1600,5129,-0.0916
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10051-104-1,Lapatinib,10,uM,2,1,1843,1573,5129,-0.1020
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,0.6415,uM,2,1,1843,1108,5129,-0.2918
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10024-101-1,NVP-TAE684,0.3704,uM,2,1,1843,2633,5129,0.2730
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,5.7735,uM,2,1,1843,2644,5129,0.2766
50105-3,BT-20,10233-101-1,Alpelisib,0.1235,uM,10051-104-1,Lapatinib,10,uM,2,1,1843,1901,5129,0.0209
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10056-101-1,Selumetinib,0.1235,uM,2,1,1843,3411,5129,0.5171
50105-3,BT-20,,,0,uM,,,0,uM,2,1,1843,4930,5129,0.9471
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,,,0,uM,2,1,1843,4722,5129,0.8910
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1,1843,2195,5129,0.1254
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10018-101-1,Neratinib,1.9245,uM,2,1,1843,1131,5129,-0.2819
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10024-101-1,NVP-TAE684,3.3333,uM,2,1,1843,1166,5129,-0.2669
50105-3,BT-20,10233-101-1,Alpelisib,0.3704,uM,10056-101-1,Selumetinib,10,uM,2,1,1843,2260,5129,0.1479
50105-3,BT-20,10232-101-1,Dactolisib,0.0017,uM,10056-101-1,Selumetinib,0.3704,uM,2,1,1843,3921,5129,0.6673
50105-3,BT-20,,,0,uM,,,0,uM,2,1,1843,4677,5129,0.8788
50105-3,BT-20,10232-101-1,Dactolisib,0.0047,uM,10032-101-1,Saracatinib,1.9245,uM,2,1,1843,3423,5129,0.5207
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10018-101-1,Neratinib,0.6415,uM,2,1,1843,1964,5129,0.0437
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,0.6415,uM,2,1,1843,3435,5129,0.5243
50105-3,BT-20,10233-101-1,Alpelisib,1.1111,uM,10032-101-1,Saracatinib,1.1111,uM,2,1,1843,1335,5129,-0.1965
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,1.1111,uM,2,1,1843,1613,5129,-0.0866
50105-3,BT-20,10233-101-1,Alpelisib,0.6415,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1,1843,1739,5129,-0.0389
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10032-101-1,Saracatinib,1.9245,uM,2,1,1843,1799,5129,-0.0165
50105-3,BT-20,,,0,uM,,,0,uM,2,1,1843,4612,5129,0.8611
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10024-101-1,NVP-TAE684,1.1111,uM,2,1,1843,512,5129,-0.5802
50105-3,BT-20,10056-101-1,Selumetinib,1.1111,uM,,,0,uM,2,1,1843,4378,5129,0.7966
50105-3,BT-20,10233-101-1,Alpelisib,3.3333,uM,10032-101-1,Saracatinib,3.3333,uM,2,1,1843,528,5129,-0.5714
50105-3,BT-20,10233-101-1,Alpelisib,0.2138,uM,10056-101-1,Selumetinib,1.1111,uM,2,1,1843,2856,5129,0.3451
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10032-101-1,Saracatinib,0.2138,uM,2,1,1843,2570,5129,0.2523
50105-3,BT-20,,,0,uM,,,0,uM,2,1,1843,5073,5129,0.9851
50105-3,BT-20,10232-101-1,Dactolisib,0.0137,uM,10142-101-1,Trametinib,0.3704,uM,2,1,1843,1629,5129,-0.0805
50105-3,BT-20,10232-101-1,Dactolisib,0.0412,uM,10018-101-1,Neratinib,1.9245,uM,2,1,1843,1658,5129,-0.0694
