Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Normalized Growth Rate Inhibition Value,Biological Replicate
50583-9,MCF 10A,10071-101-2,Palbociclib,0.1,851,4431,10112,0.5878,3
50583-9,MCF 10A,10071-101-2,Palbociclib,0.17783,851,3495,10112,0.4838,3
50583-9,MCF 10A,10071-101-2,Palbociclib,0.31623,851,2531,10112,0.3520,3
50583-9,MCF 10A,10071-101-2,Palbociclib,0.56234,851,2241,10112,0.3107,3
50583-9,MCF 10A,10071-101-2,Palbociclib,1,851,1994,10112,0.2684,3
50583-9,MCF 10A,10071-101-2,Palbociclib,1.7783,851,2021,10112,0.2724,3
50583-9,MCF 10A,10071-101-2,Palbociclib,3.1623,851,1642,10112,0.2011,3
50583-9,MCF 10A,10071-101-2,Palbociclib,5.6234,851,1459,10112,0.1629,3
50583-9,MCF 10A,10071-101-2,Palbociclib,10,851,1140,10112,0.0836,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.00021667,851,9432,10112,0.9612,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.00033333,851,9059,10112,0.9384,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.00066667,851,7163,10112,0.8156,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.001,851,6217,10112,0.7443,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.0016667,851,4957,10112,0.6385,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.003,851,3251,10112,0.4542,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.0056667,851,2404,10112,0.3372,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.01,851,1536,10112,0.1797,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.017783,851,1379,10112,0.1440,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.031623,851,1283,10112,0.1212,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.1,851,1250,10112,0.1135,3
50583-9,MCF 10A,10142-101-4,Trametinib,0.31623,851,1265,10112,0.1170,3
50583-9,MCF 10A,10142-101-4,Trametinib,1,851,1322,10112,0.1310,3
50583-9,MCF 10A,10282-101-4,Vorinostat,0.0033333,851,10338,10112,1.0131,3
50583-9,MCF 10A,10282-101-4,Vorinostat,0.01,851,9940,10112,0.9901,3
50583-9,MCF 10A,10282-101-4,Vorinostat,0.031667,851,10031,10112,0.9962,3
50583-9,MCF 10A,10282-101-4,Vorinostat,0.1,851,9427,10112,0.9615,3
50583-9,MCF 10A,10282-101-4,Vorinostat,0.17783,851,7907,10112,0.8655,3
50583-9,MCF 10A,10282-101-4,Vorinostat,0.31623,851,7092,10112,0.8111,3
50583-9,MCF 10A,10282-101-4,Vorinostat,0.56234,851,5309,10112,0.6698,3
50583-9,MCF 10A,10282-101-4,Vorinostat,1,851,3583,10112,0.4948,3
50583-9,MCF 10A,10282-101-4,Vorinostat,1.7783,851,2139,10112,0.2942,3
50583-9,MCF 10A,10282-101-4,Vorinostat,3.1623,851,1099,10112,0.0733,3
50583-9,MCF 10A,10282-101-4,Vorinostat,5.6234,851,991,10112,0.0435,3
50583-9,MCF 10A,10282-101-4,Vorinostat,10,851,820,10112,-0.0111,3
50583-2,MCF 10A,10233-101-4,Alpelisib,0.0033333,625,8295,8780,0.9690,3
50583-2,MCF 10A,10233-101-4,Alpelisib,0.01,625,8696,8780,0.9944,3
50583-2,MCF 10A,10233-101-4,Alpelisib,0.031667,625,8210,8780,0.9645,3
50583-2,MCF 10A,10233-101-4,Alpelisib,0.1,625,7693,8780,0.9314,3
50583-2,MCF 10A,10233-101-4,Alpelisib,0.31623,625,7473,8780,0.9149,3
50583-2,MCF 10A,10233-101-4,Alpelisib,0.56234,625,6912,8780,0.8776,3
50583-2,MCF 10A,10233-101-4,Alpelisib,1,625,6371,8780,0.8377,3
50583-2,MCF 10A,10233-101-4,Alpelisib,1.7783,625,5390,8780,0.7588,3
50583-2,MCF 10A,10233-101-4,Alpelisib,3.1623,625,4804,8780,0.7074,3
50583-2,MCF 10A,10233-101-4,Alpelisib,5.6234,625,3777,8780,0.6026,3
50583-2,MCF 10A,10233-101-4,Alpelisib,10,625,2400,8780,0.4195,3
50583-2,MCF 10A,10020-101-5,Dasatinib,0.0010833,625,8346,8780,0.9697,3
50583-2,MCF 10A,10020-101-5,Dasatinib,0.0033333,625,8180,8780,0.9625,3
50583-2,MCF 10A,10020-101-5,Dasatinib,0.01,625,7932,8780,0.9452,3
50583-2,MCF 10A,10020-101-5,Dasatinib,0.018333,625,6371,8780,0.8376,3
50583-2,MCF 10A,10020-101-5,Dasatinib,0.031667,625,7165,8780,0.8948,3
50583-2,MCF 10A,10020-101-5,Dasatinib,0.056667,625,5179,8780,0.7410,3
50583-2,MCF 10A,10020-101-5,Dasatinib,0.1,625,3648,8780,0.5793,3
50583-2,MCF 10A,10020-101-5,Dasatinib,0.17783,625,2216,8780,0.3866,3
50583-2,MCF 10A,10020-101-5,Dasatinib,0.31623,625,1864,8780,0.3252,3
50583-2,MCF 10A,10020-101-5,Dasatinib,0.56234,625,1434,8780,0.2340,3
50583-2,MCF 10A,10020-101-5,Dasatinib,1,625,1601,8780,0.2786,3
50583-2,MCF 10A,10020-101-5,Dasatinib,1.7783,625,885,8780,0.0914,3
50583-2,MCF 10A,10020-101-5,Dasatinib,3.1623,625,632,8780,0.0020,3
50583-2,MCF 10A,10020-101-5,Dasatinib,10,625,370,8780,-0.1347,3
50583-2,MCF 10A,10250-101-3,Etoposide,0.0010833,625,9005,8780,1.0118,3
50583-2,MCF 10A,10250-101-3,Etoposide,0.0033333,625,8980,8780,1.0112,3
50583-2,MCF 10A,10250-101-3,Etoposide,0.01,625,8685,8780,0.9938,3
50583-2,MCF 10A,10250-101-3,Etoposide,0.018333,625,8908,8780,1.0073,3
50583-2,MCF 10A,10250-101-3,Etoposide,0.031667,625,7685,8780,0.9310,3
50583-2,MCF 10A,10250-101-3,Etoposide,0.056667,625,6598,8780,0.8551,3
50583-2,MCF 10A,10250-101-3,Etoposide,0.1,625,5981,8780,0.8082,3
50583-2,MCF 10A,10250-101-3,Etoposide,0.17783,625,4756,8780,0.7026,3
50583-2,MCF 10A,10250-101-3,Etoposide,0.31623,625,3079,8780,0.5183,3
50583-2,MCF 10A,10250-101-3,Etoposide,0.56234,625,1800,8780,0.3177,3
50583-2,MCF 10A,10250-101-3,Etoposide,1,625,791,8780,0.0620,3
50583-2,MCF 10A,10250-101-3,Etoposide,1.7783,625,659,8780,0.0135,3
50583-2,MCF 10A,10250-101-3,Etoposide,3.1623,625,656,8780,0.0127,3
50583-2,MCF 10A,10250-101-3,Etoposide,10,625,577,8780,-0.0213,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.00043333,625,8860,8780,1.0034,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.0013333,625,8589,8780,0.9882,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.0033333,625,9009,8780,1.0132,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.0053333,625,7766,8780,0.9366,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.01,625,8078,8780,0.9561,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.018,625,7826,8780,0.9404,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.031623,625,6330,8780,0.8340,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.056234,625,4251,8780,0.6519,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.1,625,2529,8780,0.4408,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.17783,625,1538,8780,0.2606,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.31623,625,873,8780,0.0895,3
50583-2,MCF 10A,10018-101-5,Neratinib,0.56234,625,740,8780,0.0451,3
50583-2,MCF 10A,10018-101-5,Neratinib,1,625,689,8780,0.0245,3
50583-2,MCF 10A,10018-101-5,Neratinib,3.1623,625,510,8780,-0.0521,3
50583-2,MCF 10A,10102-101-7,Taxol,4.3333e-05,625,8849,8780,1.0027,3
50583-2,MCF 10A,10102-101-7,Taxol,0.00013333,625,8995,8780,1.0111,3
50583-2,MCF 10A,10102-101-7,Taxol,0.0002,625,8729,8780,0.9958,3
50583-2,MCF 10A,10102-101-7,Taxol,0.00033333,625,8777,8780,0.9982,3
50583-2,MCF 10A,10102-101-7,Taxol,0.00053333,625,8533,8780,0.9804,3
50583-2,MCF 10A,10102-101-7,Taxol,0.001,625,6504,8780,0.8483,3
50583-2,MCF 10A,10102-101-7,Taxol,0.0018,625,3904,8780,0.6154,3
50583-2,MCF 10A,10102-101-7,Taxol,0.0031623,625,1627,8780,0.2829,3
50583-2,MCF 10A,10102-101-7,Taxol,0.0056234,625,1073,8780,0.1510,3
50583-2,MCF 10A,10102-101-7,Taxol,0.01,625,524,8780,-0.0524,3
50583-2,MCF 10A,10102-101-7,Taxol,0.017783,625,265,8780,-0.2019,3
50583-2,MCF 10A,10102-101-7,Taxol,0.031623,625,249,8780,-0.2149,3
50583-2,MCF 10A,10102-101-7,Taxol,0.1,625,173,8780,-0.2858,3
50583-2,MCF 10A,10102-101-7,Taxol,0.31623,625,185,8780,-0.2753,3
50583-2,MCF 10A,10071-101-2,Palbociclib,0.0010833,625,7361,8780,0.9091,3
50583-2,MCF 10A,10071-101-2,Palbociclib,0.0033333,625,7893,8780,0.9447,3
50583-2,MCF 10A,10071-101-2,Palbociclib,0.01,625,8908,8780,1.0068,3
50583-2,MCF 10A,10071-101-2,Palbociclib,0.031667,625,8428,8780,0.9781,3
50583-2,MCF 10A,10071-101-2,Palbociclib,0.056667,625,8283,8780,0.9680,3
50583-2,MCF 10A,10071-101-2,Palbociclib,0.1,625,8400,8780,0.9768,3
50583-2,MCF 10A,10071-101-2,Palbociclib,0.17783,625,8816,8780,1.0012,3
50583-2,MCF 10A,10071-101-2,Palbociclib,0.31623,625,4578,8780,0.6819,3
50583-2,MCF 10A,10071-101-2,Palbociclib,0.56234,625,3764,8780,0.6008,3
50583-2,MCF 10A,10071-101-2,Palbociclib,1,625,3495,8780,0.5693,3
50583-2,MCF 10A,10071-101-2,Palbociclib,1.7783,625,3208,8780,0.5354,3
50583-2,MCF 10A,10071-101-2,Palbociclib,3.1623,625,2621,8780,0.4547,3
50583-2,MCF 10A,10071-101-2,Palbociclib,5.6234,625,2192,8780,0.3883,3
50583-2,MCF 10A,10071-101-2,Palbociclib,10,625,1724,8780,0.3027,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.00021667,625,8378,8780,0.9748,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.00033333,625,7948,8780,0.9457,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.00066667,625,6290,8780,0.8316,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.001,625,5693,8780,0.7771,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.0016667,625,5087,8780,0.7316,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.003,625,3047,8780,0.5127,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.0056667,625,2013,8780,0.3587,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.01,625,1221,8780,0.1841,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.017783,625,919,8780,0.1014,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.031623,625,784,8780,0.0543,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.1,625,854,8780,0.0707,3
50583-2,MCF 10A,10142-101-4,Trametinib,0.31623,625,842,8780,0.0794,3
50583-2,MCF 10A,10142-101-4,Trametinib,1,625,954,8780,0.1171,3
50583-2,MCF 10A,10282-101-4,Vorinostat,0.0033333,625,8727,8780,0.9966,3
50583-2,MCF 10A,10282-101-4,Vorinostat,0.01,625,9086,8780,1.0174,3
50583-2,MCF 10A,10282-101-4,Vorinostat,0.031667,625,8776,8780,0.9997,3
50583-2,MCF 10A,10282-101-4,Vorinostat,0.1,625,7622,8780,0.9270,3
50583-2,MCF 10A,10282-101-4,Vorinostat,0.17783,625,6810,8780,0.8691,3
50583-2,MCF 10A,10282-101-4,Vorinostat,0.31623,625,6168,8780,0.8228,3
50583-2,MCF 10A,10282-101-4,Vorinostat,0.56234,625,4842,8780,0.7106,3
50583-2,MCF 10A,10282-101-4,Vorinostat,1,625,3046,8780,0.5148,3
50583-2,MCF 10A,10282-101-4,Vorinostat,1.7783,625,1807,8780,0.3207,3
50583-2,MCF 10A,10282-101-4,Vorinostat,3.1623,625,752,8780,0.0483,3
50583-2,MCF 10A,10282-101-4,Vorinostat,5.6234,625,627,8780,0.0002,3
50583-2,MCF 10A,10282-101-4,Vorinostat,10,625,556,8780,-0.0328,3
