Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Timepoint,Timepoint Unit,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Relative Growth Rate After Treatment
50238-3,Hs 578T,10051-104-1,Lapatinib,3.33,uM,LJP6,72,hr,765,3033,3124,0.9707,0.9612
50238-3,Hs 578T,10115-102-1,LDN-193189,3.33,uM,LJP5,72,hr,765,1493,3124,0.4778,0.3085
50238-3,Hs 578T,10182-101-1,Linifanib,3.33,uM,LJP6,72,hr,765,2958,3124,0.9468,0.9296
50238-3,Hs 578T,10135-101-1,Linsitinib,3.33,uM,LJP5,72,hr,765,3097,3124,0.9914,0.9886
50238-3,Hs 578T,10479-102-1,Mitoxantrone,3.33,uM,LJP5,72,hr,765,189,3124,0.0606,-0.2440
50238-3,Hs 578T,10479-102-1,Mitoxantrone,3.33,uM,LJP6,72,hr,765,212,3124,0.0681,-0.2341
50238-3,Hs 578T,10057-102-1,MK2206,3.33,uM,LJP6,72,hr,765,2014,3124,0.6446,0.5293
50238-3,Hs 578T,10018-101-1,Neratinib,3.33,uM,LJP5,72,hr,765,1654,3124,0.5295,0.3769
50238-3,Hs 578T,10099-101-1,Nilotinib,3.33,uM,LJP5,72,hr,765,3516,3124,1.1253,1.1659
50238-3,Hs 578T,10151-101-1,Nintedanib,3.33,uM,LJP6,72,hr,765,1601,3124,0.5125,0.3544
50238-3,Hs 578T,10061-101-1,NU7441,3.33,uM,LJP5,72,hr,765,1975,3124,0.6323,0.5131
50238-3,Hs 578T,10232-101-1,Dactolisib,3.33,uM,LJP5,72,hr,765,853,3124,0.2732,0.0376
50238-3,Hs 578T,10024-101-1,NVP-TAE684,3.33,uM,LJP6,72,hr,765,891,3124,0.2852,0.0534
50238-3,Hs 578T,10071-101-1,Palbociclib,3.33,uM,LJP6,72,hr,765,1511,3124,0.4838,0.3164
50238-3,Hs 578T,10101-101-1,PD0325901,3.33,uM,LJP5,72,hr,765,877,3124,0.2807,0.0474
50238-3,Hs 578T,10101-101-1,PD0325901,3.33,uM,LJP6,72,hr,765,831,3124,0.2660,0.0280
50238-3,Hs 578T,10026-101-1,PD173074,3.33,uM,LJP6,72,hr,765,2334,3124,0.7470,0.6650
50238-3,Hs 578T,10048-101-1,PD184352,3.33,uM,LJP5,72,hr,765,1573,3124,0.5034,0.3424
50238-3,Hs 578T,10159-101-1,Pelitinib,3.33,uM,LJP5,72,hr,765,2021,3124,0.6470,0.5326
50238-3,Hs 578T,10116-101-1,PF431396,3.33,uM,LJP5,72,hr,765,921,3124,0.2948,0.0661
50238-3,Hs 578T,10112-101-1,PF477736,3.33,uM,LJP5,72,hr,765,532,3124,0.1705,-0.0985
50238-3,Hs 578T,10072-101-1,PF562271,3.33,uM,LJP6,72,hr,765,1526,3124,0.4885,0.3227
50238-3,Hs 578T,10125-101-1,PHA-665752,3.33,uM,LJP5,72,hr,765,2945,3124,0.9425,0.9239
50238-3,Hs 578T,10073-101-1,PHA-793887,3.33,uM,LJP6,72,hr,765,619,3124,0.1982,-0.0618
50238-3,Hs 578T,10126-101-1,PI103,3.33,uM,LJP6,72,hr,765,709,3124,0.2269,-0.0238
50238-3,Hs 578T,10049-101-1,PLX-4720,3.33,uM,LJP5,72,hr,765,3306,3124,1.0583,1.0772
50238-3,Hs 578T,10075-101-1,QL-X-138,3.33,uM,LJP6,72,hr,765,1463,3124,0.4683,0.2960
50238-3,Hs 578T,10077-101-1,QL-XII-47,3.33,uM,LJP6,72,hr,765,1207,3124,0.3864,0.1875
50238-3,Hs 578T,10480-101-1,Radicicol,3.33,uM,LJP5,72,hr,765,920,3124,0.2947,0.0660
50238-3,Hs 578T,10480-101-1,Radicicol,3.33,uM,LJP6,72,hr,765,865,3124,0.2768,0.0424
50238-3,Hs 578T,10001-101-1,Seliciclib,3.33,uM,LJP5,72,hr,765,3092,3124,0.9898,0.9865
50238-3,Hs 578T,10138-105-1,Ruxolitinib,3.33,uM,LJP5,72,hr,765,2778,3124,0.8892,0.8533
50238-3,Hs 578T,10148-101-1,XL147,3.33,uM,LJP5,72,hr,765,2876,3124,0.9207,0.8950
50238-3,Hs 578T,10032-101-1,Saracatinib,3.33,uM,LJP6,72,hr,765,1957,3124,0.6264,0.5053
50238-3,Hs 578T,10056-101-1,Selumetinib,3.33,uM,LJP6,72,hr,765,1361,3124,0.4356,0.2526
50238-3,Hs 578T,10052-101-1,Sirolimus,3.33,uM,LJP6,72,hr,765,1851,3124,0.5926,0.4605
50238-3,Hs 578T,10008-101-1,Sorafenib,3.33,uM,LJP6,72,hr,765,3770,3124,1.2066,1.2736
50238-3,Hs 578T,10119-101-1,SU11274,3.33,uM,LJP5,72,hr,765,2548,3124,0.8157,0.7559
50238-3,Hs 578T,10141-101-1,Fedratinib,3.33,uM,LJP5,72,hr,765,1001,3124,0.3204,0.1000
50238-3,Hs 578T,10171-101-1,TGX221,3.33,uM,LJP5,72,hr,765,1568,3124,0.5018,0.3403
50238-3,Hs 578T,10079-101-1,Torin1,3.33,uM,LJP6,72,hr,765,698,3124,0.2236,-0.0281
50238-3,Hs 578T,10080-101-1,Torin2,3.33,uM,LJP5,72,hr,765,495,3124,0.1585,-0.1143
50238-3,Hs 578T,10021-101-1,Tozasertib,3.33,uM,LJP5,72,hr,765,770,3124,0.2465,0.0022
50238-3,Hs 578T,10142-101-1,Trametinib,3.33,uM,LJP5,72,hr,765,1001,3124,0.3206,0.1003
50238-3,Hs 578T,10111-101-1,TWS119,3.33,uM,LJP5,72,hr,765,2298,3124,0.7356,0.6498
50238-3,Hs 578T,10068-101-1,Vemurafenib,3.33,uM,LJP5,72,hr,765,3014,3124,0.9647,0.9533
50238-3,Hs 578T,10481-101-1,Withaferin A,3.33,uM,LJP5,72,hr,765,605,3124,0.1936,-0.0678
50238-3,Hs 578T,10481-101-1,Withaferin A,3.33,uM,LJP6,72,hr,765,593,3124,0.1899,-0.0728
50238-3,Hs 578T,10064-101-1,WYE-125132,3.33,uM,LJP6,72,hr,765,875,3124,0.2803,0.0469
50238-3,Hs 578T,10084-101-1,WZ3105,3.33,uM,LJP5,72,hr,765,412,3124,0.1319,-0.1496
50238-3,Hs 578T,10086-101-1,XMD11-50,3.33,uM,LJP6,72,hr,765,1520,3124,0.4867,0.3203
50238-3,Hs 578T,10149-102-1,Y39983,3.33,uM,LJP6,72,hr,765,2018,3124,0.6459,0.5310
50238-3,Hs 578T,10109-101-1,YM 201636,3.33,uM,LJP5,72,hr,765,2090,3124,0.6689,0.5615
50238-3,Hs 578T,10053-101-1,ZSTK474,3.33,uM,LJP6,72,hr,765,1087,3124,0.3480,0.1366
50238-3,Hs 578T,10133-101-1,Afatinib,10.0,uM,LJP6,72,hr,765,491,3124,0.1571,-0.1162
50238-3,Hs 578T,10035-101-1,Sigma A6730,10.0,uM,LJP5,72,hr,765,1264,3124,0.4047,0.2116
50238-3,Hs 578T,10011-101-1,Alvocidib,10.0,uM,LJP6,72,hr,765,374,3124,0.1197,-0.1657
50238-3,Hs 578T,10004-101-1,AT-7519,10.0,uM,LJP6,72,hr,765,266,3124,0.0852,-0.2114
50238-3,Hs 578T,10158-101-1,AZD 5438,10.0,uM,LJP6,72,hr,765,401,3124,0.1285,-0.1542
50238-3,Hs 578T,10059-101-1,AZD-6482,10.0,uM,LJP5,72,hr,765,1071,3124,0.3429,0.1298
50238-3,Hs 578T,10006-101-1,AZD7762,10.0,uM,LJP6,72,hr,765,315,3124,0.1008,-0.1907
50238-3,Hs 578T,10007-101-1,AZD8055,10.0,uM,LJP6,72,hr,765,510,3124,0.1634,-0.1078
50238-3,Hs 578T,10164-101-1,AZD8330,10.0,uM,LJP5,72,hr,765,916,3124,0.2934,0.0643
50238-3,Hs 578T,10067-101-1,Barasertib,10.0,uM,LJP5,72,hr,765,863,3124,0.2763,0.0417
50238-3,Hs 578T,10041-101-1,BI-2536,10.0,uM,LJP6,72,hr,765,401,3124,0.1283,-0.1543
50238-3,Hs 578T,10028-102-1,BMS345541,10.0,uM,LJP6,72,hr,765,349,3124,0.1117,-0.1763
50238-3,Hs 578T,10132-101-1,SNS-032,10.0,uM,LJP6,72,hr,765,399,3124,0.1279,-0.1549
50238-3,Hs 578T,10234-101-1,GDC-0980,10.0,uM,LJP5,72,hr,765,728,3124,0.2331,-0.0156
50238-3,Hs 578T,10122-101-1,NVP-AEW541,10.0,uM,LJP5,72,hr,765,647,3124,0.2071,-0.0500
50238-3,Hs 578T,10046-101-1,SB590885,10.0,uM,LJP5,72,hr,765,1092,3124,0.3496,0.1387
50238-3,Hs 578T,10190-101-1,PIK-93,10.0,uM,LJP5,72,hr,765,685,3124,0.2192,-0.0339
50238-3,Hs 578T,10031-101-1,KIN001-043,10.0,uM,LJP6,72,hr,765,1194,3124,0.3821,0.1818
50238-3,Hs 578T,10233-101-1,Alpelisib,10.0,uM,LJP5,72,hr,765,1757,3124,0.5623,0.4204
50238-3,Hs 578T,10161-101-1,Luminespib,10.0,uM,LJP5,72,hr,765,690,3124,0.2209,-0.0317
50238-3,Hs 578T,10045-101-1,A443654,10.0,uM,LJP6,72,hr,765,269,3124,0.0862,-0.2101
50238-3,Hs 578T,10063-102-1,OSI-027,10.0,uM,LJP6,72,hr,765,882,3124,0.2824,0.0497
50238-3,Hs 578T,10087-101-1,XMD11-85h,10.0,uM,LJP6,72,hr,765,1235,3124,0.3954,0.1993
50238-3,Hs 578T,10017-101-1,HG-6-64-01,10.0,uM,LJP6,72,hr,765,174,3124,0.0559,-0.2502
50238-3,Hs 578T,10039-101-1,WH-4-025,10.0,uM,LJP5,72,hr,765,226,3124,0.0723,-0.2285
50238-3,Hs 578T,10082-101-1,WZ-4-145,10.0,uM,LJP6,72,hr,765,713,3124,0.2284,-0.0218
50238-3,Hs 578T,10091-101-1,XMD16-144,10.0,uM,LJP5,72,hr,765,361,3124,0.1155,-0.1712
50238-3,Hs 578T,10177-101-1,Brivanib,10.0,uM,LJP5,72,hr,765,2616,3124,0.8375,0.7848
50238-3,Hs 578T,10147-101-1,Buparlisib,10.0,uM,LJP5,72,hr,765,331,3124,0.1059,-0.1840
50238-3,Hs 578T,10055-101-1,BX-912,10.0,uM,LJP5,72,hr,765,415,3124,0.1329,-0.1482
50238-3,Hs 578T,10120-102-1,Canertinib,10.0,uM,LJP6,72,hr,765,240,3124,0.0770,-0.2222
50238-3,Hs 578T,10117-101-1,Celastrol,10.0,uM,LJP6,72,hr,765,461,3124,0.1475,-0.1289
50238-3,Hs 578T,10025-101-1,CGP60474,10.0,uM,LJP5,72,hr,765,428,3124,0.1370,-0.1429
50238-3,Hs 578T,10025-101-1,CGP60474,10.0,uM,LJP6,72,hr,765,218,3124,0.0698,-0.2319
50238-3,Hs 578T,10180-101-1,CHIR-99021,10.0,uM,LJP6,72,hr,765,1478,3124,0.4731,0.3023
50238-3,Hs 578T,10010-101-1,CP724714,10.0,uM,LJP5,72,hr,765,2647,3124,0.8472,0.7976
50238-3,Hs 578T,10009-101-1,CP466722,10.0,uM,LJP5,72,hr,765,2615,3124,0.8370,0.7842
50238-3,Hs 578T,10027-101-1,Crizotinib,10.0,uM,LJP5,72,hr,765,662,3124,0.2119,-0.0437
50238-3,Hs 578T,10140-101-1,Momelotinib,10.0,uM,LJP5,72,hr,765,754,3124,0.2413,-0.0047
50238-3,Hs 578T,10020-101-1,Dasatinib,10.0,uM,LJP5,72,hr,765,480,3124,0.1537,-0.1207
50238-3,Hs 578T,10020-101-1,Dasatinib,10.0,uM,LJP6,72,hr,765,354,3124,0.1133,-0.1742
50238-3,Hs 578T,10127-101-1,Dovitinib,10.0,uM,LJP5,72,hr,765,1157,3124,0.3705,0.1664
50238-3,Hs 578T,10069-101-1,Enzastaurin,10.0,uM,LJP5,72,hr,765,3043,3124,0.9739,0.9654
50238-3,Hs 578T,10097-101-1,Erlotinib,10.0,uM,LJP5,72,hr,765,1776,3124,0.5686,0.4287
50238-3,Hs 578T,10157-101-1,Foretinib,10.0,uM,LJP5,72,hr,765,302,3124,0.0967,-0.1963
50238-3,Hs 578T,10040-101-1,R406,10.0,uM,LJP6,72,hr,765,646,3124,0.2070,-0.0502
50238-3,Hs 578T,10047-101-1,Pictilisib,10.0,uM,LJP6,72,hr,765,1063,3124,0.3402,0.1263
50238-3,Hs 578T,10098-101-1,Gefitinib,10.0,uM,LJP6,72,hr,765,2677,3124,0.8568,0.8103
50238-3,Hs 578T,10108-101-1,Geldanamycin,10.0,uM,LJP5,72,hr,765,344,3124,0.1103,-0.1782
50238-3,Hs 578T,10108-101-1,Geldanamycin,10.0,uM,LJP6,72,hr,765,410,3124,0.1313,-0.1503
50238-3,Hs 578T,10172-101-1,GSK1059615,10.0,uM,LJP5,72,hr,765,590,3124,0.1889,-0.0740
50238-3,Hs 578T,10172-101-1,GSK1059615,10.0,uM,LJP6,72,hr,765,698,3124,0.2234,-0.0284
50238-3,Hs 578T,10134-101-1,GSK1904529A,10.0,uM,LJP6,72,hr,765,2905,3124,0.9298,0.9071
50238-3,Hs 578T,10146-101-1,Omipalisib,10.0,uM,LJP6,72,hr,765,358,3124,0.1147,-0.1724
50238-3,Hs 578T,10128-101-1,GSK 690693,10.0,uM,LJP5,72,hr,765,2102,3124,0.6730,0.5669
50238-3,Hs 578T,10014-101-1,GW843682X,10.0,uM,LJP6,72,hr,765,450,3124,0.1442,-0.1332
50238-3,Hs 578T,10015-101-1,HG-5-113-01,10.0,uM,LJP5,72,hr,765,631,3124,0.2022,-0.0565
50238-3,Hs 578T,10016-101-1,HG-5-88-01,10.0,uM,LJP6,72,hr,765,2098,3124,0.6715,0.5649
50238-3,Hs 578T,10023-103-1,Imatinib,10.0,uM,LJP6,72,hr,765,3387,3124,1.0840,1.1112
50238-3,Hs 578T,10100-101-1,JNK-9L,10.0,uM,LJP6,72,hr,765,531,3124,0.1700,-0.0992
50238-3,Hs 578T,10019-101-1,JW-7-24-1,10.0,uM,LJP6,72,hr,765,414,3124,0.1326,-0.1486
50238-3,Hs 578T,10051-104-1,Lapatinib,10.0,uM,LJP6,72,hr,765,2210,3124,0.7073,0.6124
50238-3,Hs 578T,10115-102-1,LDN-193189,10.0,uM,LJP5,72,hr,765,230,3124,0.0738,-0.2265
50238-3,Hs 578T,10182-101-1,Linifanib,10.0,uM,LJP6,72,hr,765,2587,3124,0.8280,0.7722
50238-3,Hs 578T,10135-101-1,Linsitinib,10.0,uM,LJP5,72,hr,765,2514,3124,0.8047,0.7414
50238-3,Hs 578T,10479-102-1,Mitoxantrone,10.0,uM,LJP5,72,hr,765,172,3124,0.0550,-0.2514
50238-3,Hs 578T,10479-102-1,Mitoxantrone,10.0,uM,LJP6,72,hr,765,208,3124,0.0668,-0.2358
50238-3,Hs 578T,10057-102-1,MK2206,10.0,uM,LJP6,72,hr,765,2324,3124,0.7438,0.6607
50238-3,Hs 578T,10018-101-1,Neratinib,10.0,uM,LJP5,72,hr,765,1001,3124,0.3205,0.1001
50238-3,Hs 578T,10099-101-1,Nilotinib,10.0,uM,LJP5,72,hr,765,662,3124,0.2121,-0.0434
50238-3,Hs 578T,10151-101-1,Nintedanib,10.0,uM,LJP6,72,hr,765,1168,3124,0.3739,0.1709
50238-3,Hs 578T,10061-101-1,NU7441,10.0,uM,LJP5,72,hr,765,1183,3124,0.3786,0.1771
50238-3,Hs 578T,10232-101-1,Dactolisib,10.0,uM,LJP5,72,hr,765,893,3124,0.2859,0.0544
50238-3,Hs 578T,10024-101-1,NVP-TAE684,10.0,uM,LJP6,72,hr,765,531,3124,0.1702,-0.0989
50238-3,Hs 578T,10071-101-1,Palbociclib,10.0,uM,LJP6,72,hr,765,1377,3124,0.4408,0.2595
50238-3,Hs 578T,10101-101-1,PD0325901,10.0,uM,LJP5,72,hr,765,643,3124,0.2060,-0.0514
50238-3,Hs 578T,10101-101-1,PD0325901,10.0,uM,LJP6,72,hr,765,690,3124,0.2211,-0.0315
50238-3,Hs 578T,10026-101-1,PD173074,10.0,uM,LJP6,72,hr,765,828,3124,0.2651,0.0268
50238-3,Hs 578T,10048-101-1,PD184352,10.0,uM,LJP5,72,hr,765,1137,3124,0.3641,0.1579
50238-3,Hs 578T,10159-101-1,Pelitinib,10.0,uM,LJP5,72,hr,765,628,3124,0.2011,-0.0579
50238-3,Hs 578T,10116-101-1,PF431396,10.0,uM,LJP5,72,hr,765,489,3124,0.1566,-0.1169
50238-3,Hs 578T,10112-101-1,PF477736,10.0,uM,LJP5,72,hr,765,446,3124,0.1430,-0.1349
50238-3,Hs 578T,10072-101-1,PF562271,10.0,uM,LJP6,72,hr,765,461,3124,0.1478,-0.1286
50238-3,Hs 578T,10125-101-1,PHA-665752,10.0,uM,LJP5,72,hr,765,395,3124,0.1266,-0.1566
50238-3,Hs 578T,10073-101-1,PHA-793887,10.0,uM,LJP6,72,hr,765,397,3124,0.1272,-0.1559
50238-3,Hs 578T,10126-101-1,PI103,10.0,uM,LJP6,72,hr,765,684,3124,0.2190,-0.0342
50238-3,Hs 578T,10049-101-1,PLX-4720,10.0,uM,LJP5,72,hr,765,2248,3124,0.7195,0.6285
50238-3,Hs 578T,10075-101-1,QL-X-138,10.0,uM,LJP6,72,hr,765,572,3124,0.1832,-0.0817
50238-3,Hs 578T,10077-101-1,QL-XII-47,10.0,uM,LJP6,72,hr,765,412,3124,0.1319,-0.1496
50238-3,Hs 578T,10480-101-1,Radicicol,10.0,uM,LJP5,72,hr,765,693,3124,0.2219,-0.0304
50238-3,Hs 578T,10480-101-1,Radicicol,10.0,uM,LJP6,72,hr,765,748,3124,0.2395,-0.0071
50238-3,Hs 578T,10001-101-1,Seliciclib,10.0,uM,LJP5,72,hr,765,2245,3124,0.7186,0.6274
50238-3,Hs 578T,10138-105-1,Ruxolitinib,10.0,uM,LJP5,72,hr,765,2151,3124,0.6884,0.5874
50238-3,Hs 578T,10148-101-1,XL147,10.0,uM,LJP5,72,hr,765,2579,3124,0.8254,0.7688
50238-3,Hs 578T,10032-101-1,Saracatinib,10.0,uM,LJP6,72,hr,765,1175,3124,0.3761,0.1738
50238-3,Hs 578T,10056-101-1,Selumetinib,10.0,uM,LJP6,72,hr,765,1102,3124,0.3527,0.1428
50238-3,Hs 578T,10052-101-1,Sirolimus,10.0,uM,LJP6,72,hr,765,1779,3124,0.5694,0.4297
50238-3,Hs 578T,10008-101-1,Sorafenib,10.0,uM,LJP6,72,hr,765,2854,3124,0.9136,0.8856
50238-3,Hs 578T,10119-101-1,SU11274,10.0,uM,LJP5,72,hr,765,886,3124,0.2837,0.0514
50238-3,Hs 578T,10141-101-1,Fedratinib,10.0,uM,LJP5,72,hr,765,321,3124,0.1028,-0.1881
50238-3,Hs 578T,10171-101-1,TGX221,10.0,uM,LJP5,72,hr,765,2016,3124,0.6453,0.5303
50238-3,Hs 578T,10079-101-1,Torin1,10.0,uM,LJP6,72,hr,765,482,3124,0.1543,-0.1200
50238-3,Hs 578T,10080-101-1,Torin2,10.0,uM,LJP5,72,hr,765,397,3124,0.1273,-0.1557
50238-3,Hs 578T,10021-101-1,Tozasertib,10.0,uM,LJP5,72,hr,765,711,3124,0.2277,-0.0228
50238-3,Hs 578T,10142-101-1,Trametinib,10.0,uM,LJP5,72,hr,765,1000,3124,0.3201,0.0996
50238-3,Hs 578T,10111-101-1,TWS119,10.0,uM,LJP5,72,hr,765,424,3124,0.1359,-0.1443
50238-3,Hs 578T,10068-101-1,Vemurafenib,10.0,uM,LJP5,72,hr,765,1944,3124,0.6224,0.5000
50238-3,Hs 578T,10481-101-1,Withaferin A,10.0,uM,LJP5,72,hr,765,322,3124,0.1033,-0.1875
50238-3,Hs 578T,10481-101-1,Withaferin A,10.0,uM,LJP6,72,hr,765,326,3124,0.1043,-0.1861
50238-3,Hs 578T,10064-101-1,WYE-125132,10.0,uM,LJP6,72,hr,765,658,3124,0.2108,-0.0451
50238-3,Hs 578T,10084-101-1,WZ3105,10.0,uM,LJP5,72,hr,765,386,3124,0.1236,-0.1605
50238-3,Hs 578T,10086-101-1,XMD11-50,10.0,uM,LJP6,72,hr,765,548,3124,0.1756,-0.0917
50238-3,Hs 578T,10149-102-1,Y39983,10.0,uM,LJP6,72,hr,765,740,3124,0.2369,-0.0105
50238-3,Hs 578T,10109-101-1,YM 201636,10.0,uM,LJP5,72,hr,765,955,3124,0.3059,0.0808
50238-3,Hs 578T,10053-101-1,ZSTK474,10.0,uM,LJP6,72,hr,765,805,3124,0.2579,0.0172
50583-7,MCF 10A,10133-101-1,Afatinib,0.04,uM,LJP6,72,hr,1694,1726,11155,0.1548,0.0034
50583-7,MCF 10A,10035-101-1,Sigma A6730,0.04,uM,LJP5,72,hr,1694,11014,11155,0.9874,0.9851
50583-7,MCF 10A,10011-101-1,Alvocidib,0.04,uM,LJP6,72,hr,1694,4715,11155,0.4227,0.3193
50583-7,MCF 10A,10004-101-1,AT-7519,0.04,uM,LJP6,72,hr,1694,11122,11155,0.9970,0.9965
50583-7,MCF 10A,10158-101-1,AZD 5438,0.04,uM,LJP6,72,hr,1694,10915,11155,0.9784,0.9746
50583-7,MCF 10A,10059-101-1,AZD-6482,0.04,uM,LJP5,72,hr,1694,11212,11155,1.0051,1.0060
50583-7,MCF 10A,10006-101-1,AZD7762,0.04,uM,LJP6,72,hr,1694,9157,11155,0.8208,0.7888
50583-7,MCF 10A,10007-101-1,AZD8055,0.04,uM,LJP6,72,hr,1694,6286,11155,0.5635,0.4853
50583-7,MCF 10A,10164-101-1,AZD8330,0.04,uM,LJP5,72,hr,1694,2625,11155,0.2353,0.0984
50583-7,MCF 10A,10067-101-1,Barasertib,0.04,uM,LJP5,72,hr,1694,2690,11155,0.2412,0.1053
50583-7,MCF 10A,10041-101-1,BI-2536,0.04,uM,LJP6,72,hr,1694,1015,11155,0.0910,-0.0717
50583-7,MCF 10A,10028-102-1,BMS345541,0.04,uM,LJP6,72,hr,1694,11087,11155,0.9939,0.9928
50583-7,MCF 10A,10132-101-1,SNS-032,0.04,uM,LJP6,72,hr,1694,11126,11155,0.9973,0.9969
50583-7,MCF 10A,10234-101-1,GDC-0980,0.04,uM,LJP5,72,hr,1694,10202,11155,0.9145,0.8992
50583-7,MCF 10A,10122-101-1,NVP-AEW541,0.04,uM,LJP5,72,hr,1694,10983,11155,0.9846,0.9818
50583-7,MCF 10A,10046-101-1,SB590885,0.04,uM,LJP5,72,hr,1694,11109,11155,0.9959,0.9951
50583-7,MCF 10A,10190-101-1,PIK-93,0.04,uM,LJP5,72,hr,1694,11144,11155,0.9990,0.9988
50583-7,MCF 10A,10031-101-1,KIN001-043,0.04,uM,LJP6,72,hr,1694,11293,11155,1.0123,1.0146
50583-7,MCF 10A,10233-101-1,Alpelisib,0.04,uM,LJP5,72,hr,1694,10662,11155,0.9558,0.9479
50583-7,MCF 10A,10161-101-1,Luminespib,0.04,uM,LJP5,72,hr,1694,1257,11155,0.1127,-0.0462
50583-7,MCF 10A,10045-101-1,A443654,0.04,uM,LJP6,72,hr,1694,10311,11155,0.9243,0.9108
50583-7,MCF 10A,10063-102-1,OSI-027,0.04,uM,LJP6,72,hr,1694,10571,11155,0.9476,0.9382
50583-7,MCF 10A,10087-101-1,XMD11-85h,0.04,uM,LJP6,72,hr,1694,10890,11155,0.9762,0.9720
50583-7,MCF 10A,10017-101-1,HG-6-64-01,0.04,uM,LJP6,72,hr,1694,11289,11155,1.0120,1.0141
50583-7,MCF 10A,10039-101-1,WH-4-025,0.04,uM,LJP5,72,hr,1694,11668,11155,1.0460,1.0542
50583-7,MCF 10A,10082-101-1,WZ-4-145,0.04,uM,LJP6,72,hr,1694,10404,11155,0.9327,0.9206
50583-7,MCF 10A,10091-101-1,XMD16-144,0.04,uM,LJP5,72,hr,1694,10283,11155,0.9218,0.9078
50583-7,MCF 10A,10177-101-1,Brivanib,0.04,uM,LJP5,72,hr,1694,11133,11155,0.9980,0.9977
50583-7,MCF 10A,10147-101-1,Buparlisib,0.04,uM,LJP5,72,hr,1694,11151,11155,0.9996,0.9996
50583-7,MCF 10A,10055-101-1,BX-912,0.04,uM,LJP5,72,hr,1694,10337,11155,0.9267,0.9135
50583-7,MCF 10A,10120-102-1,Canertinib,0.04,uM,LJP6,72,hr,1694,9108,11155,0.8165,0.7836
50583-7,MCF 10A,10117-101-1,Celastrol,0.04,uM,LJP6,72,hr,1694,11896,11155,1.0664,1.0783
50583-7,MCF 10A,10025-101-1,CGP60474,0.04,uM,LJP5,72,hr,1694,10131,11155,0.9082,0.8917
50583-7,MCF 10A,10025-101-1,CGP60474,0.04,uM,LJP6,72,hr,1694,387,11155,0.0347,-0.1382
50583-7,MCF 10A,10180-101-1,CHIR-99021,0.04,uM,LJP6,72,hr,1694,11560,11155,1.0363,1.0428
50583-7,MCF 10A,10010-101-1,CP724714,0.04,uM,LJP5,72,hr,1694,11221,11155,1.0059,1.0069
50583-7,MCF 10A,10009-101-1,CP466722,0.04,uM,LJP5,72,hr,1694,11482,11155,1.0293,1.0345
50583-7,MCF 10A,10027-101-1,Crizotinib,0.04,uM,LJP5,72,hr,1694,10879,11155,0.9752,0.9708
50583-7,MCF 10A,10140-101-1,Momelotinib,0.04,uM,LJP5,72,hr,1694,10543,11155,0.9451,0.9353
50583-7,MCF 10A,10020-101-1,Dasatinib,0.04,uM,LJP5,72,hr,1694,8979,11155,0.8049,0.7700
50583-7,MCF 10A,10020-101-1,Dasatinib,0.04,uM,LJP6,72,hr,1694,6203,11155,0.5561,0.4766
50583-7,MCF 10A,10127-101-1,Dovitinib,0.04,uM,LJP5,72,hr,1694,10366,11155,0.9292,0.9166
50583-7,MCF 10A,10069-101-1,Enzastaurin,0.04,uM,LJP5,72,hr,1694,11228,11155,1.0065,1.0076
50583-7,MCF 10A,10097-101-1,Erlotinib,0.04,uM,LJP5,72,hr,1694,10798,11155,0.9680,0.9622
50583-7,MCF 10A,10157-101-1,Foretinib,0.04,uM,LJP5,72,hr,1694,11930,11155,1.0694,1.0819
50583-7,MCF 10A,10040-101-1,R406,0.04,uM,LJP6,72,hr,1694,11540,11155,1.0345,1.0407
50583-7,MCF 10A,10047-101-1,Pictilisib,0.04,uM,LJP6,72,hr,1694,9923,11155,0.8896,0.8698
50583-7,MCF 10A,10098-101-1,Gefitinib,0.04,uM,LJP6,72,hr,1694,10005,11155,0.8969,0.8785
50583-7,MCF 10A,10108-101-1,Geldanamycin,0.04,uM,LJP5,72,hr,1694,2692,11155,0.2413,0.1055
50583-7,MCF 10A,10108-101-1,Geldanamycin,0.04,uM,LJP6,72,hr,1694,2367,11155,0.2122,0.0712
50583-7,MCF 10A,10172-101-1,GSK1059615,0.04,uM,LJP5,72,hr,1694,11327,11155,1.0154,1.0181
50583-7,MCF 10A,10172-101-1,GSK1059615,0.04,uM,LJP6,72,hr,1694,11024,11155,0.9883,0.9862
50583-7,MCF 10A,10134-101-1,GSK1904529A,0.04,uM,LJP6,72,hr,1694,7707,11155,0.6909,0.6355
50583-7,MCF 10A,10146-101-1,Omipalisib,0.04,uM,LJP6,72,hr,1694,2233,11155,0.2002,0.0569
50583-7,MCF 10A,10128-101-1,GSK 690693,0.04,uM,LJP5,72,hr,1694,11282,11155,1.0113,1.0134
50583-7,MCF 10A,10014-101-1,GW843682X,0.04,uM,LJP6,72,hr,1694,11015,11155,0.9874,0.9852
50583-7,MCF 10A,10015-101-1,HG-5-113-01,0.04,uM,LJP5,72,hr,1694,10424,11155,0.9344,0.9227
50583-7,MCF 10A,10016-101-1,HG-5-88-01,0.04,uM,LJP6,72,hr,1694,10451,11155,0.9369,0.9256
