HMS LINCS Batch ID,HMS LINCS ID,Name,Alternative Names,LINCS ID,PubChem CID,ChEBI ID,ChEMBL ID,Molecular Mass,InChi,InChi Key,SMILES,Relevant Citations,Comments,Provider,Provider Batch ID,Molecular Weight,Purity,Purification Method,Chemical Synthesis Reference,Date Publicly Available,Most Recent Update
10069-101-1,10069,Enzastaurin,LY317615,LSM-1069,176167,,,515.23,"InChI=1S/C32H29N5O2/c1-35-19-25(23-9-2-4-11-27(23)35)29-30(32(39)34-31(29)38)26-20-37(28-12-5-3-10-24(26)28)22-13-16-36(17-14-22)18-21-8-6-7-15-33-21/h2-12,15,19-20,22H,13-14,16-18H2,1H3,(H,34,38,39)",AXRCEOKUDYDWLF-UHFFFAOYSA-N,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)C6CCN(CC6)CC7=CC=CC=N7,,,Haoyuan chemexpress,HY-999-20101127,515.610000,,,,,2016-04-04
10071-101-1,10071,Palbociclib,PD0332991,LSM-1071,5330286,,189963,447.24,"InChI=1S/C24H29N7O2/c1-15-19-14-27-24(28-20-8-7-18(13-26-20)30-11-9-25-10-12-30)29-22(19)31(17-5-3-4-6-17)23(33)21(15)16(2)32/h7-8,13-14,17,25H,3-6,9-12H2,1-2H3,(H,26,27,28,29)",AHJRHEGDXFFMBM-UHFFFAOYSA-N,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,,,Haoyuan chemexpress,HM-003_TM20110113,447.530000,,,,,2016-04-04
10072-101-1,10072,PF562271,KIN001-205,LSM-1072,11713159,,,507.13,"InChI=1S/C21H20F3N7O3S/c1-31(35(2,33)34)19-12(4-3-7-25-19)10-26-18-15(21(22,23)24)11-27-20(30-18)28-14-5-6-16-13(8-14)9-17(32)29-16/h3-8,11H,9-10H2,1-2H3,(H,29,32)(H2,26,27,28,30)",MZDKLVOWGIOKTN-UHFFFAOYSA-N,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C,,,Haoyuan chemexpress,HY-999-20110107,507.490000,,,,,2016-04-04
10073-101-1,10073,PHA-793887,,LSM-1073,46191454,,,361.25,"InChI=1S/C19H31N5O2/c1-12(2)10-15(25)20-17-14-11-24(19(3,4)16(14)21-22-17)18(26)13-6-8-23(5)9-7-13/h12-13H,6-11H2,1-5H3,(H2,20,21,22,25)",HUXYBQXJVXOMKX-UHFFFAOYSA-N,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C,,,Haoyuan chemexpress,HY-999-20110110,361.480000,,,,,2016-04-04
10075-101-1,10075,QL-X-138,,LSM-5803,,,,421.15,"InChI=1S/C25H19N5O2/c1-3-23(31)29-22-11-19(7-4-15(22)2)30-24(32)9-6-17-12-26-21-8-5-16(10-20(21)25(17)30)18-13-27-28-14-18/h3-14H,1H2,2H3,(H,27,28)(H,29,31)",JMVDIGHUQAXWIE-UHFFFAOYSA-N,CC1=C(C=C(C=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CNN=C5)NC(=O)C=C,,,Nathanael Gray (DFCI),QL-X-138-1,421.450000,,,,,2016-04-04
10077-101-1,10077,QL-XII-47,,LSM-6019,71748056,,,447.17,"InChI=1S/C27H21N5O2/c1-3-25(33)31-11-10-17-4-7-21(13-24(17)31)32-26(34)9-6-19-14-28-23-8-5-18(12-22(23)27(19)32)20-15-29-30(2)16-20/h3-9,12-16H,1,10-11H2,2H3",RTRNJQOBEOISFQ-UHFFFAOYSA-N,CN1C=C(C=N1)C2=CC3=C4C(=CN=C3C=C2)C=CC(=O)N4C5=CC6=C(CCN6C(=O)C=C)C=C5,,,Nathanael Gray (DFCI),QL-XII-47-1,447.490000,,,,,2016-04-04
10079-101-1,10079,Torin1,,LSM-1079,49836027,,,607.22,"InChI=1S/C35H28F3N5O2/c1-2-32(44)42-15-13-41(14-16-42)31-11-9-26(19-28(31)35(36,37)38)43-33(45)12-8-24-20-40-30-10-7-22(18-27(30)34(24)43)25-17-23-5-3-4-6-29(23)39-21-25/h3-12,17-21H,2,13-16H2,1H3",AKCRNFFTGXBONI-UHFFFAOYSA-N,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)N3C(=O)C=CC4=CN=C5C=CC(=CC5=C43)C6=CC7=CC=CC=C7N=C6)C(F)(F)F,,,Nathanael Gray (DFCI),Torin1-1,607.620000,,,,,2016-04-04
10080-101-1,10080,Torin2,,LSM-1080,51358113,,,432.12,"InChI=1S/C24H15F3N4O/c25-24(26,27)17-2-1-3-18(11-17)31-22(32)9-6-16-13-29-20-7-4-14(10-19(20)23(16)31)15-5-8-21(28)30-12-15/h1-13H,(H2,28,30)",GUXXEUUYCAYESJ-UHFFFAOYSA-N,C1=CC(=CC(=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CN=C(C=C5)N)C(F)(F)F,,,Nathanael Gray (DFCI),Torin2-1,432.400000,,,,,2016-04-04
10082-101-1,10082,WZ-4-145,,LSM-5545,,,,690.22,"InChI=1S/C34H36Cl2N8O4/c1-5-30(45)40-24-8-6-22(7-9-24)20-44(34(46)41-33-31(35)26(47-3)18-27(48-4)32(33)36)29-19-28(37-21-38-29)39-23-10-12-25(13-11-23)43-16-14-42(2)15-17-43/h5-13,18-19,21H,1,14-17,20H2,2-4H3,(H,40,45)(H,41,46)(H,37,38,39)",SFLKJNSBBVSPFE-UHFFFAOYSA-N,O=C(NC1=C(Cl)C(OC)=CC(OC)=C1Cl)N(CC2=CC=C(NC(C=C)=O)C=C2)C3=CC(NC4=CC=C(N5CCN(C)CC5)C=C4)=NC=N3,,,Nathanael Gray (DFCI),WZ-4-145-1,691.610000,,,,,2016-04-04
10084-101-1,10084,WZ3105,,LSM-5970,42628507,,,462.29,"InChI=1S/C25H34N8O/c1-6-21(34)27-18-8-7-9-19(14-18)28-23-22-24(33(15-26-22)16(2)3)31-25(30-23)29-17-10-12-20(13-11-17)32(4)5/h6-9,14-17,20H,1,10-13H2,2-5H3,(H,27,34)(H2,28,29,30,31)",DGEBYERMQBTMHV-UHFFFAOYSA-N,CC(C)N1C=NC2=C1N=C(N=C2NC3=CC(=CC=C3)NC(=O)C=C)NC4CCC(CC4)N(C)C,,,Nathanael Gray (DFCI),WZ3105-1,462.590000,,,,,2016-04-04
10086-101-1,10086,XMD11-50,LRRK2-in-1,LSM-1086,46843906,,,570.31,"InChI=1S/C31H38N8O3/c1-35-15-17-38(18-16-35)22-11-13-39(14-12-22)29(40)21-9-10-24(27(19-21)42-4)33-31-32-20-26-28(34-31)36(2)25-8-6-5-7-23(25)30(41)37(26)3/h5-10,19-20,22H,11-18H2,1-4H3,(H,32,33,34)",IWMCPJZTADUIFX-UHFFFAOYSA-N,CN1CCN(CC1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)NC4=NC=C5C(=N4)N(C6=CC=CC=C6C(=O)N5C)C)OC,,,Nathanael Gray (DFCI),XMD11-50-1,570.690000,,,,,2016-04-04
10087-101-1,10087,XMD11-85h,,LSM-5577,,,,535.33,"InChI=1S/C29H41N7O3/c1-19(2)36-24-18-30-29(33-27(24)35(16-13-26(36)37)22-7-5-6-8-22)32-23-10-9-20(17-25(23)39-4)28(38)31-21-11-14-34(3)15-12-21/h9-10,17-19,21-22H,5-8,11-16H2,1-4H3,(H,31,38)(H,30,32,33)",VIJIVCXRKDRGGA-UHFFFAOYSA-N,O=C1CCN(C2CCCC2)C3=NC(NC4=CC=C(C(NC5CCN(C)CC5)=O)C=C4OC)=NC=C3N1C(C)C,,,Nathanael Gray (DFCI),XMD11-85h-1,535.680000,,,,,2016-04-04
10091-101-1,10091,XMD16-144,,LSM-43287,,,,457.22,"InChI=1S/C25H27N7O2/c1-30(2)14-8-13-22(33)27-17-9-7-10-18(15-17)28-25-26-16-21-23(29-25)31(3)20-12-6-5-11-19(20)24(34)32(21)4/h5-13,15-16H,14H2,1-4H3,(H,27,33)(H,26,28,29)/b13-8+",XGICKGXGLUYWDW-MDWZMJQESA-N,O=C1C2=C(C=CC=C2)N(C)C3=NC(NC4=CC(NC(/C=C/CN(C)C)=O)=CC=C4)=NC=C3N1C,,,Nathanael Gray (DFCI),XMD16-144-1,457.530000,,,,,2018-03-30
10097-101-1,10097,Erlotinib,OSI-774,LSM-1097,176870,,553,393.17,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,,,Haoyuan chemexpress,HY-50896-20110114,393.440000,,,,,2016-04-04
10098-101-1,10098,Gefitinib,ZD1839; Iressa,LSM-1098,123631,,,446.15,"InChI=1S/C22H24ClFN4O3/c1-29-20-13-19-16(12-21(20)31-8-2-5-28-6-9-30-10-7-28)22(26-14-25-19)27-15-3-4-18(24)17(23)11-15/h3-4,11-14H,2,5-10H2,1H3,(H,25,26,27)",XGALLCVXEZPNRQ-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,,,Haoyuan chemexpress,HY-50895-20110114,446.900000,,,,,2016-04-04
10099-101-1,10099,Nilotinib,AMN-107,LSM-1099,644241,,255863,529.18,"InChI=1S/C28H22F3N7O/c1-17-5-6-19(10-25(17)37-27-33-9-7-24(36-27)20-4-3-8-32-14-20)26(39)35-22-11-21(28(29,30)31)12-23(13-22)38-15-18(2)34-16-38/h3-16H,1-2H3,(H,35,39)(H,33,36,37)",HHZIURLSWUIHRB-UHFFFAOYSA-N,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5,,,Haoyuan chemexpress,HY-10159-20110128,529.520000,,,,,2016-04-04
10100-101-1,10100,JNK-9L,KIN001-204,LSM-36386,25222038,,,502.22,"InChI=1S/C26H27FN8O2/c27-20-15-19(16-23(17-20)33-7-11-36-12-8-33)24-5-6-28-25(31-24)30-21-1-3-22(4-2-21)35-18-29-26(32-35)34-9-13-37-14-10-34/h1-6,15-18H,7-14H2,(H,28,30,31)",AHMHIFXJPSHHPH-UHFFFAOYSA-N,C1COCCN1C2=CC(=CC(=C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5C=NC(=N5)N6CCOCC6)F,,,Nathanael Gray (DFCI),JNK-9L-1,502.540000,,,,,2016-04-04
10101-101-1,10101,PD0325901,PD-325901,LSM-1101,9826528,,,482.00,"InChI=1S/C16H14F3IN2O4/c17-11-3-2-10(16(25)22-26-7-9(24)6-23)15(14(11)19)21-13-4-1-8(20)5-12(13)18/h1-5,9,21,23-24H,6-7H2,(H,22,25)/t9-/m1/s1",SUDAHWBOROXANE-SECBINFHSA-N,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOC[C@@H](CO)O,,,Haoyuan chemexpress,HY-10254-20110114,482.190000,,,,,2016-04-04
10108-101-1,10108,Geldanamycin,,LSM-42789,644250,,278315,560.27,"InChI=1S/C29H40N2O9/c1-15-11-19-25(34)20(14-21(32)27(19)39-7)31-28(35)16(2)9-8-10-22(37-5)26(40-29(30)36)18(4)13-17(3)24(33)23(12-15)38-6/h8-10,13-15,17,22-24,26,33H,11-12H2,1-7H3,(H2,30,36)(H,31,35)/t15-,17+,22+,23+,24-,26+/m1/s1",QTQAWLPCGQOSGP-UPLAMSTMSA-N,C[C@H]1C[C@@H]([C@@H]([C@H](C=C([C@@H]([C@H](C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)OC)C)OC)OC(=O)N)C)C)O)OC,,,,,,,,,,2018-03-30
10109-101-1,10109,YM 201636,Kin001-170,LSM-1109,9956222,,,467.17,"InChI=1S/C25H21N7O3/c26-19-7-6-16(14-28-19)24(33)29-17-4-1-3-15(13-17)22-30-20-18-5-2-8-27-25(18)35-21(20)23(31-22)32-9-11-34-12-10-32/h1-8,13-14H,9-12H2,(H2,26,28)(H,29,33)",YBPIBGNBHHGLEB-UHFFFAOYSA-N,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N,,,Cayman Chemical,,467.480000,,,,,2016-04-04
10111-101-1,10111,TWS119,,LSM-1111,9549289,,,318.11,"InChI=1S/C18H14N4O2/c19-12-4-1-3-11(7-12)16-9-15-17(22-16)20-10-21-18(15)24-14-6-2-5-13(23)8-14/h1-10,23H,19H2,(H,20,21,22)",VPVLEBIVXZSOMQ-UHFFFAOYSA-N,C1=CC(=CC(=C1)N)C2=CC3=C(N2)N=CN=C3OC4=CC=CC(=C4)O,,,Tocris,,,,,,,2016-04-04
10112-101-1,10112,PF477736,,LSM-1112,16750408,,,419.21,"InChI=1S/C22H25N7O2/c1-29-11-13(9-25-29)20-16-10-24-28-21(30)15-7-14(8-17(27-20)18(15)16)26-22(31)19(23)12-5-3-2-4-6-12/h7-12,19,24H,2-6,23H2,1H3,(H,26,31)(H,28,30)/t19-/m1/s1",YFNWWNRZJGMDBR-LJQANCHMSA-N,CN1C=C(C=N1)C2=NC3=C4C2=CNNC(=O)C4=CC(=C3)NC(=O)[C@@H](C5CCCCC5)N,,,Tocris,,419.480000,,,,,2016-04-04
10115-102-1,10115,LDN-193189,DM 3189,LSM-1115,25195294,,,406.19,"InChI=1S/C25H22N6/c1-2-4-24-22(3-1)21(9-10-27-24)23-16-29-31-17-19(15-28-25(23)31)18-5-7-20(8-6-18)30-13-11-26-12-14-30/h1-10,15-17,26H,11-14H2",CDOVNWNANFFLFJ-UHFFFAOYSA-N,C1CN(CCN1)C2=CC=C(C=C2)C3=CN4C(=C(C=N4)C5=CC=NC6=CC=CC=C56)N=C3,,,Axon,,479.400000,,,,,2016-04-04
10116-101-1,10116,PF431396,,LSM-1116,11598628,,,506.13,"InChI=1S/C22H21F3N6O3S/c1-31(35(2,33)34)18-6-4-3-5-13(18)11-26-20-16(22(23,24)25)12-27-21(30-20)28-15-7-8-17-14(9-15)10-19(32)29-17/h3-9,12H,10-11H2,1-2H3,(H,29,32)(H2,26,27,28,30)",POJZIZBONPAWIV-UHFFFAOYSA-N,CN(C1=CC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C,,,Haoyuan chemexpress,HW-009B-20110901,506.500000,,,,,2016-04-04
10117-101-1,10117,Celastrol,,LSM-1117,5315765,,,450.28,"InChI=1S/C29H38O4/c1-17-18-7-8-21-27(4,19(18)15-20(30)23(17)31)12-14-29(6)22-16-26(3,24(32)33)10-9-25(22,2)11-13-28(21,29)5/h7-8,15,22,31H,9-14,16H2,1-6H3,(H,32,33)/t22-,25-,26-,27+,28-,29?/m1/s1",KQJSQWZMSAGSHN-NPIVXRNBSA-N,CC1=C(C(=O)C=C2C1=CC=C3[C@]2(CCC4([C@@]3(CC[C@@]5([C@H]4C[C@](CC5)(C)C(=O)O)C)C)C)C)O,,,Haoyuan chemexpress,HY-13067-20110831,450.610000,,,,,2016-04-04
10119-101-1,10119,SU11274,PKI-SU11274,LSM-42791,53396327,,,567.17,"InChI=1S/C28H30ClN5O4S/c1-17-25(30-18(2)26(17)28(36)34-12-10-32(3)11-13-34)16-23-22-15-21(8-9-24(22)31-27(23)35)39(37,38)33(4)20-7-5-6-19(29)14-20/h5-9,14-16,30H,10-13H2,1-4H3,(H,31,35)",FPYJSJDOHRDAMT-UHFFFAOYSA-N,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)C=C3C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O,,,Haoyuan chemexpress,HW-010-20110701,568.090000,,,,,2018-03-30
10120-102-1,10120,Canertinib,CI-1033; PD-183805,LSM-1120,156414,,,485.16,"InChI=1S/C24H25ClFN5O3/c1-2-23(32)30-21-13-17-20(14-22(21)34-9-3-6-31-7-10-33-11-8-31)27-15-28-24(17)29-16-4-5-19(26)18(25)12-16/h2,4-5,12-15H,1,3,6-11H2,(H,30,32)(H,27,28,29)",OMZCMEYTWSXEPZ-UHFFFAOYSA-N,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,,,Haoyuan chemexpress,HY-10367A-20110609,558.860000,,,,,2016-04-04
10122-101-1,10122,NVP-AEW541,AEW541,LSM-44953,11476171,,,439.24,"InChI=1S/C27H29N5O/c28-26-25-24(21-8-4-9-23(14-21)33-17-19-6-2-1-3-7-19)16-32(27(25)30-18-29-26)22-12-20(13-22)15-31-10-5-11-31/h1-4,6-9,14,16,18,20,22H,5,10-13,15,17H2,(H2,28,29,30)",AECDBHGVIIRMOI-UHFFFAOYSA-N,C1CN(C1)CC2CC(C2)N3C=C(C4=C3N=CN=C4N)C5=CC(=CC=C5)OCC6=CC=CC=C6,,,Haoyuan chemexpress,HY-50866-20110124,439.550000,,,,,2018-03-30
10125-101-1,10125,PHA-665752,,LSM-42793,66596670,,450786,640.17,"InChI=1S/C32H34Cl2N4O4S/c1-19-29(35-20(2)30(19)32(40)38-14-6-7-21(38)17-37-12-3-4-13-37)16-24-23-15-22(10-11-28(23)36-31(24)39)43(41,42)18-25-26(33)8-5-9-27(25)34/h5,8-11,15-16,21,35H,3-4,6-7,12-14,17-18H2,1-2H3,(H,36,39)/t21-/m1/s1",OYONTEXKYJZFHA-OAQYLSRUSA-N,CC1=C(NC(=C1C(=O)N2CCC[C@@H]2CN3CCCC3)C)C=C4C5=C(C=CC(=C5)S(=O)(=O)CC6=C(C=CC=C6Cl)Cl)NC4=O,,,Haoyuan chemexpress,HY-11107-20110919,641.610000,,,,,2018-03-30
10126-101-1,10126,PI103,,LSM-1126,9884685,,538346,348.12,"InChI=1S/C19H16N4O3/c24-13-4-1-3-12(11-13)17-21-15-14-5-2-6-20-19(14)26-16(15)18(22-17)23-7-9-25-10-8-23/h1-6,11,24H,7-10H2",TUVCWJQQGGETHL-UHFFFAOYSA-N,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,,,Haoyuan chemexpress,HY-10115-20100506,348.360000,,,,,2016-04-04
10127-101-1,10127,Dovitinib,TKI_258; TKI258,LSM-1127,49830557,,,392.18,"InChI=1S/C21H21FN6O/c1-27-7-9-28(10-8-27)12-5-6-14-16(11-12)25-20(24-14)18-19(23)17-13(22)3-2-4-15(17)26-21(18)29/h2-6,11,24-25H,7-10,23H2,1H3",KCOYQXZDFIIGCY-UHFFFAOYSA-N,CN1CCN(CC1)C2=CC3=C(C=C2)NC(=C4C(=C5C(=NC4=O)C=CC=C5F)N)N3,,,Haoyuan chemexpress,HY-50905-20110826,392.430000,,,,,2016-04-04
10128-101-1,10128,GSK 690693,,LSM-1128,16048642,,,425.22,"InChI=1S/C21H27N7O3/c1-4-28-18-15(30-12-13-6-5-9-23-10-13)11-24-14(7-8-21(2,3)29)16(18)25-20(28)17-19(22)27-31-26-17/h11,13,23,29H,4-6,9-10,12H2,1-3H3,(H2,22,27)",KGPGFQWBCSZGEL-UHFFFAOYSA-N,CCN1C2=C(C(=NC=C2OCC3CCCNC3)C#CC(C)(C)O)N=C1C4=NON=C4N,,,Haoyuan chemexpress,HM-092A_13-20110315,425.480000,,,,,2016-04-04
10132-101-1,10132,SNS-032,BMS-387032,LSM-1132,3025986,,,380.13,"InChI=1S/C17H24N4O2S2/c1-17(2,3)12-8-19-13(23-12)10-24-14-9-20-16(25-14)21-15(22)11-4-6-18-7-5-11/h8-9,11,18H,4-7,10H2,1-3H3,(H,20,21,22)",OUSFTKFNBAZUKL-UHFFFAOYSA-N,CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3,,,Haoyuan chemexpress,HY-126_TM-20081211,380.530000,,,,,2016-07-12
10133-101-1,10133,Afatinib,BIBW-2992,LSM-43226,57519523,,,485.16,"InChI=1S/C24H25ClFN5O3/c1-31(2)8-3-4-23(32)30-21-11-17-20(12-22(21)34-16-7-9-33-13-16)27-14-28-24(17)29-15-5-6-19(26)18(25)10-15/h3-6,10-12,14,16H,7-9,13H2,1-2H3,(H,30,32)(H,27,28,29)/t16-/m0/s1",ULXXDDBFHOBEHA-INIZCTEOSA-N,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4,,,Haoyuan chemexpress,HM-085_11-20110524,485.940000,,,,,2018-03-30
10134-101-1,10134,GSK1904529A,,LSM-1134,25124816,,466397,851.34,"InChI=1S/C44H47F2N9O5S/c1-5-28-26-35(38(60-3)27-36(28)53-19-15-30(16-20-53)52-21-23-54(24-22-52)61(4,57)58)49-44-47-17-14-34(48-44)42-40(50-39-11-6-7-18-55(39)42)29-12-13-37(59-2)31(25-29)43(56)51-41-32(45)9-8-10-33(41)46/h6-14,17-18,25-27,30H,5,15-16,19-24H2,1-4H3,(H,51,56)(H,47,48,49)",MOSKATHMXWSZTQ-UHFFFAOYSA-N,CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F,,,Haoyuan chemexpress,HM-100_23-20110427A,851.960000,,,,,2016-04-04
10135-101-1,10135,Linsitinib,OSI 906,LSM-1135,11640390,,1091644,421.19,"InChI=1S/C26H23N5O/c1-26(32)14-19(15-26)25-30-22(23-24(27)28-11-12-31(23)25)18-8-7-17-9-10-20(29-21(17)13-18)16-5-3-2-4-6-16/h2-13,19,32H,14-15H2,1H3,(H2,27,28)",PKCDDUHJAFVJJB-UHFFFAOYSA-N,CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,,,Haoyuan chemexpress,HM-101_17-20110627,421.490000,,,,,2016-04-04
10138-105-1,10138,Ruxolitinib,,LSM-1139,25126798,,,306.16,"InChI=1S/C17H18N6/c18-7-5-15(12-3-1-2-4-12)23-10-13(9-22-23)16-14-6-8-19-17(14)21-11-20-16/h6,8-12,15H,1-5H2,(H,19,20,21)/t15-/m1/s1",HFNKQEVNSGCOJV-OAHLLOKOSA-N,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,,,Haoyuan chemexpress,HM-031_7B-20100612,404.360000,,,,,2016-07-12
10140-101-1,10140,Momelotinib,CYT387,LSM-1141,25062766,,,414.18,"InChI=1S/C23H22N6O2/c24-10-12-25-22(30)18-3-1-17(2-4-18)21-9-11-26-23(28-21)27-19-5-7-20(8-6-19)29-13-15-31-16-14-29/h1-9,11H,12-16H2,(H,25,30)(H,26,27,28)",ZVHNDZWQTBEVRY-UHFFFAOYSA-N,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N,,,Haoyuan chemexpress,HM-075_9-20110304,414.460000,,,,,2016-07-12
10141-101-1,10141,Fedratinib,SAR 302503; SAR-302503; SAR302503; TG 101348; Tg-101348; TG101348,LSM-1142,16722836,,,524.26,"InChI=1S/C27H36N6O3S/c1-20-19-28-26(30-21-10-12-23(13-11-21)36-17-16-33-14-5-6-15-33)31-25(20)29-22-8-7-9-24(18-22)37(34,35)32-27(2,3)4/h7-13,18-19,32H,5-6,14-17H2,1-4H3,(H2,28,29,30,31)",JOOXLOJCABQBSG-UHFFFAOYSA-N,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,,,Haoyuan chemexpress,HW-005-20110701,524.680000,,,,,2017-05-09
10142-101-1,10142,Trametinib,GSK-1120212; GSK1120212; GSK1120212B; JTP-74057,LSM-1143,11707110,,,615.08,"InChI=1S/C26H23FIN5O4/c1-13-22-21(23(31(3)24(13)35)30-20-10-7-15(28)11-19(20)27)25(36)33(17-8-9-17)26(37)32(22)18-6-4-5-16(12-18)29-14(2)34/h4-7,10-12,17,30H,8-9H2,1-3H3,(H,29,34)",LIRYPHYGHXZJBZ-UHFFFAOYSA-N,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC(=CC=C4)NC(=O)C)C5CC5,,,Haoyuan chemexpress,HM-078_10-20101118,615.390000,,,,,2016-05-06
10146-101-1,10146,Omipalisib,GSK2126458; GSK2126458A,LSM-1147,25167777,,,505.10,"InChI=1S/C25H17F2N5O3S/c1-35-25-23(32-36(33,34)24-5-3-18(26)12-21(24)27)11-17(13-29-25)15-2-4-22-20(10-15)19(7-8-28-22)16-6-9-30-31-14-16/h2-14,32H,1H3",CGBJSGAELGCMKE-UHFFFAOYSA-N,COC1=C(C=C(C=N1)C2=CC3=C(C=CN=C3C=C2)C4=CN=NC=C4)NS(=O)(=O)C5=C(C=C(C=C5)F)F,,,Haoyuan chemexpress,HM-049_18-20100705A,505.500000,,,,,2018-03-30
10147-101-1,10147,Buparlisib,BKM120; NVP-BKM120,LSM-1148,16654980,,,410.17,"InChI=1S/C18H21F3N6O2/c19-18(20,21)13-9-15(22)23-11-12(13)14-10-16(26-1-5-28-6-2-26)25-17(24-14)27-3-7-29-8-4-27/h9-11H,1-8H2,(H2,22,23)",CWHUFRVAEUJCEF-UHFFFAOYSA-N,C1COCCN1C2=NC(=NC(=C2)C3=CN=C(C=C3C(F)(F)F)N)N4CCOCC4,,,Haoyuan chemexpress,HM-054_10-20100824,410.390000,,,,,2016-04-04
10148-101-1,10148,XL147,SAR245408,LSM-1149,52914932,,,448.08,"InChI=1S/C21H16N6O2S2/c1-13-9-11-14(12-10-13)31(28,29)27-21-20(22-15-5-2-3-6-16(15)23-21)24-17-7-4-8-18-19(17)26-30-25-18/h2-12H,1H3,(H,22,24)(H,23,27)",NCUAOBDESQDAII-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=CC=CC5=NSN=C54,,,Haoyuan chemexpress,HY-11105-20110302,448.520000,,,,,2016-04-04
10149-102-1,10149,Y39983,,LSM-1150,9810884,,,280.13,"InChI=1S/C16H16N4O/c1-10(17)11-2-4-12(5-3-11)16(21)20-14-7-9-19-15-13(14)6-8-18-15/h2-10H,17H2,1H3,(H2,18,19,20,21)/t10-/m1/s1",JTVBXQAYBIJXRP-SNVBAGLBSA-N,C[C@H](C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N,,,Haoyuan chemexpress,HM-019_TM-20091126,,,,,,2016-04-04
10151-101-1,10151,Nintedanib,BIBF-1120; Vargatef,LSM-1152,56965894,,,539.25,"InChI=1S/C31H33N5O4/c1-34-15-17-36(18-16-34)20-27(37)35(2)24-12-10-23(11-13-24)32-29(21-7-5-4-6-8-21)28-25-14-9-22(31(39)40-3)19-26(25)33-30(28)38/h4-14,19,32H,15-18,20H2,1-3H3,(H,33,38)",XZXHXSATPCNXJR-UHFFFAOYSA-N,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)NC(=C3C4=C(C=C(C=C4)C(=O)OC)NC3=O)C5=CC=CC=C5,,,Haoyuan chemexpress,HM-046_TM-20100707,539.620000,,,,,2016-04-04
