Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Protein Stimulus HMS LINCS ID,Protein Stimulus Name,Other Stimulus HMS LINCS ID,Other Stimulus Name,Stimulus Concentration,Stimulus Conc Unit,ExpPlate,Measured Protein,Measured Protein MFI (a.u.),Bead Count
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,VEGF,699.0,61
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,,,,,,,2,VEGF,554.0,73
60006-1,RA2159,,,,,,,,,,,2,VEGF,411.0,55
60001-1,N2586,,,,,,,,,,,2,VEGF,1018.0,42
60001-1,N2586,10227-101-2,EO1428,1.0,uM,,,,,,,2,VEGF,644.0,57
60001-1,N2586,10126-102-5,PI103,0.1,uM,,,,,,,2,VEGF,1117.5,48
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,,,,,,,2,VEGF,580.0,44
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,VEGF,1354.0,39
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,,,,,,,2,VEGF,1194.0,49
60001-1,N2586,,,,,,,,,,,2,VEGF,1380.5,44
,,,,,,,,,,,,0,VEGF,44.0,41
,,,,,,,,,,,,0,VEGF,50.0,37
60006-1,RA2159,,,,,201285,TNF-a,,,100,ng/mL,2,VEGF,1014.0,55
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201285,TNF-a,,,100,ng/mL,2,VEGF,585.0,76
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201285,TNF-a,,,100,ng/mL,2,VEGF,688.0,45
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201285,TNF-a,,,100,ng/mL,2,VEGF,784.0,59
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,2,VEGF,522.0,56
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201285,TNF-a,,,100,ng/mL,2,VEGF,738.0,55
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,,,,,,,2,VEGF,707.0,58
60001-1,N2586,,,,,201285,TNF-a,,,100,ng/mL,2,VEGF,1304.5,48
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201285,TNF-a,,,100,ng/mL,2,VEGF,882.0,66
60001-1,N2586,10126-102-5,PI103,0.1,uM,201285,TNF-a,,,100,ng/mL,2,VEGF,1244.0,59
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201285,TNF-a,,,100,ng/mL,2,VEGF,847.0,75
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201285,TNF-a,,,100,ng/mL,2,VEGF,1393.0,37
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201285,TNF-a,,,100,ng/mL,2,VEGF,983.5,44
60001-1,N2586,10048-101-5,PD184352,0.1,uM,,,,,,,2,VEGF,1042.0,35
60006-1,RA2159,,,,,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,897.0,53
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,648.0,75
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,368.0,73
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,1007.5,54
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,861.0,65
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,715.0,65
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,,,,,,,2,VEGF,744.5,62
60001-1,N2586,,,,,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,978.0,57
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,565.0,73
60001-1,N2586,10126-102-5,PI103,0.1,uM,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,820.5,58
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,1293.0,65
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,1251.0,49
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201286,IL-1 alpha,,,100,ng/mL,2,VEGF,1013.0,47
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,,,,,,,2,VEGF,921.0,43
60006-1,RA2159,,,,,201287,IL-6,,,100,ug/mL,2,VEGF,643.0,81
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201287,IL-6,,,100,ug/mL,2,VEGF,599.0,45
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201287,IL-6,,,100,ug/mL,2,VEGF,410.0,57
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201287,IL-6,,,100,ug/mL,2,VEGF,401.5,58
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201287,IL-6,,,100,ug/mL,2,VEGF,498.0,56
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201287,IL-6,,,100,ug/mL,2,VEGF,444.0,58
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,,,,,,,2,VEGF,608.5,52
60001-1,N2586,,,,,201287,IL-6,,,100,ug/mL,2,VEGF,1036.0,63
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201287,IL-6,,,100,ug/mL,2,VEGF,629.0,59
60001-1,N2586,10126-102-5,PI103,0.1,uM,201287,IL-6,,,100,ug/mL,2,VEGF,1008.5,60
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201287,IL-6,,,100,ug/mL,2,VEGF,1004.5,46
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201287,IL-6,,,100,ug/mL,2,VEGF,864.0,59
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201287,IL-6,,,100,ug/mL,2,VEGF,812.5,44
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,,,,,,,2,VEGF,1085.5,50
60006-1,RA2159,,,,,201288,IL-17A,,,100,ng/mL,2,VEGF,679.0,69
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201288,IL-17A,,,100,ng/mL,2,VEGF,645.0,73
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201288,IL-17A,,,100,ng/mL,2,VEGF,430.0,67
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201288,IL-17A,,,100,ng/mL,2,VEGF,626.0,50
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201288,IL-17A,,,100,ng/mL,2,VEGF,553.0,47
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201288,IL-17A,,,100,ng/mL,2,VEGF,882.0,43
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,VEGF,455.0,53
60001-1,N2586,,,,,201288,IL-17A,,,100,ng/mL,2,VEGF,1304.0,55
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201288,IL-17A,,,100,ng/mL,2,VEGF,1075.0,63
60001-1,N2586,10126-102-5,PI103,0.1,uM,201288,IL-17A,,,100,ng/mL,2,VEGF,460.0,59
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201288,IL-17A,,,100,ng/mL,2,VEGF,953.0,72
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201288,IL-17A,,,100,ng/mL,2,VEGF,1151.0,59
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201288,IL-17A,,,100,ng/mL,2,VEGF,1165.0,71
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,2,VEGF,1015.0,57
60006-1,RA2159,,,,,,,,,,,2,VEGF,709.5,50
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,,,,,,,2,VEGF,539.0,55
60006-1,RA2159,10126-102-5,PI103,0.1,uM,,,,,,,2,VEGF,523.0,59
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,,,,,,,2,VEGF,647.0,37
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,VEGF,522.0,63
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,,,,,,,2,VEGF,415.0,64
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,2,VEGF,530.0,40
60001-1,N2586,,,,,,,,,,,2,VEGF,978.0,43
60001-1,N2586,10227-101-2,EO1428,1.0,uM,,,,,,,2,VEGF,915.0,52
60001-1,N2586,10126-102-5,PI103,0.1,uM,,,,,,,2,VEGF,727.5,52
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,,,,,,,2,VEGF,862.5,70
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,VEGF,802.0,64
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,,,,,,,2,VEGF,725.0,34
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,2,VEGF,956.0,56
60006-1,RA2159,,,,,201289,EGF,,,100,ng/mL,2,VEGF,452.5,72
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201289,EGF,,,100,ng/mL,2,VEGF,575.0,56
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201289,EGF,,,100,ng/mL,2,VEGF,526.0,59
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201289,EGF,,,100,ng/mL,2,VEGF,437.0,67
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201289,EGF,,,100,ng/mL,2,VEGF,427.0,64
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201289,EGF,,,100,ng/mL,2,VEGF,581.0,56
60001-1,N2586,,,,,201289,EGF,,,100,ng/mL,2,VEGF,1006.0,69
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201289,EGF,,,100,ng/mL,2,VEGF,677.0,63
60001-1,N2586,10126-102-5,PI103,0.1,uM,201289,EGF,,,100,ng/mL,2,VEGF,1015.0,62
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201289,EGF,,,100,ng/mL,2,VEGF,953.5,62
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201289,EGF,,,100,ng/mL,2,VEGF,1010.5,42
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201289,EGF,,,100,ng/mL,2,VEGF,14.0,66
60006-1,RA2159,,,,,201290,IGF-I,,,100,ug/mL,2,VEGF,448.0,60
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201290,IGF-I,,,100,ug/mL,2,VEGF,421.0,49
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201290,IGF-I,,,100,ug/mL,2,VEGF,396.0,76
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201290,IGF-I,,,100,ug/mL,2,VEGF,532.5,78
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201290,IGF-I,,,100,ug/mL,2,VEGF,590.5,58
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201290,IGF-I,,,100,ug/mL,2,VEGF,428.0,56
60006-1,RA2159,,,,,,,,,,,2,VEGF,671.0,67
60001-1,N2586,,,,,201290,IGF-I,,,100,ug/mL,2,VEGF,855.5,70
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201290,IGF-I,,,100,ug/mL,2,VEGF,705.0,63
60001-1,N2586,10126-102-5,PI103,0.1,uM,201290,IGF-I,,,100,ug/mL,2,VEGF,764.0,57
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201290,IGF-I,,,100,ug/mL,2,VEGF,883.0,56
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201290,IGF-I,,,100,ug/mL,2,VEGF,1177.0,47
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201290,IGF-I,,,100,ug/mL,2,VEGF,732.0,51
60001-1,N2586,,,,,,,,,,,2,VEGF,9.0,55
60006-1,RA2159,,,,,201291,Adiponectin,,,5,ng/mL,2,VEGF,551.0,73
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201291,Adiponectin,,,5,ng/mL,2,VEGF,538.5,44
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201291,Adiponectin,,,5,ng/mL,2,VEGF,206.0,69
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201291,Adiponectin,,,5,ng/mL,2,VEGF,391.0,73
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201291,Adiponectin,,,5,ng/mL,2,VEGF,344.5,80
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201291,Adiponectin,,,5,ng/mL,2,VEGF,410.5,42
60001-1,N2586,,,,,201291,Adiponectin,,,5,ng/mL,2,VEGF,711.0,53
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201291,Adiponectin,,,5,ng/mL,2,VEGF,278.0,57
60001-1,N2586,10126-102-5,PI103,0.1,uM,201291,Adiponectin,,,5,ng/mL,2,VEGF,563.0,45
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201291,Adiponectin,,,5,ng/mL,2,VEGF,484.0,52
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201291,Adiponectin,,,5,ng/mL,2,VEGF,761.0,43
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201291,Adiponectin,,,5,ng/mL,2,VEGF,643.0,51
60006-1,RA2159,,,,,201292,Leptin,,,1,ng/mL,2,VEGF,754.0,54
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201292,Leptin,,,1,ng/mL,2,VEGF,616.0,49
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201292,Leptin,,,1,ng/mL,2,VEGF,534.0,63
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201292,Leptin,,,1,ng/mL,2,VEGF,593.0,64
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201292,Leptin,,,1,ng/mL,2,VEGF,429.5,66
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201292,Leptin,,,1,ng/mL,2,VEGF,411.0,55
60001-1,N2586,,,,,201292,Leptin,,,1,ng/mL,2,VEGF,684.0,91
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201292,Leptin,,,1,ng/mL,2,VEGF,605.5,40
60001-1,N2586,10126-102-5,PI103,0.1,uM,201292,Leptin,,,1,ng/mL,2,VEGF,610.0,52
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201292,Leptin,,,1,ng/mL,2,VEGF,821.0,64
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201292,Leptin,,,1,ng/mL,2,VEGF,960.0,51
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201292,Leptin,,,1,ng/mL,2,VEGF,912.5,54
60006-1,RA2159,,,,,,,,,,,2,VEGF,772.0,52
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,,,,,,,2,VEGF,759.0,62
60006-1,RA2159,10126-102-5,PI103,0.1,uM,,,,,,,2,VEGF,465.5,60
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,,,,,,,2,VEGF,701.0,68
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,VEGF,571.0,65
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,,,,,,,2,VEGF,499.5,48
60006-1,RA2159,,,,,,,,,,,2,VEGF,537.0,29
60001-1,N2586,,,,,,,,,,,2,VEGF,655.5,54
60001-1,N2586,10227-101-2,EO1428,1.0,uM,,,,,,,2,VEGF,1066.0,57
60001-1,N2586,10126-102-5,PI103,0.1,uM,,,,,,,2,VEGF,1049.0,61
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,,,,,,,2,VEGF,1178.0,43
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,,,,,2,VEGF,856.5,54
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,,,,,,,2,VEGF,1265.0,46
60001-1,N2586,,,,,,,,,,,2,VEGF,1394.0,43
60006-1,RA2159,,,,,201293,Visfatin,,,1,ng/mL,2,VEGF,687.0,61
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,201293,Visfatin,,,1,ng/mL,2,VEGF,605.0,40
60006-1,RA2159,10126-102-5,PI103,0.1,uM,201293,Visfatin,,,1,ng/mL,2,VEGF,636.0,79
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,201293,Visfatin,,,1,ng/mL,2,VEGF,493.0,47
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,201293,Visfatin,,,1,ng/mL,2,VEGF,532.0,42
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,201293,Visfatin,,,1,ng/mL,2,VEGF,629.0,45
60001-1,N2586,,,,,201293,Visfatin,,,1,ng/mL,2,VEGF,535.0,41
60001-1,N2586,10227-101-2,EO1428,1.0,uM,201293,Visfatin,,,1,ng/mL,2,VEGF,1128.0,45
60001-1,N2586,10126-102-5,PI103,0.1,uM,201293,Visfatin,,,1,ng/mL,2,VEGF,946.0,28
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,201293,Visfatin,,,1,ng/mL,2,VEGF,907.0,31
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,201293,Visfatin,,,1,ng/mL,2,VEGF,946.5,42
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,201293,Visfatin,,,1,ng/mL,2,VEGF,1222.0,31
,,,,,,,,,,,,0,VEGF,39.0,51
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,660.5,60
60006-1,RA2159,10227-101-2,EO1428,1.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,412.0,63
60006-1,RA2159,10126-102-5,PI103,0.1,uM,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,691.5,72
60006-1,RA2159,10035-109-4,Sigma A6730,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,514.0,65
60006-1,RA2159,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,519.5,32
60006-1,RA2159,10477-101-1,JNK-IN-11,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,687.5,42
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,1085.0,46
60001-1,N2586,10227-101-2,EO1428,1.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,993.0,39
60001-1,N2586,10126-102-5,PI103,0.1,uM,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,541.0,39
60001-1,N2586,10035-109-4,Sigma A6730,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,972.0,33
60001-1,N2586,10363-101-2,JNK-IN-8,3.0,uM,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,1040.0,27
60001-1,N2586,10477-101-1,JNK-IN-11,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,2,VEGF,1141.0,36
,,,,,,,,,,,,0,VEGF,46.0,71
60006-1,RA2159,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,1196.5,70
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,1115.0,71
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,947.0,59
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,1420.5,66
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,1099.0,62
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,870.0,57
60001-1,N2586,,,,,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,1619.0,57
60001-1,N2586,10048-101-5,PD184352,0.1,uM,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,1332.0,59
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,1305.5,56
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,1454.5,50
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,1506.0,68
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,90002-1,Poly(I:C),2,ug/mL,3,VEGF,1496.0,63
60006-1,RA2159,,,,,,,,,,,3,VEGF,949.0,81
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,,,,,,,3,VEGF,986.0,61
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,,,,,,,3,VEGF,1198.0,65
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,,,,,,,3,VEGF,1065.0,72
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,VEGF,891.0,65
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,,,,,,,3,VEGF,894.5,58
60006-1,RA2159,,,,,,,,,,,3,VEGF,1057.0,69
60001-1,N2586,,,,,,,,,,,3,VEGF,1607.5,54
60001-1,N2586,10048-101-5,PD184352,0.1,uM,,,,,,,3,VEGF,1268.0,73
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,,,,,,,3,VEGF,1184.5,66
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,,,,,,,3,VEGF,1411.5,56
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,,,,,,,3,VEGF,1575.0,81
60001-1,N2586,10228-102-3,IKK16,2.0,uM,,,,,,,3,VEGF,1384.5,64
60001-1,N2586,,,,,,,,,,,3,VEGF,1610.0,53
60006-1,RA2159,,,,,201293,Visfatin,,,1,ng/mL,3,VEGF,994.0,65
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,201293,Visfatin,,,1,ng/mL,3,VEGF,1018.0,54
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,201293,Visfatin,,,1,ng/mL,3,VEGF,990.0,67
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,201293,Visfatin,,,1,ng/mL,3,VEGF,881.5,64
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201293,Visfatin,,,1,ng/mL,3,VEGF,912.0,69
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201293,Visfatin,,,1,ng/mL,3,VEGF,805.0,56
60001-1,N2586,,,,,201293,Visfatin,,,1,ng/mL,3,VEGF,1707.5,52
60001-1,N2586,10048-101-5,PD184352,0.1,uM,201293,Visfatin,,,1,ng/mL,3,VEGF,1361.0,53
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,201293,Visfatin,,,1,ng/mL,3,VEGF,1111.0,59
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,201293,Visfatin,,,1,ng/mL,3,VEGF,1246.0,39
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201293,Visfatin,,,1,ng/mL,3,VEGF,1687.5,42
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201293,Visfatin,,,1,ng/mL,3,VEGF,1417.5,56
60006-1,RA2159,,,,,201292,Leptin,,,1,ng/mL,3,VEGF,979.0,73
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,201292,Leptin,,,1,ng/mL,3,VEGF,895.5,76
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,201292,Leptin,,,1,ng/mL,3,VEGF,744.0,65
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,201292,Leptin,,,1,ng/mL,3,VEGF,1099.5,62
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201292,Leptin,,,1,ng/mL,3,VEGF,1093.0,64
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201292,Leptin,,,1,ng/mL,3,VEGF,823.0,67
60001-1,N2586,,,,,201292,Leptin,,,1,ng/mL,3,VEGF,1455.0,81
60001-1,N2586,10048-101-5,PD184352,0.1,uM,201292,Leptin,,,1,ng/mL,3,VEGF,1126.0,65
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,201292,Leptin,,,1,ng/mL,3,VEGF,1132.0,71
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,201292,Leptin,,,1,ng/mL,3,VEGF,1214.0,66
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201292,Leptin,,,1,ng/mL,3,VEGF,1816.0,72
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201292,Leptin,,,1,ng/mL,3,VEGF,1418.0,51
60006-1,RA2159,,,,,201291,Adiponectin,,,5,ng/mL,3,VEGF,691.5,60
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,201291,Adiponectin,,,5,ng/mL,3,VEGF,855.0,73
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,201291,Adiponectin,,,5,ng/mL,3,VEGF,736.0,67
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,201291,Adiponectin,,,5,ng/mL,3,VEGF,824.0,59
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201291,Adiponectin,,,5,ng/mL,3,VEGF,709.5,60
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201291,Adiponectin,,,5,ng/mL,3,VEGF,673.0,74
60001-1,N2586,,,,,201291,Adiponectin,,,5,ng/mL,3,VEGF,1538.0,55
60001-1,N2586,10048-101-5,PD184352,0.1,uM,201291,Adiponectin,,,5,ng/mL,3,VEGF,1087.0,70
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,201291,Adiponectin,,,5,ng/mL,3,VEGF,921.0,61
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,201291,Adiponectin,,,5,ng/mL,3,VEGF,1115.0,71
60001-1,N2586,10226-101-2,Tofacitinib,0.3,uM,201291,Adiponectin,,,5,ng/mL,3,VEGF,1562.5,56
60001-1,N2586,10228-102-3,IKK16,2.0,uM,201291,Adiponectin,,,5,ng/mL,3,VEGF,1158.0,67
60006-1,RA2159,,,,,201290,IGF-I,,,100,ug/mL,3,VEGF,1074.0,55
60006-1,RA2159,10048-101-5,PD184352,0.1,uM,201290,IGF-I,,,100,ug/mL,3,VEGF,1098.0,51
60006-1,RA2159,10230-101-3,Lestaurtinib,0.3,uM,201290,IGF-I,,,100,ug/mL,3,VEGF,898.0,59
60006-1,RA2159,10138-101-5,Ruxolitinib,0.3,uM,201290,IGF-I,,,100,ug/mL,3,VEGF,1041.0,62
60006-1,RA2159,10226-101-2,Tofacitinib,0.3,uM,201290,IGF-I,,,100,ug/mL,3,VEGF,851.0,81
60006-1,RA2159,10228-102-3,IKK16,2.0,uM,201290,IGF-I,,,100,ug/mL,3,VEGF,653.0,67
60006-1,RA2159,,,,,,,,,,,3,VEGF,886.0,54
60001-1,N2586,,,,,201290,IGF-I,,,100,ug/mL,3,VEGF,1565.0,61
60001-1,N2586,10048-101-5,PD184352,0.1,uM,201290,IGF-I,,,100,ug/mL,3,VEGF,1577.0,51
60001-1,N2586,10230-101-3,Lestaurtinib,0.3,uM,201290,IGF-I,,,100,ug/mL,3,VEGF,1074.0,63
60001-1,N2586,10138-101-5,Ruxolitinib,0.3,uM,201290,IGF-I,,,100,ug/mL,3,VEGF,1314.0,62
