Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Relative Growth Rate After Treatment
50238-3,Hs 578T,10112-101-1,PF477736,0.12,uM,LJP5,2,J23,72,hr,765,1736,3124,0.5556,0.4115
50238-3,Hs 578T,10112-101-1,PF477736,0.12,uM,LJP5,3,J23,72,hr,765,1980,3124,0.6337,0.5149
50238-3,Hs 578T,10072-101-1,PF562271,0.12,uM,LJP6,1,F17,72,hr,765,2550,3124,0.8161,0.7565
50238-3,Hs 578T,10072-101-1,PF562271,0.12,uM,LJP6,2,F17,72,hr,765,2587,3124,0.8280,0.7722
50238-3,Hs 578T,10072-101-1,PF562271,0.12,uM,LJP6,3,F17,72,hr,765,2369,3124,0.7582,0.6798
50238-3,Hs 578T,10125-101-1,PHA-665752,0.12,uM,LJP5,1,F17,72,hr,765,3173,3124,1.0155,1.0205
50238-3,Hs 578T,10125-101-1,PHA-665752,0.12,uM,LJP5,2,F17,72,hr,765,3137,3124,1.0040,1.0053
50238-3,Hs 578T,10125-101-1,PHA-665752,0.12,uM,LJP5,3,F17,72,hr,765,3187,3124,1.0200,1.0265
50238-3,Hs 578T,10073-101-1,PHA-793887,0.12,uM,LJP6,1,E23,72,hr,765,1512,3124,0.4839,0.3166
50238-3,Hs 578T,10073-101-1,PHA-793887,0.12,uM,LJP6,2,E23,72,hr,765,1484,3124,0.4750,0.3047
50238-3,Hs 578T,10073-101-1,PHA-793887,0.12,uM,LJP6,3,E23,72,hr,765,1442,3124,0.4615,0.2869
50238-3,Hs 578T,10126-101-1,PI103,0.12,uM,LJP6,1,I17,72,hr,765,1476,3124,0.4724,0.3013
50238-3,Hs 578T,10126-101-1,PI103,0.12,uM,LJP6,2,I17,72,hr,765,1481,3124,0.4740,0.3034
50238-3,Hs 578T,10126-101-1,PI103,0.12,uM,LJP6,3,I17,72,hr,765,1332,3124,0.4263,0.2403
50238-3,Hs 578T,10049-101-1,PLX-4720,0.12,uM,LJP5,1,K05,72,hr,765,3377,3124,1.0808,1.1070
50238-3,Hs 578T,10049-101-1,PLX-4720,0.12,uM,LJP5,2,K05,72,hr,765,3596,3124,1.1509,1.1998
50238-3,Hs 578T,10049-101-1,PLX-4720,0.12,uM,LJP5,3,K05,72,hr,765,3526,3124,1.1285,1.1701
50238-3,Hs 578T,10075-101-1,QL-X-138,0.12,uM,LJP6,1,F23,72,hr,765,2343,3124,0.7499,0.6688
50238-3,Hs 578T,10075-101-1,QL-X-138,0.12,uM,LJP6,2,F23,72,hr,765,2266,3124,0.7252,0.6361
50238-3,Hs 578T,10075-101-1,QL-X-138,0.12,uM,LJP6,3,F23,72,hr,765,2296,3124,0.7348,0.6489
50238-3,Hs 578T,10077-101-1,QL-XII-47,0.12,uM,LJP6,1,O23,72,hr,765,2885,3124,0.9233,0.8985
50238-3,Hs 578T,10077-101-1,QL-XII-47,0.12,uM,LJP6,2,O23,72,hr,765,2763,3124,0.8843,0.8468
50238-3,Hs 578T,10077-101-1,QL-XII-47,0.12,uM,LJP6,3,O23,72,hr,765,2768,3124,0.8859,0.8489
50238-3,Hs 578T,10480-101-1,Radicicol,0.12,uM,LJP5,1,K11,72,hr,765,3150,3124,1.0081,1.0108
50238-3,Hs 578T,10480-101-1,Radicicol,0.12,uM,LJP5,2,K11,72,hr,765,3226,3124,1.0325,1.0430
50238-3,Hs 578T,10480-101-1,Radicicol,0.12,uM,LJP5,3,K11,72,hr,765,3147,3124,1.0072,1.0095
50238-3,Hs 578T,10480-101-1,Radicicol,0.12,uM,LJP6,1,K11,72,hr,765,3219,3124,1.0302,1.0400
50238-3,Hs 578T,10480-101-1,Radicicol,0.12,uM,LJP6,2,K11,72,hr,765,3082,3124,0.9864,0.9820
50238-3,Hs 578T,10480-101-1,Radicicol,0.12,uM,LJP6,3,K11,72,hr,765,3125,3124,1.0001,1.0002
50238-3,Hs 578T,10001-101-1,Seliciclib,0.12,uM,LJP5,1,J05,72,hr,765,3076,3124,0.9845,0.9794
50238-3,Hs 578T,10001-101-1,Seliciclib,0.12,uM,LJP5,2,J05,72,hr,765,3177,3124,1.0168,1.0222
50238-3,Hs 578T,10001-101-1,Seliciclib,0.12,uM,LJP5,3,J05,72,hr,765,3232,3124,1.0344,1.0455
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.12,uM,LJP5,1,O17,72,hr,765,3253,3124,1.0411,1.0544
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.12,uM,LJP5,2,O17,72,hr,765,3116,3124,0.9973,0.9964
50238-3,Hs 578T,10138-105-1,Ruxolitinib,0.12,uM,LJP5,3,O17,72,hr,765,3213,3124,1.0283,1.0375
50238-3,Hs 578T,10148-101-1,XL147,0.12,uM,LJP5,1,G11,72,hr,765,3044,3124,0.9742,0.9659
50238-3,Hs 578T,10148-101-1,XL147,0.12,uM,LJP5,2,G11,72,hr,765,3149,3124,1.0078,1.0104
50238-3,Hs 578T,10148-101-1,XL147,0.12,uM,LJP5,3,G11,72,hr,765,3013,3124,0.9643,0.9527
50238-3,Hs 578T,10032-101-1,Saracatinib,0.12,uM,LJP6,1,D11,72,hr,765,3012,3124,0.9640,0.9523
50238-3,Hs 578T,10032-101-1,Saracatinib,0.12,uM,LJP6,2,D11,72,hr,765,3025,3124,0.9681,0.9578
50238-3,Hs 578T,10032-101-1,Saracatinib,0.12,uM,LJP6,3,D11,72,hr,765,2904,3124,0.9294,0.9065
50238-3,Hs 578T,10056-101-1,Selumetinib,0.12,uM,LJP6,1,M11,72,hr,765,1845,3124,0.5905,0.4577
50238-3,Hs 578T,10056-101-1,Selumetinib,0.12,uM,LJP6,2,M11,72,hr,765,1633,3124,0.5226,0.3679
50238-3,Hs 578T,10056-101-1,Selumetinib,0.12,uM,LJP6,3,M11,72,hr,765,1748,3124,0.5594,0.4166
50238-3,Hs 578T,10052-101-1,Sirolimus,0.12,uM,LJP6,1,L17,72,hr,765,1911,3124,0.6116,0.4857
50238-3,Hs 578T,10052-101-1,Sirolimus,0.12,uM,LJP6,2,L17,72,hr,765,1849,3124,0.5918,0.4594
50238-3,Hs 578T,10052-101-1,Sirolimus,0.12,uM,LJP6,3,L17,72,hr,765,1938,3124,0.6203,0.4971
50238-3,Hs 578T,10008-101-1,Sorafenib,0.12,uM,LJP6,1,B11,72,hr,765,3654,3124,1.1695,1.2244
50238-3,Hs 578T,10008-101-1,Sorafenib,0.12,uM,LJP6,2,B11,72,hr,765,3615,3124,1.1570,1.2079
50238-3,Hs 578T,10008-101-1,Sorafenib,0.12,uM,LJP6,3,B11,72,hr,765,3492,3124,1.1176,1.1557
50238-3,Hs 578T,10119-101-1,SU11274,0.12,uM,LJP5,1,J11,72,hr,765,3118,3124,0.9979,0.9972
50238-3,Hs 578T,10119-101-1,SU11274,0.12,uM,LJP5,2,J11,72,hr,765,3172,3124,1.0152,1.0201
50238-3,Hs 578T,10119-101-1,SU11274,0.12,uM,LJP5,3,J11,72,hr,765,3225,3124,1.0322,1.0426
50238-3,Hs 578T,10141-101-1,Fedratinib,0.12,uM,LJP5,1,L05,72,hr,765,3118,3124,0.9979,0.9972
50238-3,Hs 578T,10141-101-1,Fedratinib,0.12,uM,LJP5,2,L05,72,hr,765,3182,3124,1.0184,1.0244
50238-3,Hs 578T,10141-101-1,Fedratinib,0.12,uM,LJP5,3,L05,72,hr,765,3144,3124,1.0062,1.0082
50238-3,Hs 578T,10171-101-1,TGX221,0.12,uM,LJP5,1,H23,72,hr,765,2866,3124,0.9173,0.8904
50238-3,Hs 578T,10171-101-1,TGX221,0.12,uM,LJP5,2,H23,72,hr,765,2928,3124,0.9371,0.9167
50238-3,Hs 578T,10171-101-1,TGX221,0.12,uM,LJP5,3,H23,72,hr,765,2918,3124,0.9339,0.9125
50238-3,Hs 578T,10079-101-1,Torin1,0.12,uM,LJP6,1,O17,72,hr,765,906,3124,0.2900,0.0597
50238-3,Hs 578T,10079-101-1,Torin1,0.12,uM,LJP6,2,O17,72,hr,765,1087,3124,0.3479,0.1365
50238-3,Hs 578T,10079-101-1,Torin1,0.12,uM,LJP6,3,O17,72,hr,765,931,3124,0.2980,0.0703
50238-3,Hs 578T,10080-101-1,Torin2,0.12,uM,LJP5,1,I23,72,hr,765,783,3124,0.2506,0.0076
50238-3,Hs 578T,10080-101-1,Torin2,0.12,uM,LJP5,2,I23,72,hr,765,836,3124,0.2676,0.0301
50238-3,Hs 578T,10080-101-1,Torin2,0.12,uM,LJP5,3,I23,72,hr,765,820,3124,0.2624,0.0233
50238-3,Hs 578T,10021-101-1,Tozasertib,0.12,uM,LJP5,1,B17,72,hr,765,705,3124,0.2256,-0.0255
50238-3,Hs 578T,10021-101-1,Tozasertib,0.12,uM,LJP5,2,B17,72,hr,765,721,3124,0.2308,-0.0187
50238-3,Hs 578T,10021-101-1,Tozasertib,0.12,uM,LJP5,3,B17,72,hr,765,727,3124,0.2327,-0.0161
50238-3,Hs 578T,10142-101-1,Trametinib,0.12,uM,LJP5,1,P23,72,hr,765,1030,3124,0.3297,0.1123
50238-3,Hs 578T,10142-101-1,Trametinib,0.12,uM,LJP5,2,P23,72,hr,765,1092,3124,0.3495,0.1386
50238-3,Hs 578T,10142-101-1,Trametinib,0.12,uM,LJP5,3,P23,72,hr,765,1031,3124,0.3300,0.1127
50238-3,Hs 578T,10111-101-1,TWS119,0.12,uM,LJP5,1,M05,72,hr,765,3175,3124,1.0162,1.0214
50238-3,Hs 578T,10111-101-1,TWS119,0.12,uM,LJP5,2,M05,72,hr,765,3006,3124,0.9621,0.9498
50238-3,Hs 578T,10111-101-1,TWS119,0.12,uM,LJP5,3,M05,72,hr,765,3155,3124,1.0097,1.0129
50238-3,Hs 578T,10068-101-1,Vemurafenib,0.12,uM,LJP5,1,C17,72,hr,765,3299,3124,1.0558,1.0739
50238-3,Hs 578T,10068-101-1,Vemurafenib,0.12,uM,LJP5,2,C17,72,hr,765,3214,3124,1.0286,1.0379
50238-3,Hs 578T,10068-101-1,Vemurafenib,0.12,uM,LJP5,3,C17,72,hr,765,3260,3124,1.0434,1.0574
50238-3,Hs 578T,10481-101-1,Withaferin A,0.12,uM,LJP5,1,G17,72,hr,765,3222,3124,1.0312,1.0413
50238-3,Hs 578T,10481-101-1,Withaferin A,0.12,uM,LJP5,2,G17,72,hr,765,3192,3124,1.0216,1.0286
50238-3,Hs 578T,10481-101-1,Withaferin A,0.12,uM,LJP5,3,G17,72,hr,765,3127,3124,1.0008,1.0010
50238-3,Hs 578T,10481-101-1,Withaferin A,0.12,uM,LJP6,1,G17,72,hr,765,2917,3124,0.9336,0.9120
50238-3,Hs 578T,10481-101-1,Withaferin A,0.12,uM,LJP6,2,G17,72,hr,765,3101,3124,0.9925,0.9900
50238-3,Hs 578T,10481-101-1,Withaferin A,0.12,uM,LJP6,3,G17,72,hr,765,3062,3124,0.9800,0.9735
50238-3,Hs 578T,10064-101-1,WYE-125132,0.12,uM,LJP6,1,L11,72,hr,765,954,3124,0.3053,0.0801
50238-3,Hs 578T,10064-101-1,WYE-125132,0.12,uM,LJP6,2,L11,72,hr,765,974,3124,0.3117,0.0886
50238-3,Hs 578T,10064-101-1,WYE-125132,0.12,uM,LJP6,3,L11,72,hr,765,1063,3124,0.3402,0.1263
50238-3,Hs 578T,10084-101-1,WZ3105,0.12,uM,LJP5,1,D23,72,hr,765,435,3124,0.1392,-0.1399
50238-3,Hs 578T,10084-101-1,WZ3105,0.12,uM,LJP5,2,D23,72,hr,765,519,3124,0.1661,-0.1043
50238-3,Hs 578T,10084-101-1,WZ3105,0.12,uM,LJP5,3,D23,72,hr,765,483,3124,0.1546,-0.1195
50238-3,Hs 578T,10086-101-1,XMD11-50,0.12,uM,LJP6,1,P11,72,hr,765,2890,3124,0.9249,0.9006
50238-3,Hs 578T,10086-101-1,XMD11-50,0.12,uM,LJP6,2,P11,72,hr,765,3037,3124,0.9720,0.9629
50238-3,Hs 578T,10086-101-1,XMD11-50,0.12,uM,LJP6,3,P11,72,hr,765,2837,3124,0.9080,0.8781
50238-3,Hs 578T,10149-102-1,Y39983,0.12,uM,LJP6,1,P05,72,hr,765,2584,3124,0.8270,0.7709
50238-3,Hs 578T,10149-102-1,Y39983,0.12,uM,LJP6,2,P05,72,hr,765,2518,3124,0.8059,0.7429
50238-3,Hs 578T,10149-102-1,Y39983,0.12,uM,LJP6,3,P05,72,hr,765,2509,3124,0.8030,0.7391
50238-3,Hs 578T,10109-101-1,YM 201636,0.12,uM,LJP5,1,N11,72,hr,765,3053,3124,0.9771,0.9697
50238-3,Hs 578T,10109-101-1,YM 201636,0.12,uM,LJP5,2,N11,72,hr,765,3047,3124,0.9752,0.9671
50238-3,Hs 578T,10109-101-1,YM 201636,0.12,uM,LJP5,3,N11,72,hr,765,3076,3124,0.9845,0.9794
50238-3,Hs 578T,10053-101-1,ZSTK474,0.12,uM,LJP6,1,M17,72,hr,765,2189,3124,0.7006,0.6035
50238-3,Hs 578T,10053-101-1,ZSTK474,0.12,uM,LJP6,2,M17,72,hr,765,2027,3124,0.6487,0.5348
50238-3,Hs 578T,10053-101-1,ZSTK474,0.12,uM,LJP6,3,M17,72,hr,765,2062,3124,0.6599,0.5497
50238-3,Hs 578T,10133-101-1,Afatinib,0.37,uM,LJP6,1,G22,72,hr,765,3034,3124,0.9710,0.9616
50238-3,Hs 578T,10133-101-1,Afatinib,0.37,uM,LJP6,2,G22,72,hr,765,2795,3124,0.8945,0.8603
50238-3,Hs 578T,10133-101-1,Afatinib,0.37,uM,LJP6,3,G22,72,hr,765,2822,3124,0.9032,0.8718
50238-3,Hs 578T,10035-101-1,Sigma A6730,0.37,uM,LJP5,1,B22,72,hr,765,2999,3124,0.9598,0.9468
50238-3,Hs 578T,10035-101-1,Sigma A6730,0.37,uM,LJP5,2,B22,72,hr,765,2904,3124,0.9294,0.9065
50238-3,Hs 578T,10035-101-1,Sigma A6730,0.37,uM,LJP5,3,B22,72,hr,765,2998,3124,0.9595,0.9464
50238-3,Hs 578T,10011-101-1,Alvocidib,0.37,uM,LJP6,1,A16,72,hr,765,390,3124,0.1248,-0.1590
50238-3,Hs 578T,10011-101-1,Alvocidib,0.37,uM,LJP6,2,A16,72,hr,765,364,3124,0.1165,-0.1700
50238-3,Hs 578T,10011-101-1,Alvocidib,0.37,uM,LJP6,3,A16,72,hr,765,399,3124,0.1277,-0.1551
50238-3,Hs 578T,10004-101-1,AT-7519,0.37,uM,LJP6,1,K04,72,hr,765,553,3124,0.1770,-0.0899
50238-3,Hs 578T,10004-101-1,AT-7519,0.37,uM,LJP6,2,K04,72,hr,765,566,3124,0.1812,-0.0844
50238-3,Hs 578T,10004-101-1,AT-7519,0.37,uM,LJP6,3,K04,72,hr,765,475,3124,0.1520,-0.1229
50238-3,Hs 578T,10158-101-1,AZD 5438,0.37,uM,LJP6,1,J04,72,hr,765,1415,3124,0.4529,0.2755
50238-3,Hs 578T,10158-101-1,AZD 5438,0.37,uM,LJP6,2,J04,72,hr,765,1376,3124,0.4404,0.2589
50238-3,Hs 578T,10158-101-1,AZD 5438,0.37,uM,LJP6,3,J04,72,hr,765,1289,3124,0.4125,0.2221
50238-3,Hs 578T,10059-101-1,AZD-6482,0.37,uM,LJP5,1,I04,72,hr,765,2659,3124,0.8510,0.8027
50238-3,Hs 578T,10059-101-1,AZD-6482,0.37,uM,LJP5,2,I04,72,hr,765,2636,3124,0.8436,0.7930
50238-3,Hs 578T,10059-101-1,AZD-6482,0.37,uM,LJP5,3,I04,72,hr,765,2594,3124,0.8302,0.7752
50238-3,Hs 578T,10006-101-1,AZD7762,0.37,uM,LJP6,1,L04,72,hr,765,511,3124,0.1635,-0.1077
50238-3,Hs 578T,10006-101-1,AZD7762,0.37,uM,LJP6,2,L04,72,hr,765,599,3124,0.1917,-0.0704
50238-3,Hs 578T,10006-101-1,AZD7762,0.37,uM,LJP6,3,L04,72,hr,765,586,3124,0.1876,-0.0759
50238-3,Hs 578T,10007-101-1,AZD8055,0.37,uM,LJP6,1,A10,72,hr,765,1185,3124,0.3793,0.1780
50238-3,Hs 578T,10007-101-1,AZD8055,0.37,uM,LJP6,2,A10,72,hr,765,1079,3124,0.3453,0.1331
50238-3,Hs 578T,10007-101-1,AZD8055,0.37,uM,LJP6,3,A10,72,hr,765,971,3124,0.3108,0.0873
50238-3,Hs 578T,10164-101-1,AZD8330,0.37,uM,LJP5,1,G22,72,hr,765,1017,3124,0.3255,0.1068
50238-3,Hs 578T,10164-101-1,AZD8330,0.37,uM,LJP5,2,G22,72,hr,765,983,3124,0.3146,0.0924
50238-3,Hs 578T,10164-101-1,AZD8330,0.37,uM,LJP5,3,G22,72,hr,765,1008,3124,0.3226,0.1030
50238-3,Hs 578T,10067-101-1,Barasertib,0.37,uM,LJP5,1,D10,72,hr,765,1066,3124,0.3412,0.1276
50238-3,Hs 578T,10067-101-1,Barasertib,0.37,uM,LJP5,2,D10,72,hr,765,1087,3124,0.3479,0.1365
50238-3,Hs 578T,10067-101-1,Barasertib,0.37,uM,LJP5,3,D10,72,hr,765,1115,3124,0.3569,0.1483
50238-3,Hs 578T,10041-101-1,BI-2536,0.37,uM,LJP6,1,D16,72,hr,765,482,3124,0.1543,-0.1200
50238-3,Hs 578T,10041-101-1,BI-2536,0.37,uM,LJP6,2,D16,72,hr,765,476,3124,0.1523,-0.1225
50238-3,Hs 578T,10041-101-1,BI-2536,0.37,uM,LJP6,3,D16,72,hr,765,446,3124,0.1427,-0.1352
50238-3,Hs 578T,10028-102-1,BMS345541,0.37,uM,LJP6,1,D04,72,hr,765,3060,3124,0.9793,0.9727
50238-3,Hs 578T,10028-102-1,BMS345541,0.37,uM,LJP6,2,D04,72,hr,765,3057,3124,0.9784,0.9714
50238-3,Hs 578T,10028-102-1,BMS345541,0.37,uM,LJP6,3,D04,72,hr,765,2957,3124,0.9464,0.9290
50238-3,Hs 578T,10132-101-1,SNS-032,0.37,uM,LJP6,1,H16,72,hr,765,404,3124,0.1293,-0.1530
50238-3,Hs 578T,10132-101-1,SNS-032,0.37,uM,LJP6,2,H16,72,hr,765,430,3124,0.1376,-0.1420
50238-3,Hs 578T,10132-101-1,SNS-032,0.37,uM,LJP6,3,H16,72,hr,765,432,3124,0.1383,-0.1412
50238-3,Hs 578T,10234-101-1,GDC-0980,0.37,uM,LJP5,1,K22,72,hr,765,1062,3124,0.3399,0.1259
50238-3,Hs 578T,10234-101-1,GDC-0980,0.37,uM,LJP5,2,K22,72,hr,765,1041,3124,0.3332,0.1170
50238-3,Hs 578T,10234-101-1,GDC-0980,0.37,uM,LJP5,3,K22,72,hr,765,1126,3124,0.3604,0.1530
50238-3,Hs 578T,10122-101-1,NVP-AEW541,0.37,uM,LJP5,1,E16,72,hr,765,3292,3124,1.0536,1.0710
50238-3,Hs 578T,10122-101-1,NVP-AEW541,0.37,uM,LJP5,2,E16,72,hr,765,3326,3124,1.0645,1.0854
50238-3,Hs 578T,10122-101-1,NVP-AEW541,0.37,uM,LJP5,3,E16,72,hr,765,3071,3124,0.9829,0.9773
50238-3,Hs 578T,10046-101-1,SB590885,0.37,uM,LJP5,1,L16,72,hr,765,3775,3124,1.2082,1.2757
50238-3,Hs 578T,10046-101-1,SB590885,0.37,uM,LJP5,2,L16,72,hr,765,3786,3124,1.2117,1.2803
50238-3,Hs 578T,10046-101-1,SB590885,0.37,uM,LJP5,3,L16,72,hr,765,3684,3124,1.1791,1.2371
50238-3,Hs 578T,10190-101-1,PIK-93,0.37,uM,LJP5,1,K16,72,hr,765,3060,3124,0.9793,0.9727
50238-3,Hs 578T,10190-101-1,PIK-93,0.37,uM,LJP5,2,K16,72,hr,765,3089,3124,0.9886,0.9849
50238-3,Hs 578T,10190-101-1,PIK-93,0.37,uM,LJP5,3,K16,72,hr,765,3218,3124,1.0299,1.0396
50238-3,Hs 578T,10031-101-1,KIN001-043,0.37,uM,LJP6,1,C10,72,hr,765,3330,3124,1.0658,1.0871
50238-3,Hs 578T,10031-101-1,KIN001-043,0.37,uM,LJP6,2,C10,72,hr,765,3002,3124,0.9608,0.9481
50238-3,Hs 578T,10031-101-1,KIN001-043,0.37,uM,LJP6,3,C10,72,hr,765,3065,3124,0.9809,0.9748
50238-3,Hs 578T,10233-101-1,Alpelisib,0.37,uM,LJP5,1,N04,72,hr,765,2531,3124,0.8100,0.7485
50238-3,Hs 578T,10233-101-1,Alpelisib,0.37,uM,LJP5,2,N04,72,hr,765,2704,3124,0.8654,0.8218
50238-3,Hs 578T,10233-101-1,Alpelisib,0.37,uM,LJP5,3,N04,72,hr,765,2747,3124,0.8792,0.8400
50238-3,Hs 578T,10161-101-1,Luminespib,0.37,uM,LJP5,1,H16,72,hr,765,638,3124,0.2042,-0.0538
50238-3,Hs 578T,10161-101-1,Luminespib,0.37,uM,LJP5,2,H16,72,hr,765,666,3124,0.2132,-0.0420
50238-3,Hs 578T,10161-101-1,Luminespib,0.37,uM,LJP5,3,H16,72,hr,765,690,3124,0.2208,-0.0318
50238-3,Hs 578T,10045-101-1,A443654,0.37,uM,LJP6,1,I22,72,hr,765,784,3124,0.2509,0.0080
50238-3,Hs 578T,10045-101-1,A443654,0.37,uM,LJP6,2,I22,72,hr,765,610,3124,0.1952,-0.0657
50238-3,Hs 578T,10045-101-1,A443654,0.37,uM,LJP6,3,I22,72,hr,765,688,3124,0.2202,-0.0327
50238-3,Hs 578T,10063-102-1,OSI-027,0.37,uM,LJP6,1,E10,72,hr,765,2531,3124,0.8100,0.7485
50238-3,Hs 578T,10063-102-1,OSI-027,0.37,uM,LJP6,2,E10,72,hr,765,2366,3124,0.7572,0.6785
50238-3,Hs 578T,10063-102-1,OSI-027,0.37,uM,LJP6,3,E10,72,hr,765,2333,3124,0.7467,0.6645
50238-3,Hs 578T,10087-101-1,XMD11-85h,0.37,uM,LJP6,1,P22,72,hr,765,3066,3124,0.9813,0.9752
50238-3,Hs 578T,10087-101-1,XMD11-85h,0.37,uM,LJP6,2,P22,72,hr,765,3038,3124,0.9723,0.9633
50238-3,Hs 578T,10087-101-1,XMD11-85h,0.37,uM,LJP6,3,P22,72,hr,765,2848,3124,0.9115,0.8828
50238-3,Hs 578T,10017-101-1,HG-6-64-01,0.37,uM,LJP6,1,M04,72,hr,765,3127,3124,1.0008,1.0010
50238-3,Hs 578T,10017-101-1,HG-6-64-01,0.37,uM,LJP6,2,M04,72,hr,765,2955,3124,0.9457,0.9282
50238-3,Hs 578T,10017-101-1,HG-6-64-01,0.37,uM,LJP6,3,M04,72,hr,765,2731,3124,0.8741,0.8332
50238-3,Hs 578T,10039-101-1,WH-4-025,0.37,uM,LJP5,1,O10,72,hr,765,1462,3124,0.4679,0.2954
50238-3,Hs 578T,10039-101-1,WH-4-025,0.37,uM,LJP5,2,O10,72,hr,765,1451,3124,0.4644,0.2907
50238-3,Hs 578T,10039-101-1,WH-4-025,0.37,uM,LJP5,3,O10,72,hr,765,1585,3124,0.5073,0.3475
50238-3,Hs 578T,10082-101-1,WZ-4-145,0.37,uM,LJP6,1,J22,72,hr,765,1961,3124,0.6276,0.5069
50238-3,Hs 578T,10082-101-1,WZ-4-145,0.37,uM,LJP6,2,J22,72,hr,765,1922,3124,0.6151,0.4903
50238-3,Hs 578T,10082-101-1,WZ-4-145,0.37,uM,LJP6,3,J22,72,hr,765,1862,3124,0.5959,0.4649
50238-3,Hs 578T,10091-101-1,XMD16-144,0.37,uM,LJP5,1,M10,72,hr,765,843,3124,0.2698,0.0330
50238-3,Hs 578T,10091-101-1,XMD16-144,0.37,uM,LJP5,2,M10,72,hr,765,848,3124,0.2714,0.0352
50238-3,Hs 578T,10091-101-1,XMD16-144,0.37,uM,LJP5,3,M10,72,hr,765,846,3124,0.2708,0.0343
50238-3,Hs 578T,10177-101-1,Brivanib,0.37,uM,LJP5,1,P16,72,hr,765,3194,3124,1.0222,1.0294
50238-3,Hs 578T,10177-101-1,Brivanib,0.37,uM,LJP5,2,P16,72,hr,765,3058,3124,0.9787,0.9718
50238-3,Hs 578T,10177-101-1,Brivanib,0.37,uM,LJP5,3,P16,72,hr,765,2956,3124,0.9461,0.9286
50238-3,Hs 578T,10147-101-1,Buparlisib,0.37,uM,LJP5,1,H04,72,hr,765,2035,3124,0.6513,0.5382
50238-3,Hs 578T,10147-101-1,Buparlisib,0.37,uM,LJP5,2,H04,72,hr,765,2167,3124,0.6935,0.5942
50238-3,Hs 578T,10147-101-1,Buparlisib,0.37,uM,LJP5,3,H04,72,hr,765,2167,3124,0.6935,0.5942
50238-3,Hs 578T,10055-101-1,BX-912,0.37,uM,LJP5,1,L22,72,hr,765,2673,3124,0.8555,0.8086
50238-3,Hs 578T,10055-101-1,BX-912,0.37,uM,LJP5,2,L22,72,hr,765,2619,3124,0.8382,0.7857
50238-3,Hs 578T,10055-101-1,BX-912,0.37,uM,LJP5,3,L22,72,hr,765,2752,3124,0.8808,0.8421
50238-3,Hs 578T,10120-102-1,Canertinib,0.37,uM,LJP6,1,H10,72,hr,765,2931,3124,0.9381,0.9180
50238-3,Hs 578T,10120-102-1,Canertinib,0.37,uM,LJP6,2,H10,72,hr,765,2913,3124,0.9323,0.9104
50238-3,Hs 578T,10120-102-1,Canertinib,0.37,uM,LJP6,3,H10,72,hr,765,3010,3124,0.9633,0.9515
50238-3,Hs 578T,10117-101-1,Celastrol,0.37,uM,LJP6,1,G10,72,hr,765,2666,3124,0.8533,0.8057
50238-3,Hs 578T,10117-101-1,Celastrol,0.37,uM,LJP6,2,G10,72,hr,765,2619,3124,0.8382,0.7857
50238-3,Hs 578T,10117-101-1,Celastrol,0.37,uM,LJP6,3,G10,72,hr,765,2604,3124,0.8334,0.7794
50238-3,Hs 578T,10025-101-1,CGP60474,0.37,uM,LJP5,1,F04,72,hr,765,369,3124,0.1181,-0.1679
50238-3,Hs 578T,10025-101-1,CGP60474,0.37,uM,LJP5,2,F04,72,hr,765,415,3124,0.1328,-0.1484
50238-3,Hs 578T,10025-101-1,CGP60474,0.37,uM,LJP5,3,F04,72,hr,765,406,3124,0.1299,-0.1522
50238-3,Hs 578T,10025-101-1,CGP60474,0.37,uM,LJP6,1,G04,72,hr,765,417,3124,0.1335,-0.1475
50238-3,Hs 578T,10025-101-1,CGP60474,0.37,uM,LJP6,2,G04,72,hr,765,415,3124,0.1328,-0.1484
50238-3,Hs 578T,10025-101-1,CGP60474,0.37,uM,LJP6,3,G04,72,hr,765,435,3124,0.1392,-0.1399
50238-3,Hs 578T,10180-101-1,CHIR-99021,0.37,uM,LJP6,1,P16,72,hr,765,2846,3124,0.9109,0.8820
50238-3,Hs 578T,10180-101-1,CHIR-99021,0.37,uM,LJP6,2,P16,72,hr,765,2991,3124,0.9573,0.9434
50238-3,Hs 578T,10180-101-1,CHIR-99021,0.37,uM,LJP6,3,P16,72,hr,765,3002,3124,0.9608,0.9481
50238-3,Hs 578T,10010-101-1,CP724714,0.37,uM,LJP5,1,A10,72,hr,765,3024,3124,0.9678,0.9574
50238-3,Hs 578T,10010-101-1,CP724714,0.37,uM,LJP5,2,A10,72,hr,765,3162,3124,1.0120,1.0159
50238-3,Hs 578T,10010-101-1,CP724714,0.37,uM,LJP5,3,A10,72,hr,765,3197,3124,1.0232,1.0307
50238-3,Hs 578T,10009-101-1,CP466722,0.37,uM,LJP5,1,I10,72,hr,765,3499,3124,1.1198,1.1587
50238-3,Hs 578T,10009-101-1,CP466722,0.37,uM,LJP5,2,I10,72,hr,765,3290,3124,1.0530,1.0701
