Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,1,6915,1096,1.0494,1.0000,0.1585,0.1418
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,2,6456,909,1.0004,1.0000,0.1408,0.1418
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.000,uM,72,hr,3,6029,760,0.9502,1.0000,0.1261,0.1418
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,1,5564,919,0.8377,0.9265,0.1652,0.1634
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,2,6161,1037,0.9241,0.9265,0.1683,0.1634
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,0.316,uM,72,hr,3,6693,1049,1.0179,0.9265,0.1567,0.1634
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,1,2345,551,0.3235,0.3326,0.2350,0.2279
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,2,2246,541,0.3075,0.3326,0.2409,0.2279
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,72,hr,3,2568,534,0.3668,0.3326,0.2079,0.2279
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,1,1125,559,0.1021,0.0736,0.4969,0.5166
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,2,788,414,0.0674,0.0736,0.5254,0.5166
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.160,uM,72,hr,3,601,317,0.0512,0.0736,0.5275,0.5166
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,1,2818,213,0.4698,0.4565,0.0756,0.0817
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,2,2708,257,0.4420,0.4565,0.0949,0.0817
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.000,uM,72,hr,3,2743,205,0.4577,0.4565,0.0747,0.0817
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,1,1909,224,0.3039,0.3380,0.1173,0.1281
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,2,2166,289,0.3385,0.3380,0.1334,0.1281
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,0.316,uM,72,hr,3,2379,318,0.3717,0.3380,0.1337,0.1281
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,1,1325,410,0.1650,0.1528,0.3094,0.2918
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,2,1127,326,0.1445,0.1528,0.2893,0.2918
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,1.000,uM,72,hr,3,1142,316,0.1490,0.1528,0.2767,0.2918
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,1,912,724,0.0339,0.0290,0.7939,0.7843
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,2,723,550,0.0312,0.0290,0.7607,0.7843
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.100,3.160,uM,72,hr,3,600,479,0.0218,0.0290,0.7983,0.7843
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,1,1748,230,0.2738,0.2879,0.1316,0.1549
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,2,1817,313,0.2712,0.2879,0.1723,0.1549
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.000,uM,72,hr,3,2106,339,0.3187,0.2879,0.1610,0.1549
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,1,1301,460,0.1517,0.1439,0.3536,0.3763
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,2,1253,524,0.1315,0.1439,0.4182,0.3763
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,0.316,uM,72,hr,3,1280,457,0.1484,0.1439,0.3570,0.3763
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,1,1035,564,0.0849,0.0793,0.5449,0.5384
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,2,956,466,0.0884,0.0793,0.4874,0.5384
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,1.000,uM,72,hr,3,858,500,0.0646,0.0793,0.5828,0.5384
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,1,526,473,0.0096,0.0109,0.8992,0.8930
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,2,670,585,0.0153,0.0109,0.8731,0.8930
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.316,3.160,uM,72,hr,3,471,427,0.0079,0.0109,0.9066,0.8930
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,1,1250,489,0.1372,0.1377,0.3912,0.4424
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,2,1366,641,0.1307,0.1377,0.4693,0.4424
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.000,uM,72,hr,3,1510,705,0.1452,0.1377,0.4669,0.4424
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,1,1154,797,0.0644,0.0514,0.6906,0.7028
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,2,921,673,0.0447,0.0514,0.7307,0.7028
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,0.316,uM,72,hr,3,799,549,0.0451,0.0514,0.6871,0.7028
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,1,942,775,0.0301,0.0248,0.8227,0.8407
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,2,833,687,0.0263,0.0248,0.8247,0.8407
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,1.000,uM,72,hr,3,790,691,0.0179,0.0248,0.8747,0.8407
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,3.160,uM,72,hr,1,595,559,0.0065,0.0058,0.9395,0.9416
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,3.160,uM,72,hr,2,561,526,0.0063,0.0058,0.9376,0.9416
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,1.000,3.160,uM,72,hr,3,477,452,0.0045,0.0058,0.9476,0.9416
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.000,uM,72,hr,1,1042,801,0.0435,0.0334,0.7687,0.8371
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.000,uM,72,hr,2,1199,1034,0.0298,0.0334,0.8624,0.8371
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.000,uM,72,hr,3,1251,1101,0.0271,0.0334,0.8801,0.8371
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.316,uM,72,hr,1,712,628,0.0151,0.0125,0.8820,0.9029
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.316,uM,72,hr,2,639,572,0.0121,0.0125,0.8951,0.9029
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,0.316,uM,72,hr,3,833,776,0.0103,0.0125,0.9316,0.9029
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,1.000,uM,72,hr,1,1199,1142,0.0103,0.0092,0.9525,0.9423
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,1.000,uM,72,hr,2,832,777,0.0099,0.0092,0.9339,0.9423
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,1.000,uM,72,hr,3,688,647,0.0074,0.0092,0.9404,0.9423
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,3.160,uM,72,hr,1,486,455,0.0056,0.0041,0.9362,0.9488
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,3.160,uM,72,hr,2,424,402,0.0040,0.0041,0.9481,0.9488
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,3.160,3.160,uM,72,hr,3,422,406,0.0029,0.0041,0.9621,0.9488
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.000,uM,72,hr,1,7209,989,1.0536,1.0000,0.1372,0.1369
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.000,uM,72,hr,2,6958,942,1.0191,1.0000,0.1354,0.1369
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.000,uM,72,hr,3,6352,878,0.9273,1.0000,0.1382,0.1369
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.316,uM,72,hr,1,5195,826,0.7401,0.8239,0.1590,0.1662
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.316,uM,72,hr,2,5368,976,0.7440,0.8239,0.1818,0.1662
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,0.316,uM,72,hr,3,6922,1092,0.9876,0.8239,0.1578,0.1662
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,72,hr,1,3740,546,0.5411,0.5771,0.1460,0.1387
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,72,hr,2,3833,559,0.5546,0.5771,0.1458,0.1387
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,72,hr,3,4284,532,0.6356,0.5771,0.1242,0.1387
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.160,uM,72,hr,1,3899,757,0.5322,0.4762,0.1942,0.1912
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.160,uM,72,hr,2,3265,654,0.4423,0.4762,0.2003,0.1912
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.160,uM,72,hr,3,3266,585,0.4542,0.4762,0.1791,0.1912
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.000,uM,72,hr,1,3035,258,0.4704,0.4664,0.0850,0.0871
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.000,uM,72,hr,2,3307,346,0.5016,0.4664,0.1046,0.0871
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.000,uM,72,hr,3,2717,195,0.4272,0.4664,0.0718,0.0871
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.316,uM,72,hr,1,1779,327,0.2460,0.2723,0.1838,0.1881
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.316,uM,72,hr,2,1893,364,0.2590,0.2723,0.1923,0.1881
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,0.316,uM,72,hr,3,2269,427,0.3120,0.2723,0.1882,0.1881
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,1.000,uM,72,hr,1,1775,484,0.2187,0.3290,0.2727,0.2076
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,1.000,uM,72,hr,2,1561,404,0.1960,0.3290,0.2588,0.2076
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,1.000,uM,72,hr,3,3719,340,0.5724,0.3290,0.0914,0.2076
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,3.160,uM,72,hr,1,1836,631,0.2041,0.1780,0.3437,0.3147
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,3.160,uM,72,hr,2,1555,466,0.1845,0.1780,0.2997,0.3147
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.100,3.160,uM,72,hr,3,1227,369,0.1453,0.1780,0.3007,0.3147
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.000,uM,72,hr,1,1927,309,0.2741,0.2997,0.1604,0.1642
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.000,uM,72,hr,2,2213,406,0.3061,0.2997,0.1835,0.1642
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.000,uM,72,hr,3,2212,329,0.3190,0.2997,0.1487,0.1642
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.316,uM,72,hr,1,1226,503,0.1225,0.1170,0.4103,0.4614
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.316,uM,72,hr,2,1185,610,0.0974,0.1170,0.5148,0.4614
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,0.316,uM,72,hr,3,1431,657,0.1311,0.1170,0.4591,0.4614
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,72,hr,1,1252,737,0.0872,0.0840,0.5887,0.5773
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,72,hr,2,1129,649,0.0813,0.0840,0.5748,0.5773
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,72,hr,3,1140,648,0.0833,0.0840,0.5684,0.5773
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.160,uM,72,hr,1,1128,750,0.0640,0.0618,0.6649,0.6473
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.160,uM,72,hr,2,934,591,0.0581,0.0618,0.6328,0.6473
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.160,uM,72,hr,3,1051,677,0.0634,0.0618,0.6441,0.6473
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.000,uM,72,hr,1,1420,605,0.1381,0.1369,0.4261,0.4519
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.000,uM,72,hr,2,1359,632,0.1232,0.1369,0.4650,0.4519
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.000,uM,72,hr,3,1647,765,0.1494,0.1369,0.4645,0.4519
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.316,uM,72,hr,1,703,475,0.0386,0.0355,0.6757,0.7189
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.316,uM,72,hr,2,622,430,0.0325,0.0355,0.6913,0.7189
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,0.316,uM,72,hr,3,989,781,0.0352,0.0355,0.7897,0.7189
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,72,hr,1,1107,1003,0.0176,0.0199,0.9061,0.8770
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,72,hr,2,1013,887,0.0213,0.0199,0.8756,0.8770
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,72,hr,3,810,688,0.0207,0.0199,0.8494,0.8770
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.160,uM,72,hr,1,917,823,0.0159,0.0171,0.8975,0.8905
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.160,uM,72,hr,2,1025,921,0.0176,0.0171,0.8985,0.8905
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.160,uM,72,hr,3,835,731,0.0176,0.0171,0.8754,0.8905
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.000,uM,72,hr,1,1155,902,0.0429,0.0307,0.7810,0.8523
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.000,uM,72,hr,2,1110,992,0.0200,0.0307,0.8937,0.8523
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.000,uM,72,hr,3,1459,1287,0.0291,0.0307,0.8821,0.8523
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.316,uM,72,hr,1,694,626,0.0115,0.0093,0.9020,0.9244
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.316,uM,72,hr,2,736,681,0.0093,0.0093,0.9253,0.9244
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,0.316,uM,72,hr,3,759,718,0.0069,0.0093,0.9460,0.9244
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,1.000,uM,72,hr,1,1539,1471,0.0115,0.0099,0.9558,0.9514
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,1.000,uM,72,hr,2,1142,1078,0.0108,0.0099,0.9440,0.9514
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,1.000,uM,72,hr,3,963,919,0.0075,0.0099,0.9543,0.9514
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,3.160,uM,72,hr,1,661,623,0.0064,0.0054,0.9425,0.9547
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,3.160,uM,72,hr,2,726,696,0.0051,0.0054,0.9587,0.9547
50149-4,COLO 858,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,3.160,3.160,uM,72,hr,3,752,724,0.0047,0.0054,0.9628,0.9547
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.000,uM,72,hr,1,4458,280,1.0429,1.0000,0.0628,0.0644
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.000,uM,72,hr,2,4353,298,1.0122,1.0000,0.0685,0.0644
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.000,uM,72,hr,3,4035,250,0.9448,1.0000,0.0620,0.0644
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.316,uM,72,hr,1,2653,520,0.5325,0.5321,0.1960,0.1853
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.316,uM,72,hr,2,2538,469,0.5165,0.5321,0.1848,0.1853
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,0.316,uM,72,hr,3,2659,466,0.5474,0.5321,0.1753,0.1853
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,1.000,uM,72,hr,1,2591,461,0.5317,0.5260,0.1779,0.1795
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,1.000,uM,72,hr,2,2484,484,0.4993,0.5260,0.1948,0.1795
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,1.000,uM,72,hr,3,2626,435,0.5469,0.5260,0.1657,0.1795
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,3.160,uM,72,hr,1,2234,406,0.4563,0.4479,0.1817,0.1688
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,3.160,uM,72,hr,2,2185,353,0.4573,0.4479,0.1616,0.1688
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,3.160,uM,72,hr,3,2059,336,0.4301,0.4479,0.1632,0.1688
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.000,uM,72,hr,1,3738,249,0.8709,0.8638,0.0666,0.0643
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.000,uM,72,hr,2,3825,247,0.8932,0.8638,0.0646,0.0643
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.000,uM,72,hr,3,3532,218,0.8273,0.8638,0.0617,0.0643
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.316,uM,72,hr,1,2034,549,0.3707,0.3578,0.2699,0.2762
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.316,uM,72,hr,2,1955,588,0.3412,0.3578,0.3008,0.2762
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,0.316,uM,72,hr,3,1951,503,0.3615,0.3578,0.2578,0.2762
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,1.000,uM,72,hr,1,1983,575,0.3515,0.3661,0.2900,0.2461
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,1.000,uM,72,hr,2,1963,519,0.3605,0.3661,0.2644,0.2461
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,1.000,uM,72,hr,3,1897,349,0.3864,0.3661,0.1840,0.2461
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,3.160,uM,72,hr,1,1905,500,0.3507,0.3432,0.2625,0.2379
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,3.160,uM,72,hr,2,1667,411,0.3135,0.3432,0.2466,0.2379
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.100,3.160,uM,72,hr,3,1841,377,0.3655,0.3432,0.2048,0.2379
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.000,uM,72,hr,1,3002,210,0.6970,0.7092,0.0700,0.0818
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.000,uM,72,hr,2,3197,306,0.7217,0.7092,0.0957,0.0818
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.000,uM,72,hr,3,3086,246,0.7089,0.7092,0.0797,0.0818
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.316,uM,72,hr,1,1897,707,0.2971,0.2711,0.3727,0.3806
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.316,uM,72,hr,2,1699,642,0.2639,0.2711,0.3779,0.3806
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,0.316,uM,72,hr,3,1661,650,0.2524,0.2711,0.3913,0.3806
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,1.000,uM,72,hr,1,1897,677,0.3045,0.2911,0.3569,0.3460
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,1.000,uM,72,hr,2,1738,607,0.2823,0.2911,0.3493,0.3460
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,1.000,uM,72,hr,3,1717,570,0.2863,0.2911,0.3320,0.3460
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,3.160,uM,72,hr,1,1732,601,0.2823,0.2889,0.3470,0.3083
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,3.160,uM,72,hr,2,1692,540,0.2876,0.2889,0.3191,0.3083
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,3.160,uM,72,hr,3,1604,415,0.2968,0.2889,0.2587,0.3083
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,0.000,uM,72,hr,1,2605,357,0.5612,0.5745,0.1370,0.1322
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,0.000,uM,72,hr,2,2677,361,0.5781,0.5745,0.1349,0.1322
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,0.000,uM,72,hr,3,2673,333,0.5841,0.5745,0.1246,0.1322
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,0.316,uM,72,hr,1,1576,666,0.2272,0.2193,0.4226,0.3870
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,0.316,uM,72,hr,2,1348,506,0.2102,0.2193,0.3754,0.3870
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,0.316,uM,72,hr,3,1388,504,0.2207,0.2193,0.3631,0.3870
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,1.000,uM,72,hr,1,1517,589,0.2317,0.2248,0.3883,0.3610
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,1.000,uM,72,hr,2,1378,473,0.2259,0.2248,0.3433,0.3610
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,1.000,uM,72,hr,3,1340,471,0.2169,0.2248,0.3515,0.3610
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,3.160,uM,72,hr,1,1156,371,0.1960,0.2060,0.3209,0.3157
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,3.160,uM,72,hr,2,1210,394,0.2037,0.2060,0.3256,0.3157
50567-3,WM-115,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,1.000,3.160,uM,72,hr,3,1251,376,0.2184,0.2060,0.3006,0.3157
