Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Molecule 3 HMS LINCS ID,Small Molecule 3 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol 3 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Total Number of Cells (Nuclei),Number of Apoptotic Cells,Relative Viability,Mean Relative Viability,Apoptosis Fraction,Mean Apoptosis Fraction
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,0.0000,uM,72,hr,1,1098,711,0.0754,0.0780,0.6475,0.6507
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,0.0000,uM,72,hr,2,1244,835,0.0796,0.0780,0.6712,0.6507
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,0.0000,uM,72,hr,3,1107,701,0.0791,0.0780,0.6332,0.6507
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,0.3160,uM,72,hr,1,930,774,0.0304,0.0311,0.8323,0.8371
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,0.3160,uM,72,hr,2,966,821,0.0282,0.0311,0.8499,0.8371
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,0.3160,uM,72,hr,3,1042,864,0.0347,0.0311,0.8292,0.8371
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,1.0000,uM,72,hr,1,831,716,0.0224,0.0212,0.8616,0.8626
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,1.0000,uM,72,hr,2,822,698,0.0241,0.0212,0.8491,0.8626
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,1.0000,uM,72,hr,3,716,628,0.0171,0.0212,0.8771,0.8626
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,3.1600,uM,72,hr,1,483,442,0.0080,0.0074,0.9151,0.9225
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,3.1600,uM,72,hr,2,481,450,0.0060,0.0074,0.9356,0.9225
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,0.3160,0.0316,3.1600,uM,72,hr,3,505,463,0.0082,0.0074,0.9168,0.9225
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,0.0000,uM,72,hr,1,1025,747,0.0541,0.0539,0.7288,0.7310
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,0.0000,uM,72,hr,2,961,720,0.0469,0.0539,0.7492,0.7310
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,0.0000,uM,72,hr,3,1095,783,0.0608,0.0539,0.7151,0.7310
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,0.3160,uM,72,hr,1,828,729,0.0193,0.0182,0.8804,0.8649
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,0.3160,uM,72,hr,2,606,506,0.0195,0.0182,0.8350,0.8649
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,0.3160,uM,72,hr,3,680,598,0.0160,0.0182,0.8794,0.8649
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,1.0000,uM,72,hr,1,1154,1069,0.0166,0.0145,0.9263,0.9198
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,1.0000,uM,72,hr,2,877,801,0.0148,0.0145,0.9133,0.9198
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,1.0000,uM,72,hr,3,773,711,0.0121,0.0145,0.9198,0.9198
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,3.1600,uM,72,hr,1,473,442,0.0060,0.0058,0.9345,0.9410
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,3.1600,uM,72,hr,2,581,559,0.0043,0.0058,0.9621,0.9410
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,1.0000,0.1000,3.1600,uM,72,hr,3,490,454,0.0070,0.0058,0.9265,0.9410
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,0.0000,uM,72,hr,1,1024,935,0.0173,0.0135,0.9131,0.9372
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,0.0000,uM,72,hr,2,1107,1050,0.0111,0.0135,0.9485,0.9372
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,0.0000,uM,72,hr,3,1238,1176,0.0121,0.0135,0.9499,0.9372
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,0.3160,uM,72,hr,1,839,795,0.0086,0.0068,0.9476,0.9483
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,0.3160,uM,72,hr,2,564,520,0.0086,0.0068,0.9220,0.9483
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,0.3160,uM,72,hr,3,687,670,0.0033,0.0068,0.9753,0.9483
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,1.0000,uM,72,hr,1,1274,1219,0.0107,0.0091,0.9568,0.9558
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,1.0000,uM,72,hr,2,1075,1043,0.0062,0.0091,0.9702,0.9558
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,1.0000,uM,72,hr,3,889,836,0.0103,0.0091,0.9404,0.9558
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,3.1600,uM,72,hr,1,530,505,0.0049,0.0053,0.9528,0.9453
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,3.1600,uM,72,hr,2,596,563,0.0064,0.0053,0.9446,0.9453
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10072-101-2,PF562271,3.1600,0.3160,3.1600,uM,72,hr,3,390,366,0.0047,0.0053,0.9385,0.9453
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,0.0000,uM,72,hr,1,7559,1075,1.0855,1.0000,0.1422,0.1438
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,0.0000,uM,72,hr,2,6943,1101,0.9780,1.0000,0.1586,0.1438
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,0.0000,uM,72,hr,3,6434,840,0.9365,1.0000,0.1306,0.1438
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,0.3160,uM,72,hr,1,4983,821,0.6968,0.8158,0.1648,0.1556
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,0.3160,uM,72,hr,2,5368,854,0.7557,0.8158,0.1591,0.1556
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,0.3160,uM,72,hr,3,6935,991,0.9951,0.8158,0.1429,0.1556
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,1.0000,uM,72,hr,1,3916,531,0.5667,0.5804,0.1356,0.1393
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,1.0000,uM,72,hr,2,4507,587,0.6563,0.5804,0.1302,0.1393
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,1.0000,uM,72,hr,3,3650,555,0.5181,0.5804,0.1521,0.1393
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,3.1600,uM,72,hr,1,4239,762,0.5821,0.4939,0.1798,0.1677
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,3.1600,uM,72,hr,2,3291,599,0.4507,0.4939,0.1820,0.1677
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.0000,0.0000,3.1600,uM,72,hr,3,3122,441,0.4488,0.4939,0.1413,0.1677
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.0000,uM,72,hr,1,1264,695,0.0953,0.0919,0.5498,0.5808
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.0000,uM,72,hr,2,1369,791,0.0968,0.0919,0.5778,0.5808
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.0000,uM,72,hr,3,1295,796,0.0835,0.0919,0.6147,0.5808
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.3160,uM,72,hr,1,1029,874,0.0259,0.0288,0.8494,0.8392
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.3160,uM,72,hr,2,1080,895,0.0310,0.0288,0.8287,0.8392
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,0.3160,uM,72,hr,3,1096,920,0.0295,0.0288,0.8394,0.8392
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,1.0000,uM,72,hr,1,977,892,0.0142,0.0131,0.9130,0.9136
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,1.0000,uM,72,hr,2,878,799,0.0132,0.0131,0.9100,0.9136
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,1.0000,uM,72,hr,3,850,780,0.0117,0.0131,0.9176,0.9136
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,3.1600,uM,72,hr,1,1194,1134,0.0100,0.0089,0.9497,0.9492
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,3.1600,uM,72,hr,2,1088,1033,0.0092,0.0089,0.9494,0.9492
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.1000,0.0100,3.1600,uM,72,hr,3,855,811,0.0074,0.0089,0.9485,0.9492
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.0000,uM,72,hr,1,1045,671,0.0626,0.0702,0.6421,0.6384
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.0000,uM,72,hr,2,1241,807,0.0727,0.0702,0.6503,0.6384
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.0000,uM,72,hr,3,1193,743,0.0753,0.0702,0.6228,0.6384
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.3160,uM,72,hr,1,970,830,0.0234,0.0224,0.8557,0.8561
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.3160,uM,72,hr,2,842,726,0.0194,0.0224,0.8622,0.8561
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,0.3160,uM,72,hr,3,975,829,0.0244,0.0224,0.8503,0.8561
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,1.0000,uM,72,hr,1,975,908,0.0112,0.0121,0.9313,0.9187
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,1.0000,uM,72,hr,2,875,806,0.0116,0.0121,0.9211,0.9187
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,1.0000,uM,72,hr,3,840,759,0.0136,0.0121,0.9036,0.9187
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,3.1600,uM,72,hr,1,977,934,0.0072,0.0072,0.9560,0.9542
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,3.1600,uM,72,hr,2,830,793,0.0062,0.0072,0.9554,0.9542
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,0.3160,0.0316,3.1600,uM,72,hr,3,1001,952,0.0082,0.0072,0.9510,0.9542
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.0000,uM,72,hr,1,1228,917,0.0521,0.0484,0.7467,0.7812
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.0000,uM,72,hr,2,1298,1043,0.0427,0.0484,0.8035,0.7812
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.0000,uM,72,hr,3,1461,1159,0.0506,0.0484,0.7933,0.7812
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.3160,uM,72,hr,1,828,740,0.0147,0.0144,0.8937,0.9001
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.3160,uM,72,hr,2,818,740,0.0131,0.0144,0.9046,0.9001
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,0.3160,uM,72,hr,3,939,847,0.0154,0.0144,0.9020,0.9001
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,1.0000,uM,72,hr,1,1103,1052,0.0085,0.0076,0.9538,0.9544
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,1.0000,uM,72,hr,2,1028,987,0.0069,0.0076,0.9601,0.9544
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,1.0000,uM,72,hr,3,888,843,0.0075,0.0076,0.9493,0.9544
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,3.1600,uM,72,hr,1,762,730,0.0054,0.0058,0.9580,0.9500
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,3.1600,uM,72,hr,2,781,744,0.0062,0.0058,0.9526,0.9500
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,1.0000,0.1000,3.1600,uM,72,hr,3,578,543,0.0059,0.0058,0.9394,0.9500
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.0000,uM,72,hr,1,1023,943,0.0134,0.0124,0.9218,0.9350
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.0000,uM,72,hr,2,963,903,0.0100,0.0124,0.9377,0.9350
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.0000,uM,72,hr,3,1504,1422,0.0137,0.0124,0.9455,0.9350
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.3160,uM,72,hr,1,868,834,0.0057,0.0059,0.9608,0.9563
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.3160,uM,72,hr,2,721,688,0.0055,0.0059,0.9542,0.9563
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,0.3160,uM,72,hr,3,847,808,0.0065,0.0059,0.9540,0.9563
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,1.0000,uM,72,hr,1,1361,1317,0.0074,0.0051,0.9677,0.9739
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,1.0000,uM,72,hr,2,1171,1145,0.0044,0.0051,0.9778,0.9739
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,1.0000,uM,72,hr,3,929,907,0.0037,0.0051,0.9763,0.9739
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,3.1600,uM,72,hr,1,817,795,0.0037,0.0038,0.9731,0.9738
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,3.1600,uM,72,hr,2,839,825,0.0023,0.0038,0.9833,0.9738
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10032-101-1,Saracatinib,3.1600,0.3160,3.1600,uM,72,hr,3,917,885,0.0054,0.0038,0.9651,0.9738
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.0000,uM,72,hr,1,4353,259,0.9599,1.0000,0.0595,0.0618
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.0000,uM,72,hr,2,4661,287,1.0256,1.0000,0.0616,0.0618
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.0000,uM,72,hr,3,4625,298,1.0145,1.0000,0.0644,0.0618
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.3160,uM,72,hr,1,2739,569,0.5088,0.5131,0.2077,0.2141
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.3160,uM,72,hr,2,2874,628,0.5266,0.5131,0.2185,0.2141
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,0.3160,uM,72,hr,3,2741,592,0.5039,0.5131,0.2160,0.2141
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,1.0000,uM,72,hr,1,2644,476,0.5083,0.5260,0.1800,0.1772
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,1.0000,uM,72,hr,2,2691,483,0.5177,0.5260,0.1795,0.1772
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,1.0000,uM,72,hr,3,2843,489,0.5519,0.5260,0.1720,0.1772
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,3.1600,uM,72,hr,1,2254,446,0.4239,0.4392,0.1979,0.1684
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,3.1600,uM,72,hr,2,2129,338,0.4199,0.4392,0.1588,0.1684
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.0000,0.0000,3.1600,uM,72,hr,3,2374,353,0.4739,0.4392,0.1487,0.1684
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.0000,uM,72,hr,1,2157,541,0.3789,0.4016,0.2508,0.2480
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.0000,uM,72,hr,2,2289,595,0.3972,0.4016,0.2599,0.2480
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.0000,uM,72,hr,3,2384,556,0.4286,0.4016,0.2332,0.2480
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.3160,uM,72,hr,1,1368,883,0.1137,0.1195,0.6455,0.6100
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.3160,uM,72,hr,2,1302,783,0.1217,0.1195,0.6014,0.6100
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,0.3160,uM,72,hr,3,1259,734,0.1231,0.1195,0.5830,0.6100
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,1.0000,uM,72,hr,1,1238,740,0.1168,0.1322,0.5977,0.5586
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,1.0000,uM,72,hr,2,1344,776,0.1332,0.1322,0.5774,0.5586
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,1.0000,uM,72,hr,3,1252,627,0.1465,0.1322,0.5008,0.5586
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,3.1600,uM,72,hr,1,1219,713,0.1186,0.1154,0.5849,0.5851
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,3.1600,uM,72,hr,2,1153,685,0.1097,0.1154,0.5941,0.5851
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.1000,0.0100,3.1600,uM,72,hr,3,1187,684,0.1179,0.1154,0.5762,0.5851
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.0000,uM,72,hr,1,2058,623,0.3365,0.3340,0.3027,0.3130
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.0000,uM,72,hr,2,2070,643,0.3346,0.3340,0.3106,0.3130
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.0000,uM,72,hr,3,2094,682,0.3311,0.3340,0.3257,0.3130
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.3160,uM,72,hr,1,1216,918,0.0699,0.0732,0.7549,0.7378
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.3160,uM,72,hr,2,1082,783,0.0701,0.0732,0.7237,0.7378
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,0.3160,uM,72,hr,3,1278,939,0.0795,0.0732,0.7347,0.7378
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,1.0000,uM,72,hr,1,1188,880,0.0722,0.0725,0.7407,0.7217
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,1.0000,uM,72,hr,2,1066,785,0.0659,0.0725,0.7364,0.7217
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,1.0000,uM,72,hr,3,1083,745,0.0792,0.0725,0.6879,0.7217
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,3.1600,uM,72,hr,1,1127,897,0.0539,0.0635,0.7959,0.7648
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,3.1600,uM,72,hr,2,1169,905,0.0619,0.0635,0.7742,0.7648
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,0.3160,0.0316,3.1600,uM,72,hr,3,1157,838,0.0748,0.0635,0.7243,0.7648
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,0.0000,uM,72,hr,1,1931,722,0.2835,0.2943,0.3739,0.3664
50567-3,WM-115,10068-101-1,Vemurafenib,10142-101-6,Trametinib,10020-101-1,Dasatinib,1.0000,0.1000,0.0000,uM,72,hr,2,2011,728,0.3008,0.2943,0.3620,0.3664
