Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Time Point (hr),Time Interval (hr),GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC
51124-1,MCF 10A-H2B-mCherry,10071-101-2,Palbociclib,88.39,11.8,Inf,Inf,0.1807,0.1415,2.5000,0.1081
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,14.50,11.8,0.0054,0.0111,-0.8917,-0.8789,1.6037,0.7582
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,16.47,11.8,0.0034,0.0083,-0.9391,-0.9437,1.3190,0.8401
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,18.43,11.8,0.003,0.0066,-0.9335,-0.9228,1.4098,0.8755
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,20.40,11.8,0.0027,0.0057,-0.9423,-0.9486,1.4238,0.9269
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,22.37,11.8,0.0022,0.0052,-0.9405,-0.9510,1.3001,0.9473
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,24.34,11.8,0.002,0.0046,-0.9432,-0.9101,1.2484,0.9442
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,26.31,11.8,0.0016,0.0039,-0.9101,-0.9124,1.2276,0.9742
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,28.28,11.8,0.0013,0.003,-0.8701,-0.8390,1.2391,0.9847
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,30.24,11.8,0.0011,0.0024,-0.8135,-0.8348,1.2978,1.0177
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,32.22,11.8,0.001,0.0019,-0.8341,-0.7201,1.5049,0.9893
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,34.19,11.8,0.001,0.0016,-0.6566,-0.5868,1.8654,0.9446
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,36.16,11.8,0.0009,0.0015,-0.6475,-0.6132,1.7202,0.9852
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,38.13,11.8,0.0009,0.0013,-0.6497,-0.5740,1.8740,0.9604
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,40.10,11.8,0.0009,0.0013,-0.7602,-0.5270,2.1898,0.9227
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,42.07,11.8,0.0008,0.0012,-0.4692,-0.4467,2.2248,0.8984
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,44.04,11.8,0.0009,0.0011,-0.2097,-0.3273,2.5078,0.8390
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,46.00,11.8,0.0008,0.0011,-0.3949,-0.4741,2.3963,0.9074
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,47.98,11.8,0.0008,0.001,-0.0628,-0.3894,2.6434,0.8589
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,49.95,11.8,0.0008,0.001,0.1595,-0.2136,3.3339,0.7515
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,51.92,11.8,0.0007,0.0009,0.3959,-0.1137,3.3858,0.6843
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,53.89,11.8,Inf,Inf,0.0000,-0.1371,2.5000,0.6254
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,56.36,12.8,Inf,Inf,0.0000,-0.1380,2.5000,0.6797
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,58.33,12.8,Inf,Inf,-0.3263,-0.3780,2.4987,0.6387
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,60.30,12.8,Inf,Inf,-0.3554,-0.6653,2.5000,0.8293
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,62.27,12.8,Inf,Inf,-0.4494,-0.7005,2.5000,0.8507
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,64.24,12.8,0.0006,0.001,-0.2726,-0.5948,3.1044,0.9994
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,66.21,12.8,Inf,Inf,-0.4158,-0.6719,2.5000,0.8786
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,68.68,11.8,0.0011,0.0012,-0.3052,-0.4978,4.9979,0.9495
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,70.65,11.8,Inf,Inf,-0.6937,-0.7735,2.5000,1.0129
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,72.62,11.8,0.0011,0.0012,-0.4139,-0.4353,4.9999,0.9083
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,74.59,11.8,0.0011,0.0012,-0.1346,-0.2979,4.9959,0.7808
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,76.56,11.8,0.0011,0.0012,-0.1940,-0.3600,4.9956,0.8032
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,78.53,11.8,0.0011,0.0012,-0.4490,-0.3760,4.9969,0.8513
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,80.50,11.8,0.0009,0.0011,-0.4560,-0.4969,4.9979,0.8957
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,82.47,11.8,0.0008,0.0008,-0.4992,-0.3263,5.0000,0.8223
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,84.44,11.8,0.0007,0.0008,-0.5000,-0.4460,5.0000,0.9331
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,86.41,11.8,0.0006,0.0007,-0.5000,-0.5432,4.9994,1.0330
51124-1,MCF 10A-H2B-mCherry,10102-101-7,Taxol,88.39,11.8,0.0006,0.0007,-0.5000,-0.6119,5.0000,1.1071
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,14.50,11.8,Inf,Inf,0.6020,0.6432,0.3547,0.2812
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,16.47,11.8,Inf,Inf,0.4895,0.5143,0.2747,0.3240
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,18.43,11.8,Inf,0.0022,0.3943,0.4937,2.5017,0.3567
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,20.40,11.8,Inf,0.0016,0.3724,0.4347,1.8504,0.4166
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,22.37,11.8,0.0038,0.0015,0.2809,0.3571,1.7782,0.4868
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,24.34,11.8,0.0023,0.0014,0.1795,0.2762,1.8365,0.5496
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,26.31,11.8,0.0024,0.0018,0.1118,0.1831,1.6599,0.5994
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,28.28,11.8,0.0024,0.0019,0.1727,0.1684,1.4999,0.6108
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,30.24,11.8,0.0032,0.0024,0.2038,0.1467,1.4251,0.6040
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,32.22,11.8,0.0041,0.003,0.1270,0.1256,1.2096,0.5959
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,34.19,11.8,0.0057,0.0039,0.1750,0.1365,1.2451,0.5626
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,36.16,11.8,0.0058,0.004,0.1620,0.1287,1.1729,0.5671
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,38.13,11.8,0.0074,0.0053,0.1560,0.1209,1.2030,0.5462
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,40.10,11.8,0.0085,0.008,0.0908,0.0817,1.8608,0.5296
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,42.07,11.8,0.0098,0.0098,0.0617,0.0867,3.1683,0.5169
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,44.04,11.8,0.0109,0.0109,0.0743,0.1124,3.2317,0.4865
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,46.00,11.8,0.0114,0.0113,0.0825,0.1163,3.1843,0.4779
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,47.98,11.8,0.0134,0.0129,0.0552,0.1302,3.2813,0.4508
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,49.95,11.8,0.0169,0.0154,0.0853,0.1488,2.3547,0.4333
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,51.92,11.8,0.0198,0.0188,0.0670,0.1281,2.9735,0.4126
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,53.89,11.8,0.0199,0.0196,0.0785,0.0995,3.4830,0.4064
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,56.36,12.8,0.0217,0.0212,0.0706,0.0936,4.0713,0.3913
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,58.33,12.8,0.0222,0.0223,0.0302,0.0515,4.3444,0.4024
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,60.30,12.8,0.0236,0.0232,0.0787,0.0863,5.0000,0.3806
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,62.27,12.8,0.0255,0.0246,0.0151,0.0703,4.3386,0.3770
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,64.24,12.8,0.0312,0.0294,0.0440,0.1264,5.0000,0.3304
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,66.21,12.8,0.0293,0.0275,0.0599,0.1396,5.0000,0.3328
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,68.68,11.8,0.0271,0.0263,0.0288,0.0625,5.0000,0.3792
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,70.65,11.8,0.0304,0.028,0.0121,0.1724,5.0000,0.3478
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,72.62,11.8,0.0314,0.0301,-0.0207,0.1090,5.0000,0.3790
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,74.59,11.8,Inf,Inf,0.0817,0.0886,2.5000,0.3756
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,76.56,11.8,Inf,Inf,-0.0241,0.0501,2.5000,0.4135
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,78.53,11.8,Inf,Inf,-0.0282,0.0198,2.5000,0.4461
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,80.50,11.8,Inf,Inf,-0.0324,0.1443,2.5000,0.3980
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,82.47,11.8,Inf,Inf,-0.0247,0.0349,2.5000,0.5380
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,84.44,11.8,Inf,Inf,0.0511,0.0738,2.5000,0.5285
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,86.41,11.8,Inf,Inf,-0.0396,0.0266,2.5000,0.5563
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,88.39,11.8,Inf,Inf,0.0264,0.0453,2.5000,0.6297
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,14.50,11.8,0.9945,1.8329,-0.1577,-0.3093,1.2875,0.3330
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,16.47,11.8,0.7307,0.8957,-0.1818,-0.1498,1.3691,0.3637
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,18.43,11.8,0.6735,0.7755,-0.1673,-0.1097,1.6052,0.3710
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,20.40,11.8,0.6641,0.7595,-0.1413,-0.1035,1.6441,0.3747
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,22.37,11.8,0.7098,0.8298,-0.1346,-0.1146,1.6857,0.3643
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,24.34,11.8,0.6895,0.8517,-0.1645,-0.1500,1.6640,0.3608
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,26.31,11.8,0.6733,0.833,-0.1566,-0.1645,1.5542,0.3821
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,28.28,11.8,0.7604,0.9676,-0.1673,-0.1921,1.4783,0.3771
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,30.24,11.8,0.863,1.124,-0.2015,-0.2266,1.4654,0.3633
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,32.22,11.8,0.9059,1.1627,-0.1790,-0.2162,1.5077,0.3493
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,34.19,11.8,0.9662,1.1637,-0.1728,-0.1799,1.7595,0.3409
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,36.16,11.8,0.9912,1.2763,-0.1517,-0.2171,1.5287,0.3504
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,38.13,11.8,1.0933,1.5334,-0.1393,-0.2543,1.4988,0.3379
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,40.10,11.8,1.1886,1.5665,-0.1579,-0.2294,1.6202,0.3079
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,42.07,11.8,1.285,1.6088,-0.1099,-0.1795,1.7569,0.2922
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,44.04,11.8,1.3459,1.5822,-0.0929,-0.1342,2.2818,0.2916
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,46.00,11.8,1.5115,1.711,-0.0737,-0.1019,2.8555,0.2966
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,47.98,11.8,1.6757,1.804,-0.0844,-0.0433,3.4402,0.2717
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,49.95,11.8,1.7933,1.8862,-0.0877,-0.0193,3.5303,0.2968
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,51.92,11.8,2.1315,2.1375,-0.0749,0.0429,3.8157,0.2783
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,53.89,11.8,2.3205,2.3162,-0.0685,0.0560,4.1745,0.3126
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,56.36,12.8,2.7127,2.6256,-0.1112,0.0745,4.1340,0.2855
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,58.33,12.8,3.121,3.2846,-0.0803,-0.0654,4.1663,0.2100
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,60.30,12.8,3.0037,3.1465,-0.0371,-0.0795,3.9007,0.2301
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,62.27,12.8,3.9882,3.9503,0.0256,0.0310,5.0000,0.1237
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,64.24,12.8,3.8453,3.8311,0.0082,0.0174,5.0000,0.1712
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,66.21,12.8,3.8725,3.7635,0.0749,0.0914,5.0000,0.1148
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,68.68,11.8,4.1522,4.1031,0.0493,0.0341,5.0000,0.1469
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,70.65,11.8,4.0002,3.6262,0.0895,0.1990,4.9999,0.1728
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,72.62,11.8,Inf,Inf,0.1396,0.1396,0.0000,0.1845
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,74.59,11.8,Inf,Inf,0.0392,0.0407,2.5000,0.2224
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,76.56,11.8,Inf,Inf,0.2240,0.1921,2.5000,0.2324
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,78.53,11.8,Inf,Inf,0.0626,0.1037,2.4991,0.2671
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,80.50,11.8,Inf,Inf,0.2547,0.2547,0.0000,0.2783
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,82.47,11.8,Inf,Inf,0.2104,0.1892,2.5000,0.2370
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,84.44,11.8,Inf,Inf,0.0363,-0.0010,2.5000,0.2746
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,86.41,11.8,Inf,Inf,0.1733,0.1489,2.5000,0.2719
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,88.39,11.8,Inf,Inf,0.1389,0.0902,2.5000,0.4167
