Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Replicate,Assay Well,Timepoint,Timepoint Unit,Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Relative Cell Count,Relative Growth Rate After Treatment
50105-3,BT-20,10479-102-1,Mitoxantrone,1.11,uM,LJP6,3,C21,72,hr,1657,1550,5505,0.2815,-0.0280
50105-3,BT-20,10057-102-1,MK2206,1.11,uM,LJP6,1,F03,72,hr,1657,3468,5505,0.6299,0.4705
50105-3,BT-20,10057-102-1,MK2206,1.11,uM,LJP6,2,F03,72,hr,1657,3650,5505,0.6630,0.5178
50105-3,BT-20,10057-102-1,MK2206,1.11,uM,LJP6,3,F03,72,hr,1657,3498,5505,0.6354,0.4783
50105-3,BT-20,10018-101-1,Neratinib,1.11,uM,LJP5,1,A15,72,hr,1657,3874,5505,0.7036,0.5760
50105-3,BT-20,10018-101-1,Neratinib,1.11,uM,LJP5,2,A15,72,hr,1657,3988,5505,0.7243,0.6056
50105-3,BT-20,10018-101-1,Neratinib,1.11,uM,LJP5,3,A15,72,hr,1657,3521,5505,0.6395,0.4842
50105-3,BT-20,10099-101-1,Nilotinib,1.11,uM,LJP5,1,N15,72,hr,1657,5255,5505,0.9545,0.9349
50105-3,BT-20,10099-101-1,Nilotinib,1.11,uM,LJP5,2,N15,72,hr,1657,5514,5505,1.0015,1.0022
50105-3,BT-20,10099-101-1,Nilotinib,1.11,uM,LJP5,3,N15,72,hr,1657,5237,5505,0.9512,0.9302
50105-3,BT-20,10151-101-1,Nintedanib,1.11,uM,LJP6,1,H03,72,hr,1657,4669,5505,0.8480,0.7826
50105-3,BT-20,10151-101-1,Nintedanib,1.11,uM,LJP6,2,H03,72,hr,1657,5097,5505,0.9258,0.8938
50105-3,BT-20,10151-101-1,Nintedanib,1.11,uM,LJP6,3,H03,72,hr,1657,4664,5505,0.8471,0.7813
50105-3,BT-20,10061-101-1,NU7441,1.11,uM,LJP5,1,C09,72,hr,1657,5973,5505,1.0849,1.1215
50105-3,BT-20,10061-101-1,NU7441,1.11,uM,LJP5,2,C09,72,hr,1657,5268,5505,0.9568,0.9382
50105-3,BT-20,10061-101-1,NU7441,1.11,uM,LJP5,3,C09,72,hr,1657,5556,5505,1.0091,1.0131
50105-3,BT-20,10232-101-1,Dactolisib,1.11,uM,LJP5,1,M15,72,hr,1657,1968,5505,0.3575,0.0806
50105-3,BT-20,10232-101-1,Dactolisib,1.11,uM,LJP5,2,M15,72,hr,1657,1985,5505,0.3605,0.0850
50105-3,BT-20,10232-101-1,Dactolisib,1.11,uM,LJP5,3,M15,72,hr,1657,1928,5505,0.3502,0.0702
50105-3,BT-20,10024-101-1,NVP-TAE684,1.11,uM,LJP6,1,K15,72,hr,1657,4437,5505,0.8059,0.7223
50105-3,BT-20,10024-101-1,NVP-TAE684,1.11,uM,LJP6,2,K15,72,hr,1657,4072,5505,0.7396,0.6274
50105-3,BT-20,10024-101-1,NVP-TAE684,1.11,uM,LJP6,3,K15,72,hr,1657,4317,5505,0.7841,0.6911
50105-3,BT-20,10071-101-1,Palbociclib,1.11,uM,LJP6,1,E15,72,hr,1657,2587,5505,0.4699,0.2415
50105-3,BT-20,10071-101-1,Palbociclib,1.11,uM,LJP6,2,E15,72,hr,1657,2424,5505,0.4403,0.1991
50105-3,BT-20,10071-101-1,Palbociclib,1.11,uM,LJP6,3,E15,72,hr,1657,2649,5505,0.4811,0.2576
50105-3,BT-20,10101-101-1,PD0325901,1.11,uM,LJP5,1,C03,72,hr,1657,4542,5505,0.8250,0.7496
50105-3,BT-20,10101-101-1,PD0325901,1.11,uM,LJP5,2,C03,72,hr,1657,4768,5505,0.8660,0.8083
50105-3,BT-20,10101-101-1,PD0325901,1.11,uM,LJP5,3,C03,72,hr,1657,5051,5505,0.9174,0.8818
50105-3,BT-20,10101-101-1,PD0325901,1.11,uM,LJP6,1,E03,72,hr,1657,3865,5505,0.7020,0.5736
50105-3,BT-20,10101-101-1,PD0325901,1.11,uM,LJP6,2,E03,72,hr,1657,4641,5505,0.8430,0.7753
50105-3,BT-20,10101-101-1,PD0325901,1.11,uM,LJP6,3,E03,72,hr,1657,4550,5505,0.8264,0.7516
50105-3,BT-20,10026-101-1,PD173074,1.11,uM,LJP6,1,I09,72,hr,1657,6304,5505,1.1450,1.2075
50105-3,BT-20,10026-101-1,PD173074,1.11,uM,LJP6,2,I09,72,hr,1657,6582,5505,1.1955,1.2797
50105-3,BT-20,10026-101-1,PD173074,1.11,uM,LJP6,3,I09,72,hr,1657,6243,5505,1.1339,1.1916
50105-3,BT-20,10048-101-1,PD184352,1.11,uM,LJP5,1,L09,72,hr,1657,5492,5505,0.9975,0.9965
50105-3,BT-20,10048-101-1,PD184352,1.11,uM,LJP5,2,L09,72,hr,1657,5706,5505,1.0364,1.0521
50105-3,BT-20,10048-101-1,PD184352,1.11,uM,LJP5,3,L09,72,hr,1657,5340,5505,0.9699,0.9570
50105-3,BT-20,10159-101-1,Pelitinib,1.11,uM,LJP5,1,I15,72,hr,1657,4328,5505,0.7861,0.6940
50105-3,BT-20,10159-101-1,Pelitinib,1.11,uM,LJP5,2,I15,72,hr,1657,4522,5505,0.8213,0.7444
50105-3,BT-20,10159-101-1,Pelitinib,1.11,uM,LJP5,3,I15,72,hr,1657,4257,5505,0.7732,0.6755
50105-3,BT-20,10116-101-1,PF431396,1.11,uM,LJP5,1,E09,72,hr,1657,2566,5505,0.4661,0.2360
50105-3,BT-20,10116-101-1,PF431396,1.11,uM,LJP5,2,E09,72,hr,1657,2316,5505,0.4207,0.1711
50105-3,BT-20,10116-101-1,PF431396,1.11,uM,LJP5,3,E09,72,hr,1657,2303,5505,0.4183,0.1677
50105-3,BT-20,10112-101-1,PF477736,1.11,uM,LJP5,1,J21,72,hr,1657,5183,5505,0.9414,0.9162
50105-3,BT-20,10112-101-1,PF477736,1.11,uM,LJP5,2,J21,72,hr,1657,5155,5505,0.9363,0.9089
50105-3,BT-20,10112-101-1,PF477736,1.11,uM,LJP5,3,J21,72,hr,1657,5324,5505,0.9670,0.9528
50105-3,BT-20,10072-101-1,PF562271,1.11,uM,LJP6,1,F15,72,hr,1657,3222,5505,0.5852,0.4065
50105-3,BT-20,10072-101-1,PF562271,1.11,uM,LJP6,2,F15,72,hr,1657,3098,5505,0.5627,0.3743
50105-3,BT-20,10072-101-1,PF562271,1.11,uM,LJP6,3,F15,72,hr,1657,4015,5505,0.7293,0.6126
50105-3,BT-20,10125-101-1,PHA-665752,1.11,uM,LJP5,1,F15,72,hr,1657,5626,5505,1.0219,1.0313
50105-3,BT-20,10125-101-1,PHA-665752,1.11,uM,LJP5,2,F15,72,hr,1657,5511,5505,1.0010,1.0014
50105-3,BT-20,10125-101-1,PHA-665752,1.11,uM,LJP5,3,F15,72,hr,1657,5955,5505,1.0816,1.1168
50105-3,BT-20,10073-101-1,PHA-793887,1.11,uM,LJP6,1,E21,72,hr,1657,1700,5505,0.3088,0.0110
50105-3,BT-20,10073-101-1,PHA-793887,1.11,uM,LJP6,2,E21,72,hr,1657,1940,5505,0.3524,0.0734
50105-3,BT-20,10073-101-1,PHA-793887,1.11,uM,LJP6,3,E21,72,hr,1657,2314,5505,0.4203,0.1706
50105-3,BT-20,10126-101-1,PI103,1.11,uM,LJP6,1,I15,72,hr,1657,1664,5505,0.3022,0.0016
50105-3,BT-20,10126-101-1,PI103,1.11,uM,LJP6,2,I15,72,hr,1657,1770,5505,0.3215,0.0292
50105-3,BT-20,10126-101-1,PI103,1.11,uM,LJP6,3,I15,72,hr,1657,1813,5505,0.3293,0.0403
50105-3,BT-20,10049-101-1,PLX-4720,1.11,uM,LJP5,1,K03,72,hr,1657,5549,5505,1.0079,1.0113
50105-3,BT-20,10049-101-1,PLX-4720,1.11,uM,LJP5,2,K03,72,hr,1657,5504,5505,0.9997,0.9996
50105-3,BT-20,10049-101-1,PLX-4720,1.11,uM,LJP5,3,K03,72,hr,1657,5498,5505,0.9986,0.9980
50105-3,BT-20,10075-101-1,QL-X-138,1.11,uM,LJP6,1,F21,72,hr,1657,2938,5505,0.5336,0.3327
50105-3,BT-20,10075-101-1,QL-X-138,1.11,uM,LJP6,2,F21,72,hr,1657,3089,5505,0.5611,0.3720
50105-3,BT-20,10075-101-1,QL-X-138,1.11,uM,LJP6,3,F21,72,hr,1657,3457,5505,0.6279,0.4676
50105-3,BT-20,10077-101-1,QL-XII-47,1.11,uM,LJP6,1,O21,72,hr,1657,1860,5505,0.3378,0.0526
50105-3,BT-20,10077-101-1,QL-XII-47,1.11,uM,LJP6,2,O21,72,hr,1657,1697,5505,0.3082,0.0102
50105-3,BT-20,10077-101-1,QL-XII-47,1.11,uM,LJP6,3,O21,72,hr,1657,1628,5505,0.2957,-0.0077
50105-3,BT-20,10480-101-1,Radicicol,1.11,uM,LJP5,1,K09,72,hr,1657,1984,5505,0.3604,0.0848
50105-3,BT-20,10480-101-1,Radicicol,1.11,uM,LJP5,2,K09,72,hr,1657,1878,5505,0.3411,0.0572
50105-3,BT-20,10480-101-1,Radicicol,1.11,uM,LJP5,3,K09,72,hr,1657,1814,5505,0.3295,0.0406
50105-3,BT-20,10480-101-1,Radicicol,1.11,uM,LJP6,1,K09,72,hr,1657,2049,5505,0.3722,0.1017
50105-3,BT-20,10480-101-1,Radicicol,1.11,uM,LJP6,2,K09,72,hr,1657,1964,5505,0.3567,0.0796
50105-3,BT-20,10480-101-1,Radicicol,1.11,uM,LJP6,3,K09,72,hr,1657,1795,5505,0.3260,0.0357
50105-3,BT-20,10001-101-1,Seliciclib,1.11,uM,LJP5,1,J03,72,hr,1657,4597,5505,0.8350,0.7639
50105-3,BT-20,10001-101-1,Seliciclib,1.11,uM,LJP5,2,J03,72,hr,1657,4956,5505,0.9002,0.8572
50105-3,BT-20,10001-101-1,Seliciclib,1.11,uM,LJP5,3,J03,72,hr,1657,4738,5505,0.8606,0.8005
50105-3,BT-20,10138-105-1,Ruxolitinib,1.11,uM,LJP5,1,O15,72,hr,1657,4914,5505,0.8925,0.8462
50105-3,BT-20,10138-105-1,Ruxolitinib,1.11,uM,LJP5,2,O15,72,hr,1657,5210,5505,0.9463,0.9232
50105-3,BT-20,10138-105-1,Ruxolitinib,1.11,uM,LJP5,3,O15,72,hr,1657,5019,5505,0.9116,0.8735
50105-3,BT-20,10148-101-1,XL147,1.11,uM,LJP5,1,G09,72,hr,1657,5418,5505,0.9841,0.9772
50105-3,BT-20,10148-101-1,XL147,1.11,uM,LJP5,2,G09,72,hr,1657,5178,5505,0.9405,0.9149
50105-3,BT-20,10148-101-1,XL147,1.11,uM,LJP5,3,G09,72,hr,1657,5199,5505,0.9443,0.9203
50105-3,BT-20,10032-101-1,Saracatinib,1.11,uM,LJP6,1,D09,72,hr,1657,3918,5505,0.7116,0.5874
50105-3,BT-20,10032-101-1,Saracatinib,1.11,uM,LJP6,2,D09,72,hr,1657,4215,5505,0.7656,0.6646
50105-3,BT-20,10032-101-1,Saracatinib,1.11,uM,LJP6,3,D09,72,hr,1657,4905,5505,0.8909,0.8439
50105-3,BT-20,10056-101-1,Selumetinib,1.11,uM,LJP6,1,M09,72,hr,1657,5818,5505,1.0567,1.0812
50105-3,BT-20,10056-101-1,Selumetinib,1.11,uM,LJP6,2,M09,72,hr,1657,5785,5505,1.0507,1.0726
50105-3,BT-20,10056-101-1,Selumetinib,1.11,uM,LJP6,3,M09,72,hr,1657,5599,5505,1.0170,1.0243
50105-3,BT-20,10052-101-1,Sirolimus,1.11,uM,LJP6,1,L15,72,hr,1657,3668,5505,0.6662,0.5224
50105-3,BT-20,10052-101-1,Sirolimus,1.11,uM,LJP6,2,L15,72,hr,1657,3914,5505,0.7109,0.5864
50105-3,BT-20,10052-101-1,Sirolimus,1.11,uM,LJP6,3,L15,72,hr,1657,3474,5505,0.6310,0.4720
50105-3,BT-20,10008-101-1,Sorafenib,1.11,uM,LJP6,1,B09,72,hr,1657,4637,5505,0.8422,0.7743
50105-3,BT-20,10008-101-1,Sorafenib,1.11,uM,LJP6,2,B09,72,hr,1657,4689,5505,0.8517,0.7878
50105-3,BT-20,10008-101-1,Sorafenib,1.11,uM,LJP6,3,B09,72,hr,1657,4845,5505,0.8800,0.8283
50105-3,BT-20,10119-101-1,SU11274,1.11,uM,LJP5,1,J09,72,hr,1657,4941,5505,0.8974,0.8533
50105-3,BT-20,10119-101-1,SU11274,1.11,uM,LJP5,2,J09,72,hr,1657,5489,5505,0.9970,0.9957
50105-3,BT-20,10119-101-1,SU11274,1.11,uM,LJP5,3,J09,72,hr,1657,5433,5505,0.9868,0.9811
50105-3,BT-20,10141-101-1,Fedratinib,1.11,uM,LJP5,1,L03,72,hr,1657,4693,5505,0.8524,0.7888
50105-3,BT-20,10141-101-1,Fedratinib,1.11,uM,LJP5,2,L03,72,hr,1657,4975,5505,0.9036,0.8621
50105-3,BT-20,10141-101-1,Fedratinib,1.11,uM,LJP5,3,L03,72,hr,1657,4655,5505,0.8455,0.7789
50105-3,BT-20,10171-101-1,TGX221,1.11,uM,LJP5,1,H21,72,hr,1657,5535,5505,1.0053,1.0076
50105-3,BT-20,10171-101-1,TGX221,1.11,uM,LJP5,2,H21,72,hr,1657,5412,5505,0.9830,0.9757
50105-3,BT-20,10171-101-1,TGX221,1.11,uM,LJP5,3,H21,72,hr,1657,5400,5505,0.9808,0.9725
50105-3,BT-20,10079-101-1,Torin1,1.11,uM,LJP6,1,O15,72,hr,1657,1287,5505,0.2338,-0.0963
50105-3,BT-20,10079-101-1,Torin1,1.11,uM,LJP6,2,O15,72,hr,1657,1386,5505,0.2517,-0.0706
50105-3,BT-20,10079-101-1,Torin1,1.11,uM,LJP6,3,O15,72,hr,1657,1680,5505,0.3051,0.0058
50105-3,BT-20,10080-101-1,Torin2,1.11,uM,LJP5,1,I21,72,hr,1657,1319,5505,0.2396,-0.0880
50105-3,BT-20,10080-101-1,Torin2,1.11,uM,LJP5,2,I21,72,hr,1657,1191,5505,0.2163,-0.1213
50105-3,BT-20,10080-101-1,Torin2,1.11,uM,LJP5,3,I21,72,hr,1657,1425,5505,0.2588,-0.0605
50105-3,BT-20,10021-101-1,Tozasertib,1.11,uM,LJP5,1,B15,72,hr,1657,1702,5505,0.3091,0.0115
50105-3,BT-20,10021-101-1,Tozasertib,1.11,uM,LJP5,2,B15,72,hr,1657,1785,5505,0.3242,0.0331
50105-3,BT-20,10021-101-1,Tozasertib,1.11,uM,LJP5,3,B15,72,hr,1657,1709,5505,0.3104,0.0133
50105-3,BT-20,10142-101-1,Trametinib,1.11,uM,LJP5,1,P21,72,hr,1657,3977,5505,0.7224,0.6027
50105-3,BT-20,10142-101-1,Trametinib,1.11,uM,LJP5,2,P21,72,hr,1657,4480,5505,0.8137,0.7335
50105-3,BT-20,10142-101-1,Trametinib,1.11,uM,LJP5,3,P21,72,hr,1657,4419,5505,0.8026,0.7176
50105-3,BT-20,10111-101-1,TWS119,1.11,uM,LJP5,1,M03,72,hr,1657,5333,5505,0.9686,0.9551
50105-3,BT-20,10111-101-1,TWS119,1.11,uM,LJP5,2,M03,72,hr,1657,5678,5505,1.0313,1.0448
50105-3,BT-20,10111-101-1,TWS119,1.11,uM,LJP5,3,M03,72,hr,1657,5139,5505,0.9334,0.9047
50105-3,BT-20,10068-101-1,Vemurafenib,1.11,uM,LJP5,1,C15,72,hr,1657,5638,5505,1.0240,1.0344
50105-3,BT-20,10068-101-1,Vemurafenib,1.11,uM,LJP5,2,C15,72,hr,1657,5356,5505,0.9728,0.9611
50105-3,BT-20,10068-101-1,Vemurafenib,1.11,uM,LJP5,3,C15,72,hr,1657,5637,5505,1.0239,1.0341
50105-3,BT-20,10481-101-1,Withaferin A,1.11,uM,LJP5,1,G15,72,hr,1657,1385,5505,0.2516,-0.0709
50105-3,BT-20,10481-101-1,Withaferin A,1.11,uM,LJP5,2,G15,72,hr,1657,1373,5505,0.2494,-0.0740
50105-3,BT-20,10481-101-1,Withaferin A,1.11,uM,LJP5,3,G15,72,hr,1657,1534,5505,0.2786,-0.0322
50105-3,BT-20,10481-101-1,Withaferin A,1.11,uM,LJP6,1,G15,72,hr,1657,1184,5505,0.2151,-0.1231
50105-3,BT-20,10481-101-1,Withaferin A,1.11,uM,LJP6,2,G15,72,hr,1657,1380,5505,0.2507,-0.0722
50105-3,BT-20,10481-101-1,Withaferin A,1.11,uM,LJP6,3,G15,72,hr,1657,1346,5505,0.2445,-0.0810
50105-3,BT-20,10064-101-1,WYE-125132,1.11,uM,LJP6,1,L09,72,hr,1657,2219,5505,0.4030,0.1459
50105-3,BT-20,10064-101-1,WYE-125132,1.11,uM,LJP6,2,L09,72,hr,1657,2348,5505,0.4265,0.1794
50105-3,BT-20,10064-101-1,WYE-125132,1.11,uM,LJP6,3,L09,72,hr,1657,2134,5505,0.3876,0.1238
50105-3,BT-20,10084-101-1,WZ3105,1.11,uM,LJP5,1,D21,72,hr,1657,1513,5505,0.2748,-0.0376
50105-3,BT-20,10084-101-1,WZ3105,1.11,uM,LJP5,2,D21,72,hr,1657,1523,5505,0.2766,-0.0350
50105-3,BT-20,10084-101-1,WZ3105,1.11,uM,LJP5,3,D21,72,hr,1657,1789,5505,0.3249,0.0341
50105-3,BT-20,10086-101-1,XMD11-50,1.11,uM,LJP6,1,P09,72,hr,1657,4058,5505,0.7371,0.6238
50105-3,BT-20,10086-101-1,XMD11-50,1.11,uM,LJP6,2,P09,72,hr,1657,4095,5505,0.7438,0.6334
50105-3,BT-20,10086-101-1,XMD11-50,1.11,uM,LJP6,3,P09,72,hr,1657,4122,5505,0.7487,0.6404
50105-3,BT-20,10149-102-1,Y39983,1.11,uM,LJP6,1,P03,72,hr,1657,4628,5505,0.8406,0.7719
50105-3,BT-20,10149-102-1,Y39983,1.11,uM,LJP6,2,P03,72,hr,1657,4633,5505,0.8415,0.7732
50105-3,BT-20,10149-102-1,Y39983,1.11,uM,LJP6,3,P03,72,hr,1657,4771,5505,0.8666,0.8091
50105-3,BT-20,10109-101-1,YM 201636,1.11,uM,LJP5,1,N09,72,hr,1657,4344,5505,0.7890,0.6981
50105-3,BT-20,10109-101-1,YM 201636,1.11,uM,LJP5,2,N09,72,hr,1657,5082,5505,0.9231,0.8899
50105-3,BT-20,10109-101-1,YM 201636,1.11,uM,LJP5,3,N09,72,hr,1657,4514,5505,0.8199,0.7423
50105-3,BT-20,10053-101-1,ZSTK474,1.11,uM,LJP6,1,M15,72,hr,1657,2024,5505,0.3676,0.0952
50105-3,BT-20,10053-101-1,ZSTK474,1.11,uM,LJP6,2,M15,72,hr,1657,2353,5505,0.4274,0.1807
50105-3,BT-20,10053-101-1,ZSTK474,1.11,uM,LJP6,3,M15,72,hr,1657,2185,5505,0.3969,0.1370
50105-3,BT-20,10133-101-1,Afatinib,3.33,uM,LJP6,1,G20,72,hr,1657,4955,5505,0.9000,0.8569
50105-3,BT-20,10133-101-1,Afatinib,3.33,uM,LJP6,2,G20,72,hr,1657,5303,5505,0.9632,0.9473
50105-3,BT-20,10133-101-1,Afatinib,3.33,uM,LJP6,3,G20,72,hr,1657,4305,5505,0.7819,0.6880
50105-3,BT-20,10035-101-1,Sigma A6730,3.33,uM,LJP5,1,B20,72,hr,1657,4988,5505,0.9060,0.8655
50105-3,BT-20,10035-101-1,Sigma A6730,3.33,uM,LJP5,2,B20,72,hr,1657,4894,5505,0.8889,0.8410
50105-3,BT-20,10035-101-1,Sigma A6730,3.33,uM,LJP5,3,B20,72,hr,1657,5450,5505,0.9899,0.9855
50105-3,BT-20,10011-101-1,Alvocidib,3.33,uM,LJP6,1,A14,72,hr,1657,1164,5505,0.2114,-0.1283
50105-3,BT-20,10011-101-1,Alvocidib,3.33,uM,LJP6,2,A14,72,hr,1657,1007,5505,0.1829,-0.1691
50105-3,BT-20,10011-101-1,Alvocidib,3.33,uM,LJP6,3,A14,72,hr,1657,1394,5505,0.2532,-0.0685
50105-3,BT-20,10004-101-1,AT-7519,3.33,uM,LJP6,1,K02,72,hr,1657,1260,5505,0.2289,-0.1034
50105-3,BT-20,10004-101-1,AT-7519,3.33,uM,LJP6,2,K02,72,hr,1657,1094,5505,0.1987,-0.1465
50105-3,BT-20,10004-101-1,AT-7519,3.33,uM,LJP6,3,K02,72,hr,1657,1297,5505,0.2356,-0.0937
50105-3,BT-20,10158-101-1,AZD 5438,3.33,uM,LJP6,1,J02,72,hr,1657,1653,5505,0.3002,-0.0012
50105-3,BT-20,10158-101-1,AZD 5438,3.33,uM,LJP6,2,J02,72,hr,1657,1503,5505,0.2730,-0.0402
50105-3,BT-20,10158-101-1,AZD 5438,3.33,uM,LJP6,3,J02,72,hr,1657,1815,5505,0.3297,0.0409
50105-3,BT-20,10059-101-1,AZD-6482,3.33,uM,LJP5,1,I02,72,hr,1657,2316,5505,0.4207,0.1711
50105-3,BT-20,10059-101-1,AZD-6482,3.33,uM,LJP5,2,I02,72,hr,1657,2605,5505,0.4732,0.2462
50105-3,BT-20,10059-101-1,AZD-6482,3.33,uM,LJP5,3,I02,72,hr,1657,2463,5505,0.4474,0.2093
50105-3,BT-20,10006-101-1,AZD7762,3.33,uM,LJP6,1,L02,72,hr,1657,1660,5505,0.3015,0.0006
50105-3,BT-20,10006-101-1,AZD7762,3.33,uM,LJP6,2,L02,72,hr,1657,1615,5505,0.2933,-0.0111
50105-3,BT-20,10006-101-1,AZD7762,3.33,uM,LJP6,3,L02,72,hr,1657,1383,5505,0.2512,-0.0714
50105-3,BT-20,10007-101-1,AZD8055,3.33,uM,LJP6,1,A08,72,hr,1657,1723,5505,0.3130,0.0170
50105-3,BT-20,10007-101-1,AZD8055,3.33,uM,LJP6,2,A08,72,hr,1657,1906,5505,0.3462,0.0645
50105-3,BT-20,10007-101-1,AZD8055,3.33,uM,LJP6,3,A08,72,hr,1657,1850,5505,0.3360,0.0500
50105-3,BT-20,10164-101-1,AZD8330,3.33,uM,LJP5,1,G20,72,hr,1657,4605,5505,0.8364,0.7659
50105-3,BT-20,10164-101-1,AZD8330,3.33,uM,LJP5,2,G20,72,hr,1657,4402,5505,0.7995,0.7132
50105-3,BT-20,10164-101-1,AZD8330,3.33,uM,LJP5,3,G20,72,hr,1657,4682,5505,0.8504,0.7860
50105-3,BT-20,10067-101-1,Barasertib,3.33,uM,LJP5,1,D08,72,hr,1657,2250,5505,0.4087,0.1539
50105-3,BT-20,10067-101-1,Barasertib,3.33,uM,LJP5,2,D08,72,hr,1657,2194,5505,0.3985,0.1394
50105-3,BT-20,10067-101-1,Barasertib,3.33,uM,LJP5,3,D08,72,hr,1657,2432,5505,0.4417,0.2012
50105-3,BT-20,10041-101-1,BI-2536,3.33,uM,LJP6,1,D14,72,hr,1657,1695,5505,0.3079,0.0097
50105-3,BT-20,10041-101-1,BI-2536,3.33,uM,LJP6,2,D14,72,hr,1657,1575,5505,0.2861,-0.0215
50105-3,BT-20,10041-101-1,BI-2536,3.33,uM,LJP6,3,D14,72,hr,1657,1620,5505,0.2942,-0.0098
50105-3,BT-20,10028-102-1,BMS345541,3.33,uM,LJP6,1,D02,72,hr,1657,4552,5505,0.8268,0.7522
50105-3,BT-20,10028-102-1,BMS345541,3.33,uM,LJP6,2,D02,72,hr,1657,4640,5505,0.8428,0.7750
50105-3,BT-20,10028-102-1,BMS345541,3.33,uM,LJP6,3,D02,72,hr,1657,4256,5505,0.7730,0.6752
50105-3,BT-20,10132-101-1,SNS-032,3.33,uM,LJP6,1,H14,72,hr,1657,901,5505,0.1637,-0.1967
50105-3,BT-20,10132-101-1,SNS-032,3.33,uM,LJP6,2,H14,72,hr,1657,1145,5505,0.2080,-0.1333
50105-3,BT-20,10132-101-1,SNS-032,3.33,uM,LJP6,3,H14,72,hr,1657,1066,5505,0.1936,-0.1538
50105-3,BT-20,10234-101-1,GDC-0980,3.33,uM,LJP5,1,K20,72,hr,1657,1283,5505,0.2330,-0.0974
50105-3,BT-20,10234-101-1,GDC-0980,3.33,uM,LJP5,2,K20,72,hr,1657,1345,5505,0.2443,-0.0813
50105-3,BT-20,10234-101-1,GDC-0980,3.33,uM,LJP5,3,K20,72,hr,1657,1211,5505,0.2200,-0.1161
50105-3,BT-20,10122-101-1,NVP-AEW541,3.33,uM,LJP5,1,E14,72,hr,1657,5731,5505,1.0409,1.0586
50105-3,BT-20,10122-101-1,NVP-AEW541,3.33,uM,LJP5,2,E14,72,hr,1657,5707,5505,1.0366,1.0523
50105-3,BT-20,10122-101-1,NVP-AEW541,3.33,uM,LJP5,3,E14,72,hr,1657,6075,5505,1.1034,1.1480
50105-3,BT-20,10046-101-1,SB590885,3.33,uM,LJP5,1,L14,72,hr,1657,5456,5505,0.9910,0.9871
50105-3,BT-20,10046-101-1,SB590885,3.33,uM,LJP5,2,L14,72,hr,1657,5764,5505,1.0469,1.0671
50105-3,BT-20,10046-101-1,SB590885,3.33,uM,LJP5,3,L14,72,hr,1657,5700,5505,1.0353,1.0505
50105-3,BT-20,10190-101-1,PIK-93,3.33,uM,LJP5,1,K14,72,hr,1657,4155,5505,0.7547,0.6490
50105-3,BT-20,10190-101-1,PIK-93,3.33,uM,LJP5,2,K14,72,hr,1657,4284,5505,0.7781,0.6825
50105-3,BT-20,10190-101-1,PIK-93,3.33,uM,LJP5,3,K14,72,hr,1657,4343,5505,0.7888,0.6979
50105-3,BT-20,10031-101-1,KIN001-043,3.33,uM,LJP6,1,C08,72,hr,1657,5277,5505,0.9585,0.9406
50105-3,BT-20,10031-101-1,KIN001-043,3.33,uM,LJP6,2,C08,72,hr,1657,5534,5505,1.0051,1.0074
50105-3,BT-20,10031-101-1,KIN001-043,3.33,uM,LJP6,3,C08,72,hr,1657,5615,5505,1.0199,1.0284
50105-3,BT-20,10233-101-1,Alpelisib,3.33,uM,LJP5,1,N02,72,hr,1657,1990,5505,0.3615,0.0863
50105-3,BT-20,10233-101-1,Alpelisib,3.33,uM,LJP5,2,N02,72,hr,1657,2070,5505,0.3760,0.1071
50105-3,BT-20,10233-101-1,Alpelisib,3.33,uM,LJP5,3,N02,72,hr,1657,2301,5505,0.4179,0.1672
50105-3,BT-20,10161-101-1,Luminespib,3.33,uM,LJP5,1,H14,72,hr,1657,1738,5505,0.3157,0.0209
50105-3,BT-20,10161-101-1,Luminespib,3.33,uM,LJP5,2,H14,72,hr,1657,1754,5505,0.3186,0.0250
50105-3,BT-20,10161-101-1,Luminespib,3.33,uM,LJP5,3,H14,72,hr,1657,1830,5505,0.3324,0.0448
50105-3,BT-20,10045-101-1,A443654,3.33,uM,LJP6,1,I20,72,hr,1657,1008,5505,0.1831,-0.1689
50105-3,BT-20,10045-101-1,A443654,3.33,uM,LJP6,2,I20,72,hr,1657,1100,5505,0.1998,-0.1450
50105-3,BT-20,10045-101-1,A443654,3.33,uM,LJP6,3,I20,72,hr,1657,1320,5505,0.2398,-0.0878
50105-3,BT-20,10063-102-1,OSI-027,3.33,uM,LJP6,1,E08,72,hr,1657,2176,5505,0.3952,0.1347
50105-3,BT-20,10063-102-1,OSI-027,3.33,uM,LJP6,2,E08,72,hr,1657,2685,5505,0.4877,0.2670
50105-3,BT-20,10063-102-1,OSI-027,3.33,uM,LJP6,3,E08,72,hr,1657,2938,5505,0.5336,0.3327
50105-3,BT-20,10087-101-1,XMD11-85h,3.33,uM,LJP6,1,P20,72,hr,1657,5097,5505,0.9258,0.8938
50105-3,BT-20,10087-101-1,XMD11-85h,3.33,uM,LJP6,2,P20,72,hr,1657,5295,5505,0.9617,0.9453
50105-3,BT-20,10087-101-1,XMD11-85h,3.33,uM,LJP6,3,P20,72,hr,1657,4960,5505,0.9009,0.8582
