Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well,Biological Replicate
50583-4,MCF 10A,10020-101-5,Dasatinib,1.7783,491,253,8031,-0.1517,2,F13,2
50583-4,MCF 10A,10020-101-5,Dasatinib,1.7783,491,290,8031,-0.1225,2,L16,2
50583-4,MCF 10A,10020-101-5,Dasatinib,3.1623,491,202,8031,-0.1978,2,C15,2
50583-4,MCF 10A,10020-101-5,Dasatinib,3.1623,491,238,8031,-0.1645,2,E18,2
50583-4,MCF 10A,10020-101-5,Dasatinib,10,491,205,8031,-0.1948,2,F05,2
50583-4,MCF 10A,10020-101-5,Dasatinib,10,491,221,8031,-0.1797,2,N03,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.0010833,491,7624,8031,0.9744,2,E12,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.0010833,491,7252,8031,0.9500,2,E15,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.0033333,491,7724,8031,0.9808,2,D12,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.0033333,491,7764,8031,0.9833,2,L11,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.01,491,7882,8031,0.9907,2,E09,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.01,491,6797,8031,0.9189,2,H16,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.018333,491,7987,8031,0.9973,2,J08,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.018333,491,7080,8031,0.9384,2,M07,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.031667,491,6491,8031,0.8971,2,J16,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.031667,491,6795,8031,0.9188,2,L14,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.056667,491,5645,8031,0.8325,2,F14,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.056667,491,4898,8031,0.7691,2,H04,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.1,491,4410,8031,0.7237,2,E05,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.1,491,4485,8031,0.7309,2,I13,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.17783,491,3122,8031,0.5821,2,C14,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.17783,491,3630,8031,0.6424,2,J21,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,491,1858,8031,0.3910,2,D04,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,491,2384,8031,0.4798,2,G03,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,491,2090,8031,0.4322,2,M06,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.56234,491,1528,8031,0.3252,2,J06,2
50583-4,MCF 10A,10250-101-3,Etoposide,0.56234,491,1216,8031,0.2522,2,L03,2
50583-4,MCF 10A,10250-101-3,Etoposide,1,491,708,8031,0.0950,2,E13,2
50583-4,MCF 10A,10250-101-3,Etoposide,1,491,673,8031,0.0813,2,M05,2
50583-4,MCF 10A,10250-101-3,Etoposide,1.7783,491,656,8031,0.0745,2,F20,2
50583-4,MCF 10A,10250-101-3,Etoposide,1.7783,491,594,8031,0.0483,2,N10,2
50583-4,MCF 10A,10250-101-3,Etoposide,3.1623,491,635,8031,0.0658,2,J04,2
50583-4,MCF 10A,10250-101-3,Etoposide,3.1623,491,546,8031,0.0266,2,M15,2
50583-4,MCF 10A,10250-101-3,Etoposide,10,491,566,8031,0.0358,2,F18,2
50583-4,MCF 10A,10250-101-3,Etoposide,10,491,620,8031,0.0595,2,L13,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.00043333,491,7593,8031,0.9724,2,G05,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.00043333,491,8260,8031,1.0140,2,H08,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0013333,491,8033,8031,1.0001,2,E03,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0013333,491,7864,8031,0.9896,2,F06,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0033333,491,7433,8031,0.9620,2,C08,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0033333,491,7670,8031,0.9773,2,D15,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0053333,491,7987,8031,0.9973,2,D17,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.0053333,491,9016,8031,1.0582,2,I21,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.01,491,7897,8031,0.9917,2,D22,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.01,491,7408,8031,0.9603,2,I04,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.018,491,6896,8031,0.9258,2,F19,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.018,491,6515,8031,0.8989,2,G06,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.031623,491,5459,8031,0.8174,2,H17,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.031623,491,5437,8031,0.8155,2,I20,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.056234,491,3839,8031,0.6654,2,C03,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.056234,491,2921,8031,0.5562,2,H18,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,491,2062,8031,0.4275,2,C10,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,491,1774,8031,0.3752,2,J05,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,491,1952,8031,0.4082,2,N17,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.17783,491,1079,8031,0.2156,2,F22,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.17783,491,1413,8031,0.2997,2,I16,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.31623,491,735,8031,0.1052,2,E08,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.31623,491,639,8031,0.0675,2,G16,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.56234,491,423,8031,-0.0364,2,K12,2
50583-4,MCF 10A,10018-101-5,Neratinib,0.56234,491,400,8031,-0.0496,2,M11,2
50583-4,MCF 10A,10018-101-5,Neratinib,1,491,336,8031,-0.0899,2,E14,2
50583-4,MCF 10A,10018-101-5,Neratinib,1,491,452,8031,-0.0204,2,J12,2
50583-4,MCF 10A,10018-101-5,Neratinib,3.1623,491,260,8031,-0.1459,2,J14,2
50583-4,MCF 10A,10018-101-5,Neratinib,3.1623,491,165,8031,-0.2370,2,K04,2
50583-4,MCF 10A,10102-101-7,Taxol,4.3333e-05,491,8458,8031,1.0259,2,J18,2
50583-4,MCF 10A,10102-101-7,Taxol,4.3333e-05,491,8778,8031,1.0446,2,L12,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00013333,491,8086,8031,1.0034,2,N13,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00013333,491,8278,8031,1.0151,2,N19,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0002,491,6017,8031,0.8618,2,D13,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0002,491,7540,8031,0.9689,2,G09,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00033333,491,7872,8031,0.9901,2,E11,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00033333,491,7474,8031,0.9647,2,G19,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00053333,491,8206,8031,1.0107,2,I12,2
50583-4,MCF 10A,10102-101-7,Taxol,0.00053333,491,6705,8031,0.9124,2,L21,2
50583-4,MCF 10A,10102-101-7,Taxol,0.001,491,5214,8031,0.7968,2,K03,2
50583-4,MCF 10A,10102-101-7,Taxol,0.001,491,4821,8031,0.7622,2,K17,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0018,491,2179,8031,0.4471,2,L05,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0018,491,2597,8031,0.5115,2,L15,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,491,897,8031,0.1612,2,D14,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,491,1123,8031,0.2277,2,G18,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,491,1174,8031,0.2413,2,M13,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0056234,491,720,8031,0.0995,2,H06,2
50583-4,MCF 10A,10102-101-7,Taxol,0.0056234,491,667,8031,0.0789,2,J11,2
50583-4,MCF 10A,10102-101-7,Taxol,0.01,491,327,8031,-0.0960,2,G22,2
50583-4,MCF 10A,10102-101-7,Taxol,0.01,491,339,8031,-0.0878,2,I15,2
50583-4,MCF 10A,10102-101-7,Taxol,0.017783,491,173,8031,-0.2280,2,H21,2
50583-4,MCF 10A,10102-101-7,Taxol,0.017783,491,165,8031,-0.2370,2,N20,2
50583-4,MCF 10A,10102-101-7,Taxol,0.031623,491,140,8031,-0.2675,2,E04,2
50583-4,MCF 10A,10102-101-7,Taxol,0.031623,491,134,8031,-0.2754,2,M09,2
50583-4,MCF 10A,10102-101-7,Taxol,0.1,491,91,8031,-0.3417,2,C06,2
50583-4,MCF 10A,10102-101-7,Taxol,0.1,491,90,8031,-0.3435,2,E20,2
50583-4,MCF 10A,10102-101-7,Taxol,0.31623,491,117,8031,-0.2994,2,K15,2
50583-4,MCF 10A,10102-101-7,Taxol,0.31623,491,137,8031,-0.2714,2,N09,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0010833,491,7470,8031,0.9644,2,D21,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0010833,491,7422,8031,0.9613,2,L20,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0033333,491,8064,8031,1.0020,2,K20,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0033333,491,6648,8031,0.9084,2,M03,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.01,491,7174,8031,0.9448,2,C12,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.01,491,6727,8031,0.9140,2,L06,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.031667,491,8893,8031,1.0512,2,I22,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.031667,491,6589,8031,0.9042,2,K18,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.056667,491,6833,8031,0.9214,2,K19,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.056667,491,7782,8031,0.9844,2,N06,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.1,491,7197,8031,0.9463,2,F11,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.1,491,6834,8031,0.9215,2,M16,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.17783,491,7004,8031,0.9333,2,C17,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.17783,491,7077,8031,0.9382,2,K10,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.31623,491,2854,8031,0.5473,2,C05,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.31623,491,4647,8031,0.7462,2,I07,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.56234,491,2928,8031,0.5572,2,C07,2
50583-4,MCF 10A,10071-101-2,Palbociclib,0.56234,491,2961,8031,0.5615,2,D20,2
50583-4,MCF 10A,10071-101-2,Palbociclib,1,491,2818,8031,0.5424,2,F21,2
50583-4,MCF 10A,10071-101-2,Palbociclib,1,491,2941,8031,0.5589,2,I19,2
50583-4,MCF 10A,10071-101-2,Palbociclib,1,491,2408,8031,0.4835,2,M12,2
50583-4,MCF 10A,10071-101-2,Palbociclib,1.7783,491,2643,8031,0.5181,2,I08,2
50583-4,MCF 10A,10071-101-2,Palbociclib,1.7783,491,1992,8031,0.4153,2,K05,2
50583-4,MCF 10A,10071-101-2,Palbociclib,3.1623,491,2228,8031,0.4551,2,J03,2
50583-4,MCF 10A,10071-101-2,Palbociclib,3.1623,491,1757,8031,0.3719,2,N18,2
50583-4,MCF 10A,10071-101-2,Palbociclib,5.6234,491,1543,8031,0.3284,2,L22,2
50583-4,MCF 10A,10071-101-2,Palbociclib,5.6234,491,1780,8031,0.3763,2,M18,2
50583-4,MCF 10A,10071-101-2,Palbociclib,10,491,1437,8031,0.3052,2,C13,2
50583-4,MCF 10A,10071-101-2,Palbociclib,10,491,1403,8031,0.2974,2,G17,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,491,7181,8031,0.9453,2,D03,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,491,8291,8031,1.0159,2,D05,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,491,7276,8031,0.9516,2,G14,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,491,7083,8031,0.9386,2,H15,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00033333,491,7228,8031,0.9484,2,E16,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00033333,491,7576,8031,0.9713,2,E21,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00066667,491,6261,8031,0.8802,2,C19,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.00066667,491,5942,8031,0.8560,2,D18,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.001,491,5137,8031,0.7902,2,E22,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.001,491,4722,8031,0.7531,2,N21,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.0016667,491,4529,8031,0.7351,2,K14,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.0016667,491,4393,8031,0.7220,2,L04,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,491,2965,8031,0.5620,2,G13,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,491,2671,8031,0.5221,2,K07,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,491,2738,8031,0.5315,2,N12,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.0056667,491,1662,8031,0.3531,2,C11,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.0056667,491,1754,8031,0.3713,2,F12,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.01,491,1171,8031,0.2405,2,G10,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.01,491,1113,8031,0.2250,2,N22,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.017783,491,807,8031,0.1311,2,F03,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.017783,491,805,8031,0.1304,2,I05,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.031623,491,623,8031,0.0608,2,C04,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.031623,491,639,8031,0.0675,2,F10,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.1,491,564,8031,0.0349,2,F07,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.1,491,591,8031,0.0470,2,J22,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.31623,491,529,8031,0.0186,2,D08,2
50583-4,MCF 10A,10142-101-4,Trametinib,0.31623,491,512,8031,0.0104,2,M17,2
50583-4,MCF 10A,10142-101-4,Trametinib,1,491,592,8031,0.0474,2,I09,2
50583-4,MCF 10A,10142-101-4,Trametinib,1,491,613,8031,0.0565,2,I10,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.0033333,491,8000,8031,0.9981,2,C18,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.0033333,491,8861,8031,1.0494,2,M14,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.01,491,7826,8031,0.9872,2,E07,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.01,491,7874,8031,0.9902,2,G15,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.031667,491,7947,8031,0.9948,2,D10,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.031667,491,7917,8031,0.9929,2,G07,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.1,491,6038,8031,0.8634,2,H07,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.1,491,6367,8031,0.8881,2,N05,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.17783,491,5305,8031,0.8045,2,H03,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.17783,491,6545,8031,0.9010,2,J13,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.31623,491,4939,8031,0.7728,2,F08,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.31623,491,4916,8031,0.7707,2,G11,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.56234,491,3224,8031,0.5948,2,D06,2
50583-4,MCF 10A,10282-101-4,Vorinostat,0.56234,491,3511,8031,0.6289,2,F17,2
50583-4,MCF 10A,10282-101-4,Vorinostat,1,491,1846,8031,0.3888,2,H22,2
50583-4,MCF 10A,10282-101-4,Vorinostat,1,491,1734,8031,0.3674,2,M08,2
50583-4,MCF 10A,10282-101-4,Vorinostat,1.7783,491,1076,8031,0.2148,2,H14,2
50583-4,MCF 10A,10282-101-4,Vorinostat,1.7783,491,1183,8031,0.2437,2,L10,2
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,491,645,8031,0.0700,2,G21,2
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,491,692,8031,0.0888,2,H13,2
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,491,624,8031,0.0612,2,K21,2
50583-4,MCF 10A,10282-101-4,Vorinostat,5.6234,491,522,8031,0.0152,2,G04,2
50583-4,MCF 10A,10282-101-4,Vorinostat,5.6234,491,573,8031,0.0390,2,H09,2
50583-4,MCF 10A,10282-101-4,Vorinostat,10,491,429,8031,-0.0330,2,C20,2
50583-4,MCF 10A,10282-101-4,Vorinostat,10,491,481,8031,-0.0051,2,K08,2
50583-4,MCF 10A,10282-101-4,Vorinostat,10,491,471,8031,-0.0103,2,L19,2
50583-4,MCF 10A,10282-101-4,Vorinostat,10,491,512,8031,0.0104,2,N16,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,824,11469,11178,1.0137,1,H18,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,824,12445,11178,1.0579,1,M07,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,824,10792,11178,0.9814,1,H19,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,824,11862,11178,1.0318,1,J03,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,824,10992,11178,0.9911,1,D11,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,824,11202,11178,1.0011,1,K22,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,824,11412,11178,1.0110,1,F06,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,824,10853,11178,0.9844,1,M16,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,824,12010,11178,1.0385,1,I07,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,824,11371,11178,1.0091,1,N11,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,824,9803,11178,0.9314,1,L14,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,824,11132,11178,0.9978,1,M04,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,824,11451,11178,1.0129,1,I03,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,824,10780,11178,0.9808,1,J17,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,824,10079,11178,0.9457,1,F10,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,824,10771,11178,0.9804,1,G17,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,824,8790,11178,0.8762,1,G10,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,824,9761,11178,0.9292,1,K12,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,824,8512,11178,0.8602,1,H16,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,824,8838,11178,0.8789,1,J14,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,824,8295,11178,0.8475,1,C05,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,824,6432,11178,0.7267,1,C20,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,824,6888,11178,0.7584,1,F22,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,824,7085,11178,0.7716,1,H04,2
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,824,7651,11178,0.8082,1,I04,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,824,11060,11178,0.9944,1,D09,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,824,11279,11178,1.0048,1,K18,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,824,11207,11178,1.0014,1,L18,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,824,11597,11178,1.0196,1,M15,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,824,12410,11178,1.0564,1,E09,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,824,12671,11178,1.0678,1,J07,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.018333,824,11164,11178,0.9993,1,C22,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.018333,824,11882,11178,1.0327,1,G16,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.031667,824,12136,11178,1.0442,1,I15,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.031667,824,11705,11178,1.0246,1,M03,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.056667,824,9681,11178,0.9250,1,D14,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.056667,824,8910,11178,0.8830,1,E11,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.1,824,8234,11178,0.8439,1,D10,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.1,824,8911,11178,0.8830,1,M06,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.17783,824,6342,11178,0.7202,1,E22,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.17783,824,6995,11178,0.7656,1,G15,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,824,6540,11178,0.7343,1,G09,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,824,5093,11178,0.6228,1,H12,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,824,5817,11178,0.6811,1,L08,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.56234,824,5219,11178,0.6333,1,J22,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.56234,824,4154,11178,0.5372,1,L15,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,824,4217,11178,0.5433,1,E05,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,824,4172,11178,0.5389,1,G04,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,824,3450,11178,0.4631,1,H17,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,824,3056,11178,0.4167,1,L17,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,824,1701,11178,0.2123,1,C21,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,824,1504,11178,0.1733,1,N12,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,824,943,11178,0.0363,1,E13,2
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,824,1018,11178,0.0576,1,K20,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,824,11417,11178,1.0113,1,I10,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,824,11626,11178,1.0210,1,N17,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,824,10293,11178,0.9566,1,C08,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,824,12333,11178,1.0530,1,N04,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,824,10685,11178,0.9761,1,E03,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,824,12194,11178,1.0468,1,J05,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,824,10562,11178,0.9701,1,C09,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,824,10253,11178,0.9546,1,M12,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,824,10021,11178,0.9427,1,C06,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,824,9494,11178,0.9150,1,K10,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,824,9167,11178,0.8972,1,J16,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,824,8843,11178,0.8792,1,K21,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,824,6048,11178,0.6986,1,H13,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,824,7703,11178,0.8115,1,J10,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,824,4855,11178,0.6022,1,J04,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,824,4697,11178,0.5882,1,N19,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,824,3083,11178,0.4200,1,E08,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,824,3117,11178,0.4242,1,E17,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,824,3102,11178,0.4223,1,J21,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,824,1589,11178,0.1906,1,D03,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,824,1570,11178,0.1868,1,D05,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,824,1075,11178,0.0731,1,F03,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,824,1095,11178,0.0783,1,L21,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1.7783,824,928,11178,0.0319,1,J12,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1.7783,824,721,11178,-0.0350,1,M10,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,824,645,11178,-0.0632,1,D17,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,824,748,11178,-0.0256,1,G08,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,824,729,11178,-0.0322,1,J18,2
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,824,840,11178,0.0050,1,J20,2
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.00043333,824,11790,11178,1.0285,1,I14,2
