HMS LINCS Batch ID,HMS LINCS ID,Name,Alternative Names,LINCS ID,PubChem CID,ChEBI ID,ChEMBL ID,Molecular Mass,InChi,InChi Key,SMILES,Relevant Citations,Comments,Provider,Provider Batch ID,Molecular Weight,Purity,Purification Method,Chemical Synthesis Reference,Date Publicly Available,Most Recent Update
10268-101-1,10268,Nutlin 3a,,LSM-6351,11433190,,,580.16,"InChI=1S/C30H30Cl2N4O4/c1-18(2)40-25-16-23(39-3)12-13-24(25)29-34-27(19-4-8-21(31)9-5-19)28(20-6-10-22(32)11-7-20)36(29)30(38)35-15-14-33-26(37)17-35/h4-13,16,18,27-28H,14-15,17H2,1-3H3,(H,33,37)/t27-,28+/m0/s1",BDUHCSBCVGXTJM-WUFINQPMSA-N,CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@H]([C@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,,,Roche,,,,,,,2016-04-04
10269-101-1,10269,Oxaliplatin,Eloxatin,LSM-44941,5310940,,,399.08,"InChI=1S/C6H14N2.C2H2O4.Pt/c7-5-3-1-2-4-6(5)8;3-1(4)2(5)6;/h5-6H,1-4,7-8H2;(H,3,4)(H,5,6);/t5-,6-;;/m1../s1",OGAPHRMCCQCJOE-BNTLRKBRSA-N,C1CC[C@H]([C@@H](C1)N)N.C(=O)(C(=O)O)O.[Pt],,,,,,,,,,2018-03-30
10270-101-1,10270,Oxamflatin,,LSM-4290,4611,,,342.07,"InChI=1S/C17H14N2O4S/c20-17(18-21)12-5-4-7-14-8-6-9-15(13-14)19-24(22,23)16-10-2-1-3-11-16/h1-3,5-6,8-13,19,21H,(H,18,20)",QRPSQQUYPMFERG-UHFFFAOYSA-N,C1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC(=C2)C#CC=CC(=O)NO,,,Enzo Life Sciences,,342.370000,,,,,2016-04-04
10275-101-1,10275,(Z)-4-Hydroxytamoxifen,,LSM-43294,53770298,,,387.22,"InChI=1S/C26H29NO2/c1-4-25(20-10-14-23(28)15-11-20)26(21-8-6-5-7-9-21)22-12-16-24(17-13-22)29-19-18-27(2)3/h5-17,28H,4,18-19H2,1-3H3",DODQJNMQWMSYGS-UHFFFAOYSA-N,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=C(C=C3)O,,,Sigma-Aldrich,,387.510000,,,,,2018-03-30
10276-101-1,10276,TCS 2312,,LSM-6362,11258443,,,412.19,"InChI=1S/C25H24N4O2/c30-21-11-12-22(24(31)13-21)17-3-5-18(6-4-17)23-14-25(29-28-23)27-20-7-1-16(2-8-20)15-26-19-9-10-19/h1-8,11-14,19,26-29,31H,9-10,15H2",BYFCMDWKTJJQGR-UHFFFAOYSA-N,C1CC1NCC2=CC=C(C=C2)NC3=CC(=C4C=CC(=C5C=CC(=O)C=C5O)C=C4)NN3,,,Tocris,,412.480000,,,,,2016-04-04
10277-101-1,10277,Temsirolimus,,LSM-4295,148191,,,1029.60,"InChI=1S/C56H87NO16/c1-33-17-13-12-14-18-34(2)45(68-9)29-41-22-20-39(7)56(67,73-41)51(63)52(64)57-24-16-15-19-42(57)53(65)71-46(30-43(60)35(3)26-38(6)49(62)50(70-11)48(61)37(5)25-33)36(4)27-40-21-23-44(47(28-40)69-10)72-54(66)55(8,31-58)32-59/h12-14,17-18,26,33,35-37,39-42,44-47,49-50,58-59,62,67H,15-16,19-25,27-32H2,1-11H3",CBPNZQVSJQDFBE-UHFFFAOYSA-N,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,,,LC Laboratories,,1030.290000,,,,,2016-04-04
10278-999-1,10278,Topotecan,Hycamtin,LSM-5662,60700,,,421.16,"InChI=1S/C23H23N3O5/c1-4-23(30)16-8-18-20-12(9-26(18)21(28)15(16)11-31-22(23)29)7-13-14(10-25(2)3)19(27)6-5-17(13)24-20/h5-8,27,30H,4,9-11H2,1-3H3/t23-/m0/s1",UCFGDBYHRUNTLO-QHCPKHFHSA-N,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O,,,J Park (UCSF),,,,,,,2016-05-06
10279-101-1,10279,Trichostatin A,,LSM-43005,,,,302.16,"InChI=1S/C17H22N2O3/c1-12(5-10-16(20)18-22)11-13(2)17(21)14-6-8-15(9-7-14)19(3)4/h5-11,13,22H,1-4H3,(H,18,20)/t13-/m1/s1",RTKIYFITIVXBLE-CYBMUJFWSA-N,C[C@H](C=C(C)C=CC(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,,,Cayman Chemical,,302.370000,,,,,2018-03-30
10280-101-1,10280,Triciribine,,LSM-3810,65399,,,320.12,"InChI=1S/C13H16N6O4/c1-18-11-7-5(10(14)17-18)2-19(12(7)16-4-15-11)13-9(22)8(21)6(3-20)23-13/h2,4,6,8-9,13,20-22H,3H2,1H3,(H2,14,17)/t6-,8-,9-,13-/m1/s1",HOGVTUZUJGHKPL-HTVVRFAVSA-N,CN1C2=NC=NC3=C2C(=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)C(=N1)N,,,Tocris,,320.310000,,,,,2016-04-04
10281-101-1,10281,Vinorelbine,Navelbine,LSM-6302,5311497,,,778.39,"InChI=1S/C45H54N4O8/c1-8-27-19-28-22-44(40(51)55-6,36-30(25-48(23-27)24-28)29-13-10-11-14-33(29)46-36)32-20-31-34(21-35(32)54-5)47(4)38-43(31)16-18-49-17-12-15-42(9-2,37(43)49)39(57-26(3)50)45(38,53)41(52)56-7/h10-15,19-21,28,37-39,46,53H,8-9,16-18,22-25H2,1-7H3/t28-,37-,38+,39+,42+,43+,44-,45-/m0/s1",GBABOYUKABKIAF-IELIFDKJSA-N,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,,,Bedford Laboratories,,,,,,,2016-04-04
10282-101-1,10282,Vorinostat,suberoylanilide hydroxamic acid (SAHA); Zolinza,LSM-3828,5311,,,264.15,"InChI=1S/C14H20N2O3/c17-13(15-12-8-4-3-5-9-12)10-6-1-2-7-11-14(18)16-19/h3-5,8-9,19H,1-2,6-7,10-11H2,(H,15,17)(H,16,18)",WAEXFXRVDQXREF-UHFFFAOYSA-N,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,,,Cayman Chemical,,264.300000,,,,,2016-04-04
10283-101-1,10283,XRP44X,AG-G-87906,LSM-4298,10339779,,,380.14,"InChI=1S/C21H21ClN4O/c1-16-14-20(26(23-16)18-7-3-2-4-8-18)21(27)25-12-10-24(11-13-25)19-9-5-6-17(22)15-19/h2-9,14-15H,10-13H2,1H3",NPHPNBGYPKBDDB-UHFFFAOYSA-N,CC1=NN(C(=C1)C(=O)N2CCN(CC2)C3=CC(=CC=C3)Cl)C4=CC=CC=C4,,,Tocris,,380.870000,,,,,2016-04-04
10343-101-1,10343,Baicalein,,LSM-6355,5281605,,,270.05,"InChI=1S/C15H10O5/c16-9-6-11(8-4-2-1-3-5-8)20-12-7-10(17)14(18)15(19)13(9)12/h1-7,17-19H",FXNFHKRTJBSTCS-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O,,,Cayman Chemical,,270.240000,,,,,2016-04-04
10344-101-1,10344,Olomoucine II,,LSM-6356,10067756,,,370.21,"InChI=1S/C19H26N6O2/c1-4-14(10-26)22-19-23-17(20-9-13-7-5-6-8-15(13)27)16-18(24-19)25(11-21-16)12(2)3/h5-8,11-12,14,26-27H,4,9-10H2,1-3H3,(H2,20,22,23,24)",NDUVSANREQEDRE-UHFFFAOYSA-N,CCC(CO)NC1=NC2=C(C(=N1)NCC3=CC=CC=C3O)N=CN2C(C)C,,,Enzo Life Sciences,,370.450000,,,,,2016-04-04
10345-111-3,10345,Torkinib,PP242,LSM-6357,57347681,,,308.14,"InChI=1S/C16H16N6O/c1-8(2)22-16-13(15(17)18-7-19-16)14(21-22)12-6-9-5-10(23)3-4-11(9)20-12/h3-8,21,23H,1-2H3,(H2,17,18,19)",MTICIDWIKCANDD-UHFFFAOYSA-N,CC(C)N1C2=C(C(=C3C=C4C=C(C=CC4=N3)O)N1)C(=NC=N2)N,,,,,,,,,,2016-08-17
10346-110-1,10346,Valproic acid,Depakine,LSM-4620,3549980,,,144.12,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",NIJJYAXOARWZEE-UHFFFAOYSA-N,CCCC(CCC)C(=O)O,,,Enzo Life Sciences,,166.200000,,,,,2018-03-30
10348-999-1,10348,Z-Leu-Leu-Norvalinal,MG-115,LSM-6358,9868928,,,461.29,"InChI=1S/C25H39N3O5/c1-6-10-20(15-29)26-23(30)21(13-17(2)3)27-24(31)22(14-18(4)5)28-25(32)33-16-19-11-8-7-9-12-19/h7-9,11-12,15,17-18,20-22H,6,10,13-14,16H2,1-5H3,(H,26,30)(H,27,31)(H,28,32)/t20-,21-,22-/m0/s1",QEJRGURBLQWEOU-FKBYEOEOSA-N,CCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,,,,,,,,,,2016-05-06
