Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein 1 Detected (647) HMS LINCS ID,Protein 1 Detected (647) Name,Protein 2 Detected (647) HMS LINCS ID,Protein 2 Detected (647) Name,Protein 3 Detected (647) HMS LINCS ID,Protein 3 Detected (647) Name,Protein 4 Detected (647) HMS LINCS ID,Protein 4 Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,371.71,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,192.81,A375-P3,F2
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,206.48,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,104.55,A375-P3,F3
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,141.85,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,125.72,A375-P3,F4
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,79.95,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,158.37,A375-P3,F5
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,46.97,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,88.97,A375-P3,F6
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,718.83,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,240.96,A375-P3,F7
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,278.95,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,93.45,A375-P3,F8
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,180.04,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,144.88,A375-P3,F9
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,40.15,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,154.03,A375-P3,G10
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-8.03,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,84.94,A375-P3,G11
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,374.84,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,191.92,A375-P3,G2
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,193.38,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,97.06,A375-P3,G3
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,119.57,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,119.71,A375-P3,G4
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,98.60,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,146.35,A375-P3,G5
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,86.41,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,79.59,A375-P3,G6
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,745.91,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,245.85,A375-P3,G7
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,315.08,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,90.60,A375-P3,G8
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,142.08,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,,,,,,,132.41,A375-P3,G9
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-27.79,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,335.52,A375-P4,B10
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,3.160,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-102.60,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,307.17,A375-P4,B11
50060-2,A-375,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1220.77,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2378.45,A375-P4,B2
50060-2,A-375,10068-101-1,Vemurafenib,,,0.100,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,378.50,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,1074.59,A375-P4,B3
50060-2,A-375,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,192.80,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,746.57,A375-P4,B4
50060-2,A-375,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,48.57,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,436.46,A375-P4,B5
50060-2,A-375,10068-101-1,Vemurafenib,,,3.160,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,6.50,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,215.67,A375-P4,B6
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,66.54,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,524.03,A375-P4,B7
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.100,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,37.17,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,544.84,A375-P4,B8
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,13.62,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,609.64,A375-P4,B9
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,1.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-35.74,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,516.29,A375-P4,C10
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,3.160,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-73.51,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,244.47,A375-P4,C11
50060-2,A-375,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1197.20,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2466.67,A375-P4,C2
50060-2,A-375,10068-101-1,Vemurafenib,,,0.100,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,423.30,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,1041.27,A375-P4,C3
50060-2,A-375,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,179.36,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,772.74,A375-P4,C4
50060-2,A-375,10068-101-1,Vemurafenib,,,1.000,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,9.44,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,383.48,A375-P4,C5
50060-2,A-375,10068-101-1,Vemurafenib,,,3.160,,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-22.64,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,229.55,A375-P4,C6
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,21.57,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,539.33,A375-P4,C7
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.100,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,7.34,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,589.92,A375-P4,C8
50060-2,A-375,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.316,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-10.37,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,445.94,A375-P4,C9
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-19.84,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,260.20,A375-P4,D10
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-51.45,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,179.22,A375-P4,D11
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,201.15,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2447.67,A375-P4,D2
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,92.77,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,960.83,A375-P4,D3
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,31.75,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,514.14,A375-P4,D4
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-58.84,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,422.53,A375-P4,D5
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-103.46,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,261.95,A375-P4,D6
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,679.07,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2501.54,A375-P4,D7
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,163.82,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,786.57,A375-P4,D8
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,33.13,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,379.24,A375-P4,D9
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-27.36,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,235.02,A375-P4,E10
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-62.77,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,161.15,A375-P4,E11
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,149.40,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2479.24,A375-P4,E2
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,81.56,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,889.04,A375-P4,E3
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,30.81,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,681.91,A375-P4,E4
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,0.41,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,438.38,A375-P4,E5
50060-2,A-375,10068-101-1,Vemurafenib,10310-101-1,Belinostat,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-58.21,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,311.53,A375-P4,E6
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,694.46,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2576.14,A375-P4,E7
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,162.09,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,710.20,A375-P4,E8
50060-2,A-375,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,14.77,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,337.27,A375-P4,E9
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-8.69,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,241.09,A375-P4,F10
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-70.93,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,151.47,A375-P4,F11
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,265.11,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2525.77,A375-P4,F2
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,145.76,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,509.68,A375-P4,F3
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,74.30,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,278.20,A375-P4,F4
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,54.23,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,227.00,A375-P4,F5
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-36.28,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,185.20,A375-P4,F6
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,674.78,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2616.92,A375-P4,F7
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.100,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,241.49,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,716.58,A375-P4,F8
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,80.31,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,353.87,A375-P4,F9
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-39.97,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,217.77,A375-P4,G10
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,-71.39,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,141.74,A375-P4,G11
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,248.50,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2505.07,A375-P4,G2
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,143.87,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,532.94,A375-P4,G3
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,69.53,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,269.80,A375-P4,G4
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,74.18,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,220.10,A375-P4,G5
50060-2,A-375,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,3.160,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,20.36,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,182.64,A375-P4,G6
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,639.46,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,2578.06,A375-P4,G7
50060-2,A-375,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.100,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,230.11,80051-2,S6 (pS240; pS244),80069-2,rabbit IgG(H+L) / donkey,201299,S6 (pS240; pS244),,,,,,,727.66,A375-P4,G8
