Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well,Biological Replicate
50583-4,MCF 10A,10020-101-5,Dasatinib,0.31623,1044,4216,19064,0.3953,1,H12,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.31623,1044,3119,19064,0.2984,1,L08,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.56234,1044,2946,19064,0.2809,1,J22,1
50583-4,MCF 10A,10020-101-5,Dasatinib,0.56234,1044,2516,19064,0.2335,1,L15,1
50583-4,MCF 10A,10020-101-5,Dasatinib,1.7783,1044,1552,19064,0.0992,1,H17,1
50583-4,MCF 10A,10020-101-5,Dasatinib,1.7783,1044,1609,19064,0.1087,1,L17,1
50583-4,MCF 10A,10020-101-5,Dasatinib,3.1623,1044,948,19064,-0.0228,1,C21,1
50583-4,MCF 10A,10020-101-5,Dasatinib,3.1623,1044,1008,19064,-0.0084,1,N12,1
50583-4,MCF 10A,10020-101-5,Dasatinib,1,1044,2423,19064,0.2225,1,E05,1
50583-4,MCF 10A,10020-101-5,Dasatinib,1,1044,2449,19064,0.2256,1,G04,1
50583-4,MCF 10A,10020-101-5,Dasatinib,10,1044,549,19064,-0.1422,1,E13,1
50583-4,MCF 10A,10020-101-5,Dasatinib,10,1044,513,19064,-0.1560,1,K20,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.0010833,1044,19272,19064,1.0052,1,I10,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.0010833,1044,18655,19064,0.9897,1,N17,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.0033333,1044,18733,19064,0.9917,1,C08,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.0033333,1044,18676,19064,0.9902,1,N04,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.01,1044,18231,19064,0.9788,1,E03,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.01,1044,18650,19064,0.9896,1,J05,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.018333,1044,17389,19064,0.9566,1,C09,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.018333,1044,17626,19064,0.9629,1,M12,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.031667,1044,16634,19064,0.9360,1,C06,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.031667,1044,16357,19064,0.9282,1,K10,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.056667,1044,15426,19064,0.9015,1,J16,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.056667,1044,14850,19064,0.8843,1,K21,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.1,1044,12071,19064,0.7934,1,H13,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.1,1044,12632,19064,0.8129,1,J10,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.17783,1044,9394,19064,0.6892,1,J04,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.17783,1044,8844,19064,0.6651,1,N19,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,1044,6626,19064,0.5542,1,E08,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,1044,6793,19064,0.5635,1,E17,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,1044,8089,19064,0.6300,1,J21,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.56234,1044,3339,19064,0.3197,1,D03,1
50583-4,MCF 10A,10250-101-3,Etoposide,0.56234,1044,3466,19064,0.3315,1,D05,1
50583-4,MCF 10A,10250-101-3,Etoposide,1.7783,1044,1409,19064,0.0742,1,J12,1
50583-4,MCF 10A,10250-101-3,Etoposide,1.7783,1044,1281,19064,0.0500,1,M10,1
50583-4,MCF 10A,10250-101-3,Etoposide,3.1623,1044,1086,19064,0.0094,1,D17,1
50583-4,MCF 10A,10250-101-3,Etoposide,3.1623,1044,1217,19064,0.0373,1,G08,1
50583-4,MCF 10A,10250-101-3,Etoposide,1,1044,1734,19064,0.1287,1,F03,1
50583-4,MCF 10A,10250-101-3,Etoposide,1,1044,1811,19064,0.1405,1,L21,1
50583-4,MCF 10A,10250-101-3,Etoposide,10,1044,1077,19064,0.0074,1,J18,1
50583-4,MCF 10A,10250-101-3,Etoposide,10,1044,1239,19064,0.0417,1,J20,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.00043333,1044,19620,19064,1.0138,1,I14,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.00043333,1044,17417,19064,0.9573,1,L07,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.0013333,1044,19197,19064,1.0033,1,J13,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.0013333,1044,18963,19064,0.9975,1,M19,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.0033333,1044,20071,19064,1.0247,1,J06,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.0033333,1044,18467,19064,0.9849,1,N09,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.0053333,1044,19043,19064,0.9995,1,E21,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.0053333,1044,18742,19064,0.9919,1,G18,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.01,1044,18034,19064,0.9737,1,F04,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.01,1044,18553,19064,0.9871,1,F13,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.018,1044,17376,19064,0.9562,1,K03,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.018,1044,17916,19064,0.9706,1,N03,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.031623,1044,15807,19064,0.9126,1,I06,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.031623,1044,16351,19064,0.9281,1,M17,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.056234,1044,13326,19064,0.8362,1,I13,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.056234,1044,12086,19064,0.7939,1,K13,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,1044,7145,19064,0.5824,1,D18,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,1044,6845,19064,0.5663,1,F14,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,1044,7478,19064,0.5997,1,N05,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.17783,1044,4703,19064,0.4321,1,N06,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.17783,1044,5586,19064,0.4922,1,N20,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.31623,1044,2100,19064,0.1815,1,H15,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.31623,1044,2586,19064,0.2416,1,I20,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.56234,1044,1631,19064,0.1123,1,L11,1
50583-4,MCF 10A,10018-101-5,Neratinib,0.56234,1044,1444,19064,0.0805,1,L13,1
50583-4,MCF 10A,10018-101-5,Neratinib,3.1623,1044,1276,19064,0.0490,1,D13,1
50583-4,MCF 10A,10018-101-5,Neratinib,3.1623,1044,1068,19064,0.0054,1,L09,1
50583-4,MCF 10A,10018-101-5,Neratinib,1,1044,1468,19064,0.0847,1,E14,1
50583-4,MCF 10A,10018-101-5,Neratinib,1,1044,1489,19064,0.0884,1,H08,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0010833,1044,19148,19064,1.0021,1,H22,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0010833,1044,18861,19064,0.9949,1,M20,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0033333,1044,18769,19064,0.9926,1,G11,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0033333,1044,18164,19064,0.9771,1,K19,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.01,1044,18075,19064,0.9747,1,M11,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.01,1044,18793,19064,0.9932,1,N14,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.031667,1044,17854,19064,0.9690,1,C14,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.031667,1044,18595,19064,0.9882,1,F08,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.056667,1044,17988,19064,0.9725,1,G19,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.056667,1044,19019,19064,0.9989,1,I05,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.1,1044,18311,19064,0.9809,1,D15,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.1,1044,17312,19064,0.9545,1,L10,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.17783,1044,17712,19064,0.9652,1,J09,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.17783,1044,16775,19064,0.9399,1,N16,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.31623,1044,9942,19064,0.7122,1,H20,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.31623,1044,11931,19064,0.7884,1,N15,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.56234,1044,10015,19064,0.7152,1,K14,1
50583-4,MCF 10A,10071-101-2,Palbociclib,0.56234,1044,10590,19064,0.7382,1,N07,1
50583-4,MCF 10A,10071-101-2,Palbociclib,1.7783,1044,6972,19064,0.5732,1,F11,1
50583-4,MCF 10A,10071-101-2,Palbociclib,1.7783,1044,8026,19064,0.6269,1,J08,1
50583-4,MCF 10A,10071-101-2,Palbociclib,3.1623,1044,5948,19064,0.5147,1,E10,1
50583-4,MCF 10A,10071-101-2,Palbociclib,3.1623,1044,6066,19064,0.5218,1,M09,1
50583-4,MCF 10A,10071-101-2,Palbociclib,5.6234,1044,4868,19064,0.4440,1,C10,1
50583-4,MCF 10A,10071-101-2,Palbociclib,5.6234,1044,5351,19064,0.4769,1,I08,1
50583-4,MCF 10A,10071-101-2,Palbociclib,1,1044,8739,19064,0.6603,1,F21,1
50583-4,MCF 10A,10071-101-2,Palbociclib,1,1044,9224,19064,0.6819,1,I17,1
50583-4,MCF 10A,10071-101-2,Palbociclib,1,1044,9536,19064,0.6953,1,I18,1
50583-4,MCF 10A,10071-101-2,Palbociclib,10,1044,3759,19064,0.3576,1,K15,1
50583-4,MCF 10A,10071-101-2,Palbociclib,10,1044,3993,19064,0.3773,1,L16,1
50583-4,MCF 10A,10102-101-7,Taxol,4.3333e-05,1044,18901,19064,0.9959,1,E18,1
50583-4,MCF 10A,10102-101-7,Taxol,4.3333e-05,1044,19051,19064,0.9997,1,I16,1
50583-4,MCF 10A,10102-101-7,Taxol,0.00013333,1044,18055,19064,0.9742,1,H07,1
50583-4,MCF 10A,10102-101-7,Taxol,0.00013333,1044,19591,19064,1.0131,1,I09,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0002,1044,19852,19064,1.0194,1,E06,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0002,1044,18559,19064,0.9872,1,N18,1
50583-4,MCF 10A,10102-101-7,Taxol,0.00033333,1044,16318,19064,0.9271,1,F07,1
50583-4,MCF 10A,10102-101-7,Taxol,0.00033333,1044,18673,19064,0.9901,1,M05,1
50583-4,MCF 10A,10102-101-7,Taxol,0.00053333,1044,18768,19064,0.9926,1,F12,1
50583-4,MCF 10A,10102-101-7,Taxol,0.00053333,1044,19198,19064,1.0033,1,G07,1
50583-4,MCF 10A,10102-101-7,Taxol,0.001,1044,14761,19064,0.8816,1,C18,1
50583-4,MCF 10A,10102-101-7,Taxol,0.001,1044,14933,19064,0.8868,1,D19,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0018,1044,9009,19064,0.6724,1,I22,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0018,1044,8417,19064,0.6455,1,L06,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,1044,2529,19064,0.2351,1,F15,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,1044,2280,19064,0.2049,1,G13,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,1044,2789,19064,0.2642,1,M22,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0056234,1044,1146,19064,0.0225,1,C16,1
50583-4,MCF 10A,10102-101-7,Taxol,0.0056234,1044,1221,19064,0.0381,1,K11,1
50583-4,MCF 10A,10102-101-7,Taxol,0.01,1044,541,19064,-0.1452,1,C13,1
50583-4,MCF 10A,10102-101-7,Taxol,0.01,1044,554,19064,-0.1403,1,F05,1
50583-4,MCF 10A,10102-101-7,Taxol,0.017783,1044,424,19064,-0.1935,1,D04,1
50583-4,MCF 10A,10102-101-7,Taxol,0.017783,1044,408,19064,-0.2009,1,G20,1
50583-4,MCF 10A,10102-101-7,Taxol,0.031623,1044,301,19064,-0.2568,1,G05,1
50583-4,MCF 10A,10102-101-7,Taxol,0.031623,1044,323,19064,-0.2442,1,M08,1
50583-4,MCF 10A,10102-101-7,Taxol,0.1,1044,206,19064,-0.3211,1,C04,1
50583-4,MCF 10A,10102-101-7,Taxol,0.1,1044,233,19064,-0.3009,1,D20,1
50583-4,MCF 10A,10102-101-7,Taxol,0.31623,1044,239,19064,-0.2966,1,H14,1
50583-4,MCF 10A,10102-101-7,Taxol,0.31623,1044,178,19064,-0.3444,1,M21,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,1044,18630,19064,0.9890,1,G22,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,1044,19848,19064,1.0193,1,J19,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,1044,18009,19064,0.9730,1,N10,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,1044,18717,19064,0.9913,1,N21,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00033333,1044,18101,19064,0.9754,1,I12,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00033333,1044,17906,19064,0.9703,1,K07,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00066667,1044,15786,19064,0.9120,1,C19,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.00066667,1044,15766,19064,0.9114,1,D12,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.001,1044,15033,19064,0.8898,1,H11,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.001,1044,15468,19064,0.9027,1,M13,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.0016667,1044,11130,19064,0.7590,1,C03,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.0016667,1044,11064,19064,0.7565,1,N08,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,1044,8467,19064,0.6478,1,E20,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,1044,7871,19064,0.6194,1,H05,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,1044,9545,19064,0.6957,1,I21,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.0056667,1044,5657,19064,0.4967,1,I11,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.0056667,1044,4641,19064,0.4276,1,N13,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.01,1044,3338,19064,0.3196,1,H06,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.01,1044,3268,19064,0.3130,1,M14,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.017783,1044,2549,19064,0.2374,1,D08,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.017783,1044,2468,19064,0.2279,1,N22,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.031623,1044,2123,19064,0.1845,1,D07,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.031623,1044,2202,19064,0.1949,1,L22,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.1,1044,2063,19064,0.1765,1,L03,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.1,1044,1949,19064,0.1606,1,L05,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.31623,1044,1849,19064,0.1461,1,D06,1
50583-4,MCF 10A,10142-101-4,Trametinib,0.31623,1044,1838,19064,0.1445,1,H10,1
50583-4,MCF 10A,10142-101-4,Trametinib,1,1044,1901,19064,0.1537,1,E15,1
50583-4,MCF 10A,10142-101-4,Trametinib,1,1044,1943,19064,0.1598,1,K06,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.0033333,1044,19407,19064,1.0085,1,C12,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.0033333,1044,18818,19064,0.9938,1,H03,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.01,1044,15928,19064,0.9160,1,J11,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.01,1044,19157,19064,1.0023,1,J15,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.031667,1044,18707,19064,0.9910,1,E16,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.031667,1044,19474,19064,1.0102,1,L04,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.1,1044,18256,19064,0.9794,1,G06,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.1,1044,18533,19064,0.9866,1,M18,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.17783,1044,16714,19064,0.9382,1,E12,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.17783,1044,17006,19064,0.9462,1,F19,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.31623,1044,15899,19064,0.9152,1,H21,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.31623,1044,14991,19064,0.8885,1,K08,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.56234,1044,11019,19064,0.7548,1,L12,1
50583-4,MCF 10A,10282-101-4,Vorinostat,0.56234,1044,11254,19064,0.7636,1,L20,1
50583-4,MCF 10A,10282-101-4,Vorinostat,1.7783,1044,3655,19064,0.3485,1,D16,1
50583-4,MCF 10A,10282-101-4,Vorinostat,1.7783,1044,3867,19064,0.3668,1,G03,1
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,1044,2031,19064,0.1721,1,C15,1
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,1044,1847,19064,0.1458,1,K17,1
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,1044,1735,19064,0.1289,1,L19,1
50583-4,MCF 10A,10282-101-4,Vorinostat,5.6234,1044,1403,19064,0.0731,1,C07,1
50583-4,MCF 10A,10282-101-4,Vorinostat,5.6234,1044,1351,19064,0.0634,1,E07,1
50583-4,MCF 10A,10282-101-4,Vorinostat,1,1044,8180,19064,0.6343,1,F20,1
50583-4,MCF 10A,10282-101-4,Vorinostat,1,1044,7164,19064,0.5834,1,G21,1
50583-4,MCF 10A,10282-101-4,Vorinostat,10,1044,1370,19064,0.0670,1,C11,1
50583-4,MCF 10A,10282-101-4,Vorinostat,10,1044,1142,19064,0.0216,1,E19,1
50583-4,MCF 10A,10282-101-4,Vorinostat,10,1044,1300,19064,0.0537,1,I19,1
50583-4,MCF 10A,10282-101-4,Vorinostat,10,1044,1058,19064,0.0032,1,K04,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.0033333,583,4377,4863,0.9323,1,H18,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.0033333,583,4856,4863,0.9990,1,M07,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.01,583,5163,4863,1.0394,1,H19,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.01,583,4931,4863,1.0090,1,J03,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.031667,583,5313,4863,1.0586,1,D11,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.031667,583,4435,4863,0.9406,1,K22,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.1,583,3724,4863,0.8328,1,F06,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.1,583,4925,4863,1.0082,1,M16,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.31623,583,2880,4863,0.6851,1,I07,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.31623,583,3828,4863,0.8494,1,N11,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.56234,583,3405,4863,0.7800,1,L14,1
50583-9,MCF 10A,10233-101-4,Alpelisib,0.56234,583,3462,4863,0.7897,1,M04,1
50583-9,MCF 10A,10233-101-4,Alpelisib,1.7783,583,2447,4863,0.5977,1,F10,1
50583-9,MCF 10A,10233-101-4,Alpelisib,1.7783,583,2049,4863,0.5077,1,G17,1
50583-9,MCF 10A,10233-101-4,Alpelisib,3.1623,583,1752,4863,0.4324,1,G10,1
50583-9,MCF 10A,10233-101-4,Alpelisib,3.1623,583,1990,4863,0.4933,1,K12,1
50583-9,MCF 10A,10233-101-4,Alpelisib,5.6234,583,1479,4863,0.3553,1,H16,1
50583-9,MCF 10A,10233-101-4,Alpelisib,5.6234,583,1614,4863,0.3945,1,J14,1
50583-9,MCF 10A,10233-101-4,Alpelisib,1,583,3112,4863,0.7284,1,I03,1
50583-9,MCF 10A,10233-101-4,Alpelisib,1,583,3057,4863,0.7183,1,J17,1
50583-9,MCF 10A,10233-101-4,Alpelisib,10,583,969,4863,0.1803,1,C05,1
50583-9,MCF 10A,10233-101-4,Alpelisib,10,583,969,4863,0.1803,1,C20,1
50583-9,MCF 10A,10233-101-4,Alpelisib,10,583,1021,4863,0.2006,1,F22,1
50583-9,MCF 10A,10233-101-4,Alpelisib,10,583,969,4863,0.1803,1,H04,1
50583-9,MCF 10A,10233-101-4,Alpelisib,10,583,1280,4863,0.2927,1,I04,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.0010833,583,5015,4863,1.0201,1,D09,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.0010833,583,4967,4863,1.0138,1,K18,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.0033333,583,4537,4863,0.9551,1,L18,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.0033333,583,4120,4863,0.8944,1,M15,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.01,583,3323,4863,0.7658,1,E09,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.01,583,2756,4863,0.6611,1,J07,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.018333,583,2413,4863,0.5904,1,C22,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.018333,583,2911,4863,0.6911,1,G16,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.031667,583,2893,4863,0.6876,1,I15,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.031667,583,2659,4863,0.6417,1,M03,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.056667,583,2024,4863,0.5016,1,D14,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.056667,583,1999,4863,0.4955,1,E11,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.1,583,1769,4863,0.4370,1,D10,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.1,583,1470,4863,0.3526,1,M06,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.17783,583,1018,4863,0.1995,1,E22,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.17783,583,1015,4863,0.1983,1,G15,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.31623,583,1030,4863,0.2041,1,G09,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.31623,583,889,4863,0.1475,1,H12,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.31623,583,854,4863,0.1325,1,L08,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.56234,583,906,4863,0.1546,1,J22,1
50583-9,MCF 10A,10020-101-5,Dasatinib,0.56234,583,955,4863,0.1747,1,L15,1
50583-9,MCF 10A,10020-101-5,Dasatinib,1.7783,583,724,4863,0.0730,1,H17,1
50583-9,MCF 10A,10020-101-5,Dasatinib,1.7783,583,831,4863,0.1225,1,L17,1
50583-9,MCF 10A,10020-101-5,Dasatinib,3.1623,583,590,4863,0.0036,1,C21,1
50583-9,MCF 10A,10020-101-5,Dasatinib,3.1623,583,812,4863,0.1140,1,N12,1
50583-9,MCF 10A,10020-101-5,Dasatinib,1,583,843,4863,0.1277,1,E05,1
50583-9,MCF 10A,10020-101-5,Dasatinib,1,583,770,4863,0.0948,1,G04,1
50583-9,MCF 10A,10020-101-5,Dasatinib,10,583,632,4863,0.0264,1,E13,1
50583-9,MCF 10A,10020-101-5,Dasatinib,10,583,515,4863,-0.0401,1,K20,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.0010833,583,5736,4863,1.1108,1,I10,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.0010833,583,5325,4863,1.0601,1,N17,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.0033333,583,5369,4863,1.0657,1,C08,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.0033333,583,5639,4863,1.0991,1,N04,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.01,583,5000,4863,1.0182,1,E03,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.01,583,3859,4863,0.8543,1,J05,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.018333,583,4738,4863,0.9830,1,C09,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.018333,583,5359,4863,1.0644,1,M12,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.031667,583,4221,4863,0.9095,1,C06,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.031667,583,5037,4863,1.0230,1,K10,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.056667,583,3870,4863,0.8560,1,J16,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.056667,583,3429,4863,0.7841,1,K21,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.1,583,2615,4863,0.6328,1,H13,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.1,583,3144,4863,0.7342,1,J10,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.17783,583,2265,4863,0.5579,1,J04,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.17783,583,2030,4863,0.5031,1,N19,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.31623,583,1270,4863,0.2894,1,E08,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.31623,583,1364,4863,0.3199,1,E17,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.31623,583,1244,4863,0.2807,1,J21,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.56234,583,845,4863,0.1286,1,D03,1
50583-9,MCF 10A,10250-101-3,Etoposide,0.56234,583,809,4863,0.1127,1,D05,1
50583-9,MCF 10A,10250-101-3,Etoposide,1.7783,583,638,4863,0.0296,1,J12,1
50583-9,MCF 10A,10250-101-3,Etoposide,1.7783,583,597,4863,0.0074,1,M10,1
50583-9,MCF 10A,10250-101-3,Etoposide,3.1623,583,620,4863,0.0200,1,D17,1
50583-9,MCF 10A,10250-101-3,Etoposide,3.1623,583,632,4863,0.0264,1,G08,1
50583-9,MCF 10A,10250-101-3,Etoposide,1,583,669,4863,0.0457,1,F03,1
50583-9,MCF 10A,10250-101-3,Etoposide,1,583,690,4863,0.0563,1,L21,1
50583-9,MCF 10A,10250-101-3,Etoposide,10,583,633,4863,0.0269,1,J18,1
50583-9,MCF 10A,10250-101-3,Etoposide,10,583,630,4863,0.0253,1,J20,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.00043333,583,5852,4863,1.1247,1,I14,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.00043333,583,4909,4863,1.0061,1,L07,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.0013333,583,5694,4863,1.1058,1,J13,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.0013333,583,5587,4863,1.0927,1,M19,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.0033333,583,5324,4863,1.0600,1,J06,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.0033333,583,5696,4863,1.1060,1,N09,1
50583-9,MCF 10A,10018-101-5,Neratinib,0.0053333,583,3777,4863,0.8413,1,E21,1
