Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (568) HMS LINCS ID,Primary Antibody (568) Name,Secondary Antibody (568) HMS LINCS ID,Secondary Antibody (568) Name,Protein Detected (568) HMS LINCS ID,Protein Detected (568) Name,Mean Fluorescence Intensity (568),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein Detected (647) HMS LINCS ID,Protein Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,476.93,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),152.20,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,381.97,A375-P9,C3
50060-2,A-375,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,673.91,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),162.97,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,443.49,A375-P9,C4
50060-2,A-375,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.316,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,551.56,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),153.45,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,331.81,A375-P9,C5
50060-2,A-375,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.316,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,790.57,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),180.60,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,527.06,A375-P9,C6
50060-2,A-375,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.316,0.600,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,864.29,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),193.44,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,475.17,A375-P9,C7
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,437.81,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),154.75,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,403.71,A375-P9,C8
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,357.45,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),128.98,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,247.37,A375-P9,C9
50060-2,A-375,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,255.93,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),106.20,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,332.86,A375-P9,D10
50060-2,A-375,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,183.33,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),90.28,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,232.77,A375-P9,D11
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,494.11,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),146.18,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,368.49,A375-P9,D2
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,465.95,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),146.60,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,397.54,A375-P9,D3
50060-2,A-375,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,532.41,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),156.22,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,408.72,A375-P9,D4
50060-2,A-375,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,541.14,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),161.66,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,366.57,A375-P9,D5
50060-2,A-375,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,486.53,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),154.16,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,551.14,A375-P9,D6
50060-2,A-375,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.600,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,594.27,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),163.46,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,514.47,A375-P9,D7
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,244.73,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),108.68,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,392.33,A375-P9,D8
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,348.73,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),117.36,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,318.34,A375-P9,D9
50060-2,A-375,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,774.00,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),147.92,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,167.79,A375-P9,E10
50060-2,A-375,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,600.02,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),132.75,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,154.70,A375-P9,E11
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2149.26,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),379.30,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,222.58,A375-P9,E2
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2211.14,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),395.21,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,212.40,A375-P9,E3
50060-2,A-375,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1833.14,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),320.65,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,298.16,A375-P9,E4
50060-2,A-375,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1133.62,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),249.77,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,233.49,A375-P9,E5
50060-2,A-375,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1296.78,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),279.58,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,298.21,A375-P9,E6
50060-2,A-375,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.000,0.600,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1304.14,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),256.23,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,279.80,A375-P9,E7
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2058.90,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),364.89,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,252.32,A375-P9,E8
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1736.29,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),310.44,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,203.47,A375-P9,E9
50060-2,A-375,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,238.66,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),92.75,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,330.32,A375-P9,F10
50060-2,A-375,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,0.316,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,182.69,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),86.52,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,266.67,A375-P9,F11
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,464.35,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),135.24,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,330.83,A375-P9,F2
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,0.316,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,540.45,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),153.39,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,337.65,A375-P9,F3
50060-2,A-375,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,760.67,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),203.41,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,473.87,A375-P9,F4
50060-2,A-375,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,0.316,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,602.27,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),170.12,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,361.62,A375-P9,F5
50060-2,A-375,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.316,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,797.38,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),184.78,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,473.97,A375-P9,F6
50060-2,A-375,10068-101-1,Vemurafenib,10007-101-4,AZD8055,0.316,0.600,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,940.86,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),181.09,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,405.15,A375-P9,F7
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,384.74,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),127.81,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,332.07,A375-P9,F8
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,0.316,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,411.56,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),120.50,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,209.21,A375-P9,F9
50060-2,A-375,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,232.73,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),98.23,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,303.24,A375-P9,G10
50060-2,A-375,10068-101-1,Vemurafenib,10071-102-7,Palbociclib,1.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,203.98,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),101.43,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,264.85,A375-P9,G11
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,426.53,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),126.28,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,299.21,A375-P9,G2
50060-2,A-375,10068-101-1,Vemurafenib,10032-101-1,Saracatinib,1.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,473.40,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),139.53,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,307.92,A375-P9,G3
50060-2,A-375,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,610.64,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),188.49,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,447.56,A375-P9,G4
50060-2,A-375,10068-101-1,Vemurafenib,10047-101-4,Pictilisib,1.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,589.31,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),160.08,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,343.41,A375-P9,G5
50060-2,A-375,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.200,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,709.09,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),175.17,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,490.12,A375-P9,G6
50060-2,A-375,10068-101-1,Vemurafenib,10007-101-4,AZD8055,1.000,0.600,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,672.99,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),167.19,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,410.14,A375-P9,G7
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,1.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,326.16,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),102.57,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,297.95,A375-P9,G8
50060-2,A-375,10068-101-1,Vemurafenib,10363-101-1,JNK-IN-8,1.000,3.000,uM,48,hr,2,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,379.81,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),117.13,80079-1,c-Jun / clone 60A8,80069-2,rabbit IgG(H+L) / donkey,201319,c-Jun,256.19,A375-P9,G9
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,3684.23,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),505.69,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,115.96,Colo858-P1,B10
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,3387.57,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),414.22,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,87.43,Colo858-P1,B11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2329.97,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),322.63,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,125.82,Colo858-P1,B2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.000,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2284.95,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),320.51,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,111.17,Colo858-P1,B3
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.200,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,698.58,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),216.69,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1288.95,Colo858-P1,B4
50149-4,COLO 858,10068-101-1,Vemurafenib,10142-101-6,Trametinib,0.000,0.600,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,612.50,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),172.45,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,1229.93,Colo858-P1,B5
50149-4,COLO 858,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2425.70,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),337.27,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,110.89,Colo858-P1,B6
50149-4,COLO 858,10068-101-1,Vemurafenib,10621-101-1,Defactinib,0.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1932.49,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),271.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,103.07,Colo858-P1,B7
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2477.01,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),332.26,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,93.85,Colo858-P1,B8
50149-4,COLO 858,10068-101-1,Vemurafenib,10072-101-2,PF562271,0.000,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,2172.45,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),364.23,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,74.98,Colo858-P1,B9
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,1.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,739.65,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),194.15,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,54.21,Colo858-P1,C10
50149-4,COLO 858,10068-101-1,Vemurafenib,10020-101-1,Dasatinib,0.316,3.000,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,953.32,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),216.44,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,57.05,Colo858-P1,C11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1303.68,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),244.16,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,525.63,Colo858-P1,C2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.316,,uM,48,hr,1,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,1181.89,80057-2,Rb (pS807; pS811),80070-2,goat IgG(H+L),201297,Rb (pS807; pS811),235.96,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,475.07,Colo858-P1,C3
