Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration (uM),Total Cell Count Before Treatment,Total Cell Count After Treatment,Total Control Cell Count,Normalized Growth Rate Inhibition Value,Assay Plate,Assay Well,Biological Replicate
50583-4,MCF 10A,10020-101-5,Dasatinib,1.7783,636,948,11260,0.1010,2,F13,3
50583-4,MCF 10A,10020-101-5,Dasatinib,1.7783,636,647,11260,0.0041,2,L16,3
50583-4,MCF 10A,10020-101-5,Dasatinib,3.1623,636,445,11260,-0.0825,2,C15,3
50583-4,MCF 10A,10020-101-5,Dasatinib,3.1623,636,478,11260,-0.0666,2,E18,3
50583-4,MCF 10A,10020-101-5,Dasatinib,10,636,304,11260,-0.1631,2,F05,3
50583-4,MCF 10A,10020-101-5,Dasatinib,10,636,302,11260,-0.1644,2,N03,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.0010833,636,10525,11260,0.9677,2,E12,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.0010833,636,11703,11260,1.0187,2,E15,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.0033333,636,11210,11260,0.9978,2,D12,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.0033333,636,11439,11260,1.0076,2,L11,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.01,636,10989,11260,0.9883,2,E09,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.01,636,10622,11260,0.9720,2,H16,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.018333,636,11364,11260,1.0044,2,J08,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.018333,636,9480,11260,0.9187,2,M07,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.031667,636,10438,11260,0.9637,2,J16,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.031667,636,9778,11260,0.9331,2,L14,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.056667,636,8227,11260,0.8542,2,F14,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.056667,636,8100,11260,0.8472,2,H04,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.1,636,6890,11260,0.7765,2,E05,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.1,636,7766,11260,0.8286,2,I13,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.17783,636,4700,11260,0.6200,2,C14,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.17783,636,5077,11260,0.6504,2,J21,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,636,3232,11260,0.4801,2,D04,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,636,3381,11260,0.4962,2,G03,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.31623,636,2951,11260,0.4480,2,M06,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.56234,636,2128,11260,0.3382,2,J06,3
50583-4,MCF 10A,10250-101-3,Etoposide,0.56234,636,1641,11260,0.2569,2,L03,3
50583-4,MCF 10A,10250-101-3,Etoposide,1,636,860,11260,0.0755,2,E13,3
50583-4,MCF 10A,10250-101-3,Etoposide,1,636,930,11260,0.0960,2,M05,3
50583-4,MCF 10A,10250-101-3,Etoposide,1.7783,636,662,11260,0.0097,2,F20,3
50583-4,MCF 10A,10250-101-3,Etoposide,1.7783,636,784,11260,0.0517,2,N10,3
50583-4,MCF 10A,10250-101-3,Etoposide,3.1623,636,698,11260,0.0227,2,J04,3
50583-4,MCF 10A,10250-101-3,Etoposide,3.1623,636,733,11260,0.0348,2,M15,3
50583-4,MCF 10A,10250-101-3,Etoposide,10,636,653,11260,0.0064,2,F18,3
50583-4,MCF 10A,10250-101-3,Etoposide,10,636,757,11260,0.0429,2,L13,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.00043333,636,10887,11260,0.9838,2,G05,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.00043333,636,10709,11260,0.9759,2,H08,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.0013333,636,10893,11260,0.9841,2,E03,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.0013333,636,10541,11260,0.9684,2,F06,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.0033333,636,11071,11260,0.9918,2,C08,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.0033333,636,11101,11260,0.9931,2,D15,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.0053333,636,11140,11260,0.9948,2,D17,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.0053333,636,11262,11260,1.0001,2,I21,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.01,636,10170,11260,0.9515,2,D22,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.01,636,11726,11260,1.0196,2,I04,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.018,636,10126,11260,0.9494,2,F19,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.018,636,10791,11260,0.9796,2,G06,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.031623,636,8689,11260,0.8788,2,H17,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.031623,636,8911,11260,0.8902,2,I20,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.056234,636,6045,11260,0.7214,2,C03,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.056234,636,5895,11260,0.7110,2,H18,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,636,3741,11260,0.5332,2,C10,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,636,4373,11260,0.5920,2,J05,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.1,636,4634,11260,0.6145,2,N17,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.17783,636,2077,11260,0.3303,2,F22,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.17783,636,3110,11260,0.4664,2,I16,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.31623,636,1312,11260,0.1908,2,E08,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.31623,636,1192,11260,0.1636,2,G16,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.56234,636,784,11260,0.0517,2,K12,3
50583-4,MCF 10A,10018-101-5,Neratinib,0.56234,636,712,11260,0.0276,2,M11,3
50583-4,MCF 10A,10018-101-5,Neratinib,1,636,652,11260,0.0060,2,E14,3
50583-4,MCF 10A,10018-101-5,Neratinib,1,636,658,11260,0.0082,2,J12,3
50583-4,MCF 10A,10018-101-5,Neratinib,3.1623,636,592,11260,-0.0172,2,J14,3
50583-4,MCF 10A,10018-101-5,Neratinib,3.1623,636,449,11260,-0.0806,2,K04,3
50583-4,MCF 10A,10102-101-7,Taxol,4.3333e-05,636,11244,11260,0.9993,2,J18,3
50583-4,MCF 10A,10102-101-7,Taxol,4.3333e-05,636,11148,11260,0.9952,2,L12,3
50583-4,MCF 10A,10102-101-7,Taxol,0.00013333,636,12288,11260,1.0426,2,N13,3
50583-4,MCF 10A,10102-101-7,Taxol,0.00013333,636,11030,11260,0.9901,2,N19,3
50583-4,MCF 10A,10102-101-7,Taxol,0.0002,636,11037,11260,0.9904,2,D13,3
50583-4,MCF 10A,10102-101-7,Taxol,0.0002,636,11196,11260,0.9972,2,G09,3
50583-4,MCF 10A,10102-101-7,Taxol,0.00033333,636,11096,11260,0.9929,2,E11,3
50583-4,MCF 10A,10102-101-7,Taxol,0.00033333,636,10923,11260,0.9854,2,G19,3
50583-4,MCF 10A,10102-101-7,Taxol,0.00053333,636,11729,11260,1.0198,2,I12,3
50583-4,MCF 10A,10102-101-7,Taxol,0.00053333,636,7282,11260,0.8004,2,L21,3
50583-4,MCF 10A,10102-101-7,Taxol,0.001,636,8148,11260,0.8499,2,K03,3
50583-4,MCF 10A,10102-101-7,Taxol,0.001,636,8136,11260,0.8492,2,K17,3
50583-4,MCF 10A,10102-101-7,Taxol,0.0018,636,4888,11260,0.6354,2,L05,3
50583-4,MCF 10A,10102-101-7,Taxol,0.0018,636,4124,11260,0.5697,2,L15,3
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,636,1803,11260,0.2857,2,D14,3
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,636,1687,11260,0.2653,2,G18,3
50583-4,MCF 10A,10102-101-7,Taxol,0.0031623,636,1723,11260,0.2717,2,M13,3
50583-4,MCF 10A,10102-101-7,Taxol,0.0056234,636,1027,11260,0.1225,2,H06,3
50583-4,MCF 10A,10102-101-7,Taxol,0.0056234,636,1022,11260,0.1212,2,J11,3
50583-4,MCF 10A,10102-101-7,Taxol,0.01,636,375,11260,-0.1197,2,G22,3
50583-4,MCF 10A,10102-101-7,Taxol,0.01,636,427,11260,-0.0916,2,I15,3
50583-4,MCF 10A,10102-101-7,Taxol,0.017783,636,189,11260,-0.2538,2,H21,3
50583-4,MCF 10A,10102-101-7,Taxol,0.017783,636,245,11260,-0.2056,2,N20,3
50583-4,MCF 10A,10102-101-7,Taxol,0.031623,636,200,11260,-0.2435,2,E04,3
50583-4,MCF 10A,10102-101-7,Taxol,0.031623,636,159,11260,-0.2842,2,M09,3
50583-4,MCF 10A,10102-101-7,Taxol,0.1,636,122,11260,-0.3285,2,C06,3
50583-4,MCF 10A,10102-101-7,Taxol,0.1,636,148,11260,-0.2965,2,E20,3
50583-4,MCF 10A,10102-101-7,Taxol,0.31623,636,139,11260,-0.3071,2,K15,3
50583-4,MCF 10A,10102-101-7,Taxol,0.31623,636,129,11260,-0.3194,2,N09,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0010833,636,10700,11260,0.9755,2,D21,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0010833,636,11426,11260,1.0071,2,L20,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0033333,636,10620,11260,0.9720,2,K20,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.0033333,636,10136,11260,0.9499,2,M03,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.01,636,11252,11260,0.9996,2,C12,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.01,636,11419,11260,1.0068,2,L06,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.031667,636,11765,11260,1.0213,2,I22,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.031667,636,10163,11260,0.9511,2,K18,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.056667,636,10650,11260,0.9733,2,K19,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.056667,636,11427,11260,1.0071,2,N06,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.1,636,11508,11260,1.0105,2,F11,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.1,636,9652,11260,0.9270,2,M16,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.17783,636,11396,11260,1.0058,2,C17,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.17783,636,10743,11260,0.9774,2,K10,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.31623,636,7601,11260,0.8191,2,C05,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.31623,636,7209,11260,0.7960,2,I07,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.56234,636,6486,11260,0.7508,2,C07,3
50583-4,MCF 10A,10071-101-2,Palbociclib,0.56234,636,5169,11260,0.6576,2,D20,3
50583-4,MCF 10A,10071-101-2,Palbociclib,1,636,4940,11260,0.6395,2,F21,3
50583-4,MCF 10A,10071-101-2,Palbociclib,1,636,5294,11260,0.6671,2,I19,3
50583-4,MCF 10A,10071-101-2,Palbociclib,1,636,4458,11260,0.5994,2,M12,3
50583-4,MCF 10A,10071-101-2,Palbociclib,1.7783,636,4494,11260,0.6026,2,I08,3
50583-4,MCF 10A,10071-101-2,Palbociclib,1.7783,636,3776,11260,0.5367,2,K05,3
50583-4,MCF 10A,10071-101-2,Palbociclib,3.1623,636,4013,11260,0.5594,2,J03,3
50583-4,MCF 10A,10071-101-2,Palbociclib,3.1623,636,2877,11260,0.4391,2,N18,3
50583-4,MCF 10A,10071-101-2,Palbociclib,5.6234,636,2348,11260,0.3703,2,L22,3
50583-4,MCF 10A,10071-101-2,Palbociclib,5.6234,636,2432,11260,0.3820,2,M18,3
50583-4,MCF 10A,10071-101-2,Palbociclib,10,636,2419,11260,0.3802,2,C13,3
50583-4,MCF 10A,10071-101-2,Palbociclib,10,636,2335,11260,0.3685,2,G17,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,636,11190,11260,0.9970,2,D03,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,636,11231,11260,0.9987,2,D05,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,636,11135,11260,0.9946,2,G14,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.00021667,636,9938,11260,0.9406,2,H15,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.00033333,636,9631,11260,0.9260,2,E16,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.00033333,636,10113,11260,0.9488,2,E21,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.00066667,636,9191,11260,0.9044,2,C19,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.00066667,636,8683,11260,0.8785,2,D18,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.001,636,8681,11260,0.8784,2,E22,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.001,636,7897,11260,0.8360,2,N21,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.0016667,636,7037,11260,0.7856,2,K14,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.0016667,636,6964,11260,0.7811,2,L04,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,636,4947,11260,0.6401,2,G13,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,636,4503,11260,0.6033,2,K07,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.003,636,5383,11260,0.6739,2,N12,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.0056667,636,2655,11260,0.4115,2,C11,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.0056667,636,2657,11260,0.4118,2,F12,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.01,636,1913,11260,0.3042,2,G10,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.01,636,1565,11260,0.2426,2,N22,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.017783,636,1298,11260,0.1877,2,F03,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.017783,636,1492,11260,0.2283,2,I05,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.031623,636,1089,11260,0.1385,2,C04,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.031623,636,1064,11260,0.1321,2,F10,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.1,636,957,11260,0.1036,2,F07,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.1,636,795,11260,0.0553,2,J22,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.31623,636,875,11260,0.0800,2,D08,3
50583-4,MCF 10A,10142-101-4,Trametinib,0.31623,636,736,11260,0.0358,2,M17,3
50583-4,MCF 10A,10142-101-4,Trametinib,1,636,965,11260,0.1058,2,I09,3
50583-4,MCF 10A,10142-101-4,Trametinib,1,636,1108,11260,0.1433,2,I10,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.0033333,636,10730,11260,0.9769,2,C18,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.0033333,636,11259,11260,0.9999,2,M14,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.01,636,11490,11260,1.0098,2,E07,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.01,636,10980,11260,0.9879,2,G15,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.031667,636,10790,11260,0.9795,2,D10,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.031667,636,10867,11260,0.9829,2,G07,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.1,636,9545,11260,0.9218,2,H07,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.1,636,10723,11260,0.9765,2,N05,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.17783,636,8762,11260,0.8826,2,H03,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.17783,636,10475,11260,0.9654,2,J13,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.31623,636,7391,11260,0.8069,2,F08,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.31623,636,7627,11260,0.8206,2,G11,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.56234,636,5476,11260,0.6808,2,D06,3
50583-4,MCF 10A,10282-101-4,Vorinostat,0.56234,636,5437,11260,0.6779,2,F17,3
50583-4,MCF 10A,10282-101-4,Vorinostat,1,636,3133,11260,0.4690,2,H22,3
50583-4,MCF 10A,10282-101-4,Vorinostat,1,636,3158,11260,0.4718,2,M08,3
50583-4,MCF 10A,10282-101-4,Vorinostat,1.7783,636,1583,11260,0.2460,2,H14,3
50583-4,MCF 10A,10282-101-4,Vorinostat,1.7783,636,1874,11260,0.2978,2,L10,3
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,636,878,11260,0.0809,2,G21,3
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,636,937,11260,0.0979,2,H13,3
50583-4,MCF 10A,10282-101-4,Vorinostat,3.1623,636,789,11260,0.0534,2,K21,3
50583-4,MCF 10A,10282-101-4,Vorinostat,5.6234,636,735,11260,0.0355,2,G04,3
50583-4,MCF 10A,10282-101-4,Vorinostat,5.6234,636,761,11260,0.0442,2,H09,3
50583-4,MCF 10A,10282-101-4,Vorinostat,10,636,610,11260,-0.0100,2,C20,3
50583-4,MCF 10A,10282-101-4,Vorinostat,10,636,806,11260,0.0588,2,K08,3
50583-4,MCF 10A,10282-101-4,Vorinostat,10,636,556,11260,-0.0319,2,L19,3
50583-4,MCF 10A,10282-101-4,Vorinostat,10,636,626,11260,-0.0038,2,N16,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,782,12082,13074,0.9615,1,H18,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.0033333,782,13693,13074,1.0229,1,M07,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,782,12494,13074,0.9778,1,H19,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.01,782,14263,13074,1.0433,1,J03,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,782,13392,13074,1.0118,1,D11,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.031667,782,13203,13074,1.0048,1,K22,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,782,13386,13074,1.0116,1,F06,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.1,782,13565,13074,1.0182,1,M16,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,782,13733,13074,1.0243,1,I07,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.31623,782,12761,13074,0.9881,1,N11,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,782,12851,13074,0.9915,1,L14,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,0.56234,782,11222,13074,0.9262,1,M04,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,782,12841,13074,0.9911,1,I03,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1,782,12471,13074,0.9769,1,J17,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,782,10420,13074,0.8913,1,F10,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,1.7783,782,10719,13074,0.9045,1,G17,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,782,10529,13074,0.8962,1,G10,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,3.1623,782,10732,13074,0.9051,1,K12,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,782,8798,13074,0.8142,1,H16,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,5.6234,782,10202,13074,0.8815,1,J14,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,7633,13074,0.7518,1,C05,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,6489,13074,0.6832,1,C20,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,6768,13074,0.7007,1,F22,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,7280,13074,0.7315,1,H04,3
51124-1,MCF 10A-H2B-mCherry,10233-101-4,Alpelisib,10,782,7584,13074,0.7490,1,I04,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,782,13863,13074,1.0290,1,D09,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0010833,782,12567,13074,0.9806,1,K18,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,782,14025,13074,1.0349,1,L18,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.0033333,782,14231,13074,1.0422,1,M15,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,782,13341,13074,1.0100,1,E09,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.01,782,14550,13074,1.0533,1,J07,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.018333,782,11450,13074,0.9357,1,C22,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.018333,782,12694,13074,0.9855,1,G16,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.031667,782,12034,13074,0.9596,1,I15,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.031667,782,11567,13074,0.9406,1,M03,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.056667,782,10027,13074,0.8735,1,D14,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.056667,782,9269,13074,0.8376,1,E11,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.1,782,8033,13074,0.7740,1,D10,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.1,782,7813,13074,0.7619,1,M06,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.17783,782,4819,13074,0.5643,1,E22,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.17783,782,5065,13074,0.5836,1,G15,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,782,4654,13074,0.5509,1,G09,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,782,4517,13074,0.5395,1,H12,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.31623,782,5304,13074,0.6016,1,L08,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.56234,782,4087,13074,0.5021,1,J22,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,0.56234,782,4102,13074,0.5035,1,L15,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,782,3415,13074,0.4371,1,E05,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1,782,3589,13074,0.4548,1,G04,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,782,2556,13074,0.3382,1,H17,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,1.7783,782,2756,13074,0.3632,1,L17,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,782,1465,13074,0.1668,1,C21,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,3.1623,782,1486,13074,0.1709,1,N12,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,782,904,13074,0.0361,1,E13,3
51124-1,MCF 10A-H2B-mCherry,10020-101-5,Dasatinib,10,782,911,13074,0.0380,1,K20,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,782,14117,13074,1.0381,1,I10,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0010833,782,13160,13074,1.0032,1,N17,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,782,13503,13074,1.0159,1,C08,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.0033333,782,13431,13074,1.0133,1,N04,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,782,13677,13074,1.0223,1,E03,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.01,782,14274,13074,1.0437,1,J05,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,782,12657,13074,0.9841,1,C09,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.018333,782,12774,13074,0.9886,1,M12,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,782,11801,13074,0.9502,1,C06,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.031667,782,12015,13074,0.9588,1,K10,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,782,11119,13074,0.9218,1,J16,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.056667,782,10622,13074,0.9003,1,K21,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,782,9082,13074,0.8284,1,H13,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.1,782,9979,13074,0.8713,1,J10,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,782,7393,13074,0.7381,1,J04,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.17783,782,6940,13074,0.7112,1,N19,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,782,5686,13074,0.6293,1,E08,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,782,5358,13074,0.6056,1,E17,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.31623,782,6495,13074,0.6835,1,J21,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,782,3079,13074,0.4009,1,D03,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,0.56234,782,2950,13074,0.3862,1,D05,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,782,1674,13074,0.2058,1,F03,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1,782,1812,13074,0.2295,1,L21,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1.7783,782,1180,13074,0.1063,1,J12,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,1.7783,782,1020,13074,0.0673,1,M10,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,782,818,13074,0.0109,1,D17,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,3.1623,782,775,13074,-0.0025,1,G08,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,782,785,13074,0.0007,1,J18,3
51124-1,MCF 10A-H2B-mCherry,10250-101-3,Etoposide,10,782,849,13074,0.0202,1,J20,3
51124-1,MCF 10A-H2B-mCherry,10018-101-5,Neratinib,0.00043333,782,13830,13074,1.0278,1,I14,3
