Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Time Point (hr),Time Interval (hr),GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,16.73,13.3,0.0054,0.0032,0.1822,0.2568,1.3893,0.5061
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,18.59,13.3,0.0031,0.0024,0.1609,0.1780,1.5913,0.5859
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,20.81,13.3,0.0023,0.0021,0.0576,0.0696,1.6693,0.6766
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,23.04,13.3,0.0021,0.0021,-0.0007,0.0178,1.5525,0.7172
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,25.25,13.3,0.0022,0.0022,-0.0214,-0.0002,1.6675,0.7253
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,27.48,13.3,0.0023,0.0023,-0.0296,-0.0065,1.5175,0.7195
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,29.70,13.3,0.0026,0.0026,-0.0081,0.0005,1.4257,0.7007
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,31.92,13.3,0.0029,0.003,0.0010,-0.0067,1.2681,0.6896
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,34.14,13.3,0.0035,0.0036,-0.0098,-0.0135,1.1220,0.6699
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,36.36,13.3,0.0039,0.0039,0.0199,0.0015,1.1076,0.6499
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,38.59,13.3,0.005,0.0052,0.0005,-0.0200,0.9820,0.6323
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,40.81,13.3,0.0061,0.0062,0.0257,-0.0045,1.0021,0.6032
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,43.03,13.3,0.0081,0.0081,0.0108,-0.0039,1.0504,0.5720
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,45.25,13.3,0.0119,0.0117,0.0297,0.0122,1.2484,0.5302
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,47.47,13.3,0.014,0.0132,0.0446,0.0490,1.9591,0.5006
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,49.69,13.3,0.0178,0.017,0.0450,0.0418,2.0225,0.4779
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,51.92,13.3,0.0175,0.0167,0.0376,0.0432,1.9155,0.4714
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,54.14,13.3,0.018,0.0175,0.0175,0.0215,1.8780,0.4726
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,56.36,13.3,0.0178,0.0174,0.0306,0.0301,2.2588,0.4660
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,58.58,13.3,0.019,0.0186,0.0026,0.0225,2.1563,0.4585
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,60.80,13.3,0.0203,0.0196,0.0037,0.0448,2.6253,0.4458
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,63.02,13.3,0.0192,0.0188,-0.0159,0.0290,2.7555,0.4494
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,65.24,13.3,0.0216,0.0211,0.0017,0.0439,4.0050,0.4213
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,67.47,13.3,0.0241,0.0235,0.0230,0.0543,4.6584,0.4056
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,69.71,13.4,0.0283,0.0275,-0.0156,0.0459,4.2625,0.3921
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,71.94,13.4,0.0301,0.0295,-0.0284,0.0490,5.0000,0.3826
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,74.16,13.4,0.0303,0.0298,-0.0034,0.0350,5.0000,0.3753
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,76.38,13.4,0.0309,0.0305,-0.0623,0.0243,5.0000,0.3705
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,78.60,13.4,0.0337,0.0328,0.0005,0.0659,5.0000,0.3496
51124-1,MCF 10A-H2B-mCherry,10142-101-4,Trametinib,80.82,13.4,0.0466,0.0449,0.0168,0.0770,4.4772,0.3291
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,15.91,13.5,0.673,1.0022,-0.2338,-0.3147,1.2258,0.4090
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,16.73,13.3,0.6881,1.3581,-0.2534,-0.4659,0.9685,0.4010
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,18.59,13.3,0.5664,1.0687,-0.2412,-0.4101,0.9460,0.4283
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,20.81,13.3,0.502,0.8536,-0.2101,-0.3304,0.9626,0.4380
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,23.04,13.3,0.5079,0.7078,-0.1692,-0.2294,1.1387,0.4288
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,25.25,13.3,0.5644,0.7187,-0.1603,-0.1877,1.3197,0.4052
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,27.48,13.3,0.6823,0.8212,-0.1496,-0.1683,1.6127,0.3903
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,29.70,13.3,0.765,0.8757,-0.1253,-0.1391,1.8944,0.3675
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,31.92,13.3,0.9055,1.0076,-0.1133,-0.1220,2.1792,0.3507
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,34.14,13.3,1.068,1.1653,-0.1206,-0.1119,3.4369,0.3330
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,36.36,13.3,1.0762,1.2153,-0.1104,-0.1406,2.2647,0.3356
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,38.59,13.3,1.1098,1.2326,-0.1011,-0.1245,2.1821,0.3320
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,40.81,13.3,1.1984,1.2893,-0.0960,-0.1017,2.5017,0.3013
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,43.03,13.3,1.3344,1.4263,-0.1272,-0.1046,3.1385,0.2693
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,45.25,13.3,1.4887,1.597,-0.1303,-0.1190,3.1231,0.2478
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,47.47,13.3,1.6384,1.7629,-0.1376,-0.1259,3.2107,0.2336
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,49.69,13.3,1.7722,1.8866,-0.1393,-0.1148,3.5508,0.2155
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,51.92,13.3,1.8216,1.8954,-0.1164,-0.0792,4.1224,0.2010
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,54.14,13.3,1.8708,1.9209,-0.0884,-0.0604,4.4214,0.1907
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,56.36,13.3,1.8971,1.9476,-0.1068,-0.0598,4.3974,0.1866
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,58.58,13.3,2.0321,2.0717,-0.0920,-0.0454,4.6303,0.1798
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,60.80,13.3,2.2188,2.2676,-0.0773,-0.0554,4.8049,0.1568
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,63.02,13.3,2.2236,2.2495,-0.0400,-0.0312,5.0000,0.1616
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,65.24,13.3,2.4454,2.4775,-0.0465,-0.0353,5.0000,0.1445
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,67.47,13.3,2.8259,2.865,-0.0319,-0.0356,5.0000,0.1279
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,69.71,13.4,3.1094,3.0871,0.0108,0.0168,5.0000,0.1075
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,71.94,13.4,3.2871,3.3126,-0.0160,-0.0202,5.0000,0.0996
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,74.16,13.4,3.3307,3.3889,-0.0246,-0.0459,5.0000,0.1122
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,76.38,13.4,3.3759,3.4083,-0.0226,-0.0245,5.0000,0.1154
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,78.60,13.4,3.6487,3.6037,0.0164,0.0174,5.0000,0.0967
51124-1,MCF 10A-H2B-mCherry,10282-101-4,Vorinostat,80.82,13.4,3.3561,3.3984,-0.0514,-0.0324,5.0000,0.1236
