Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Replicate,Seeding Density,IC50,EC50,Emax,Einf,IC Hill Coefficient,IC_AUC,IC Curve Fit,IC r2,GR50,GEC50,GRmax,GRinf,GR Hill Coefficient,GR_AOC,GR Curve Fit,GR r2
50057-3,SK-BR-3,10071-101-1,Palbociclib,5,5000.00,inf,0.8121,0.6379,0.5565,0.4214,0.8207,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9818,inf,1.2029,0.6177,0.5142,0.4153,0.1816,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9815
50057-3,SK-BR-3,10099-101-1,Nilotinib,5,156.25,inf,inf,1.0500,1.0500,0.0000,1.0456,flat fit: x = Einf,-19.73,inf,inf,1.0500,1.0500,0.0000,-0.0474,flat fit: x = Einf,-61.3317
50057-3,SK-BR-3,10099-101-1,Nilotinib,5,312.50,inf,inf,1.0500,1.0500,0.0000,1.0270,flat fit: x = Einf,-0.3137,inf,inf,1.0500,1.0500,0.0000,0.0030,flat fit: x = Einf,0.1293
50057-3,SK-BR-3,10099-101-1,Nilotinib,5,625.00,inf,inf,1.0500,1.0500,0.0000,1.0384,flat fit: x = Einf,-6.3636,inf,inf,1.0500,1.0500,0.0000,-0.0425,flat fit: x = Einf,-9.2043
50057-3,SK-BR-3,10099-101-1,Nilotinib,5,1250.00,inf,9.8365,0.7031,0.6943,5.0000,1.0139,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8645,inf,9.8937,0.5236,0.5093,5.0000,0.0031,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9396
50057-3,SK-BR-3,10099-101-1,Nilotinib,5,2500.00,inf,6.9415,0.5363,0.5316,5.0000,0.9698,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9681,7.89,7.0175,0.2291,0.2217,5.0000,0.0654,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9839
50057-3,SK-BR-3,10099-101-1,Nilotinib,5,5000.00,inf,5.8713,0.5392,0.5381,4.8101,0.9538,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9848,28.5495,6.0632,0.5013,0.4997,4.8047,0.0524,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9888
50057-3,SK-BR-3,10102-999-6,Taxol,5,156.25,inf,inf,0.9993,0.9993,0.0000,1.0148,flat fit: x = Einf,-0.2152,inf,inf,1.0097,1.0097,0.0000,-0.0135,flat fit: x = Einf,-0.128
50057-3,SK-BR-3,10102-999-6,Taxol,5,312.50,inf,0.0055,0.8010,0.8190,4.9920,0.9083,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7207,0.0069,0.0052,0.3315,0.3804,4.9992,0.3613,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7502
50057-3,SK-BR-3,10102-999-6,Taxol,5,625.00,inf,0.0027,0.6079,0.5922,5.0000,0.7251,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9688,0.0031,0.0027,0.2686,0.2398,5.0000,0.5184,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9767
50057-3,SK-BR-3,10102-999-6,Taxol,5,1250.00,0.0065,0.0032,0.4676,0.4855,5.0000,0.6696,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9912,0.0035,0.0033,0.1162,0.1493,5.0000,0.5480,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9953
50057-3,SK-BR-3,10102-999-6,Taxol,5,2500.00,0.0138,0.0036,0.4920,0.4970,3.8166,0.6711,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9886,0.004,0.0037,0.1336,0.1434,3.9384,0.5593,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9925
50057-3,SK-BR-3,10102-999-6,Taxol,5,5000.00,inf,0.004,0.5452,0.5554,4.9996,0.7244,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9972,inf,0.0041,0.5021,0.5155,5.0000,0.2992,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9975
50057-3,SK-BR-3,10146-101-3,Omipalisib,5,156.25,inf,inf,0.7706,0.7706,0.0000,0.9468,flat fit: x = Einf,0.1823,inf,inf,0.6617,0.6617,0.0000,0.0958,flat fit: x = Einf,0.3323
50057-3,SK-BR-3,10146-101-3,Omipalisib,5,312.50,inf,0.1729,0.5995,0.6032,0.4864,0.8127,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7738,0.0557,0.1002,-0.2440,-0.1860,0.5388,0.6187,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7787
50057-3,SK-BR-3,10146-101-3,Omipalisib,5,625.00,0.7576,0.0167,0.4079,0.3792,0.3724,0.5952,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9707,0.0084,0.0199,-0.1178,-0.1847,0.3648,0.7556,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9709
50057-3,SK-BR-3,10146-101-3,Omipalisib,5,1250.00,0.0443,0.0068,0.3463,0.3959,0.8354,0.5209,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9779,0.0074,0.0077,-0.1130,-0.0182,0.8297,0.7946,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9748
50057-3,SK-BR-3,10146-101-3,Omipalisib,5,2500.00,0.0756,0.006,0.3998,0.4081,0.6692,0.5334,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9861,0.0064,0.0069,-0.0398,-0.0244,0.6646,0.7960,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.986
50057-3,SK-BR-3,10146-101-3,Omipalisib,5,5000.00,0.3986,0.006,0.4563,0.4779,0.7430,0.5807,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9901,0.0835,0.0079,0.3819,0.4099,0.7266,0.4597,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9876
50057-3,SK-BR-3,10250-999-4,Etoposide,5,156.25,inf,inf,0.8792,0.8792,0.0000,0.9787,flat fit: x = Einf,0.443,inf,inf,0.8517,0.8517,0.0000,0.0288,flat fit: x = Einf,0.4507
50057-3,SK-BR-3,10250-999-4,Etoposide,5,312.50,inf,0.7264,0.7070,0.7310,5.0000,0.8931,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7514,0.9345,0.7287,0.3072,0.3559,5.0000,0.2873,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7271
50057-3,SK-BR-3,10250-999-4,Etoposide,5,625.00,inf,0.3004,0.5453,0.5848,4.9999,0.7989,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9557,0.4141,0.3201,0.1828,0.2447,2.6109,0.3631,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9592
50057-3,SK-BR-3,10250-999-4,Etoposide,5,1250.00,inf,0.2907,0.4493,0.5061,2.2249,0.7696,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.963,0.3976,0.3185,0.0779,0.1674,1.8392,0.3845,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9678
50057-3,SK-BR-3,10250-999-4,Etoposide,5,2500.00,0.8367,0.2491,0.4458,0.4969,4.1938,0.7474,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9816,0.2767,0.2518,0.0635,0.1569,3.9888,0.4226,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9823
50057-3,SK-BR-3,10250-999-4,Etoposide,5,5000.00,inf,0.1967,0.4999,0.5167,2.8746,0.7396,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9925,0.5778,0.2086,0.4493,0.4713,2.8061,0.2799,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.992
50057-3,SK-BR-3,10264-999-2,Methotrexate,5,156.25,inf,inf,0.9985,0.9985,0.0000,1.0139,flat fit: x = Einf,-0.1029,inf,inf,1.0031,1.0031,0.0000,-0.0031,flat fit: x = Einf,-0.0125
50057-3,SK-BR-3,10264-999-2,Methotrexate,5,312.50,inf,inf,0.9138,0.9138,0.0000,1.0248,flat fit: x = Einf,-0.4512,inf,inf,0.6562,0.6562,0.0000,0.0021,flat fit: x = Einf,0.2864
50057-3,SK-BR-3,10264-999-2,Methotrexate,5,625.00,inf,inf,0.9548,0.9548,0.0000,1.0262,flat fit: x = Einf,-0.7227,inf,inf,0.9242,0.9242,0.0000,-0.0198,flat fit: x = Einf,-0.2672
50057-3,SK-BR-3,10264-999-2,Methotrexate,5,1250.00,inf,0.0964,0.7954,0.8463,5.0000,0.9288,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8616,inf,0.0973,0.6765,0.7598,5.0000,0.1162,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8831
50057-3,SK-BR-3,10264-999-2,Methotrexate,5,2500.00,inf,0.0596,0.6525,0.6603,2.8829,0.8066,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9915,0.123,0.0605,0.4210,0.4345,2.8603,0.3224,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9931
50057-3,SK-BR-3,10264-999-2,Methotrexate,5,5000.00,inf,0.0876,0.5785,0.5915,4.9997,0.7731,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9971,inf,0.09,0.5453,0.5615,4.9863,0.2413,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9969
50057-3,SK-BR-3,10051-104-1,Lapatinib,7,156.25,inf,1.7915,0.6705,0.7164,4.9556,0.9287,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.6093,inf,1.7454,0.5464,0.6146,4.9670,0.1116,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.5573
50057-3,SK-BR-3,10051-104-1,Lapatinib,7,312.50,11.5149,11.5004,0.4845,0.0003,0.4654,0.8453,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8893,0.4776,3.7315,-0.3556,-1.0000,0.5344,0.4092,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9319
50057-3,SK-BR-3,10051-104-1,Lapatinib,7,625.00,inf,0.2925,0.5445,0.5671,0.6012,0.8258,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8773,0.3877,0.3617,0.0227,0.0188,0.5495,0.3826,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9017
50057-3,SK-BR-3,10051-104-1,Lapatinib,7,1250.00,6.4508,0.0375,0.4748,0.4874,0.7156,0.6768,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9178,0.0419,0.0394,0.0011,0.0210,0.7083,0.6120,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.917
50057-3,SK-BR-3,10051-104-1,Lapatinib,7,2500.00,inf,0.0308,0.5106,0.5519,1.3185,0.7050,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9765,0.0363,0.0306,0.0161,0.0987,1.3036,0.5939,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9771
50057-3,SK-BR-3,10051-104-1,Lapatinib,7,5000.00,inf,0.0335,0.6208,0.6324,0.9916,0.7617,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9897,inf,0.0365,0.5197,0.5358,0.9982,0.2966,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9896
50057-3,SK-BR-3,10097-101-1,Erlotinib,7,156.25,inf,inf,0.8034,0.8034,0.0000,0.9912,flat fit: x = Einf,0.366,inf,inf,0.7333,0.7333,0.0000,0.0222,flat fit: x = Einf,0.428
50057-3,SK-BR-3,10097-101-1,Erlotinib,7,312.50,inf,0.1836,0.6741,0.8258,4.9989,0.9040,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.5634,0.4648,0.1724,0.1280,0.4965,5.0000,0.2933,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.5936
50057-3,SK-BR-3,10097-101-1,Erlotinib,7,625.00,inf,1.9708,0.6487,0.6693,1.7897,0.9199,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9382,3.1402,1.937,0.2374,0.2762,1.6638,0.1933,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.962
50057-3,SK-BR-3,10097-101-1,Erlotinib,7,1250.00,14.6718,4.2815,0.4858,0.3990,1.2985,0.8919,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9774,3.6118,4.4969,0.0244,-0.1591,1.2603,0.2111,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9839
50057-3,SK-BR-3,10097-101-1,Erlotinib,7,2500.00,inf,3.7065,0.5507,0.5509,4.9204,0.9265,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9891,3.8689,3.7009,0.0970,0.0974,4.8775,0.1539,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.992
50057-3,SK-BR-3,10097-101-1,Erlotinib,7,5000.00,inf,5.728,0.6003,0.5977,4.1212,0.9350,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.984,14.3196,5.8686,0.4909,0.4872,4.1109,0.0823,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9847
50057-3,SK-BR-3,10135-101-1,Linsitinib,7,156.25,inf,inf,0.8913,0.8913,0.0000,1.0200,flat fit: x = Einf,-0.1011,inf,inf,0.8526,0.8526,0.0000,-0.0148,flat fit: x = Einf,0.0567
50057-3,SK-BR-3,10135-101-1,Linsitinib,7,312.50,inf,15.021,0.7120,0.6430,4.9900,1.0098,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.88,15.1693,15.4998,0.1740,-0.0569,5.0000,0.0297,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9668
50057-3,SK-BR-3,10135-101-1,Linsitinib,7,625.00,inf,11.4712,0.6623,0.6138,3.4884,0.9972,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9092,12.5173,11.0022,0.2684,0.2003,3.9664,0.0383,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9772
50057-3,SK-BR-3,10135-101-1,Linsitinib,7,1250.00,48.893,48.893,0.6383,0.0000,0.7819,0.9318,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8447,13.3297,56.1749,0.3168,-1.0000,0.7637,0.1318,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8508
50057-3,SK-BR-3,10135-101-1,Linsitinib,7,2500.00,inf,1.8874,0.6895,0.7090,1.1899,0.9342,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9144,8.3742,1.999,0.3743,0.4010,1.1308,0.1406,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9348
50057-3,SK-BR-3,10135-101-1,Linsitinib,7,5000.00,inf,3.3662,0.7633,0.7113,0.6977,0.9314,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9732,inf,4.5037,0.7108,0.6229,0.6567,0.0826,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9744
50057-3,SK-BR-3,10236-999-2,17-AAG,7,156.25,inf,0.0041,0.6507,0.7107,1.6711,0.7413,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.604,inf,0.0043,0.5137,0.5928,1.4944,0.3602,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.6048
50057-3,SK-BR-3,10236-999-2,17-AAG,7,312.50,inf,0.0028,0.5881,0.5980,1.6852,0.6333,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8866,0.003,0.0031,-0.1098,-0.0810,5.0000,0.9907,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9361
50057-3,SK-BR-3,10236-999-2,17-AAG,7,625.00,inf,0.0026,0.5137,0.5519,5.0000,0.5821,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9441,0.0027,0.0026,-0.0429,0.0360,5.0000,0.8987,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9466
50057-3,SK-BR-3,10236-999-2,17-AAG,7,1250.00,0.0163,0.0051,0.4204,0.4385,1.8104,0.5154,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9851,0.0049,0.0053,-0.1030,-0.0688,1.8505,0.9198,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9845
50057-3,SK-BR-3,10236-999-2,17-AAG,7,2500.00,0.0891,0.0068,0.4737,0.4830,1.3149,0.5733,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9898,0.0064,0.0068,-0.0575,-0.0381,1.3322,0.8578,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9896
50057-3,SK-BR-3,10236-999-2,17-AAG,7,5000.00,inf,0.0108,0.5848,0.5607,2.0754,0.6552,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9843,0.0285,0.011,0.4685,0.4304,2.0828,0.4459,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9778
50057-3,SK-BR-3,10051-104-1,Lapatinib,8,156.25,inf,0.9707,0.6286,0.6176,1.1365,0.9157,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9397,14.5868,1.1539,0.5010,0.4669,1.0703,0.1165,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9587
50057-3,SK-BR-3,10051-104-1,Lapatinib,8,312.50,inf,0.4817,0.5459,0.5720,1.2347,0.8602,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9045,0.3606,0.4621,-0.2101,-0.1692,1.1751,0.4142,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9179
50057-3,SK-BR-3,10051-104-1,Lapatinib,8,625.00,3.4067,0.035,0.4553,0.4922,0.9092,0.6769,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9629,0.04,0.0369,-0.0326,0.0342,0.8915,0.6085,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9617
50057-3,SK-BR-3,10051-104-1,Lapatinib,8,1250.00,0.2306,0.0282,0.4105,0.4311,0.9427,0.6224,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9852,0.0325,0.0312,-0.0208,0.0182,0.9266,0.6401,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9837
50057-3,SK-BR-3,10051-104-1,Lapatinib,8,2500.00,inf,0.0236,0.5009,0.5033,1.1005,0.6571,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9823,0.0297,0.0246,0.0890,0.0937,1.1007,0.6214,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9817
50057-3,SK-BR-3,10051-104-1,Lapatinib,8,5000.00,inf,0.0274,0.6214,0.6002,1.2193,0.7272,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9735,inf,0.03,0.5434,0.5155,1.2513,0.3263,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9712
50057-3,SK-BR-3,10097-101-1,Erlotinib,8,156.25,inf,inf,0.7498,0.7498,0.0000,1.0025,flat fit: x = Einf,0.2395,inf,inf,0.6757,0.6757,0.0000,0.0034,flat fit: x = Einf,0.2852
50057-3,SK-BR-3,10097-101-1,Erlotinib,8,312.50,inf,inf,0.8004,0.8004,0.0000,1.0130,flat fit: x = Einf,0.1445,inf,inf,0.4426,0.4426,0.0000,0.0291,flat fit: x = Einf,0.3495
50057-3,SK-BR-3,10097-101-1,Erlotinib,8,625.00,inf,2.3966,0.6126,0.5859,1.1381,0.9110,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9399,4.1534,2.5395,0.2727,0.2046,1.0700,0.1835,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9627
50057-3,SK-BR-3,10097-101-1,Erlotinib,8,1250.00,15.7061,6.8235,0.4788,0.2962,1.0762,0.8778,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9121,5.1618,7.2066,0.1089,-0.2181,1.0846,0.2086,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9256
50057-3,SK-BR-3,10097-101-1,Erlotinib,8,2500.00,inf,4.0127,0.5134,0.5139,3.4334,0.9175,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.984,4.3777,4.059,0.1134,0.1133,3.4009,0.1551,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9887
50057-3,SK-BR-3,10097-101-1,Erlotinib,8,5000.00,inf,7.1425,0.5579,0.5307,2.7310,0.9320,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9829,14.5421,7.5151,0.4556,0.4175,2.7290,0.0804,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9861
50057-3,SK-BR-3,10135-101-1,Linsitinib,8,156.25,46.3136,22.2213,0.8005,0.4813,4.4761,1.0111,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7292,24.0619,23.9551,0.6948,0.0099,4.4875,0.0036,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7825
50057-3,SK-BR-3,10135-101-1,Linsitinib,8,312.50,29.16,21.8238,0.7554,0.3800,4.9241,1.0198,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7836,18.3512,22.8607,0.3167,-1.0000,5.0000,-0.0104,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9523
50057-3,SK-BR-3,10135-101-1,Linsitinib,8,625.00,37.2116,24.5116,0.7216,0.2938,2.1213,0.9982,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8347,19.4615,34.3817,0.4798,-0.9615,1.8848,0.0294,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9134
50057-3,SK-BR-3,10135-101-1,Linsitinib,8,1250.00,33.7,33.7,0.5878,0.0000,0.8786,0.9424,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9281,12.9477,45.6592,0.3081,-1.0000,0.8717,0.0965,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9433
50057-3,SK-BR-3,10135-101-1,Linsitinib,8,2500.00,54.598,54.5886,0.6325,0.0001,0.6387,0.9294,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9457,12.3165,69.9717,0.3367,-1.0000,0.6324,0.1263,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9459
50057-3,SK-BR-3,10135-101-1,Linsitinib,8,5000.00,inf,2.4998,0.7530,0.7612,1.4176,0.9440,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9753,inf,2.761,0.7135,0.7175,1.3379,0.0635,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9737
50057-3,SK-BR-3,10236-999-2,17-AAG,8,156.25,inf,0.0052,0.7016,0.7142,4.9998,0.8595,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7185,inf,0.0049,0.6033,0.6175,5.0000,0.1966,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.7037
50057-3,SK-BR-3,10236-999-2,17-AAG,8,312.50,inf,0.0078,0.6315,0.6356,3.4227,0.8427,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9353,0.0073,0.0072,-0.0134,0.0176,3.3736,0.4517,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9484
50057-3,SK-BR-3,10236-999-2,17-AAG,8,625.00,0.0138,0.0058,0.3989,0.4288,2.2474,0.7285,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9759,0.0054,0.0058,-0.1450,-0.0864,2.1832,0.5189,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9832
50057-3,SK-BR-3,10236-999-2,17-AAG,8,1250.00,0.0163,0.0073,0.3853,0.4001,1.9804,0.7241,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.984,0.0073,0.0076,-0.0664,-0.0408,1.9257,0.4693,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.986
50057-3,SK-BR-3,10236-999-2,17-AAG,8,2500.00,0.0243,0.0076,0.4301,0.4458,1.9132,0.7657,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9935,0.0076,0.0078,-0.0471,-0.0182,1.8695,0.4306,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9958
50057-3,SK-BR-3,10236-999-2,17-AAG,8,5000.00,inf,0.0192,0.5269,0.5196,1.6160,0.8412,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9948,0.0576,0.0211,0.4110,0.3998,1.6017,0.1921,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9959
50057-3,SK-BR-3,10051-104-1,Lapatinib,9,156.25,16.828,1.2472,0.4816,0.3733,0.5275,0.8233,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8215,0.1014,0.3913,-0.5604,-0.6295,0.6032,0.6141,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.8844
50057-3,SK-BR-3,10051-104-1,Lapatinib,9,312.50,2.2746,0.4033,0.3795,0.3227,0.5993,0.7432,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9457,0.0872,0.2675,-0.4691,-0.5330,0.6475,0.6364,sigmoidal fit: x = Einf + (1-Einf)/(1+ (x/EC50)^Hill),0.9614
